,,phi_1,theta_1,sigma,mu,init_y_1,logL,logL_birth,nlive
labels,,$\phi_1$,$\theta_1$,$\sigma$,$\mu$,$y_1$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,
6474,0.0,0.10239086,0.40580255,0.48596102,-0.00021575508,0.7946701,-351.96976,-574.13165,476
6475,0.0,0.39436617,0.93488586,0.47605392,-0.00081871595,0.765157,-351.40045,-984.9798,475
6476,0.0,0.9888369,0.2642165,0.44089898,-0.026588125,0.4775808,-351.11575,-2046.5975,474
6477,0.0,-0.29814303,0.41425794,0.28481466,0.00042932847,0.22329468,-350.40598,-984.9798,473
6478,0.0,0.27726856,0.5490327,0.4242446,-0.00053113326,2.3222153,-350.27795,-456.83575,472
6479,0.0,0.3545312,0.5459769,0.4857203,-0.00047136974,0.653726,-350.07562,-818.79004,471
6480,0.0,0.99750507,-0.14780684,0.44607484,-0.011014316,-0.15249062,-349.93408,-1375.0658,470
6481,0.0,0.9785946,0.60889643,0.46995854,-0.009928329,-0.05538233,-349.61295,-420.18085,469
6482,0.0,0.9970161,0.65884143,0.47069213,-0.0183468,-0.20545417,-349.27917,-526.73785,468
6483,0.0,-0.07212524,0.0854181,0.46024436,0.00021361842,-0.16652508,-349.2091,-874.445,467
6484,0.0,0.87457395,0.6569548,0.31943077,-0.0007493947,0.65467274,-348.78888,-1439.5225,466
6485,0.0,0.68925226,0.50391656,0.3006254,0.0025686687,-0.53809917,-348.7798,-375.95615,465
6486,0.0,-0.08667391,-0.045839977,0.49445918,-2.2041035e-05,-0.3713598,-348.70456,-2914.792,464
6487,0.0,0.036935534,0.066606686,0.47463953,-0.000106485546,-0.74135244,-348.4833,-1271.349,463
6488,0.0,0.21577004,-0.16339064,0.45908654,0.0003253558,-0.37987587,-348.30322,-874.445,462
6489,0.0,0.35481456,0.010058202,0.3578685,-8.057654e-05,-0.65002364,-348.01266,-818.79004,461
6490,0.0,-0.09680543,-0.054107364,0.48496446,8.9175395e-05,-0.3964338,-347.97485,-633.6715,460
6491,0.0,-0.19615822,-0.15313195,0.4861861,-5.335035e-05,-0.0966222,-347.2964,-574.13165,459
6492,0.0,0.98497534,0.9691698,0.4324095,-0.03935994,0.82050943,-346.5669,-375.95615,458
6493,0.0,0.87372285,0.34183604,0.48958153,-0.0014215632,0.13723333,-344.64597,-420.18085,457
6494,0.0,0.98843426,0.84774935,0.33869264,-0.09995951,1.0044088,-342.34668,-1839.069,456
6495,0.0,-0.31663156,-0.09981961,0.3857878,-0.00024965813,-0.39146572,-341.51788,-420.18085,455
6496,0.0,0.8812587,0.07340403,0.48729098,0.00043600067,-0.13147144,-341.2603,-757.42816,454
6497,0.0,-0.3014771,-0.15226518,0.4539581,-0.00013422662,-0.18483242,-336.6166,-984.9798,453
6498,0.0,-0.21815324,-0.049819916,0.47281018,6.934797e-05,-0.3969776,-335.5378,-487.3886,452
6499,0.0,0.2951568,0.74348366,0.4638961,-0.00069691165,0.93947476,-335.1575,-1375.0658,451
6500,0.0,0.11163428,0.53360736,0.43264514,-0.000610172,2.2682366,-334.95563,-1046.8058,500
6501,0.0,0.90086585,0.55249614,0.27493545,-0.0007291159,0.57632047,-334.88245,-1164.5953,499
6502,0.0,0.613369,0.12250789,0.3454443,-0.000115356605,0.6030345,-332.44934,-375.95615,498
6503,0.0,-0.21908383,0.017294157,0.47785106,-9.085651e-05,-0.15634675,-331.52554,-526.73785,497
6504,0.0,0.07301304,0.36438587,0.4894927,-4.024916e-05,0.7430398,-330.86417,-375.95615,496
6505,0.0,-0.027657405,0.4577041,0.28875667,0.0005436323,2.425159,-330.81677,-335.1575,495
6506,0.0,0.08302943,0.06257389,0.48633704,-5.137793e-05,1.3567963,-329.89685,-675.5381,494
6507,0.0,0.99681187,-0.076065995,0.4653002,-0.030395476,-0.049791418,-327.6744,-487.3886,493
6508,0.0,0.41133258,0.22568771,0.43596876,0.00056902133,-0.116566226,-324.7581,-456.83575,492
6509,0.0,0.7451111,0.8055585,0.26950014,-0.0001550338,0.7620572,-324.4623,-984.9798,491
6510,0.0,0.99648803,0.21995473,0.3979417,-0.09689801,0.5422332,-323.58768,-1227.8708,490
6511,0.0,0.99324435,0.2985784,0.31598088,-0.09888273,0.31718865,-323.09628,-1227.8708,489
6512,0.0,0.84524983,0.19401555,0.46845588,0.0016145309,-0.36211112,-322.8596,-375.95615,488
6513,0.0,0.27527803,0.7983103,0.28253666,0.0005515143,0.7177856,-322.5766,-984.9798,487
6514,0.0,0.014222189,-0.009168715,0.4482339,0.00023737007,-0.6196129,-321.73862,-2467.4565,486
6515,0.0,0.18172054,-0.29608032,0.47914678,0.00015584732,-0.64696467,-321.69424,-335.1575,485
6516,0.0,-0.06993705,0.37883502,0.47965524,2.8065811e-05,1.5988126,-321.4973,-375.95615,484
6517,0.0,0.7281471,0.50637794,0.4396686,-0.0023168258,0.646294,-320.95306,-375.95615,483
6518,0.0,0.9951234,0.30200037,0.39498892,-0.1026267,0.6435922,-320.3179,-487.3886,482
6519,0.0,0.13094562,0.2691999,0.4664809,0.0002466089,-0.0122157335,-320.24258,-1164.5953,481
6520,0.0,0.961462,0.09698166,0.31121007,-0.0037978292,0.45169297,-319.53668,-456.83575,480
6521,0.0,-0.21663578,0.102173194,0.4190785,0.00020299405,1.8368953,-319.09952,-707.6404,479
6522,0.0,-0.09054652,-0.01007383,0.4863366,2.2561095e-05,-0.12823826,-319.01657,-633.6715,478
6523,0.0,0.6949201,0.39326668,0.31188098,-0.0018804232,1.1189681,-318.8708,-3597.7395,477
6524,0.0,0.9505255,0.66847086,0.2154184,-0.013453515,0.9198391,-318.2805,-1839.069,476
6525,0.0,0.14055026,0.27337408,0.41728532,-0.00046249086,0.8822117,-317.40027,-574.13165,475
6526,0.0,-0.2439949,-0.044703975,0.48070228,1.5517138e-05,-0.33651057,-316.2996,-874.445,474
6527,0.0,-0.19488464,-0.12532166,0.4842788,-6.6487974e-06,-0.11588696,-314.73962,-526.73785,473
6528,0.0,0.95428014,-0.080263525,0.46233863,-0.0022106653,-0.04134692,-313.83875,-420.18085,472
6529,0.0,0.6102001,0.7228571,0.41414207,-0.0019968383,0.7828818,-313.1373,-526.73785,471
6530,0.0,0.7567157,0.16318716,0.10836541,-0.0003722162,0.3869413,-312.7463,-633.6715,470
6531,0.0,0.8434491,0.7955984,0.3706374,-0.0066425246,0.96750104,-312.41153,-1321.7946,469
6532,0.0,0.9905762,0.7816548,0.32056305,-0.1138553,0.7333508,-310.55057,-456.83575,468
6533,0.0,0.46044174,0.112475805,0.41151464,6.068558e-05,-0.5908346,-309.92752,-335.1575,467
6534,0.0,-0.086500145,0.09891367,0.39920136,-0.0002728027,-0.48039654,-309.65298,-456.83575,466
6535,0.0,-0.0108168125,0.07585,0.38085312,-0.00027039257,-0.05509791,-308.93427,-633.6715,465
6536,0.0,-0.048375722,0.010107424,0.47842038,8.595484e-05,-0.36340067,-308.84692,-2250.825,464
6537,0.0,0.10042641,-0.2888058,0.42907608,-8.1937316e-05,-0.5805079,-307.89944,-633.6715,463
6538,0.0,0.9952194,0.30748174,0.24102728,-0.09719587,0.6792858,-305.5071,-335.1575,462
6539,0.0,-0.14840053,-0.24986355,0.4804677,-2.5775844e-05,-0.33211806,-304.3608,-675.5381,461
6540,0.0,0.99392295,0.844023,0.44491974,-0.09991223,0.65562695,-303.96405,-874.445,460
6541,0.0,0.8746655,0.58812016,0.4018333,-0.0057603926,0.87765336,-303.00522,-456.83575,459
6542,0.0,0.0018224741,0.19039276,0.47287527,0.0001422903,2.5957732,-302.91144,-335.1575,458
6543,0.0,0.3208438,-0.32498056,0.42999005,0.00043871216,-0.5477523,-302.52994,-818.79004,457
6544,0.0,0.9903001,0.98886657,0.3722282,-0.11015061,0.7836724,-300.98593,-335.1575,456
6545,0.0,0.18889515,-0.16437891,0.44624656,0.00025787426,-0.17084466,-300.47287,-375.95615,455
6546,0.0,0.91809213,0.9240288,0.40779355,-0.0108572375,0.954451,-297.74783,-420.18085,454
6547,0.0,-0.31929025,0.23487364,0.19246188,-0.00023252601,-0.008527258,-295.87674,-707.6404,453
6548,0.0,0.9570175,0.56565386,0.1333843,0.015335557,-0.69223624,-293.11484,-487.3886,452
6549,0.0,0.9919608,0.77399594,0.37812376,-0.11875989,0.6543371,-293.00803,-456.83575,451
6550,0.0,-0.18190865,0.11872549,0.37874413,0.00049449067,1.6832875,-292.0198,-526.73785,500
6551,0.0,0.053381037,0.11619185,0.4770885,4.949353e-06,-0.18327217,-291.068,-456.83575,499
6552,0.0,0.7192033,0.8932991,0.41644472,-0.0022189035,0.30437267,-290.19235,-293.00803,498
6553,0.0,-0.054064337,0.0025631418,0.42539173,-0.00021899675,-0.8796024,-289.40125,-487.3886,497
6554,0.0,0.023623705,0.123775356,0.47608605,-5.8227724e-06,-0.28783065,-289.18484,-633.6715,496
6555,0.0,0.078498326,0.11336584,0.47609788,8.8316694e-05,-0.19242485,-288.6781,-293.00803,495
6556,0.0,0.27026197,0.03052365,0.4276466,0.0004611042,-0.39614263,-288.404,-574.13165,494
6557,0.0,0.9919738,0.9043794,0.4252079,-0.10263887,0.7145524,-288.1552,-420.18085,493
6558,0.0,0.046214446,0.058893558,0.4750425,8.753432e-05,-0.10681551,-287.84363,-633.6715,492
6559,0.0,0.9959418,0.39504817,0.45888016,-0.079639465,0.35392508,-286.53723,-420.18085,491
6560,0.0,0.7509586,0.19052915,0.36979488,-0.002329076,0.42429537,-285.89304,-1439.5225,490
6561,0.0,-0.22843672,0.0261951,0.4092475,0.00033630207,0.65957314,-285.7234,-675.5381,489
6562,0.0,0.54771465,0.7414633,0.46380496,-0.0008492601,0.5621245,-284.8338,-930.89886,488
6563,0.0,0.8868302,0.78611785,0.3892027,-0.0010310063,-0.38316604,-283.79175,-1097.9961,487
6564,0.0,0.061668083,0.3409448,0.4609172,7.836115e-05,1.9423668,-283.63904,-574.13165,486
6565,0.0,0.13795753,-0.26933643,0.4711943,0.00012847024,-0.64067227,-282.7929,-1164.5953,485
6566,0.0,0.98732245,0.37243664,0.33887735,-0.02606011,-0.08475037,-281.1445,-526.73785,484
6567,0.0,0.97056264,-0.51083946,0.4045503,0.0057211188,-0.22194146,-280.30365,-574.13165,483
6568,0.0,0.99933934,-0.06009359,0.14092377,-0.0005817049,0.20693645,-279.8102,-574.13165,482
6569,0.0,0.9946825,0.3647618,0.24487492,-0.09755871,0.72093064,-279.47107,-335.1575,481
6570,0.0,-0.12936419,-0.0027811243,0.45768818,4.341403e-05,-0.86558443,-278.52173,-757.42816,480
6571,0.0,0.34120798,0.059096374,0.46545988,9.698627e-05,-0.37159044,-278.45413,-930.89886,479
6572,0.0,0.13715416,0.6409362,0.43374026,-0.0003592755,0.1184436,-277.0112,-757.42816,478
6573,0.0,-0.084116906,-0.0077166175,0.46851712,-9.113087e-05,-0.8824628,-276.1853,-293.00803,477
6574,0.0,0.99314857,0.19370264,0.22769836,-0.10060509,0.6342334,-276.0465,-757.42816,476
6575,0.0,-0.023014568,0.069741696,0.45371404,-0.00013682386,-0.95088863,-275.20087,-707.6404,475
6576,0.0,0.9940463,0.39790443,0.23649059,-0.09592926,0.74917406,-275.13382,-456.83575,474
6577,0.0,0.9161066,0.38985655,0.4718902,0.0011868195,-0.10357125,-274.87506,-487.3886,473
6578,0.0,0.2578319,-0.045982916,0.45590317,0.0003272485,-0.4635175,-274.2448,-1097.9961,472
6579,0.0,0.07893839,0.28794643,0.45818725,-2.4028948e-05,2.3691165,-272.456,-293.00803,471
6580,0.0,-0.16065133,0.05389681,0.37704164,-6.9278845e-05,1.0356861,-272.31213,-420.18085,470
6581,0.0,-0.25031927,-0.019681854,0.469621,-1.1276139e-05,0.0018940704,-272.17822,-456.83575,469
6582,0.0,-0.4440269,-0.40955833,0.3952221,-0.00010830187,-0.13146117,-270.43442,-675.5381,468
6583,0.0,0.89588666,0.8642013,0.3594027,-0.009479105,0.69324505,-269.26807,-1439.5225,467
6584,0.0,0.70920426,0.77125126,0.08192441,9.207728e-05,0.362287,-267.8378,-420.18085,466
6585,0.0,0.88704526,0.7112145,0.24773255,-0.0029653562,0.8178247,-264.0672,-335.1575,465
6586,0.0,0.07292162,0.30784547,0.46508995,-0.00017409374,1.868326,-263.9632,-1950.29,464
6587,0.0,0.6621976,0.6092721,0.45545754,-0.0003283811,0.4046165,-261.26672,-526.73785,463
6588,0.0,-0.1301986,0.008063396,0.46805322,-5.2840196e-06,-0.10897939,-259.81784,-375.95615,462
6589,0.0,0.45988408,0.3944437,0.41306284,-0.00031413118,0.9287993,-258.88876,-456.83575,461
6590,0.0,0.83946085,-0.12557091,0.31491473,-0.0028514941,0.30204436,-258.37106,-707.6404,460
6591,0.0,0.11501167,0.29710954,0.45333284,-0.00032914733,2.3992667,-256.2509,-526.73785,459
6592,0.0,-0.07782171,0.035880666,0.4237342,-0.00017394088,-0.17056179,-254.48552,-526.73785,458
6593,0.0,-0.43801162,0.37333512,0.3239951,-1.14126215e-05,0.74969524,-254.01297,-293.00803,457
6594,0.0,0.9127592,0.5168158,0.2633381,-0.008671617,0.40533584,-252.94446,-420.18085,456
6595,0.0,0.54504734,0.08386623,0.39005402,-0.000322188,-0.20474482,-251.17517,-1164.5953,455
6596,0.0,0.9905573,0.7551535,0.3697762,-0.10029022,0.7598349,-249.78227,-818.79004,454
6597,0.0,-0.16820855,0.07470015,0.37215042,0.0002126532,-0.46972626,-248.99936,-335.1575,453
6598,0.0,0.99235445,0.31950262,0.31812418,-0.093569174,0.42611825,-247.97389,-818.79004,452
6599,0.0,0.9692342,0.20859855,0.4634141,-0.0021990095,0.0867804,-246.02245,-1271.349,451
6600,0.0,0.11438104,0.09556483,0.4631381,7.218475e-05,0.09064458,-245.99878,-293.00803,500
6601,0.0,-0.27183175,0.11607444,0.42048913,-2.7421873e-05,0.53545386,-245.60449,-335.1575,499
6602,0.0,0.99423474,0.37301025,0.3752545,0.024005063,0.21984263,-243.94695,-456.83575,498
6603,0.0,-0.43242484,0.46148458,0.35232735,-0.00024483984,0.038032945,-243.12369,-675.5381,497
6604,0.0,0.09004296,0.1386793,0.4508254,-0.00011991239,0.06302938,-243.06934,-335.1575,496
6605,0.0,0.9926431,0.29028428,0.34252435,-0.09717405,0.48993596,-242.46887,-246.02245,495
6606,0.0,0.98839056,0.50526255,0.4231016,-0.036216218,0.5344501,-242.05678,-2798.7954,494
6607,0.0,-0.093225785,-0.021608219,0.4212109,0.0001999155,-0.07990534,-237.2853,-293.00803,493
6608,0.0,0.98980576,0.78665,0.3469081,-0.094170325,0.9247961,-237.27438,-456.83575,492
6609,0.0,0.36630952,-0.024335703,0.4604208,4.6005203e-05,-0.113563724,-235.83101,-707.6404,491
6610,0.0,0.38668832,-0.14290167,0.45809057,0.00019794464,-0.20470071,-235.17888,-335.1575,490
6611,0.0,0.94306993,0.3263429,0.19311212,-0.012740902,0.6337946,-233.61424,-293.00803,489
6612,0.0,0.39207762,-0.13338314,0.28638917,-0.000822094,0.9719949,-233.42923,-246.02245,488
6613,0.0,0.65389943,0.27720723,0.4014787,-0.00018790172,0.50351536,-233.26501,-526.73785,487
6614,0.0,0.9903029,0.85612446,0.32489622,-0.07542874,0.96815675,-232.74559,-984.9798,486
6615,0.0,-0.19677696,-0.46878648,0.4556775,5.3509233e-05,-0.06349286,-231.71762,-487.3886,485
6616,0.0,-0.16055645,0.34593007,0.43842605,0.00023614145,0.2686417,-231.37578,-456.83575,484
6617,0.0,0.5843748,-0.044506844,0.25845072,0.00020967713,-0.5512744,-230.70203,-1164.5953,483
6618,0.0,-0.15513916,0.0010476382,0.4554304,5.165577e-05,-0.3002413,-229.83376,-2330.0278,482
6619,0.0,0.9925304,0.22611502,0.2971643,-0.098038085,0.60928214,-229.45625,-1164.5953,481
6620,0.0,0.8971024,0.38193712,0.19923994,-0.00482582,0.14754125,-228.75916,-335.1575,480
6621,0.0,0.41406137,0.28875569,0.2594199,0.0010256633,-0.5705455,-227.89148,-487.3886,479
6622,0.0,0.9957284,0.92923254,0.37041065,-0.10068362,-0.076485336,-226.68666,-487.3886,478
6623,0.0,0.04988467,0.36143398,0.44401205,0.00018946693,0.37983072,-226.17426,-375.95615,477
6624,0.0,-0.3839053,0.03637359,0.3728701,-0.00011307048,0.18023711,-224.2241,-335.1575,476
6625,0.0,-0.16285233,0.04006055,0.45672354,-2.1631087e-05,-0.12667598,-223.53795,-984.9798,475
6626,0.0,-0.045771275,-0.020065181,0.42215675,-0.00016846911,-0.68474126,-222.99812,-874.445,474
6627,0.0,0.81877166,0.7797915,0.44684327,-0.00041519024,0.28942025,-222.20018,-675.5381,473
6628,0.0,0.9952629,0.9913978,0.3708906,-0.100868426,-0.032605782,-222.0572,-335.1575,472
6629,0.0,-0.12865633,-0.031390037,0.37886342,0.00017626375,-0.63242626,-221.29314,-1271.349,471
6630,0.0,-0.303402,0.04626733,0.16293031,0.00043056547,1.3999473,-220.95486,-293.00803,470
6631,0.0,0.09541875,0.7763323,0.17494701,-0.0005568181,0.7894599,-219.87297,-526.73785,469
6632,0.0,0.9776535,-0.48234975,0.34204656,-0.00579642,0.23071305,-219.21043,-633.6715,468
6633,0.0,0.99429685,0.3087546,0.3817383,-0.098964125,0.60254264,-218.50235,-420.18085,467
6634,0.0,-0.23700862,0.106212616,0.39418992,0.00043712056,1.7039993,-216.90108,-293.00803,466
6635,0.0,0.9998606,0.30256924,0.28524244,-0.09323562,0.37041196,-215.41907,-1492.9424,465
6636,0.0,-0.21366335,0.07142999,0.44717133,-9.561806e-05,-0.28166476,-215.35124,-1097.9961,464
6637,0.0,0.7596383,0.9525551,0.19746064,-0.0010921308,0.9158084,-214.11818,-707.6404,463
6638,0.0,0.22674848,0.48426595,0.42816195,0.0002912069,0.18256119,-213.38867,-1375.0658,462
6639,0.0,-0.15564214,-0.011430805,0.41530037,-0.00017747407,-0.37236285,-212.47124,-2330.0278,461
6640,0.0,0.9950669,0.26498348,0.3599702,-0.087342724,0.10953927,-210.16391,-375.95615,460
6641,0.0,0.55984515,-0.0765984,0.41344467,-0.00012417948,-0.19117542,-208.94102,-675.5381,459
6642,0.0,-0.321198,0.034527928,0.37348694,-0.00029686338,-0.66243476,-208.36707,-1439.5225,458
6643,0.0,0.9942937,0.18366036,0.36238927,-0.09860978,0.5772414,-208.30054,-246.02245,457
6644,0.0,0.77517,0.43845,0.32714805,-0.0036180874,0.84316677,-207.95195,-487.3886,456
6645,0.0,0.102038704,-0.0135723725,0.4535387,1.6312868e-05,-0.0046260157,-207.27402,-375.95615,455
6646,0.0,0.9932828,0.31058013,0.3402717,-0.08128428,0.21805462,-206.20537,-456.83575,454
6647,0.0,0.9917199,0.71400666,0.3351585,-0.10820517,0.8868614,-205.31725,-375.95615,453
6648,0.0,0.99964166,0.7418285,0.12762372,-0.011910701,0.35684434,-203.68576,-930.89886,452
6649,0.0,-0.0100863,0.1272719,0.45221028,2.858621e-05,-0.1544377,-201.86964,-375.95615,451
6650,0.0,0.99392605,0.19996586,0.36223853,-0.09950054,0.55877197,-200.80972,-1839.069,500
6651,0.0,0.99422365,0.7643225,0.3667645,-0.09338313,0.77111995,-199.30287,-201.86964,499
6652,0.0,-0.08898667,0.045109745,0.45121717,-9.949988e-07,-0.37520015,-199.04424,-375.95615,498
6653,0.0,-0.12426649,-0.09219749,0.41972655,0.000164463,-0.054268945,-198.36777,-675.5381,497
6654,0.0,0.6673476,0.08142749,0.2847053,-0.0018502723,0.672371,-196.79356,-1776.9374,496
6655,0.0,0.95394504,0.40053913,0.37908435,-0.008436822,0.06398399,-194.40201,-574.13165,495
6656,0.0,0.99219304,0.8643705,0.40926144,-0.07175818,0.24973789,-193.11021,-420.18085,494
6657,0.0,-0.26339203,0.1002935,0.33984178,0.00048382074,1.443993,-192.46233,-420.18085,493
6658,0.0,0.12360987,0.6035163,0.28667504,-0.00054412056,0.3094302,-191.96924,-818.79004,492
6659,0.0,0.681164,0.90147406,0.38434815,-0.0016061561,1.096723,-191.95537,-335.1575,491
6660,0.0,0.39069712,0.0075196135,0.42555383,0.0004346774,-0.29545438,-191.68796,-574.13165,490
6661,0.0,0.99154246,0.9664787,0.07345363,-0.050210275,0.15904984,-190.7455,-420.18085,489
6662,0.0,0.82446647,0.9038313,0.26682523,-0.0056823236,0.709685,-188.88345,-335.1575,488
6663,0.0,0.32788664,-0.13707381,0.41752565,0.00038779102,-0.8181988,-188.47115,-526.73785,487
6664,0.0,0.06763889,0.24955848,0.41045865,0.00029472326,-0.23492776,-187.0354,-456.83575,486
6665,0.0,0.9913173,0.9668828,0.36406335,-0.11159169,0.8066105,-185.73376,-1046.8058,485
6666,0.0,0.872921,0.8455335,0.34850344,-0.00469889,0.9637292,-185.26051,-2100.3613,484
6667,0.0,0.99098915,0.37454706,0.2988402,-0.08773253,0.67641586,-184.69577,-335.1575,483
6668,0.0,0.21635519,0.28241035,0.24155727,-0.00032460157,-0.43140826,-182.20847,-201.86964,482
6669,0.0,0.27976227,0.57203597,0.4090919,-0.000126328,1.2755738,-181.82993,-487.3886,481
6670,0.0,0.55791193,0.22785184,0.40713817,-0.00097234943,0.7562091,-181.48816,-487.3886,480
6671,0.0,-0.11442634,-0.06353209,0.40936285,-0.00016458081,-0.45057738,-181.40796,-1439.5225,479
6672,0.0,0.99121976,0.04123061,0.42804688,-0.023385199,0.25486892,-181.11491,-201.86964,478
6673,0.0,0.99532014,0.9051249,0.045417834,-0.040012307,-0.0098587405,-181.08365,-1375.0658,477
6674,0.0,-0.09335876,0.021921538,0.39044097,-0.00022421962,-0.6875626,-180.04126,-293.00803,476
6675,0.0,0.96255034,0.06731368,0.0827302,0.001768301,0.111052684,-179.81221,-707.6404,475
6676,0.0,0.51020426,0.33896354,0.42302838,-0.0007036722,0.7262925,-179.77473,-574.13165,474
6677,0.0,-0.07216693,-0.08118332,0.43478438,-7.4035685e-05,-0.2511396,-178.92871,-293.00803,473
6678,0.0,0.9942647,0.19039553,0.36241186,-0.0995436,0.54445314,-178.6359,-201.86964,472
6679,0.0,0.99181235,0.88210195,0.40974638,-0.07241703,0.33021414,-177.62653,-874.445,471
6680,0.0,-0.025001116,0.08831197,0.44416714,-1.7978897e-05,-0.50483364,-177.46379,-1271.349,470
6681,0.0,0.23937355,0.7125044,0.39235625,-0.00063762063,0.7110177,-174.61893,-574.13165,469
6682,0.0,0.94925773,0.37741008,0.25913107,-0.010608348,0.7445354,-170.71689,-2046.5975,468
6683,0.0,2.2913232e-06,0.040805507,0.44006988,-3.0369076e-05,0.040614754,-170.66252,-487.3886,467
6684,0.0,-0.08067058,-0.020812208,0.42978182,0.00012101976,-0.1977108,-169.16757,-707.6404,466
6685,0.0,-0.19132288,-0.07936614,0.35421103,0.0001408793,-0.5493367,-168.2295,-1375.0658,465
6686,0.0,0.22065194,-0.07872929,0.43502873,0.00014945467,-0.055605512,-167.98268,-456.83575,464
6687,0.0,0.9506761,0.6026349,0.3616066,-0.015440123,0.7515984,-167.78717,-1596.2992,463
6688,0.0,0.9944308,0.9614545,0.35057437,-0.11166608,0.8637393,-166.7328,-675.5381,462
6689,0.0,0.85779274,0.5196515,0.25213677,0.0013072443,0.2928754,-165.54301,-375.95615,461
6690,0.0,0.9597079,-0.0135746645,0.43596086,-0.0022100396,0.017304752,-164.30682,-201.86964,460
6691,0.0,-0.08199413,0.13428381,0.39320955,-0.000195688,-0.18926665,-163.50328,-757.42816,459
6692,0.0,0.79295963,0.7618502,0.36053973,-0.0039617578,0.99491876,-162.58052,-2731.9663,458
6693,0.0,0.45399126,0.23176217,0.28365564,-1.5933323e-05,-0.6751421,-161.16165,-375.95615,457
6694,0.0,0.7927517,0.5106635,0.4221185,-0.00045471892,-0.12497043,-159.80383,-526.73785,456
6695,0.0,-0.54377645,0.026542366,0.431798,-2.578348e-05,-0.2799847,-158.89635,-246.02245,455
6696,0.0,0.15089704,0.7800157,0.33059487,-0.0005650495,0.194655,-158.85019,-201.86964,454
6697,0.0,0.14014144,0.5411719,0.41976067,-0.0004319892,1.7400786,-158.15378,-2046.5975,453
6698,0.0,0.99324876,0.3214759,0.34999567,-0.095863506,0.43766,-158.01518,-335.1575,452
6699,0.0,0.9647277,0.712357,0.40619344,-0.005598025,0.43679872,-157.47519,-1046.8058,451
6700,0.0,0.23347129,0.03041947,0.43866456,-2.0593985e-05,0.04111523,-156.14781,-157.47519,500
6701,0.0,0.9980342,0.44731566,0.39868307,-0.03631936,0.31012338,-155.32886,-246.02245,499
6702,0.0,-0.32087126,0.049508132,0.15680411,0.00034815652,1.4478014,-155.25522,-335.1575,498
6703,0.0,0.48583394,0.6679621,0.29327556,-0.00025050063,1.1355114,-154.67833,-456.83575,497
6704,0.0,0.12754752,0.41013333,0.42739135,0.000148904,0.37441072,-153.4381,-293.00803,496
6705,0.0,0.99305433,0.361271,0.24629167,-0.09740503,0.7255901,-153.20139,-1271.349,495
6706,0.0,0.945227,0.94182986,0.29231128,0.0008640293,0.4993239,-152.99504,-335.1575,494
6707,0.0,0.03614929,0.055834357,0.43342164,0.0001296006,-0.719109,-150.99687,-456.83575,493
6708,0.0,0.9262382,0.05690908,0.39531034,-0.0037005465,0.08819533,-150.9064,-930.89886,492
6709,0.0,0.9930222,0.6831166,0.39796716,-0.08071556,0.5880707,-150.24857,-526.73785,491
6710,0.0,0.22563954,0.027865753,0.4362797,7.185817e-05,0.036881108,-149.43365,-201.86964,490
6711,0.0,0.99703306,0.26121888,0.3438679,-0.10494953,-0.01221754,-146.43005,-633.6715,489
6712,0.0,0.99154353,0.63373464,0.3721095,-0.08307639,0.4644599,-144.87187,-157.47519,488
6713,0.0,-0.4181941,-0.17199475,0.43028444,-5.733494e-05,-0.19081272,-144.48752,-420.18085,487
6714,0.0,-0.19393301,0.05311831,0.3923802,0.00013658694,-0.4111551,-142.57144,-1439.5225,486
6715,0.0,0.9936247,0.35333613,0.3105737,-0.101799645,0.35692668,-140.20743,-526.73785,485
6716,0.0,-0.41383588,-0.20133355,0.42590368,1.8042825e-05,-0.2099745,-139.58131,-157.47519,484
6717,0.0,0.5233162,0.3596449,0.39584172,0.00069032685,-0.13538224,-139.09573,-707.6404,483
6718,0.0,0.9077847,0.7469269,0.14081474,-0.005621186,0.76861155,-139.04292,-246.02245,482
6719,0.0,0.12093507,0.6993217,0.41668695,-0.00024015478,0.16618483,-137.3556,-375.95615,481
6720,0.0,-0.012347169,0.057442136,0.4329926,-1.0778431e-05,-0.9456796,-135.30852,-335.1575,480
6721,0.0,0.99018645,0.12711824,0.36845672,0.045492973,-0.24683614,-134.00703,-526.73785,479
6722,0.0,-0.34138498,-0.15352601,0.42620152,2.1631076e-05,-0.22907391,-133.45879,-157.47519,478
6723,0.0,-0.1280809,0.031586245,0.22921039,-0.00025793677,-0.33300886,-133.12735,-675.5381,477
6724,0.0,0.9541874,-0.25286442,0.29455277,-0.0055830097,0.05766475,-132.28981,-2731.9663,476
6725,0.0,0.97751343,0.7460421,0.25239518,0.0111052925,0.24756809,-130.95616,-487.3886,475
6726,0.0,0.9752069,0.37795922,0.19552706,-0.025342558,0.69600874,-129.00253,-2046.5975,474
6727,0.0,0.07372552,0.19805741,0.35749215,0.00019097237,1.833883,-126.334625,-757.42816,473
6728,0.0,0.34542456,0.7495332,0.09733607,-0.0008384023,0.9527511,-124.49133,-1227.8708,472
6729,0.0,0.9669111,0.13916473,0.17704757,-0.017398005,0.5044318,-122.507706,-757.42816,471
6730,0.0,0.924498,0.9975392,0.4033647,-0.00560325,0.34793517,-121.6514,-874.445,470
6731,0.0,0.99005246,0.740276,0.31682017,-0.07406968,0.86245596,-121.43615,-1046.8058,469
