,,phi_1,theta_1,sigma,mu,init_y_1,logL,logL_birth,nlive
labels,,$\phi_1$,$\theta_1$,$\sigma$,$\mu$,$y_1$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,
21462,1.325597347247878e-19,0.87536114,-0.71047574,0.0038340585,2.5593828e-05,0.00075713603,6654.396,6630.9395,488
21463,1.4021622784060549e-19,0.93638223,-0.6774134,0.0036920067,2.6729542e-05,0.00043100212,6654.452,6619.946,487
21464,1.4249387223798852e-19,0.988192,-0.84976935,0.0042268964,6.8219542e-06,0.00033474108,6654.4683,6566.293,486
21465,1.5124020121326154e-19,0.98451585,-0.8264927,0.0038016844,5.8343808e-06,0.00042012383,6654.528,6650.566,485
21466,1.51906293513505e-19,0.95079273,-0.7814444,0.0033619972,2.8469593e-05,0.000198788,6654.532,6652.359,484
21467,1.6822706125185895e-19,0.9093358,-0.7716697,0.0035554292,2.572475e-05,0.00070770626,6654.6343,6653.8633,483
21468,1.7104320483551253e-19,0.9789791,-0.7287541,0.003759969,3.007616e-05,5.778046e-06,6654.651,6637.8394,482
21469,1.7399142705371786e-19,0.9756738,-0.7915075,0.0033624135,2.9098472e-05,7.703767e-05,6654.668,6637.8394,481
21470,1.7664511978231993e-19,0.9782732,-0.8153288,0.0044100555,1.9709509e-05,0.0002744383,6654.683,6640.0557,480
21471,1.8030512586413987e-19,0.98519075,-0.8099829,0.004256316,3.5539062e-05,-8.068626e-05,6654.7036,6650.566,479
21472,1.8092245755903053e-19,0.9627237,-0.7783278,0.0042668036,2.4489322e-05,0.00017825699,6654.707,6628.884,478
21473,1.944809380159546e-19,0.9278614,-0.82496715,0.0038847686,2.7937705e-05,0.00043584814,6654.7793,6647.5005,477
21474,1.9600627091743667e-19,0.9577291,-0.77193224,0.0038275837,3.4184326e-05,-2.6852964e-05,6654.787,6614.9204,476
21475,1.9706187130071356e-19,0.88416964,-0.64015573,0.0038459206,2.4533088e-05,0.0009486366,6654.7925,6642.209,475
21476,1.9870444668523725e-19,0.9909618,-0.74621487,0.003882276,2.755223e-05,0.00014984675,6654.801,6644.021,474
21477,1.9919015763089137e-19,0.9986736,-0.7713017,0.0036434052,-1.6918713e-05,1.7583649e-05,6654.803,6642.209,473
21478,2.233003546226545e-19,0.97069496,-0.9003443,0.003909381,1.9331084e-05,0.0003304568,6654.9175,6653.8633,472
21479,2.2439335467081055e-19,0.9399706,-0.854202,0.0038755797,2.781345e-05,0.00037539942,6654.9224,6637.8394,471
21480,2.314033468628374e-19,0.99716216,-0.7497252,0.0040280977,8.700956e-06,7.828156e-05,6654.953,6626.6426,470
21481,2.3208228040153944e-19,0.9517677,-0.7656918,0.003443742,2.6419548e-05,0.00019743036,6654.956,6650.566,469
21482,2.323090339551931e-19,0.96242017,-0.78254867,0.003971122,3.4812718e-05,-2.8407212e-07,6654.957,6626.6426,468
21483,2.4644788701922315e-19,0.95349663,-0.74204665,0.00400074,2.3049228e-05,0.0002640304,6655.016,6626.6426,467
21484,2.5192293208941953e-19,0.9127743,-0.65328,0.0038296664,2.392901e-05,0.00072040735,6655.038,6645.5195,466
21485,2.835213072507347e-19,0.9980167,-0.81452954,0.0037393896,-1.9057565e-05,0.00022841572,6655.1562,6650.566,465
21486,2.978540747262926e-19,0.9806421,-0.74503654,0.0036023858,2.8228249e-05,4.1513056e-05,6655.2056,6649.149,464
21487,3.0551360447206876e-19,0.90242547,-0.7014743,0.00421119,2.5077827e-05,0.000762514,6655.231,6647.5005,463
21488,3.0670935091133215e-19,0.8946608,-0.72336787,0.0037948,2.5880145e-05,0.0005487484,6655.235,6630.9395,462
21489,3.068591479051373e-19,0.9950791,-0.80713093,0.0041306866,-2.0103873e-05,0.00017865756,6655.2354,6647.5005,461
21490,3.21428639989438e-19,0.99878085,-0.76990014,0.0039714724,3.4147874e-05,-6.269e-05,6655.2817,6649.149,460
21491,3.242661476460889e-19,0.9959949,-0.7893859,0.003618104,-1.1101795e-05,9.280554e-05,6655.2905,6605.6294,459
21492,3.4132467595459786e-19,0.99293095,-0.7999364,0.0039321263,2.2734679e-05,-4.9053797e-05,6655.342,6650.566,458
21493,3.8451191555079513e-19,0.98138475,-0.83912027,0.0041794586,3.7525107e-05,1.7746934e-05,6655.461,6637.8394,457
21494,3.896147272273199e-19,0.9855112,-0.8490116,0.004364344,3.2553595e-05,-3.2384025e-05,6655.474,6619.946,456
21495,3.9209573354242256e-19,0.94562256,-0.76260966,0.003715235,2.1985765e-05,0.00039903243,6655.4805,6610.392,455
21496,4.111134906897507e-19,0.9766868,-0.76743174,0.003734121,2.5609797e-05,2.5905272e-05,6655.528,6637.8394,454
21497,4.2603173580716645e-19,0.88793725,-0.64443326,0.003877848,2.479636e-05,0.0007989079,6655.5635,6610.392,453
21498,4.2832614843744193e-19,0.95758003,-0.7861465,0.0036307483,1.811636e-05,0.0005479711,6655.569,6619.946,452
21499,4.430389214949798e-19,0.9896522,-0.77727234,0.004244716,1.5925485e-05,0.00013873588,6655.654,6644.021,451
21500,4.481539437636036e-19,0.93780553,-0.82455754,0.0036213105,2.8210501e-05,0.00037688375,6655.719,6653.8633,500
21501,4.541013411899823e-19,0.8985483,-0.70012516,0.0039102873,2.4824838e-05,0.0006178438,6655.7324,6600.0703,499
21502,4.926817166423293e-19,0.97529775,-0.8803603,0.0032583326,2.2797232e-05,0.00027107948,6655.814,6653.8633,498
21503,4.972737623436949e-19,0.93028635,-0.7257524,0.0042035207,2.4210574e-05,0.0004623,6655.823,6650.566,497
21504,5.026443647025208e-19,0.96145546,-0.84736013,0.0043787113,2.5869756e-05,0.00033263327,6655.834,6650.566,496
21505,5.3141696297653895e-19,0.89444035,-0.63979197,0.003924217,2.6699721e-05,0.00063315604,6655.8896,6649.149,495
21506,5.4242767937050975e-19,0.99663705,-0.7691115,0.0036507132,6.173974e-05,-4.4886157e-05,6655.91,6637.8394,494
21507,5.5583352231180045e-19,0.98484176,-0.77441084,0.0041620815,1.33144695e-05,0.00032828888,6655.9346,6624.241,493
21508,5.957402599448305e-19,0.95431787,-0.699126,0.0037432944,2.837674e-05,0.00014393676,6656.004,6633.868,492
21509,5.98656261283163e-19,0.9855788,-0.9371291,0.004440428,2.8226206e-05,9.081144e-05,6656.009,6644.021,491
21510,6.27080108899736e-19,0.9656515,-0.85659313,0.004240483,3.0172823e-05,3.3992543e-05,6656.055,6626.6426,490
21511,6.473017564900835e-19,0.87206244,-0.66587704,0.0037162472,2.5141022e-05,0.00091733004,6656.087,6653.8633,489
21512,6.870333885926044e-19,0.99503314,-0.8015489,0.004139122,1.8202138e-05,-1.8569746e-05,6656.1465,6628.884,488
21513,7.005839079985864e-19,0.8803439,-0.68774086,0.0037570815,2.4382305e-05,0.0010414746,6656.166,6649.149,487
21514,7.07804586525171e-19,0.99538946,-0.79009515,0.0035250003,-1.4422443e-06,0.00019814384,6656.1763,6633.868,486
21515,7.137043700954246e-19,0.98667306,-0.7587865,0.004061573,2.9210138e-05,0.00015993514,6656.1846,6655.654,485
21516,7.34564218121501e-19,0.97431666,-0.8556879,0.0036557037,2.3893286e-05,0.00034529014,6656.2134,6628.884,484
21517,7.664411299267411e-19,0.9863218,-0.76032996,0.0041938378,3.0734747e-05,3.3665317e-05,6656.256,6635.677,483
21518,7.815578266936942e-19,0.9669626,-0.81743824,0.0042705964,2.137877e-05,0.00025076792,6656.2754,6655.654,482
21519,7.873031414690255e-19,0.98265636,-0.8067916,0.004365808,1.8471375e-05,0.0002273831,6656.2827,6650.566,481
21520,7.880723677300276e-19,0.8989595,-0.75300616,0.0037429915,2.836465e-05,0.00044456372,6656.2837,6645.5195,480
21521,8.130884700384041e-19,0.96504337,-0.76175416,0.0043008067,2.7654183e-05,0.00013772763,6656.315,6649.149,479
21522,9.77425382701619e-19,0.99633,-0.7642331,0.0038564047,1.0056832e-05,8.264392e-06,6656.499,6633.868,478
21523,1.0527285631455218e-18,0.9417343,-0.78168404,0.0033592372,2.5551832e-05,0.00044404363,6656.573,6652.359,477
21524,1.0968046075191351e-18,0.96853703,-0.8582873,0.0039541065,2.7746628e-05,3.908454e-05,6656.6143,6653.8633,476
21525,1.2993116755298732e-18,0.9967382,-0.79723924,0.0040639224,3.6166155e-05,0.00012269536,6656.7837,6637.8394,475
21526,1.3649953883480637e-18,0.9912359,-0.85212,0.0039078393,3.328893e-05,-9.799798e-05,6656.833,6630.9395,474
21527,1.424230287808933e-18,0.98328286,-0.7446298,0.0036937397,1.701078e-05,0.00029132568,6656.8755,6587.1567,473
21528,1.4737515231380297e-18,0.9915962,-0.7717763,0.003997024,3.8442026e-06,0.00015185022,6656.9097,6624.241,472
21529,1.4787973781617355e-18,0.9195469,-0.7011232,0.0040204036,2.5831981e-05,0.0006777245,6656.913,6635.677,471
21530,1.5190492471826176e-18,0.9982978,-0.8324593,0.0035751031,4.8862483e-05,0.00010351116,6656.94,6647.5005,470
21531,1.5558319600982928e-18,0.9811705,-0.8029159,0.0041007777,3.7053003e-05,4.567037e-05,6656.964,6571.3174,469
21532,1.5826493853079377e-18,0.986867,-0.805317,0.0043344344,1.6225076e-05,0.00019040477,6656.981,6642.209,468
21533,1.6099290547144619e-18,0.93795913,-0.8035435,0.0033915937,2.5831405e-05,0.00047486572,6656.998,6653.8633,467
21534,1.7229900907710738e-18,0.98760957,-0.8173331,0.004089568,1.4446619e-05,0.0003283749,6657.066,6655.654,466
21535,1.7828993614047932e-18,0.9812458,-0.7262848,0.0037891846,2.2212376e-05,0.00022616785,6657.1,6653.8633,465
21536,1.96963898356117e-18,0.9714859,-0.84719646,0.004090294,2.8576884e-05,8.513871e-06,6657.1997,6626.6426,464
21537,1.9928564646237e-18,0.9701411,-0.74412763,0.0035507008,2.9682029e-05,7.759388e-05,6657.2114,6560.984,463
21538,2.0371294307820154e-18,0.9879005,-0.8133833,0.0043827556,2.5973393e-05,0.00010767966,6657.2334,6605.6294,462
21539,2.080353370360068e-18,0.996684,-0.77327317,0.00404855,-2.4172894e-06,5.000491e-05,6657.2544,6649.149,461
21540,2.3585005339331422e-18,0.89554375,-0.75938255,0.0038437094,2.552178e-05,0.0008399473,6657.38,6607.967,460
21541,2.3585005339352873e-18,0.9875752,-0.8810785,0.004150462,8.4420935e-06,0.00031558188,6657.38,6647.5005,459
21542,2.5953702252481548e-18,0.994985,-0.9317917,0.0038015244,3.6338133e-05,-4.4195225e-05,6657.4756,6633.868,458
21543,2.7439355929487608e-18,0.9245742,-0.68661875,0.003856314,2.8927529e-05,0.00035706875,6657.5312,6630.9395,457
21544,2.796688968968893e-18,0.8935412,-0.74821484,0.0040262206,2.742592e-05,0.0006233519,6657.5503,6655.654,456
21545,3.1092863724620654e-18,0.9431454,-0.8143947,0.0043421625,2.3422082e-05,0.0004945825,6657.6562,6621.9614,455
21546,3.2489717125159973e-18,0.9598113,-0.7671518,0.0042373613,3.0137366e-05,0.00017883383,6657.7,6653.8633,454
21547,3.327643285543316e-18,0.9868587,-0.79913354,0.00433712,2.0801024e-05,0.00015410304,6657.724,6652.359,453
21548,3.4148830198367102e-18,0.98634917,-0.7561665,0.0038701347,3.0127618e-05,0.00015826333,6657.75,6650.566,452
21549,3.3214202937684864e-18,0.99683833,-0.8604572,0.004425293,1.2533287e-05,4.5801396e-05,6657.7734,6652.359,451
21550,3.2342133375010477e-18,0.9961181,-0.9142098,0.004409025,-2.046786e-06,0.0001125405,6657.801,6653.8633,500
21551,3.2342133375010477e-18,0.9816147,-0.75184137,0.0035784252,1.9404926e-05,0.00023364997,6657.801,6590.1733,499
21552,3.2723372208839034e-18,0.8933136,-0.7337749,0.0041764607,2.588709e-05,0.0006859604,6657.8125,6653.8633,498
21553,3.595714635233635e-18,0.9936027,-0.87547165,0.004249695,5.250391e-05,-9.1231945e-05,6657.9067,6640.0557,497
21554,3.609787864414783e-18,0.93480265,-0.7676659,0.003931633,2.1891583e-05,0.00076259015,6657.9106,6644.021,496
21555,4.247143602913433e-18,0.9489222,-0.8424872,0.003468879,2.3545404e-05,0.0003688774,6658.073,6626.6426,495
21556,4.9581456988422434e-18,0.9822762,-0.8384941,0.0034384273,2.8259057e-05,0.00018873281,6658.228,6655.654,494
21557,5.073246959466285e-18,0.9346299,-0.7234263,0.0041218963,2.9487948e-05,0.0002009148,6658.251,6655.654,493
21558,5.1531389741769366e-18,0.99848086,-0.77449566,0.0036871969,5.6144265e-05,5.4451328e-05,6658.2666,6645.5195,492
21559,5.3636520787964275e-18,0.9866307,-0.78449374,0.0036435158,1.5227108e-05,0.0001246382,6658.3066,6653.8633,491
21560,5.4801335771064816e-18,0.9966504,-0.7776501,0.004047629,5.6839282e-05,-9.471428e-05,6658.328,6652.359,490
21561,5.6817670718444685e-18,0.99602634,-0.82627654,0.003568064,3.0392883e-05,-6.5631786e-05,6658.3643,6657.7734,489
21562,6.065954910265761e-18,0.98570096,-0.91052073,0.004119474,1.4975375e-05,0.00028223914,6658.4297,6644.021,488
21563,6.0748470976518785e-18,0.96239805,-0.8226239,0.003428284,2.749328e-05,0.000105690466,6658.431,6650.566,487
21564,6.143455006544288e-18,0.9501075,-0.7207835,0.0040644873,2.7561084e-05,0.00036191143,6658.4424,6653.8633,486
21565,6.143455006544288e-18,0.9998479,-0.80360746,0.004241622,2.3863597e-05,6.263537e-05,6658.4424,6650.566,485
21566,6.4666410742236644e-18,0.99222386,-0.7536592,0.0039700307,7.784235e-06,0.00016538746,6658.4937,6657.7734,484
21567,6.7308126201198675e-18,0.9264873,-0.73299927,0.0037734944,2.2907474e-05,0.00079442724,6658.5337,6624.241,483
21568,6.903900262208262e-18,0.97139084,-0.7570966,0.0041972934,3.018475e-05,0.00013554771,6658.559,6624.241,482
21569,6.927537950979798e-18,0.8678671,-0.69573647,0.0038140928,2.5366644e-05,0.0009560661,6658.5625,6612.854,481
21570,7.033195783661142e-18,0.9925387,-0.83820975,0.004204019,3.4014112e-05,-7.4885385e-05,6658.5776,6602.3286,480
21571,7.091819779224183e-18,0.96747243,-0.82047987,0.0035630504,3.2295702e-05,0.000120249126,6658.586,6653.8633,479
21572,7.302661356137979e-18,0.9511911,-0.70235,0.0036997038,2.3448583e-05,0.00046302643,6658.615,6649.149,478
21573,7.406803778339551e-18,0.92857224,-0.8035336,0.004153537,2.4347613e-05,0.0006557608,6658.6294,6595.22,477
21574,7.619565292166008e-18,0.9484059,-0.73130304,0.0038272087,1.9662875e-05,0.00060349813,6658.6577,6642.209,476
21575,7.781237704732725e-18,0.8795198,-0.6945946,0.0039053909,2.57446e-05,0.0009342479,6658.6787,6630.9395,475
21576,7.82314390224895e-18,0.9396751,-0.71501845,0.0036565082,2.8391785e-05,0.00017900195,6658.684,6640.0557,474
21577,8.154667099112451e-18,0.9804698,-0.7441396,0.004127565,2.4536008e-05,0.00014004472,6658.7256,6642.209,473
21578,8.44645362181068e-18,0.95454717,-0.73966783,0.0039678416,3.0467849e-05,2.1682388e-05,6658.7607,6652.359,472
21579,8.541845902667583e-18,0.8910192,-0.6932993,0.0037880673,2.3734201e-05,0.00096204213,6658.772,6637.8394,471
21580,8.84748627806689e-18,0.9983536,-0.78299403,0.0040986403,6.153091e-05,-6.5861685e-05,6658.807,6633.868,470
21581,8.86045596000413e-18,0.9505127,-0.855804,0.003473678,2.7617261e-05,0.00019325345,6658.8086,6652.359,469
21582,9.048457668320813e-18,0.8963821,-0.6793487,0.003932631,2.6069483e-05,0.00079277536,6658.8296,6655.654,468
21583,9.566413614475469e-18,0.96809435,-0.9054567,0.0034581874,2.5283462e-05,0.000281042,6658.8853,6642.209,467
21584,1.0138741226393251e-17,0.98313636,-0.80678236,0.0034766274,3.101978e-05,-2.6092363e-05,6658.9434,6650.566,466
21585,1.0537476253456273e-17,0.9913572,-0.8155499,0.0037075519,-6.9503767e-06,0.00029738343,6658.982,6652.359,465
21586,1.0568393032063682e-17,0.88717204,-0.7578094,0.0038228736,2.5197924e-05,0.00079787197,6658.985,6626.6426,464
21587,1.0840166788620586e-17,0.9904437,-0.77271485,0.003817691,2.1132164e-05,0.00022592672,6659.0103,6657.7734,463
21588,1.1686726315241426e-17,0.9985253,-0.8415571,0.003912587,4.455922e-05,-0.00010390271,6659.0854,6633.868,462
21589,1.209307992887636e-17,0.9950871,-0.8704652,0.0042979857,5.6341873e-05,-6.616104e-05,6659.1196,6652.359,461
21590,1.2428312453361691e-17,0.95846003,-0.72920257,0.004001301,2.3560133e-05,0.00046998635,6659.147,6655.654,460
21591,1.2593247102578141e-17,0.9939471,-0.83082414,0.0043139365,1.2080595e-05,0.00018445429,6659.16,6640.0557,459
21592,1.3275166388832752e-17,0.99604225,-0.8219324,0.0041585327,-3.2088858e-05,0.00022341567,6659.213,6617.743,458
21593,1.3281649986451806e-17,0.95603645,-0.76631284,0.0040386976,3.0510824e-05,0.00022901093,6659.2134,6655.654,457
21594,1.3392356898903246e-17,0.8887324,-0.67741334,0.0038203313,2.403562e-05,0.0009388495,6659.2217,6653.8633,456
21595,1.403506952582045e-17,0.99744874,-0.87814516,0.0040317513,-7.573046e-06,1.1938324e-05,6659.2686,6655.654,455
21596,1.4332866508164566e-17,0.88745886,-0.75113064,0.0040402594,2.5923344e-05,0.0007758068,6659.2896,6655.654,454
21597,1.4395991338380994e-17,0.90864265,-0.7105207,0.0041783345,2.551003e-05,0.0006836679,6659.294,6652.359,453
21598,1.506478565995716e-17,0.9997663,-0.9162075,0.0032071616,3.134733e-05,3.1753196e-05,6659.3394,6653.8633,452
21599,1.4602477837250992e-17,0.9825164,-0.7385199,0.003791926,1.9114925e-05,0.00018195255,6659.3594,6652.359,451
21600,1.5187951259447733e-17,0.9251815,-0.7943623,0.0041215452,2.5920841e-05,0.00037681914,6659.4526,6626.6426,500
21601,1.544974157961854e-17,0.8759245,-0.68763435,0.003915851,2.70546e-05,0.00074503163,6659.4697,6621.9614,499
21602,1.6893817823017573e-17,0.9983766,-0.77848655,0.0039452985,-1.8927874e-05,1.4532423e-05,6659.559,6645.5195,498
21603,1.7286000676474334e-17,0.9939651,-0.79469603,0.0035650074,1.0204422e-05,0.0002074982,6659.582,6640.0557,497
21604,1.7336717512577565e-17,0.9829623,-0.7954819,0.0042941426,3.0789794e-05,8.215237e-05,6659.585,6655.654,496
21605,1.7353656170240442e-17,0.9777001,-0.7689121,0.003946337,3.3523494e-05,0.000115246134,6659.586,6650.566,495
21606,1.8106729834279876e-17,0.9999904,-0.7712658,0.003943703,5.516789e-05,8.3392995e-05,6659.6284,6633.868,494
21607,1.8257655371136385e-17,0.89232135,-0.75826055,0.004015729,2.5889683e-05,0.0007799542,6659.6367,6659.3594,493
21608,1.8645047443860975e-17,0.99423456,-0.8638661,0.0034214812,4.5725992e-05,-8.2191444e-05,6659.6577,6642.209,492
21609,1.9003506731770933e-17,0.97931755,-0.833298,0.004064755,2.5275871e-05,2.6630625e-05,6659.677,6645.5195,491
21610,2.0527633713794777e-17,0.97719836,-0.82986534,0.0033472353,1.9814694e-05,0.0003069442,6659.754,6633.868,490
21611,2.141844428325593e-17,0.95180774,-0.7381816,0.0038335018,2.2865803e-05,0.0005737743,6659.7964,6655.654,489
21612,2.2163174843243832e-17,0.9822924,-0.8615963,0.0040884786,2.4067234e-05,4.0501458e-05,6659.8306,6645.5195,488
21613,2.232609870065012e-17,0.9976912,-0.7950026,0.004226199,2.1207468e-05,4.0883486e-05,6659.838,6633.868,487
21614,2.3204136454137817e-17,0.9841604,-0.820163,0.0034095082,2.2486462e-05,8.874061e-05,6659.8765,6653.8633,486
21615,2.3905671079864784e-17,0.9679399,-0.82868415,0.003358991,2.6731357e-05,0.0001216343,6659.9062,6612.854,485
21616,2.441290310286245e-17,0.897906,-0.7424993,0.0039174026,2.6494581e-05,0.00074278424,6659.9272,6614.9204,484
21617,2.6229615945452403e-17,0.9173732,-0.7097079,0.00400778,2.4984969e-05,0.00047921677,6659.999,6650.566,483
21618,2.847197875304883e-17,0.989471,-0.9111212,0.0038084635,1.961788e-05,5.9893755e-05,6660.081,6653.8633,482
21619,2.8793534652737673e-17,0.9794065,-0.8011066,0.0035512426,3.26616e-05,-5.2623545e-05,6660.0923,6650.566,481
21620,2.8835743589215e-17,0.98628294,-0.8440878,0.0043635815,1.8016266e-05,0.00024047605,6660.0938,6657.7734,480
21621,3.071048096117647e-17,0.90581685,-0.6673434,0.0039363448,2.6143667e-05,0.0005306971,6660.1567,6655.654,479
21622,3.098158693626827e-17,0.98527867,-0.7701993,0.0041538225,2.3009663e-05,8.280441e-05,6660.1655,6649.149,478
21623,3.156180685350642e-17,0.87283504,-0.6886286,0.003903139,2.6752014e-05,0.0007760298,6660.184,6650.566,477
21624,3.231027353374355e-17,0.96367496,-0.7732227,0.0035928192,1.8358729e-05,0.00046764186,6660.2075,6650.566,476
21625,3.2436732368846364e-17,0.931845,-0.7188967,0.003576654,2.5405514e-05,0.0005610063,6660.2114,6657.7734,475
21626,3.3993403657403565e-17,0.88994104,-0.6998651,0.003944996,2.5842883e-05,0.0008532901,6660.2583,6644.021,474
21627,3.583413284905707e-17,0.9937282,-0.78734434,0.0040131332,3.7503767e-05,9.361994e-05,6660.311,6628.884,473
21628,3.615046939672837e-17,0.9914868,-0.9030434,0.0036185642,1.3012715e-05,9.120675e-05,6660.32,6621.9614,472
21629,3.691751231563892e-17,0.9772343,-0.8248057,0.0037432981,2.969945e-05,-4.192059e-05,6660.341,6644.021,471
21630,3.844441265063957e-17,0.99963754,-0.7878649,0.0036628582,3.904033e-06,0.00010245111,6660.3813,6626.6426,470
21631,4.052616219638102e-17,0.9974263,-0.759473,0.0037995835,1.4269548e-05,8.306811e-05,6660.434,6653.8633,469
21632,4.104393417432688e-17,0.9369721,-0.7359876,0.004203628,2.5191302e-05,0.0005255008,6660.447,6655.654,468
21633,4.70800850771406e-17,0.94552785,-0.78466266,0.004106374,2.4991112e-05,0.00053578016,6660.584,6647.5005,467
21634,4.7495698638746897e-17,0.9836375,-0.8578828,0.00351829,1.4072586e-05,0.00034091313,6660.593,6647.5005,466
21635,4.8979452367108926e-17,0.90187794,-0.7263598,0.003960278,2.3302782e-05,0.0008666021,6660.6235,6649.149,465
21636,4.933950553502089e-17,0.9952485,-0.80559105,0.004239538,4.331958e-05,1.7420317e-06,6660.631,6619.946,464
21637,4.958101022056832e-17,0.99969846,-0.83723617,0.003754308,-1.3445318e-06,0.00014518715,6660.6357,6659.3594,463
21638,5.0657752386796566e-17,0.90576226,-0.7362564,0.004201348,2.593727e-05,0.0006224983,6660.657,6657.7734,462
21639,5.2959415276418534e-17,0.96668315,-0.7295373,0.0040656803,2.942238e-05,0.00011868056,6660.7017,6642.209,461
21640,5.36884420075395e-17,0.988139,-0.74186397,0.003846846,2.3867648e-05,0.00010110576,6660.7153,6619.946,460
21641,5.552809739221632e-17,0.98895586,-0.79968774,0.003599086,3.3412653e-05,0.0001129976,6660.749,6640.0557,459
21642,5.743078928545664e-17,0.9969289,-0.7791697,0.0035951412,2.664114e-05,6.550505e-05,6660.7827,6628.884,458
21643,5.876402082939218e-17,0.9878062,-0.91156256,0.0037322575,1.4033979e-05,0.00015870061,6660.8057,6653.8633,457
21644,5.968941950479537e-17,0.97316086,-0.76358277,0.0037518356,2.7569116e-05,2.1963517e-05,6660.8213,6649.149,456
21645,6.649088916349865e-17,0.98979324,-0.7925401,0.0036439677,2.8251223e-05,-3.4658577e-05,6660.929,6657.7734,455
21646,6.737328180683942e-17,0.9979157,-0.8102539,0.0041401237,-2.206902e-05,0.00019215592,6660.9424,6653.8633,454
21647,6.930858910781939e-17,0.92310715,-0.6993731,0.0036814667,2.3922741e-05,0.00057146733,6660.9707,6659.3594,453
21648,7.259932020472183e-17,0.9972055,-0.9335628,0.0044785924,2.1151533e-05,6.767777e-05,6661.017,6645.5195,452
21649,7.002862101394993e-17,0.91607755,-0.67062056,0.0039217887,2.4801022e-05,0.0006060887,6661.032,6647.5005,451
21650,6.667541724117749e-17,0.9987413,-0.81223935,0.003583582,6.814015e-06,-2.9658171e-05,6661.037,6532.2256,500
21651,6.822325892291303e-17,0.9976753,-0.77164024,0.0038322003,2.984336e-05,9.728366e-05,6661.06,6657.7734,499
21652,6.83900231003005e-17,0.994992,-0.7664996,0.003995562,6.0675975e-06,9.680323e-05,6661.0625,6612.854,498
21653,8.07406832616948e-17,0.9253338,-0.70865625,0.004151838,2.5920883e-05,0.00053075375,6661.2285,6659.3594,497
21654,8.350729423371891e-17,0.98137325,-0.8234474,0.0038789846,3.7968235e-05,-0.00012690372,6661.262,6652.359,496
21655,8.436797533044747e-17,0.973608,-0.7582227,0.004190959,2.9053384e-05,0.00010915975,6661.2725,6661.032,495
21656,8.552936483864543e-17,0.98266405,-0.76117337,0.0038260778,3.6611633e-05,-7.1209826e-05,6661.286,6612.854,494
21657,9.211875090101347e-17,0.9804695,-0.8100461,0.004133779,1.312623e-05,0.00030458346,6661.3604,6653.8633,493
21658,9.279592564436108e-17,0.9165877,-0.6846827,0.0040211887,2.4707871e-05,0.000682826,6661.3677,6644.021,492
21659,9.293195678392472e-17,0.95441043,-0.72352165,0.0037091223,2.1191106e-05,0.000500331,6661.369,6630.9395,491
21660,9.467237674311532e-17,0.97611594,-0.88687086,0.0035913324,1.8971024e-05,0.0002448775,6661.3877,6650.566,490
21661,9.574158452634647e-17,0.9763039,-0.7567625,0.0037623085,3.4918703e-05,-3.860402e-05,6661.399,6633.868,489
21662,1.0848942840019629e-16,0.91874963,-0.7504279,0.0034917824,2.58483e-05,0.0004846995,6661.524,6661.032,488
21663,1.104133288767698e-16,0.9987435,-0.7641638,0.0037980815,-6.124169e-07,5.8588874e-05,6661.5415,6652.359,487
21664,1.1127931134803782e-16,0.9899276,-0.8695368,0.0040191975,3.1122454e-05,0.00014622416,6661.5493,6640.0557,486
21665,1.1144243759983624e-16,0.90274185,-0.6702821,0.0038965093,2.4695068e-05,0.00071248,6661.551,6657.7734,485
21666,1.114424375997349e-16,0.920807,-0.7111581,0.0039051769,2.9290735e-05,0.00026610118,6661.551,6661.032,484
21667,1.1166031130880716e-16,0.9346258,-0.724341,0.0039038856,2.9892823e-05,0.00025895116,6661.5527,6650.566,483
21668,1.1386261361364324e-16,0.9726306,-0.8357884,0.0034569493,2.3896378e-05,0.00033032236,6661.5723,6650.566,482
21669,1.2389881620296083e-16,0.94705063,-0.86563224,0.004207605,2.4711026e-05,0.00043947078,6661.6567,6645.5195,481
21670,1.264659430012046e-16,0.9777815,-0.8039172,0.0037490998,2.2881732e-05,7.6148404e-05,6661.6772,6661.032,480
21671,1.2789421992022033e-16,0.93064106,-0.69123405,0.0039972854,2.54446e-05,0.00041200104,6661.6885,6640.0557,479
21672,1.3054412965615576e-16,0.9321616,-0.81917715,0.0042329445,2.6344951e-05,0.00046807257,6661.709,6649.149,478
21673,1.3099108882291504e-16,0.9628169,-0.7738804,0.003858208,3.3371078e-05,-4.021296e-05,6661.7124,6661.032,477
21674,1.31183110907522e-16,0.9958216,-0.9724482,0.00419409,1.4685496e-05,9.490017e-05,6661.714,6653.8633,476
21675,1.3311888190478124e-16,0.99415284,-0.82134116,0.003449835,4.1928956e-06,0.00012570093,6661.7285,6637.8394,475
21676,1.3869235445146455e-16,0.98629063,-0.7570191,0.0037073642,1.7458717e-05,0.00015504308,6661.7695,6659.3594,474
21677,1.403957519173238e-16,0.8848226,-0.6983964,0.003749335,2.5871052e-05,0.00084767723,6661.7817,6644.021,473
21678,1.6112179128792934e-16,0.98884124,-0.87533367,0.0043064607,2.4839492e-05,0.00017487527,6661.9194,6657.7734,472
21679,1.6566912525353908e-16,0.95498896,-0.8789797,0.003417399,2.6542362e-05,0.00025229703,6661.9473,6644.021,471
