,,theta_1,theta_2,sigma,mu,logL,logL_birth,nlive
labels,,$\theta_1$,$\theta_2$,$\sigma$,$\mu$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,
28185,0.9787729726656926,1.0911869,0.6857417,0.039879292,1.14152635e-05,1412.436,1409.5183,965
28186,0.9796096839542224,1.1366043,0.6346148,0.03975557,8.246952e-06,1412.4369,1411.8313,964
28187,0.9800881257930222,1.153551,0.685925,0.03758949,6.4738792e-06,1412.4374,1411.9752,963
28188,0.9800881257941364,1.1599098,0.71051246,0.040299725,1.1682865e-05,1412.4374,1412.3562,962
28189,0.9805668013041601,1.1249099,0.6513003,0.04145289,1.4213466e-05,1412.4379,1412.194,961
28190,0.9809259613514559,1.120407,0.6716608,0.040859956,-5.0183344e-06,1412.4382,1412.2468,960
28191,0.9830836859252305,1.170644,0.6445199,0.039190665,4.5884967e-06,1412.4404,1399.8004,959
28192,0.9833237258921954,1.1602936,0.696222,0.03830158,6.826072e-07,1412.4407,1411.9752,958
28193,0.9836838957414351,1.1593988,0.6590125,0.039095633,2.2164142e-05,1412.441,1412.1339,957
28194,0.9838039816713039,1.1596342,0.6744872,0.037630808,3.8553467e-06,1412.4412,1412.4064,956
28195,0.9840441975122962,1.1527714,0.68172354,0.03760634,3.7592965e-06,1412.4414,1412.1339,955
28196,0.9852461568075928,1.1698008,0.67172515,0.040600747,2.2891143e-05,1412.4426,1412.2986,954
28197,0.9863291753736639,1.1292688,0.66789687,0.041333552,2.0692396e-05,1412.4437,1412.0297,953
28198,0.9883781263054617,1.147486,0.6754829,0.03799609,1.9045608e-05,1412.4458,1408.1412,952
28199,0.9639286633378631,1.1540753,0.6571823,0.03894161,2.1660218e-05,1412.446,1409.3809,951
28200,0.9402703122330758,1.1555595,0.6922889,0.040993318,2.1302698e-05,1412.4471,1411.7809,1000
28201,0.9402703122330758,1.150223,0.6710886,0.042224944,1.06350335e-05,1412.4471,1411.7329,999
28202,0.9411889934623163,1.1613244,0.70679575,0.04010898,3.9563787e-07,1412.4481,1410.4424,998
28203,0.9429139407357121,1.1262505,0.67947906,0.03917574,2.333024e-05,1412.45,1411.916,997
28204,0.9454495835923536,1.1043562,0.65766984,0.04099263,3.0393924e-06,1412.4526,1410.8654,996
28205,0.9456804344234844,1.1371276,0.67055094,0.040645484,2.4175704e-05,1412.4529,1411.6115,995
28206,0.9459113416211316,1.1653092,0.6910349,0.039998583,-5.9626636e-06,1412.4531,1394.0668,994
28207,0.9463733251723211,1.1532439,0.66868085,0.038062014,-1.9597312e-06,1412.4536,1410.333,993
28208,0.946604401554476,1.1505078,0.6529277,0.040043496,2.2264921e-05,1412.4539,1411.9752,992
28209,0.9486866296328298,1.1261754,0.6784382,0.040963247,-5.3489152e-06,1412.456,1412.446,991
28210,0.9496135339356927,1.1707721,0.6666068,0.038156934,6.7968585e-07,1412.457,1407.8063,990
28211,0.9499613564816772,1.1185749,0.64119244,0.039128162,6.659284e-06,1412.4574,1412.2986,989
28212,0.9505413438608811,1.1474919,0.69427466,0.04112861,-3.3287693e-06,1412.458,1407.9722,988
28213,0.9520509687925839,1.1109883,0.6724672,0.03960071,2.1522583e-05,1412.4596,1412.4064,987
28214,0.9535629912700838,1.148428,0.6484239,0.038212854,4.4453136e-06,1412.4612,1412.446,986
28215,0.9544946599721467,1.1278598,0.6850791,0.03849503,-3.3854076e-06,1412.4622,1410.0057,985
28216,0.9546111825451807,1.1837878,0.68078375,0.03936684,1.9998917e-05,1412.4623,1410.9368,984
28217,0.9550774151026171,1.1624985,0.6680163,0.041348,2.0358037e-05,1412.4628,1410.6991,983
28218,0.9555438753693435,1.1343911,0.7013658,0.040066876,-3.191456e-06,1412.4633,1404.5815,982
28219,0.9557771909286873,1.1663692,0.67635226,0.0386019,2.131701e-05,1412.4635,1412.0297,981
28220,0.9563607290946076,1.1490655,0.6975407,0.04094707,-3.011315e-06,1412.4641,1410.333,980
28221,0.9565942441043895,1.1333027,0.7062391,0.041083947,6.506783e-06,1412.4644,1410.6028,979
28222,0.9567110229910457,1.1256657,0.7005379,0.038912617,-3.3654118e-08,1412.4645,1411.8313,978
28223,0.9576457674431205,1.1537502,0.69631374,0.041601606,1.5107519e-05,1412.4655,1410.9368,977
28224,0.9581134820937058,1.0891216,0.67336416,0.03949725,6.998046e-06,1412.466,1397.0585,976
28225,0.9609245709819915,1.1123328,0.653683,0.0395405,-1.6836232e-06,1412.4689,1411.1914,975
28226,0.9610418785035234,1.131122,0.67226696,0.0383508,-3.634045e-06,1412.469,1411.7809,974
28227,0.9625681801093877,1.0940338,0.68370795,0.040712606,6.545748e-06,1412.4706,1412.2986,973
28228,0.9632734443457229,1.1805654,0.66383743,0.0382901,5.7902826e-06,1412.4713,1412.0809,972
28229,0.9633910386135547,1.1474328,0.6398304,0.03985707,1.6188296e-05,1412.4714,1405.9819,971
28230,0.9637439075566168,1.092051,0.68210566,0.03940802,4.8980946e-06,1412.4718,1411.916,970
28231,0.9637439075559594,1.1784904,0.6592383,0.040311765,-2.1146802e-06,1412.4718,1411.4579,969
28232,0.9639792253206918,1.1816599,0.6870633,0.03828447,1.18221105e-05,1412.472,1411.5303,968
28233,0.9670435900092411,1.181422,0.6792929,0.04054132,2.0402615e-05,1412.4752,1409.8851,967
28234,0.9682247839384606,1.1541086,0.6866919,0.037887797,9.666529e-07,1412.4764,1411.6777,966
28235,0.968461195799607,1.1260806,0.677907,0.04209278,8.660535e-06,1412.4767,1411.6115,965
28236,0.9697624932462136,1.1564329,0.66531396,0.041992404,1.3709432e-05,1412.478,1411.5303,964
28237,0.969762493246434,1.1486079,0.64575934,0.03845995,1.3404242e-05,1412.478,1408.9609,963
28238,0.9698808796837257,1.1307399,0.68345827,0.03765879,1.0947512e-05,1412.4781,1412.194,962
28239,0.9716584114973511,1.1419622,0.690729,0.04160488,-7.656483e-07,1412.48,1408.9609,961
28240,0.9728452421928494,1.1611661,0.63903296,0.039389465,8.125845e-06,1412.4812,1411.3162,960
28241,0.973795750413817,1.1460118,0.6680906,0.038603786,-5.320664e-06,1412.4822,1410.0057,959
28242,0.973914629221906,1.1937283,0.6875592,0.039065387,1.00461875e-05,1412.4823,1412.0297,958
28243,0.9756995538182048,1.1039073,0.685709,0.03933559,-9.767701e-07,1412.4841,1412.1339,957
28244,0.9756995538182048,1.1067944,0.6503081,0.04048327,2.7154688e-06,1412.4841,1411.245,956
28245,0.9760569311002677,1.147149,0.65519494,0.0378684,5.4535153e-06,1412.4845,1410.4424,955
28246,0.9768913205610943,1.1529354,0.6753759,0.04175406,-1.5456702e-06,1412.4854,1412.2468,954
28247,0.9772491343599863,1.1656128,0.69933814,0.04004336,-3.1204406e-06,1412.4857,1412.3562,953
28248,0.9773684347476888,1.161215,0.7024506,0.041342214,1.0963894e-05,1412.4858,1412.0297,952
28249,0.9783233623068561,1.1186306,0.64054805,0.039266698,9.582693e-06,1412.4868,1411.8313,951
28250,0.953865278249208,1.1063402,0.65418667,0.039119888,1.5197998e-05,1412.4868,1409.0958,950
28251,0.9300881616990937,1.1229566,0.68189263,0.041677266,5.037591e-07,1412.4875,1411.3843,999
28252,0.9303152617256623,1.1846886,0.6868413,0.038916837,1.683969e-05,1412.4878,1408.1412,998
28253,0.9308832544201019,1.1585585,0.6981668,0.041462358,1.4671644e-05,1412.4884,1411.3162,997
28254,0.9325893140339703,1.19,0.6613465,0.03979596,2.438474e-06,1412.4902,1412.2468,996
28255,0.9330447911011577,1.1051459,0.65959024,0.04113725,1.31014785e-05,1412.4907,1412.1339,995
28256,0.9349830517168802,1.137378,0.70439523,0.039170127,1.7184446e-05,1412.4928,1410.8654,994
28257,0.9371541082403041,1.0908175,0.6828633,0.039550688,9.536935e-06,1412.4951,1411.0022,993
28258,0.938757059287692,1.1423138,0.7105861,0.04056362,8.780473e-06,1412.4968,1412.1339,992
28259,0.9388716606500641,1.1923764,0.68909043,0.03948994,1.4203654e-05,1412.497,1411.9752,991
28260,0.9399037026767786,1.0924402,0.6681523,0.040630307,7.0284923e-06,1412.498,1412.2986,990
28261,0.9424312505324796,1.1319966,0.70384145,0.039805084,-1.3813554e-06,1412.5007,1411.9752,989
28262,0.9428915344072338,1.1735516,0.6811044,0.041504122,1.6063464e-07,1412.5012,1412.4064,988
28263,0.9438127766738441,1.1756686,0.6456913,0.039486777,1.0282826e-05,1412.5022,1411.916,987
28264,0.9442737352851255,1.1533132,0.643998,0.03931168,1.7230363e-05,1412.5027,1403.8776,986
28265,0.9450809546480652,1.189297,0.66106915,0.04065901,1.1712136e-05,1412.5035,1412.4064,985
28266,0.9457734061650446,1.1373625,0.6400304,0.039100163,3.2183955e-06,1412.5043,1412.4868,984
28267,0.9457734061639693,1.1520962,0.68888116,0.04076073,2.2728535e-05,1412.5043,1412.3562,983
28268,0.9470442185870841,1.1446311,0.6623106,0.03935036,-6.732147e-06,1412.5056,1411.916,982
28269,0.9485482894762124,1.1837313,0.6593388,0.03866777,1.001596e-05,1412.5072,1412.4868,981
28270,0.9486640861302846,1.179284,0.66039574,0.0400597,1.932989e-05,1412.5073,1411.245,980
28271,0.9499387826886311,1.1336776,0.64785796,0.03877146,1.7052658e-05,1412.5087,1411.4579,979
28272,0.9500547490914373,1.1450508,0.637129,0.040367056,1.1832882e-05,1412.5088,1410.333,978
28273,0.9501707296500825,1.183255,0.6662023,0.041370746,1.11681065e-05,1412.5089,1412.4868,977
28274,0.9504027332448267,1.1528918,0.6857717,0.03865475,-4.8916672e-06,1412.5092,1411.3843,976
28275,0.9515636012256057,1.1856915,0.66826427,0.03850392,5.039277e-06,1412.5104,1409.5183,975
28276,0.9551713106810771,1.1291468,0.70561314,0.040930673,5.3213926e-06,1412.5142,1410.8654,974
28277,0.9551713106808599,1.1705073,0.6759742,0.03788645,1.3252583e-05,1412.5142,1406.7773,973
28278,0.9564547508380254,1.1738014,0.64989334,0.0410311,7.5306525e-06,1412.5155,1412.4868,972
28279,0.9572723832308098,1.1392853,0.6445813,0.03873265,1.5026869e-05,1412.5164,1412.0297,971
28280,0.9579737672871267,1.1547533,0.68484485,0.04205749,5.098989e-06,1412.5171,1411.916,970
28281,0.9609017366694946,1.153869,0.6839755,0.04102416,-5.398294e-06,1412.5201,1412.1339,969
28282,0.9624278157066345,1.1471435,0.70177203,0.038300544,5.228949e-06,1412.5217,1412.3562,968
28283,0.963250554218162,1.1141804,0.7038867,0.039331596,6.3341563e-06,1412.5226,1412.1339,967
28284,0.964191688050506,1.1776054,0.68168074,0.03941135,-4.3423584e-06,1412.5236,1411.7329,966
28285,0.9659587930996083,1.1067657,0.68926054,0.040886704,1.328035e-06,1412.5254,1411.6777,965
28286,0.9664305678356783,1.139017,0.6961689,0.041783877,7.916894e-06,1412.5259,1412.2468,964
28287,0.966548547518305,1.1712905,0.7051164,0.0405705,4.6008286e-06,1412.526,1410.2354,963
28288,0.9685564071642014,1.1281148,0.6717087,0.03769752,4.926804e-06,1412.5281,1412.0809,962
28289,0.9689111680692283,1.1257157,0.6847189,0.041260183,1.9599689e-05,1412.5284,1412.4064,961
28290,0.971279563781859,1.1768801,0.64729625,0.039382502,6.71796e-06,1412.5309,1410.4424,960
28291,0.9712795637811965,1.1368073,0.6856787,0.04114295,-4.4200506e-06,1412.5309,1412.2468,959
28292,0.9729408845616258,1.1435025,0.6890977,0.041153207,-4.0218115e-06,1412.5326,1409.3809,958
28293,0.974129281733014,1.1804628,0.6872677,0.03996605,2.026827e-05,1412.5338,1412.1339,957
28294,0.9742482012569746,1.1609716,0.6849956,0.037759807,1.2219038e-05,1412.5339,1412.446,956
28295,0.9750810445119865,1.1142739,0.67564213,0.039564673,-4.887333e-06,1412.5348,1411.7809,955
28296,0.9752000802247968,1.1948051,0.67021936,0.03971609,3.6077006e-06,1412.5349,1412.4064,954
28297,0.97603373719945,1.153566,0.7050639,0.04102865,3.574165e-06,1412.5358,1411.5303,953
28298,0.9760337371985622,1.1684566,0.6657351,0.040355645,-5.4181432e-06,1412.5358,1412.1339,952
28299,0.9517734464269167,1.1280731,0.65212065,0.04058384,1.983621e-05,1412.5359,1411.9752,951
28300,0.9290936683914657,1.1793318,0.65481144,0.039585177,3.9031062e-07,1412.5377,1412.2468,1000
28301,0.9300014295976382,1.1664877,0.6831592,0.04158127,-2.965043e-07,1412.5387,1412.2468,999
28302,0.9304556427414634,1.1332377,0.6448355,0.039936982,1.84327e-05,1412.5392,1412.2468,998
28303,0.9330716766895623,1.1632621,0.64537257,0.04086067,1.3316209e-05,1412.542,1412.1339,997
28304,0.9338693198888661,1.1061497,0.67203504,0.03904655,1.8289826e-05,1412.5428,1412.3562,996
28305,0.9342113756762552,1.1729494,0.64948756,0.039773744,1.6441507e-05,1412.5432,1411.916,995
28306,0.9345535567511543,1.164576,0.66688204,0.03952498,2.3238217e-05,1412.5436,1411.6115,994
28307,0.9350099931547868,1.1410509,0.67263776,0.03789613,1.7143546e-05,1412.5441,1412.1339,993
28308,0.9362663430456777,1.1789207,0.69083685,0.041145455,1.525951e-05,1412.5454,1411.1914,992
28309,0.9362663430458905,1.1339391,0.68847,0.04188905,3.9916695e-06,1412.5454,1412.2986,991
28310,0.9371811122382536,1.1415823,0.6667339,0.041902408,1.3668554e-06,1412.5464,1412.1339,990
28311,0.9376388319412414,1.149505,0.69462013,0.04170647,3.1486854e-06,1412.5469,1409.5183,989
28312,0.938554942110525,1.1542933,0.6467783,0.04085297,3.4072048e-07,1412.5479,1410.9368,988
28313,0.938784109474509,1.1335267,0.68582135,0.04067256,2.2737131e-05,1412.5481,1411.9752,987
28314,0.9405046492385586,1.1214192,0.6696094,0.03826493,1.7622577e-05,1412.5499,1402.9318,986
28315,0.9408491354023993,1.116123,0.7033058,0.03949079,1.3375826e-05,1412.5503,1412.3562,985
28316,0.943839972540416,1.1291519,0.68749994,0.040433556,2.2575221e-05,1412.5535,1411.916,984
28317,0.9440704303510511,1.1737772,0.6763494,0.040162552,-5.4530883e-06,1412.5537,1412.5359,983
28318,0.9454543593927336,1.1654112,0.6800737,0.039192073,-5.9708673e-06,1412.5552,1408.5386,982
28319,0.9454543593935935,1.1655695,0.69021654,0.039816335,-5.510929e-06,1412.5552,1412.4868,981
28320,0.9476497305845477,1.1154313,0.65436715,0.04115655,2.3429905e-06,1412.5575,1411.1028,980
28321,0.9481125631661688,1.125624,0.6798359,0.038420793,-2.6113767e-06,1412.558,1411.7809,979
28322,0.948575621796738,1.142345,0.6462349,0.03922217,1.8320894e-05,1412.5585,1403.5522,978
28323,0.9495024176405612,1.1414887,0.6779729,0.03810292,1.8969185e-05,1412.5594,1409.6646,977
28324,0.9497342580532753,1.1233873,0.7062968,0.040380053,4.4550507e-06,1412.5597,1412.4868,976
28325,0.9507782406449509,1.162258,0.70303625,0.04121771,7.3582e-06,1412.5608,1406.7773,975
28326,0.951242601191949,1.1758652,0.67788553,0.039817,-5.1021066e-06,1412.5613,1412.4064,974
28327,0.9517071885335093,1.1034878,0.6496511,0.040364757,8.024705e-06,1412.5618,1412.4064,973
28328,0.9521720027810486,1.1936337,0.6711742,0.04031741,3.361155e-06,1412.5623,1409.6646,972
28329,0.9525207624387512,1.1685996,0.6565249,0.04094154,1.8001021e-05,1412.5626,1411.8313,971
28330,0.9528696498387941,1.1556724,0.67900413,0.041107282,2.2029797e-05,1412.563,1412.3562,970
28331,0.9531023124302554,1.160294,0.6836035,0.042001788,5.66798e-06,1412.5632,1412.1339,969
28332,0.9538006411180285,1.1142684,0.6559541,0.038598064,2.12757e-06,1412.564,1409.2336,968
28333,0.9541499973103424,1.1512403,0.6888094,0.038757816,2.1465195e-05,1412.5643,1409.6646,967
28334,0.9550822395391866,1.1467464,0.6999213,0.041394453,1.4098928e-05,1412.5653,1408.2852,966
28335,0.9561321008263943,1.1316382,0.6457955,0.04088584,1.2203676e-06,1412.5664,1402.9318,965
28336,0.9562488232938929,1.1456769,0.6658004,0.038712222,-5.0498857e-06,1412.5665,1412.2986,964
28337,0.9572999669332326,1.1326762,0.6989305,0.03907166,1.8770927e-05,1412.5676,1412.2468,963
28338,0.9577675126962081,1.1163692,0.6611534,0.039776195,-4.0498535e-06,1412.5681,1412.4868,962
28339,0.9578844348124353,1.1131625,0.6452653,0.03932444,4.67891e-06,1412.5682,1408.2852,961
28340,0.9585862673131419,1.1601008,0.66005725,0.037887506,1.1198157e-05,1412.569,1412.1339,960
28341,0.9587032893800119,1.1705292,0.6503959,0.040671337,1.5695308e-05,1412.5691,1410.0057,959
28342,0.9587032893806658,1.1741275,0.6546751,0.041262206,6.6283847e-06,1412.5691,1412.2986,958
28343,0.9590544413058398,1.1100442,0.6805794,0.038613264,1.5887908e-07,1412.5695,1412.1339,957
28344,0.9591715205269977,1.1611537,0.69416094,0.038398977,1.680449e-05,1412.5696,1411.1028,956
28345,0.9595228439540676,1.1680217,0.6933481,0.038703945,-1.1624056e-06,1412.57,1412.2986,955
28346,0.9603430991286456,1.1810812,0.6976507,0.040935915,8.898717e-06,1412.5708,1411.4579,954
28347,0.9605775865147731,1.1101251,0.6774012,0.041612197,1.0534201e-05,1412.571,1411.8313,953
28348,0.9625730423829502,1.0904245,0.67199516,0.03963697,9.319939e-06,1412.5731,1411.245,952
28349,0.9386473305892327,1.1252456,0.6608985,0.041069236,1.9598823e-05,1412.5732,1410.4424,951
28350,0.9151625104716153,1.1225474,0.6792994,0.040301684,2.2747561e-05,1412.5739,1412.5359,1000
28351,0.916168490534558,1.159115,0.67703354,0.042087592,9.807473e-06,1412.575,1409.7816,999
28352,0.9161684905349745,1.0956564,0.6580672,0.04009859,1.0458387e-05,1412.575,1411.6115,998
28353,0.9182958591282775,1.1216046,0.70252365,0.04062458,2.4366382e-06,1412.5773,1411.8313,997
28354,0.9185200798226277,1.1915183,0.6624167,0.03936285,9.5409505e-06,1412.5775,1412.5359,996
28355,0.9186322106993867,1.119561,0.6432964,0.04072894,1.0511612e-05,1412.5776,1411.0022,995
28356,0.9194175102147739,1.187984,0.6621444,0.040575437,3.7785424e-06,1412.5785,1411.8313,994
28357,0.9213274621976423,1.1114547,0.6471833,0.04037004,1.3440928e-05,1412.5806,1409.0958,993
28358,0.9218899674997204,1.1666012,0.70699674,0.039438806,4.6818986e-06,1412.5812,1411.7329,992
28359,0.9224528162323752,1.1454594,0.6961223,0.040290188,2.1610162e-05,1412.5818,1412.4868,991
28360,0.9227906904056302,1.1472061,0.66009974,0.039915048,2.337e-05,1412.5822,1409.6646,990
28361,0.9236922933525508,1.1737556,0.6639431,0.038100634,1.0524516e-05,1412.5831,1412.194,989
28362,0.9258371324242446,1.1511691,0.64316666,0.03924196,1.1523827e-06,1412.5854,1410.8654,988
28363,0.9259501565510497,1.108965,0.6870028,0.040395778,1.85663e-05,1412.5856,1409.0958,987
28364,0.9267417118659581,1.1702312,0.66171026,0.038399477,1.6183101e-05,1412.5864,1412.3562,986
28365,0.9268548464224309,1.1148334,0.6857065,0.03988531,-4.0371056e-06,1412.5865,1412.5359,985
28366,0.9269679947888527,1.1261292,0.70555127,0.040702637,1.1539556e-05,1412.5867,1411.916,984
28367,0.9276471751175099,1.094247,0.6740517,0.039748464,1.4297161e-05,1412.5874,1412.0297,983
28368,0.9279869518701522,1.1064436,0.6992994,0.04036008,8.763227e-06,1412.5878,1412.5359,982
28369,0.92810023844253,1.1397444,0.69874865,0.040720887,1.9249186e-05,1412.5879,1412.5732,981
28370,0.9284401811429345,1.1567,0.6455743,0.038554285,9.735442e-06,1412.5883,1412.0297,980
28371,0.9292338650739261,1.1486648,0.64425194,0.04121688,9.818469e-06,1412.5891,1412.2468,979
28372,0.9294607565069428,1.1469597,0.70502746,0.038608614,1.06139105e-05,1412.5894,1412.194,978
28373,0.9296877033390816,1.138912,0.6887937,0.040313102,-6.22275e-06,1412.5896,1412.2986,977
28374,0.9323015781762727,1.1659819,0.6985258,0.04048081,1.8766741e-05,1412.5924,1411.1028,976
28375,0.932870783592119,1.1798332,0.69975835,0.040701807,1.11258905e-05,1412.593,1412.0809,975
28376,0.9329846663700574,1.1443684,0.655537,0.041261982,-1.3779901e-06,1412.5931,1412.4064,974
28377,0.9352652437406231,1.1408346,0.67998874,0.03838713,2.0561482e-05,1412.5956,1412.194,973
28378,0.9357220277344361,1.1830405,0.6558322,0.0398492,1.4916264e-05,1412.5961,1412.446,972
28379,0.9359505033840726,1.1448929,0.64604086,0.040814348,1.6715016e-05,1412.5963,1412.1339,971
28380,0.9374369555230152,1.1743263,0.66088617,0.038258947,1.1348828e-05,1412.5979,1412.5359,970
28381,0.9377803180566383,1.1179979,0.6960822,0.038470875,5.5864716e-06,1412.5983,1410.7755,969
28382,0.9394990181412254,1.1295837,0.6517601,0.039211266,1.9492263e-05,1412.6001,1407.1787,968
28383,0.9404169457852497,1.1296682,0.67260087,0.04070063,2.2723354e-05,1412.6011,1412.1339,967
28384,0.9411059800288237,1.156409,0.6779647,0.041305035,-3.7483658e-06,1412.6018,1410.2354,966
28385,0.9414506864456206,1.1263111,0.6848591,0.040738992,-4.663813e-06,1412.6022,1412.0297,965
28386,0.9419104914106912,1.1348349,0.70175755,0.040926717,1.5866226e-05,1412.6027,1412.3562,964
28387,0.9427156905365421,1.1185437,0.6459843,0.03977397,1.0364168e-06,1412.6035,1411.9752,963
28388,0.9427156905373996,1.106162,0.66923064,0.038309913,8.985657e-06,1412.6035,1412.4064,962
28389,0.9436367609976044,1.1110319,0.67809826,0.03813668,1.0683933e-05,1412.6045,1412.446,961
28390,0.9459433762299183,1.170591,0.6525085,0.041158196,1.2180703e-05,1412.6069,1411.245,960
28391,0.9473300508546688,1.1752337,0.6807257,0.041664187,4.882834e-06,1412.6084,1409.3809,959
28392,0.9474456987891097,1.1794173,0.68975085,0.04047572,1.8628934e-05,1412.6085,1412.5359,958
28393,0.9474456987899713,1.1231314,0.6644782,0.040834416,2.070987e-05,1412.6085,1412.3562,957
28394,0.9484871657128375,1.1698762,0.6506708,0.04083607,2.4889894e-06,1412.6096,1411.245,956
28395,0.9502254885800852,1.1322819,0.6881877,0.039419748,-5.6873846e-06,1412.6115,1410.6991,955
28396,0.9515022831566483,1.1673212,0.65252644,0.03877323,1.4034285e-06,1412.6128,1412.446,954
28397,0.9519669973261387,1.1399281,0.70400685,0.03858902,5.729958e-06,1412.6133,1407.4973,953
28398,0.9520832113271215,1.1295149,0.6444039,0.041096166,6.485581e-06,1412.6134,1412.3562,952
28399,0.9298927243205625,1.1320748,0.6591213,0.03786807,1.0060486e-05,1412.6151,1410.0057,951
28400,0.9074019799066451,1.1580132,0.6509196,0.038281012,5.8501314e-06,1412.6166,1411.6115,1000
28401,0.9074019799066451,1.1118331,0.69577205,0.041043464,1.0657497e-05,1412.6166,1412.6151,999
28402,0.907955983174491,1.1321987,0.65561044,0.0409894,-2.242256e-06,1412.6172,1412.446,998
28403,0.908621233591171,1.1721703,0.6824564,0.041748397,1.1366548e-05,1412.6179,1410.8654,997
28404,0.9098421255553857,1.0932328,0.68273085,0.03945926,8.266796e-06,1412.6193,1412.0297,996
28405,0.9098421255551787,1.0973685,0.67730796,0.040665682,1.3400649e-05,1412.6193,1412.5732,995
28406,0.9100642820977713,1.168518,0.6911379,0.04119942,-3.7340283e-07,1412.6195,1412.4868,994
28407,0.910731077242675,1.125324,0.7049616,0.039046742,5.720447e-06,1412.6202,1411.6115,993
28408,0.9115096224165193,1.1379745,0.6470616,0.04133766,5.3307454e-06,1412.6211,1411.8313,992
28409,0.9127343954380471,1.1249487,0.68986267,0.03951804,2.1450227e-05,1412.6224,1411.4579,991
28410,0.912845820011398,1.1210307,0.6510911,0.04136202,8.613358e-06,1412.6226,1411.4579,990
28411,0.9137377064272055,1.1048598,0.65690637,0.039863247,1.616477e-05,1412.6235,1410.2354,989
28412,0.9142955778964127,1.1085484,0.64859045,0.03970346,1.3245993e-05,1412.6241,1383.0945,988
28413,0.9151888807841755,1.1442648,0.66152203,0.041863997,1.3484266e-05,1412.6251,1410.1268,987
28414,0.915300604995191,1.1922317,0.6737448,0.040184855,2.1510473e-06,1412.6252,1404.8463,986
28415,0.915524094338302,1.1247683,0.65119606,0.041164145,1.4858538e-05,1412.6255,1410.8654,985
28416,0.916754261506424,1.1315503,0.6897882,0.041053217,-2.8887903e-06,1412.6268,1411.3843,984
28417,0.916866176815199,1.1453272,0.6956034,0.041553937,2.5770942e-06,1412.627,1409.5183,983
28418,0.9174259583329971,1.1202813,0.68880016,0.038167886,4.090603e-06,1412.6276,1412.194,982
28419,0.9210166620108776,1.1721493,0.6954027,0.038515437,1.3399312e-05,1412.6315,1412.4868,981
28420,0.9211290976654339,1.1558973,0.67832965,0.041592006,1.8415987e-05,1412.6316,1412.4064,980
28421,0.922704638804413,1.1895759,0.6859783,0.04087294,6.2021118e-06,1412.6333,1410.6991,979
28422,0.9234934196660285,1.1678636,0.68879074,0.037976723,9.066362e-06,1412.6342,1406.2053,978
28423,0.9234934196658184,1.164668,0.70658046,0.04054885,1.0806373e-05,1412.6342,1412.6151,977
28424,0.9237189094503375,1.1448299,0.6411529,0.03909736,3.905808e-06,1412.6344,1411.1914,976
28425,0.9238316749896387,1.1710721,0.68918765,0.041664075,8.53971e-06,1412.6345,1412.0297,975
28426,0.9239444542934242,1.1650926,0.6490183,0.040079877,1.7641143e-05,1412.6346,1410.6028,974
28427,0.9247342950193976,1.1897438,0.6894153,0.03999794,2.293787e-06,1412.6355,1411.916,973
28428,0.925185935692802,1.1351733,0.6764553,0.04036572,-6.8240342e-06,1412.636,1408.2852,972
28429,0.9257507967386306,1.1722019,0.6862397,0.038343575,1.0887535e-06,1412.6366,1411.8313,971
28430,0.9260898788891706,1.1767125,0.6601,0.040386084,1.8500425e-05,1412.637,1411.9752,970
28431,0.9268815536469601,1.1464924,0.6886516,0.040597778,-5.5856967e-06,1412.6378,1412.4064,969
28432,0.9273342430420869,1.1048734,0.6671504,0.040981326,2.0468367e-06,1412.6383,1410.1268,968
28433,0.9275606706429413,1.1454707,0.652068,0.040534895,2.0195048e-05,1412.6385,1412.194,967
28434,0.9277871535302985,1.1241847,0.6513869,0.041041914,1.2095644e-06,1412.6388,1412.5732,966
28435,0.9283536027179006,1.1141137,0.6513191,0.039226595,1.578862e-05,1412.6394,1410.333,965
28436,0.9285802792151896,1.16808,0.69668895,0.040204465,-2.4669453e-06,1412.6396,1412.4868,964
28437,0.9286936382192208,1.1650223,0.6815199,0.041931413,8.905461e-06,1412.6398,1412.4064,963
28438,0.9286936382200655,1.1310496,0.6553992,0.041132808,-1.0275396e-06,1412.6398,1412.2468,962
28439,0.9289203977452362,1.1641605,0.68306524,0.041372802,-1.6463636e-06,1412.64,1398.3551,961
28440,0.9303956848542674,1.1544129,0.64354414,0.04022469,9.552979e-07,1412.6416,1412.0809,960
28441,0.9325560893850846,1.118416,0.6944801,0.038360726,7.834649e-06,1412.6439,1411.8313,959
28442,0.9341511757719264,1.1224593,0.6942885,0.03844948,2.7433632e-06,1412.6456,1411.8313,958
28443,0.9346074156541964,1.1187954,0.6561228,0.03938764,1.9275489e-05,1412.6461,1412.6151,957
28444,0.9346074156541964,1.1348472,0.70001245,0.041396543,6.3583243e-06,1412.6461,1409.0958,956
28445,0.9346074156541964,1.1347986,0.6813312,0.039301727,2.3258433e-05,1412.6461,1407.1787,955
28446,0.9347215104369289,1.1389982,0.6976229,0.041216526,6.348814e-07,1412.6462,1412.4064,954
28447,0.935178028869009,1.1003813,0.67181545,0.040782128,1.4319907e-05,1412.6467,1412.446,953
28448,0.936091734734803,1.1671675,0.67610985,0.0404311,-5.604791e-06,1412.6477,1406.2053,952
28449,0.9128242422208835,1.147252,0.69036674,0.041902374,7.217332e-06,1412.6478,1412.5732,951
