,,theta_1,theta_2,sigma,mu,logL,logL_birth,nlive
labels,,$\theta_1$,$\theta_2$,$\sigma$,$\mu$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,
10257,0.0,0.6853463,-0.20001942,1.7510133,0.00096796855,-1272.0938,-1742.4541,993
10258,0.0,1.1105751,0.61127156,1.6695333,0.0032953462,-1270.7661,-1723.8398,992
10259,0.0,0.3891723,0.54301524,1.3916923,0.003837332,-1270.5371,-1344.4164,991
10260,0.0,0.25279325,0.4545236,1.7558829,-0.00093142764,-1270.3251,-1782.238,990
10261,0.0,1.0706943,0.5950128,1.7259959,0.002254412,-1269.824,-2150.829,989
10262,0.0,0.9093584,0.27821106,1.7368045,0.0016420295,-1269.7292,-1470.7748,988
10263,0.0,0.5282107,0.4552927,0.5563767,-0.0034097552,-1268.8755,-1428.5525,987
10264,0.0,0.010438652,-0.37420145,1.7392986,-0.00038769218,-1268.3901,-2393.7664,986
10265,0.0,0.6211848,0.13052116,1.0919403,0.0038396718,-1267.8893,-1541.0664,985
10266,0.0,1.6725965,0.97144663,1.4059749,-0.007057334,-1267.8286,-1564.2208,984
10267,0.0,0.76836765,0.0899823,0.6197725,-0.0033857683,-1266.8458,-1742.4541,983
10268,0.0,-0.29116964,0.76697004,1.2605882,0.003116182,-1265.487,-2215.303,982
10269,0.0,0.26833475,0.95464015,1.2238215,0.0047471756,-1265.2286,-1406.1903,981
10270,0.0,-0.3387757,0.8491522,1.6022218,-0.0021602141,-1265.1321,-1969.1292,980
10271,0.0,0.42720252,0.33328846,1.4551355,-0.003234233,-1264.8381,-2579.7412,979
10272,0.0,-0.96934104,0.321339,1.6579447,0.00037559436,-1264.8295,-1428.5525,978
10273,0.0,0.0070251506,0.1261354,1.2876714,-0.002341502,-1263.5306,-1275.2174,977
10274,0.0,0.055450507,-0.052589614,1.3674234,-0.0019720262,-1262.7327,-1802.2073,976
10275,0.0,-0.21522821,0.05131711,1.1534364,0.0018039682,-1261.5254,-1324.1947,975
10276,0.0,-0.9123264,0.96728617,1.1545436,0.0022638997,-1261.0016,-1324.1947,974
10277,0.0,-0.16096498,0.5539844,1.5098165,-0.002343507,-1260.5619,-1497.2836,973
10278,0.0,0.91160595,0.9271033,1.665814,-0.0031101021,-1260.0945,-1564.2208,972
10279,0.0,1.0286742,0.036070496,1.5209875,0.0033498895,-1258.991,-1630.1469,971
10280,0.0,-0.81672925,0.82492584,1.0426048,-0.0021622411,-1258.2467,-1470.7748,970
10281,0.0,0.58306545,0.14744096,1.1654544,0.0037116578,-1257.5997,-1518.2142,969
10282,0.0,-0.6847421,0.95615375,1.0000038,0.0027357892,-1257.1545,-1428.5525,968
10283,0.0,1.0054127,0.10375256,1.7052499,0.001620425,-1255.9977,-1929.0156,967
10284,0.0,1.109008,0.6750396,1.5292739,-0.0044516367,-1255.103,-1497.2836,966
10285,0.0,1.0677588,0.64242613,1.2419264,-0.00564332,-1254.8685,-2014.1868,965
10286,0.0,1.0823909,0.7786378,1.4125489,-0.005340408,-1254.7804,-1497.2836,964
10287,0.0,0.83689886,0.42213944,1.1653899,0.004822443,-1254.5485,-1384.582,963
10288,0.0,-0.16309445,0.8146444,1.6772784,0.0015749636,-1254.2623,-1497.2836,962
10289,0.0,0.5100413,0.42150444,1.113188,0.0041528237,-1253.901,-1275.2174,961
10290,0.0,0.9445134,0.88336605,1.7369869,0.0008172898,-1253.6775,-1654.8387,960
10291,0.0,-0.41478097,0.63730365,1.6844925,-0.001067803,-1253.5732,-1324.1947,959
10292,0.0,0.99692386,0.64661396,1.0250363,0.005689684,-1253.474,-1360.9285,958
10293,0.0,0.2810579,-0.6206339,1.0645281,0.0014193605,-1252.9027,-1541.0664,957
10294,0.0,-0.15168816,0.70279634,1.5892888,0.0021381408,-1252.2963,-1969.1292,956
10295,0.0,-1.1175102,0.6365566,1.7259914,6.585416e-05,-1251.6545,-2989.1943,955
10296,0.0,0.8318689,0.20550154,1.3334172,0.0040315744,-1251.0245,-1428.5525,954
10297,0.0,0.568115,0.69280404,1.7197776,0.001098518,-1250.4747,-1905.9574,953
10298,0.0,0.17382143,0.5643719,1.0746489,-0.003707241,-1249.136,-1324.1947,952
10299,0.0,0.2854893,0.01126032,0.7113758,0.0025103108,-1249.1202,-1406.1903,951
10300,0.0,0.24786185,-0.3795122,0.25726956,0.000876086,-1248.5479,-2014.1868,1000
10301,0.0,0.510224,-0.4734161,1.4667197,0.0017761041,-1248.3864,-1584.8535,999
10302,0.0,0.18045595,-0.07213563,1.3558283,0.002139586,-1247.538,-1384.582,998
10303,0.0,0.43031615,-0.5063797,0.9380433,-0.0019362802,-1247.142,-1406.1903,997
10304,0.0,1.438045,0.74200565,1.517881,0.005014674,-1246.5848,-2130.1975,996
10305,0.0,1.0693088,0.2201773,1.176613,-0.004798885,-1246.5336,-1993.0212,995
10306,0.0,0.83228993,0.3769361,1.281804,0.0044646203,-1246.5095,-1863.0647,994
10307,0.0,0.46672437,0.13869904,1.6477605,-0.0016397742,-1246.1172,-1249.1202,993
10308,0.0,-0.16175619,0.87228566,1.658219,0.0016497904,-1246.1047,-2173.995,992
10309,0.0,-0.7201297,-0.06385401,1.5322278,-0.0002528139,-1245.4471,-1929.0156,991
10310,0.0,0.25382462,0.61712134,1.2484814,0.0038312539,-1245.1844,-1360.9285,990
10311,0.0,-0.29233325,0.44806948,1.6538236,-0.0011011546,-1244.6299,-2502.1982,989
10312,0.0,-0.36503312,0.5568643,1.6072165,0.0014591627,-1244.5934,-1384.582,988
10313,0.0,0.09695377,0.030352905,0.97410756,-0.0023746188,-1244.1545,-1518.2142,987
10314,0.0,0.55521864,0.8277488,1.699904,-0.0013496,-1244.0939,-1701.5726,986
10315,0.0,0.30577472,0.7472954,1.4396653,-0.0035903149,-1243.5044,-1249.1202,985
10316,0.0,0.49799457,0.14960335,1.6255844,-0.0018366787,-1243.4318,-1564.2208,984
10317,0.0,-0.38766184,0.5004348,1.7067201,0.0004700835,-1242.9725,-1630.1469,983
10318,0.0,1.0244273,0.795548,1.5593822,-0.003961933,-1242.7778,-2681.2134,982
10319,0.0,-0.30199733,0.31501776,1.314322,0.0019897094,-1242.7173,-1406.1903,981
10320,0.0,-1.3153307,0.9599768,1.1572436,0.001336826,-1242.5714,-1675.842,980
10321,0.0,0.8155279,0.1613768,1.6990315,-0.0010244775,-1241.8867,-1360.9285,979
10322,0.0,-0.12686057,-0.14989749,1.6768354,-0.0005033907,-1241.8601,-1701.5726,978
10323,0.0,0.43147328,0.6010292,1.611899,-0.002371273,-1241.5387,-1742.4541,977
10324,0.0,-0.44397497,0.78350955,1.1004124,-0.0028171067,-1241.4187,-1518.2142,976
10325,0.0,1.1019689,0.6836904,1.109572,-0.0058705993,-1241.0403,-1541.0664,975
10326,0.0,-0.32464802,0.38854355,1.7123917,-0.00018536451,-1240.9991,-2348.7112,974
10327,0.0,1.1057434,0.6371002,1.6222198,-0.0030169024,-1240.1234,-1344.4164,973
10328,0.0,0.7865449,0.4481533,1.5578617,0.0031131378,-1239.9163,-1406.1903,972
10329,0.0,0.14382647,0.8428431,0.8331726,0.0040504574,-1239.2958,-1448.8499,971
10330,0.0,-0.9065486,0.91854554,1.7088463,0.0001234035,-1239.1057,-1406.1903,970
10331,0.0,0.33664167,0.18987468,1.6391599,0.0014891548,-1237.8541,-1324.1947,969
10332,0.0,0.603563,0.22524503,1.708632,0.0002078641,-1237.4526,-1606.3573,968
10333,0.0,0.638234,0.507622,1.5602485,-0.0029066072,-1237.4415,-1841.5239,967
10334,0.0,0.4751037,0.2673416,0.4511489,-0.0025970198,-1235.6313,-2259.0205,966
10335,0.0,0.43241766,0.6431253,0.3403858,-0.002568562,-1235.3337,-1541.0664,965
10336,0.0,0.14192177,0.8145118,1.7029039,0.00034190793,-1235.2133,-1384.582,964
10337,0.0,0.3529863,0.669802,1.3408315,0.0038312399,-1234.7784,-1384.582,963
10338,0.0,-0.68030787,0.87142944,1.4127032,-0.0020783732,-1234.425,-2085.3667,962
10339,0.0,0.2870437,-0.37948805,1.6119294,-0.0009637566,-1234.2358,-1584.8535,961
10340,0.0,0.18794172,-0.61012924,1.0459973,-0.0011945053,-1234.0936,-1564.2208,960
10341,0.0,0.69650924,-0.19652419,1.4917738,-0.002329764,-1233.9587,-1723.8398,959
10342,0.0,-0.63382065,0.7267936,0.6172841,-0.0019376721,-1233.891,-1296.5078,958
10343,0.0,0.6107845,0.17213953,1.100221,-0.0037203224,-1233.5245,-2130.1975,957
10344,0.0,0.12880477,0.4973332,1.6968611,-0.00037115818,-1233.2397,-1249.1202,956
10345,0.0,0.17204458,0.5282887,1.4478157,-0.0028315864,-1232.8925,-1497.2836,955
10346,0.0,0.43486926,0.58048147,1.409965,0.0035416717,-1232.2644,-1360.9285,954
10347,0.0,0.6790836,-0.114421576,1.6931906,-0.00037863696,-1231.7341,-1584.8535,953
10348,0.0,0.29201904,-0.62624633,1.3305769,0.0012557434,-1231.3801,-1765.8892,952
10349,0.0,-0.0010319339,-0.59862715,1.6623383,-0.00016288437,-1229.5968,-1782.238,951
10350,0.0,-0.045902073,-0.29336807,0.72085047,0.0012634952,-1229.5217,-1863.0647,1000
10351,0.0,-0.49657914,0.7935769,0.8046937,-0.0025740901,-1228.5363,-1819.3798,999
10352,0.0,0.70279413,0.33559716,1.6838377,0.0006494425,-1228.109,-1406.1903,998
10353,0.0,0.55952585,0.9418725,0.77561134,-0.0049139736,-1227.9099,-1630.1469,997
10354,0.0,-0.13215044,0.019091934,1.6862729,-1.9650219e-05,-1227.4603,-1675.842,996
10355,0.0,0.45750952,0.9479115,1.4460564,0.00394827,-1227.1125,-3226.726,995
10356,0.0,0.46143532,0.23853332,1.3572885,0.0031103347,-1226.7863,-1229.5968,994
10357,0.0,-0.042163376,0.494395,1.6790332,-0.00047447204,-1226.517,-2195.1768,993
10358,0.0,0.36753064,0.6446154,0.3590299,-0.0025737493,-1226.444,-1584.8535,992
10359,0.0,0.66544175,-0.30780125,1.2983885,0.0025913294,-1225.7081,-2108.612,991
10360,0.0,0.8387439,0.33554587,1.6853706,-0.00022409926,-1225.6847,-1606.3573,990
10361,0.0,0.9738866,0.18780556,1.6732843,0.000905468,-1225.5103,-1324.1947,989
10362,0.0,-0.6288452,0.47072944,0.659224,-0.0015270083,-1225.1597,-1229.5968,988
10363,0.0,1.0728767,0.30225617,0.8412655,0.0047995057,-1224.5498,-1765.8892,987
10364,0.0,0.6994085,-0.27255476,1.3511335,-0.0025799265,-1224.0247,-1723.8398,986
10365,0.0,0.54020685,-0.34370258,1.5023315,-0.0017158363,-1222.7479,-1497.2836,985
10366,0.0,0.71125686,0.58463144,1.5295517,-0.0030895558,-1222.6151,-1275.2174,984
10367,0.0,-0.0035178824,0.58621806,1.5083691,0.0022553692,-1222.1912,-1950.7052,983
10368,0.0,0.57511145,-0.007801642,1.5450134,-0.0019919954,-1221.6285,-2238.8647,982
10369,0.0,0.064225614,-0.27535114,0.75317633,0.0015301262,-1221.597,-2600.8113,981
10370,0.0,1.411887,0.69300056,1.4687122,-0.0047813877,-1221.4806,-2750.7651,980
10371,0.0,-0.78959095,0.48093107,1.5719862,-0.00076431443,-1221.4419,-1249.1202,979
10372,0.0,-0.5792982,0.07600362,1.062595,0.0010167005,-1220.8768,-1819.3798,978
10373,0.0,-0.46109864,0.841751,1.6328098,-0.0010315342,-1220.8452,-1497.2836,977
10374,0.0,0.9822683,0.34352437,1.047332,-0.0048011285,-1220.7743,-1360.9285,976
10375,0.0,0.4605885,0.729458,1.606607,-0.0020658842,-1220.2756,-1564.2208,975
10376,0.0,1.0428067,0.4559555,1.2545085,-0.004845486,-1220.1866,-1360.9285,974
10377,0.0,0.4014591,0.26256865,0.48638964,0.002594839,-1220.125,-1360.9285,973
10378,0.0,0.37403023,0.53907686,1.654604,0.001015713,-1220.0996,-1249.1202,972
10379,0.0,0.7758295,-0.034808706,0.34587348,-0.002162254,-1219.7446,-1406.1903,971
10380,0.0,1.5480123,0.576927,1.6672416,2.5364625e-05,-1217.9778,-1802.2073,970
10381,0.0,0.4235883,0.2459971,1.4495292,-0.0026098094,-1217.4031,-1344.4164,969
10382,0.0,0.84715736,0.710228,1.6426908,-0.0015261245,-1217.1016,-1606.3573,968
10383,0.0,0.54075295,0.47479346,1.0528513,-0.004136744,-1216.9501,-1841.5239,967
10384,0.0,0.45646998,0.5023288,0.5561755,0.003291428,-1216.2573,-1428.5525,966
10385,0.0,-0.84054095,0.9491894,1.3640295,-0.0019221081,-1215.1927,-1584.8535,965
10386,0.0,-0.6637368,0.46351746,1.6430168,-0.00037283177,-1214.6401,-1360.9285,964
10387,0.0,0.097972624,0.7767454,1.6272327,-0.0012992664,-1214.4634,-1497.2836,963
10388,0.0,0.27297404,0.5781604,1.628273,-0.0012580126,-1214.2332,-1384.582,962
10389,0.0,-0.3413031,0.47724843,1.5860289,-0.0011039895,-1213.7584,-1541.0664,961
10390,0.0,0.42480722,-0.54417723,1.6383795,-0.00043649715,-1213.504,-1470.7748,960
10391,0.0,0.79435205,0.8122788,1.66202,-7.119679e-05,-1213.4279,-1541.0664,959
10392,0.0,-0.10076487,0.71625286,1.4121643,-0.0026269702,-1212.2909,-1541.0664,958
10393,0.0,0.34345466,-0.08563701,1.1506662,-0.0025092799,-1212.0803,-1518.2142,957
10394,0.0,0.45387968,0.4413746,1.4480008,-0.0029017085,-1211.7013,-1360.9285,956
10395,0.0,0.81150407,0.08226031,1.0588088,0.0038693275,-1210.5364,-1275.2174,955
10396,0.0,-0.048617892,0.79026455,1.2873875,-0.003227958,-1210.5295,-1344.4164,954
10397,0.0,1.3863064,0.96442586,0.9938609,-0.0068182214,-1209.3297,-1675.842,953
10398,0.0,1.2064146,0.7599328,1.6446208,0.0009504298,-1208.2224,-1275.2174,952
10399,0.0,1.0709504,0.70874095,1.14787,0.0055350647,-1206.5485,-1564.2208,951
10400,0.0,-0.7634929,0.34545246,1.2712948,-0.0010591525,-1206.5103,-1863.0647,1000
10401,0.0,0.5853932,-0.010727818,1.3150681,-0.0028169272,-1205.5963,-1969.1292,999
10402,0.0,0.8861429,0.9352485,1.4790901,0.0039154985,-1204.5762,-1406.1903,998
10403,0.0,1.0133712,0.043695237,1.6331221,-0.0007133586,-1204.4473,-1584.8535,997
10404,0.0,0.14361879,0.13454914,1.3249552,-0.0022523347,-1204.3201,-1296.5078,996
10405,0.0,-0.92432374,0.9801542,1.6360898,-0.00011520015,-1204.2081,-1701.5726,995
10406,0.0,0.053544033,-0.8633107,1.5607488,-3.715581e-05,-1203.942,-2014.1868,994
10407,0.0,0.007867716,0.5635565,1.1185157,-0.0031253446,-1203.6049,-2375.3945,993
10408,0.0,1.0962439,0.38213262,1.2814639,-0.0045486307,-1203.545,-2063.714,992
10409,0.0,0.61748827,0.081339255,1.2872542,-0.0030938508,-1202.8296,-1886.7101,991
10410,0.0,-0.19656791,0.86485714,1.6038514,-0.0011496099,-1202.743,-1654.8387,990
10411,0.0,0.51979166,-0.23189782,1.0954895,-0.0025704317,-1202.5881,-1654.8387,989
10412,0.0,-0.14531513,0.123323664,1.5705025,0.0009083638,-1201.9694,-1841.5239,988
10413,0.0,0.61773664,0.42321002,1.6086435,-0.0012915991,-1201.815,-5476.8184,987
10414,0.0,1.3582252,0.73975176,1.5208286,-0.0036965758,-1201.366,-1584.8535,986
10415,0.0,0.16817665,-0.40730938,1.0091113,-0.001521764,-1201.3407,-1765.8892,985
10416,0.0,0.8622807,0.27172503,1.4748542,0.002945122,-1201.164,-1275.2174,984
10417,0.0,-0.039676376,0.34781966,1.0946189,-0.0026043162,-1201.1328,-1606.3573,983
10418,0.0,0.6170575,0.10714764,0.7973769,-0.0033477137,-1201.0894,-1497.2836,982
10419,0.0,-0.15316223,-0.24782486,1.5278906,0.0006697694,-1200.0208,-1630.1469,981
10420,0.0,0.4593036,-0.4085839,1.5875456,0.0008116946,-1199.4951,-1929.0156,980
10421,0.0,-0.33961415,-0.11995145,1.444026,-0.0007566593,-1198.8713,-1229.5968,979
10422,0.0,1.1412259,0.14501901,1.4379318,-0.0032279198,-1198.5186,-1541.0664,978
10423,0.0,0.51535696,-0.011816653,0.8390079,-0.002950608,-1197.7588,-1324.1947,977
10424,0.0,0.42254353,-0.44858485,1.489396,-0.0012372908,-1197.3745,-1497.2836,976
10425,0.0,0.050511785,0.43151268,1.0422956,0.0029794197,-1197.2002,-1950.7052,975
10426,0.0,-0.48128343,0.6047558,1.6248517,-0.00023428407,-1197.089,-1229.5968,974
10427,0.0,-0.113113195,0.040507186,0.7537401,0.0017673427,-1197.0836,-1723.8398,973
10428,0.0,-0.094232894,-0.35685351,1.6192509,3.8228187e-05,-1196.6454,-1275.2174,972
10429,0.0,0.3237892,0.3218575,1.5377028,0.0017420873,-1195.7617,-1324.1947,971
10430,0.0,-0.22247645,0.91929084,1.5728503,0.0014076246,-1195.1993,-1249.1202,970
10431,0.0,0.60832506,-0.37945253,1.1909869,-0.0023237383,-1194.954,-1518.2142,969
10432,0.0,0.88672686,0.76393443,1.3040212,-0.004644927,-1193.1643,-1819.3798,968
10433,0.0,0.6826316,0.4050542,0.38911033,-0.002781869,-1192.7655,-1324.1947,967
10434,0.0,1.1639568,0.99929166,1.5865847,-0.0017760531,-1192.5865,-2348.7112,966
10435,0.0,0.30075878,0.04243164,0.77223766,-0.002557558,-1191.6586,-1249.1202,965
10436,0.0,-0.029307155,0.7082999,0.9186838,-0.003331474,-1191.6494,-1701.5726,964
10437,0.0,0.32236308,-0.60534865,1.3552247,0.0011741007,-1191.0072,-1497.2836,963
10438,0.0,1.3979776,0.6076796,1.6149743,-1.45262675e-05,-1189.0265,-3571.012,962
10439,0.0,1.1297392,0.7236105,0.7267514,0.0053390497,-1188.5574,-1296.5078,961
10440,0.0,0.62481505,-0.17855112,0.8310526,-0.0028058959,-1187.8762,-1275.2174,960
10441,0.0,-0.050003614,0.9970612,1.3031169,0.0033378282,-1187.5789,-1296.5078,959
10442,0.0,0.76112044,-0.012342351,1.4293934,-0.0024817986,-1187.2719,-1229.5968,958
10443,0.0,0.22798985,0.039966755,0.8309881,0.0024706505,-1186.3774,-1428.5525,957
10444,0.0,0.58456135,0.99936545,1.1683949,-0.0046909912,-1185.4197,-1360.9285,956
10445,0.0,-1.020789,0.85448587,1.4799008,0.0010062883,-1184.9504,-1541.0664,955
10446,0.0,1.0275863,0.03374429,1.4135747,-0.002906793,-1184.7588,-1606.3573,954
10447,0.0,0.5589023,-0.10582162,1.5916982,0.0006230333,-1184.4163,-1518.2142,953
10448,0.0,0.46202025,-0.39027599,1.5643592,-0.0007329699,-1183.2717,-1384.582,952
10449,0.0,0.0485111,0.053506862,1.5923761,0.00039771092,-1183.206,-2173.995,951
10450,0.0,0.022147119,0.31835604,0.76923096,0.0025466774,-1182.6868,-1206.5485,1000
10451,0.0,0.19695961,-0.50229335,1.5627857,-0.00044368854,-1182.2264,-1344.4164,999
10452,0.0,0.68442756,-0.06678816,1.4467108,0.0021450638,-1181.298,-1782.238,998
10453,0.0,0.65920466,0.8166188,1.5444758,0.0020107457,-1179.2373,-1183.206,997
10454,0.0,1.1825945,0.38423544,1.5674427,-0.0015535133,-1179.1152,-1275.2174,996
10455,0.0,0.5765686,0.9469818,0.6735615,0.0045425883,-1178.5789,-1701.5726,995
10456,0.0,1.1570004,0.3069629,0.73596734,0.0045931926,-1177.3947,-1606.3573,994
10457,0.0,0.49939743,0.20298761,1.5741854,0.0008274085,-1177.1201,-1518.2142,993
10458,0.0,-0.06872361,0.9837687,0.871959,0.003722194,-1177.0116,-1360.9285,992
10459,0.0,-0.4449756,0.6773825,1.5321509,0.0010509358,-1176.5144,-1249.1202,991
10460,0.0,-0.26765367,0.5625285,1.362097,-0.001985635,-1176.3556,-1742.4541,990
10461,0.0,-0.5548402,-0.056981802,0.9630781,-0.00072846905,-1176.1177,-1782.238,989
10462,0.0,-0.01810744,-0.106739946,1.5819967,0.0002243504,-1175.9935,-1275.2174,988
10463,0.0,0.7577699,0.7982811,1.5034298,0.0025684729,-1173.73,-1518.2142,987
10464,0.0,1.1966199,0.27470815,0.8160884,-0.004716258,-1173.2233,-1428.5525,986
10465,0.0,0.044283908,0.56892926,1.4182926,-0.002171349,-1172.17,-1802.2073,985
10466,0.0,-0.17093161,-0.57432747,1.3349158,-0.0003468242,-1171.8484,-1584.8535,984
10467,0.0,0.70549,0.93539464,1.5798742,6.261795e-05,-1170.5745,-1782.238,983
10468,0.0,-0.6970471,0.9591208,0.71834075,-0.0022962259,-1170.335,-1206.5485,982
10469,0.0,-0.022856103,-0.33422738,1.4631349,-0.0007165526,-1170.3235,-1324.1947,981
10470,0.0,0.14064835,0.9730448,0.9106183,0.004109457,-1170.0078,-1229.5968,980
10471,0.0,0.14829512,0.50326765,0.4186052,-0.0022771214,-1168.8616,-1654.8387,979
10472,0.0,0.54258037,0.48546103,1.3975363,-0.0028208878,-1168.438,-2195.1768,978
10473,0.0,0.87376195,0.60736483,1.54245,0.0016003166,-1167.6903,-1384.582,977
10474,0.0,1.17768,0.58250207,1.0508299,-0.0052874237,-1165.7792,-1229.5968,976
10475,0.0,0.49442124,0.7089054,1.4460695,0.0026507063,-1165.7551,-1324.1947,975
10476,0.0,0.5954248,0.79314804,0.7199125,-0.0043593645,-1165.1198,-1606.3573,974
10477,0.0,-1.143799,0.6508257,1.4288127,0.00061204174,-1164.9542,-1275.2174,973
10478,0.0,0.18207946,0.561165,1.3982825,-0.0023747126,-1164.934,-2130.1975,972
10479,0.0,0.272018,0.6439095,1.1735933,-0.003479837,-1164.8998,-1296.5078,971
10480,0.0,1.6924758,0.7482519,0.78131896,0.006440063,-1164.5771,-1742.4541,970
10481,0.0,0.7493202,0.8906085,1.5677398,-0.0003084466,-1164.4978,-1406.1903,969
10482,0.0,0.30835938,0.9203583,1.2526116,0.0038147275,-1164.2032,-1344.4164,968
10483,0.0,1.5085255,0.65396845,1.1904311,0.0056868885,-1163.4775,-1518.2142,967
10484,0.0,1.3485527,0.6535302,1.3497834,-0.0044952477,-1163.2964,-1360.9285,966
10485,0.0,0.5390632,0.14515635,1.5475706,-0.0008121995,-1163.2576,-2866.3364,965
10486,0.0,0.69242764,0.8017213,0.12668967,0.001447412,-1163.2207,-1206.5485,964
10487,0.0,0.44411114,0.95457125,0.6762132,-0.0042617,-1163.0531,-1229.5968,963
10488,0.0,1.0296956,0.9029333,1.3675572,0.0042526014,-1162.7482,-1249.1202,962
10489,0.0,0.82598823,0.7360978,0.8718224,0.0049243355,-1162.196,-2729.7852,961
10490,0.0,0.29444736,0.87243736,1.4183909,0.0027748297,-1162.0349,-1229.5968,960
10491,0.0,0.16687195,0.39977506,1.5344459,-0.000926249,-1161.4753,-2173.995,959
10492,0.0,0.47540078,-0.41896328,0.7294102,-0.001921347,-1161.4376,-1296.5078,958
10493,0.0,0.04082834,0.8388997,1.1382526,-0.0034560876,-1161.2865,-1863.0647,957
10494,0.0,1.235603,0.33381748,1.5596187,-0.0004977828,-1161.2566,-1701.5726,956
10495,0.0,-0.10306169,0.68164444,1.5512642,0.00057916605,-1160.8301,-1324.1947,955
10496,0.0,0.660185,0.88165486,1.547794,-0.0010044,-1159.8176,-1344.4164,954
10497,0.0,0.5899347,0.7880852,1.0689269,0.004502794,-1159.208,-1470.7748,953
10498,0.0,0.3851691,0.86983556,1.497706,0.0019461913,-1158.8788,-1782.238,952
10499,0.0,-0.2577244,0.3280335,1.3538016,-0.0015432623,-1158.2832,-1950.7052,951
10500,0.0,0.021709759,-0.31559005,1.2837216,-0.0011243745,-1158.2008,-1518.2142,1000
10501,0.0,0.29335654,0.15602198,1.5356379,0.00072082196,-1157.2625,-1296.5078,999
10502,0.0,-0.26049525,0.3925292,1.5509014,4.1556053e-05,-1155.8156,-1470.7748,998
10503,0.0,1.0286658,0.4308333,0.8982398,-0.004689869,-1154.4922,-1249.1202,997
10504,0.0,-1.0074971,0.91962934,1.133439,-0.0016410908,-1153.9437,-1344.4164,996
10505,0.0,-0.096503206,0.6511766,1.4397101,-0.0017262115,-1153.5278,-1324.1947,995
10506,0.0,1.2940055,0.9602734,1.4044485,-0.004090053,-1153.4435,-1183.206,994
10507,0.0,0.17289163,0.6596571,1.1826693,-0.0032276348,-1153.3596,-1158.2832,993
10508,0.0,0.14944099,-0.029314106,1.2053847,-0.0019229644,-1151.708,-1428.5525,992
10509,0.0,0.48794773,0.39462548,1.0449376,0.0035472487,-1151.2706,-1929.0156,991
10510,0.0,0.36330032,0.5349752,1.4103193,0.0023212181,-1150.6149,-1802.2073,990
10511,0.0,-0.032515597,0.13824594,1.4839532,-0.0009085092,-1150.4034,-1950.7052,989
10512,0.0,0.7298903,0.91131836,1.0570735,-0.0049300203,-1150.384,-3601.6714,988
10513,0.0,0.9029236,0.5351512,1.4276694,0.002797463,-1150.0912,-1206.5485,987
10514,0.0,1.1207575,0.6483469,1.4288782,-0.003140473,-1149.9017,-1324.1947,986
10515,0.0,0.764208,-0.018932093,1.155133,0.0031215118,-1149.065,-1206.5485,985
10516,0.0,-0.54157555,0.08642598,1.5263072,7.13193e-05,-1147.8923,-2195.1768,984
10517,0.0,-0.17974536,0.15371083,1.5104867,0.0005513563,-1147.8811,-1158.2832,983
10518,0.0,0.12814303,0.6445593,1.46115,0.0016861527,-1147.3,-1275.2174,982
10519,0.0,0.9599319,0.22823489,1.3344474,0.0031714556,-1147.2719,-2108.612,981
10520,0.0,0.54847676,0.9200762,1.536115,-0.00022891918,-1147.1136,-1206.5485,980
10521,0.0,-0.2347572,0.45720354,1.4869107,0.00091648067,-1145.426,-1497.2836,979
10522,0.0,0.13027282,0.43349794,1.5322381,-3.0641917e-05,-1144.81,-1296.5078,978
10523,0.0,0.23980238,-0.62993467,1.1445577,-0.0010629584,-1144.7472,-1448.8499,977
10524,0.0,-0.04397601,0.75617486,1.3492143,-0.0023579749,-1144.3381,-2375.3945,976
10525,0.0,0.81263506,0.49928832,0.8414252,0.004341741,-1144.138,-2890.1174,975
10526,0.0,0.06829857,0.5419207,1.3395057,-0.0022540125,-1143.4381,-1183.206,974
10527,0.0,-0.009375658,0.4472391,1.5274428,-3.9444523e-05,-1142.3256,-1606.3573,973
10528,0.0,0.060061857,0.28073284,1.2363663,0.0021986682,-1141.9614,-1497.2836,972
10529,0.0,-0.04489867,0.7153157,1.4537162,0.0015520975,-1141.504,-1541.0664,971
10530,0.0,1.38299,0.849734,1.2060952,-0.0054350784,-1141.0854,-1324.1947,970
10531,0.0,0.45944488,0.61898655,1.1585075,0.0036375169,-1139.9307,-1406.1903,969
10532,0.0,1.2570262,0.3280538,1.4290135,0.0026973584,-1139.8938,-1206.5485,968
10533,0.0,0.200112,0.97961783,1.4382548,0.0021419637,-1139.823,-1229.5968,967
10534,0.0,0.505158,-0.0068797655,1.4408474,-0.0014502887,-1139.4092,-1360.9285,966
10535,0.0,-0.29005548,0.87884563,1.1702619,0.0027453806,-1138.6118,-1183.206,965
10536,0.0,0.13580495,-0.6677075,1.3125457,-0.00064392877,-1138.2859,-2729.7852,964
10537,0.0,0.64117265,-0.26144588,1.0530574,0.0025396268,-1137.9902,-1183.206,963
10538,0.0,-0.71343774,0.8092683,1.3521088,-0.0014383835,-1137.6907,-2729.7852,962
10539,0.0,-0.006670739,-0.27511698,0.7043647,0.0012732061,-1137.644,-1249.1202,961
10540,0.0,-0.43107906,0.055569492,1.4356785,0.0005823767,-1136.1519,-1344.4164,960
10541,0.0,0.48991773,0.55758494,1.2390978,-0.0032762722,-1135.9901,-2150.829,959
10542,0.0,-0.8660315,0.14846708,1.4127009,0.00023649812,-1135.9397,-2375.3945,958
