,,phi_1,theta_1,theta_2,theta_3,sigma,mu,init_y_1,logL,logL_birth,nlive
labels,,$\phi_1$,$\theta_1$,$\theta_2$,$\theta_3$,$\sigma$,$\mu$,$y_1$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,,
18456,0.0,0.96047586,0.89058435,1.0125512,0.4898846,0.14156353,-0.005698468,0.18892244,820.23346,-108.29521,994
18457,0.0,0.81522757,0.39209768,0.21233359,0.42194974,0.14866602,-0.00015406759,0.00057923596,820.7083,332.8167,993
18458,0.0,0.51712924,0.62965554,0.86396855,0.23417962,0.12580872,0.0012181064,-0.24602611,820.80255,818.2408,992
18459,0.0,0.63710225,0.85782737,0.56702864,0.51818866,0.09494312,0.0022185477,-0.3113105,820.9517,788.9366,991
18460,0.0,0.9841607,1.0242072,0.6928592,0.5675806,0.09751064,0.014991217,-0.28570586,820.9852,818.2408,990
18461,0.0,0.5553841,-0.14757533,0.1363786,0.17264575,0.14367983,-9.141183e-05,0.047605377,821.21875,700.98535,989
18462,0.0,0.71149546,0.21490481,0.8078007,0.19624333,0.11286835,0.0025013117,-0.45754868,821.3529,755.8577,988
18463,0.0,0.77795446,-0.16092223,0.6558974,0.32847288,0.11886156,0.001054508,0.02962932,821.886,-80.22782,987
18464,0.0,0.5567883,1.4495512,0.86672807,0.35696864,0.08794545,-0.0003476028,0.071343414,822.0297,670.50433,986
18465,0.0,0.97535497,1.4808509,1.0031738,0.15644193,0.071870305,0.0176394,-0.0063833925,822.352,798.8845,985
18466,0.0,0.9938563,1.4293101,1.0079793,0.48983595,0.09574964,0.028221315,0.035705436,822.852,755.8577,984
18467,0.0,0.8511936,0.81426936,1.003554,0.6206917,0.08594231,0.0054806354,-0.19933648,822.8624,818.2408,983
18468,0.0,0.99746,0.49180335,0.31651825,-0.09411862,0.08662604,0.16690803,-0.28602678,823.5434,479.98,982
18469,0.0,0.99930733,0.6476449,0.7791607,0.0007989707,0.13424847,-0.6793395,0.17385197,823.774,798.8845,981
18470,0.0,0.9955991,0.37827492,0.22951072,0.258643,0.06305676,-0.09616428,0.07681356,823.8247,500.70316,980
18471,0.0,0.9907263,0.8455922,0.46150658,-0.055579204,0.105896555,-0.07471032,0.2286305,823.831,766.5223,979
18472,0.0,0.99936473,0.6690553,0.639964,0.29162028,0.12062552,0.063628346,-0.20994101,823.91705,663.1513,978
18473,0.0,0.9815169,0.9934307,0.7911971,0.39935097,0.14120643,-0.0052918107,0.15286359,824.0177,620.59863,977
18474,0.0,0.9319782,-0.029923808,0.039376553,0.6439955,0.07424389,-0.008045513,0.22816327,824.08386,277.07248,976
18475,0.0,0.9940466,1.0447782,0.7180264,0.062522665,0.083955,-0.115486294,0.4435418,824.1666,700.98535,975
18476,0.0,0.9556528,0.059718646,0.55073315,0.14013433,0.12941247,0.010651859,-0.23071034,824.2627,777.5647,974
18477,0.0,0.9989917,0.60443217,0.17484277,0.50698125,0.10852981,-0.10493817,0.009837072,824.2701,755.8577,973
18478,0.0,0.99238425,1.5428332,1.1412387,0.4793179,0.12110323,-0.021992449,0.003931663,824.7218,808.5481,972
18479,0.0,0.99937105,-0.1327761,0.105637036,-0.27337578,0.13265829,0.071333274,-0.06180015,824.8563,798.8845,971
18480,0.0,0.8433681,0.5638484,-0.037108712,-0.4134271,0.14136118,-0.0001806986,-0.035477147,824.86053,745.61365,970
18481,0.0,0.9993352,0.58926094,0.76639307,0.016465764,0.13827363,-0.38637197,0.1846431,824.9088,745.61365,969
18482,0.0,0.9967661,0.22883949,0.7893938,0.13690324,0.14364572,0.013606086,0.040051695,825.3214,680.6962,968
18483,0.0,0.84931284,0.79956234,0.48645607,0.38647556,0.046782684,-0.002189774,-0.0027570243,825.5656,57.121822,967
18484,0.0,0.9042808,0.67839897,0.5286838,0.027987754,0.09659873,-0.007197334,0.2284681,825.6775,798.8845,966
18485,0.0,0.994544,0.7193538,0.24811427,0.29834697,0.07684906,-0.12569746,0.34834328,825.67834,653.7346,965
18486,0.0,0.8802932,0.619489,-0.032531254,0.10373793,0.06431497,-0.0029287313,0.067955256,825.7417,567.17737,964
18487,0.0,0.91338986,0.4808458,-0.061130136,-0.49528003,0.14371626,-0.00030937642,-0.015906127,825.9218,690.4368,963
18488,0.0,0.999304,0.76818156,1.0289114,0.19714956,0.13167314,-0.23442487,0.067930356,826.0959,653.7346,962
18489,0.0,0.9940817,-0.15505593,0.71144265,-0.021772051,0.13798036,-0.009082213,0.09805208,826.2743,766.5223,961
18490,0.0,0.80830604,0.38681793,0.08547849,0.47927603,0.14559737,0.00012641503,-0.036468167,826.35443,690.4368,960
18491,0.0,0.99987704,1.0496842,0.6994836,0.39938807,0.07960764,-0.08227312,0.24815686,826.41583,711.4256,959
18492,0.0,0.9400237,0.7558529,0.005499413,-0.54351354,0.12079555,0.0019203188,0.023312846,826.5839,491.3015,958
18493,0.0,0.90749365,0.32164443,0.7690771,0.6002116,0.13414557,0.004401826,-0.14830044,826.6422,467.7931,957
18494,0.0,0.97232926,-0.5206048,0.7884065,-0.20235278,0.13172367,0.0006203424,0.05902915,826.6511,612.22107,956
18495,0.0,0.9992956,0.39890015,0.4744771,0.2883531,0.14192736,0.16226302,0.034925796,826.78754,670.50433,955
18496,0.0,0.92075276,0.68054503,0.4853328,0.2633889,0.05957448,-0.001963641,0.26462388,827.3058,808.5481,954
18497,0.0,0.9799108,0.19244131,0.5756667,0.48748577,0.12968704,-0.0015634749,-0.13089749,827.35834,745.61365,953
18498,0.0,0.99531287,0.46382892,0.390929,0.6404467,0.09523146,-0.17773852,0.33018687,827.41345,777.5647,952
18499,0.0,0.9999816,0.6905456,0.62625957,0.17499936,0.13881834,-0.6122079,0.11837923,827.6208,567.17737,951
18500,0.0,0.9992926,0.55324,0.27541494,0.5020918,0.13330954,-0.05011257,0.13476121,827.71423,700.98535,1000
18501,0.0,0.9356849,-1.071249,0.41468754,0.068878554,0.14159758,-0.00014232757,-0.008732616,827.7747,818.2408,999
18502,0.0,0.7179915,1.2846881,0.99491805,0.36284873,0.076173745,-0.0005524609,0.4791382,827.79297,690.4368,998
18503,0.0,0.997326,0.04841371,0.22037677,0.114102244,0.13848786,0.09290028,-0.06986364,828.1384,777.5647,997
18504,0.0,0.99214023,1.330154,1.1580623,0.52639294,0.13821356,-0.01511578,-0.033925474,828.3231,524.66504,996
18505,0.0,0.8295255,0.6588184,0.6997518,0.84346783,0.12067297,0.0008221678,0.17088282,828.36444,766.5223,995
18506,0.0,0.9994999,0.47624147,0.6667604,0.028475383,0.13588405,-0.68743026,0.21817937,828.4407,491.3015,994
18507,0.0,0.9131808,0.18468902,0.18566586,0.7841802,0.10055325,0.0026839748,0.07054077,828.56335,711.4256,993
18508,0.0,0.98724765,0.5419821,0.3609268,-0.3378364,0.059292205,-0.020654934,0.20517817,828.6456,589.41943,992
18509,0.0,0.9985257,0.37376535,0.33486483,-0.176783,0.14739186,0.00863611,-0.0024733844,828.87335,11.750549,991
18510,0.0,0.9550184,0.24297124,0.18998295,0.576288,0.13694791,-0.007780351,0.20871976,828.9319,589.41943,990
18511,0.0,0.96790516,0.56679547,0.011728553,-0.11359899,0.10076435,-0.0027799085,0.16502295,829.14716,653.7346,989
18512,0.0,0.9997083,0.6368014,0.7666712,-0.0090414435,0.13496494,-0.6896759,0.18177898,829.60364,766.5223,988
18513,0.0,0.98241323,1.4293451,1.271948,0.4394354,0.10691979,-0.060031112,0.4435498,829.92334,755.8577,987
18514,0.0,0.99935764,0.6466458,0.78218484,0.0035913486,0.13475883,-0.6851648,0.17656057,830.36597,577.3295,986
18515,0.0,0.9918256,0.8198689,0.21650746,-0.020873658,0.08750934,0.08110202,-0.318275,830.4465,500.70316,985
18516,0.0,0.9774267,0.64096135,0.34054664,-0.34976783,0.13179965,-0.014776803,0.1739027,830.6539,755.8577,984
18517,0.0,0.8409143,0.73867804,-0.1557778,-0.45963898,0.14218467,0.00045953627,-0.059931755,830.89386,766.5223,983
18518,0.0,0.99970853,0.65955704,0.7794682,-0.0054569854,0.13526924,-0.686113,0.1760003,831.06696,827.6208,982
18519,0.0,0.96368724,0.120666444,-0.33132857,-0.46823922,0.13908333,-0.0011324192,0.027690377,831.1874,700.98535,981
18520,0.0,0.8539806,0.70518297,0.48396444,-0.021850992,0.11749087,-0.00442433,0.2859446,831.277,788.9366,980
18521,0.0,0.9990719,-0.16791214,0.073295,-0.005917317,0.13330817,0.043040212,0.03625964,831.50934,-227.6885,979
18522,0.0,0.5048434,0.6328067,0.6028875,0.10482274,0.13460425,0.00062083855,-0.46541575,831.6681,354.0909,978
18523,0.0,0.9920485,0.38316402,0.3374383,0.4751622,0.10820927,0.09188046,-0.31169987,831.7042,808.5481,977
18524,0.0,0.8433488,-0.17429419,0.48239708,0.28021395,0.100055516,-0.00081080943,-0.092350386,832.1422,467.7931,976
18525,0.0,0.88010174,-0.087391436,0.76002115,-0.35232392,0.064866394,0.002097898,-0.20443645,832.5342,777.5647,975
18526,0.0,0.98853177,0.23089585,0.27037024,0.49743283,0.12281727,-0.0014728486,0.15229782,832.572,732.4673,974
18527,0.0,0.98673004,1.089518,1.0158788,0.48797712,0.10843178,-0.023638561,-0.12577996,832.5987,479.98,973
18528,0.0,0.99917084,0.6180818,0.796128,0.0023624622,0.13496049,-0.37554017,0.19957905,832.821,-799.23047,972
18529,0.0,0.7103385,-0.64224315,0.44265088,0.32771334,0.13710684,0.00029225694,0.0061135003,833.394,732.4673,971
18530,0.0,0.99776536,-0.31319743,0.24033932,0.67140436,0.13738191,0.08166031,-0.08916726,833.4023,500.70316,970
18531,0.0,0.72752404,0.91745746,0.8558694,0.19612277,0.10575003,0.0011224984,0.1300395,833.6599,457.89865,969
18532,0.0,0.9976118,0.74378663,0.40098932,0.326482,0.04618362,-0.2507586,0.27829707,833.8952,491.3015,968
18533,0.0,0.89852524,0.90581363,0.8566928,0.45602715,0.060390186,-0.008488726,0.3028695,833.8966,663.1513,967
18534,0.0,0.9750945,-0.018599218,0.4761474,0.3901621,0.14018562,0.004818406,0.019585524,833.94116,323.74356,966
18535,0.0,0.99548274,1.0919033,0.6958664,0.28373992,0.103795215,-0.17460732,0.47017083,833.95984,653.7346,965
18536,0.0,0.5475077,1.2078303,1.1947554,0.5506435,0.1360209,-0.00036417006,-0.14000668,834.3551,827.6208,964
18537,0.0,0.5281764,1.0541685,1.1382916,0.73804325,0.09140047,0.001954834,-0.3871324,834.44696,589.41943,963
18538,0.0,0.99128234,-0.5513181,0.5921984,0.33191139,0.08531733,-0.023126561,0.17692862,834.6276,642.581,962
18539,0.0,0.5403287,1.0815603,1.1875732,0.8127732,0.08783598,0.0007794987,-0.37398237,834.9284,711.4256,961
18540,0.0,0.9509527,0.96461415,0.72987646,0.6144232,0.1003347,-0.0183554,0.32050696,835.4836,690.4368,960
18541,0.0,0.9905618,1.4990945,1.3110685,0.59854203,0.054650255,-0.03101906,0.31282672,835.556,732.4673,959
18542,0.0,0.99422544,-0.16560094,-0.4363585,-0.14583102,0.059869524,-0.012320154,0.022505118,835.69257,514.43524,958
18543,0.0,0.99715966,1.3328484,1.0850053,0.5491948,0.12071082,-0.041083623,-0.16329658,835.77484,437.3566,957
18544,0.0,0.9489552,-0.77052337,0.5951918,0.08991997,0.10736712,-0.0044346503,0.050099622,835.819,577.3295,956
18545,0.0,0.9994452,0.70623934,0.6358604,0.057722937,0.14089106,-0.56207263,0.12327153,835.9246,732.4673,955
18546,0.0,0.90003616,0.08643496,0.22808382,-0.18141101,0.11652648,0.00077951996,0.05856599,835.9263,332.8167,954
18547,0.0,0.9913587,-0.07595683,0.27801934,0.21363483,0.13480452,0.034932036,-0.15585734,835.9482,745.61365,953
18548,0.0,0.9907248,0.050184697,0.11757112,0.5994343,0.13169399,-0.011766185,0.1472061,836.1875,818.2408,952
18549,0.0,0.5582698,1.2890671,0.871951,0.32638142,0.095298566,-0.0015626703,0.14119624,836.4655,690.4368,951
18550,0.0,0.8793885,0.055721678,0.27222604,0.20196865,0.10281285,-0.00035434085,0.16738866,836.5787,700.98535,1000
18551,0.0,0.9971186,0.44887528,0.57597977,0.4691882,0.049531586,0.026070211,0.13387565,836.5967,670.50433,999
18552,0.0,0.9743227,1.1087013,0.93223494,0.6262369,0.10320443,0.01422527,0.096645765,837.3259,818.2408,998
18553,0.0,0.99836695,0.8979174,0.891387,0.6150727,0.11854565,-0.09348352,0.2940416,837.4859,700.98535,997
18554,0.0,0.9978626,-0.26581782,-0.47675756,-0.08259873,0.05697924,-0.020104427,0.025071757,837.6709,827.6208,996
18555,0.0,0.99418867,0.06675146,0.20975488,0.69008946,0.14128551,-0.03272628,0.11946238,837.79767,798.8845,995
18556,0.0,0.8441552,0.9871559,0.42082068,-0.32189557,0.08607801,-0.0015094163,-0.027311532,837.8074,827.6208,994
18557,0.0,0.9992328,0.7606579,0.8040596,0.14457951,0.108096465,-0.67696077,0.38407964,838.0113,721.9437,993
18558,0.0,0.9981065,0.043330308,-0.018048264,0.5972,0.13298361,0.033154078,0.060133856,838.02234,437.3566,992
18559,0.0,0.8769786,0.5793424,1.0040056,0.46710476,0.08407364,0.005347882,-0.22188011,838.7419,457.89865,991
18560,0.0,0.87597734,1.1873659,0.8599568,0.45377478,0.13576001,-0.0028613626,0.09479852,839.67944,514.43524,990
18561,0.0,0.883292,0.72666955,0.7160648,0.31119588,0.11470078,0.00085260445,-0.2819017,839.94556,589.41943,989
18562,0.0,0.5755853,1.1857157,0.92064476,0.6469137,0.05027387,-0.0012535877,0.46572992,840.12,818.2408,988
18563,0.0,0.88275045,0.35857934,-0.27830485,-0.53779054,0.13888451,0.0006628121,-0.047147132,840.15216,670.50433,987
18564,0.0,0.9453512,-0.10340178,-0.0133603625,-0.07305036,0.084936224,-0.0026872107,0.0027969917,840.22205,642.581,986
18565,0.0,0.99689794,0.67241365,0.28177452,0.41505325,0.1340737,0.11142367,-0.10557122,840.2542,514.43524,985
18566,0.0,0.5659803,0.49014214,0.44762126,0.3098495,0.1393459,0.00024372849,0.067784704,840.3765,755.8577,984
18567,0.0,0.9984965,0.95725423,0.34495437,-0.12998866,0.13153325,-0.1350234,0.18077657,840.578,827.6208,983
18568,0.0,0.99666464,0.5922264,0.5070963,0.64478964,0.11179312,-0.17064728,0.38922003,840.9054,827.6208,982
18569,0.0,0.99938834,-0.39456376,0.6526433,0.25139377,0.13493168,0.17254621,0.01844415,840.91943,766.5223,981
18570,0.0,0.9905233,0.29813758,0.874993,0.3948179,0.10047617,0.026125936,0.07349886,841.0792,827.6208,980
18571,0.0,0.96079373,0.5992208,0.78281504,0.6743208,0.1401259,-0.004078053,0.006298099,841.0889,545.32904,979
18572,0.0,0.9898097,0.3890763,0.44829726,0.20658329,0.14465117,-0.010632013,0.026123954,841.3014,777.5647,978
18573,0.0,0.9407124,0.90965044,0.6280291,0.063590005,0.12564982,-0.0008042627,-0.14786743,841.49854,721.9437,977
18574,0.0,0.99519515,0.6308785,0.5495438,0.70577854,0.10983798,-0.17244603,0.39306608,841.65375,755.8577,976
18575,0.0,0.5765424,1.281002,1.1099908,0.3777358,0.10738913,-0.0010884751,-0.102460064,842.0318,836.4655,975
18576,0.0,0.56935805,0.79515576,0.7512661,-0.011663686,0.13762577,0.0001749982,0.0916568,842.15314,745.61365,974
18577,0.0,0.9999356,0.5081547,0.54231864,0.43767294,0.13795651,-0.35949543,0.11413906,842.2889,545.32904,973
18578,0.0,0.9785945,0.8392832,0.43970343,0.31272182,0.13573407,-0.015260712,0.20951223,842.3156,711.4256,972
18579,0.0,0.98300767,-0.1948537,0.09553068,-0.3263764,0.13876833,0.0047750133,-0.02000565,842.36523,808.5481,971
18580,0.0,0.9914434,0.6497968,0.7902723,0.5818962,0.07816077,-0.07231766,0.07687432,842.3902,827.6208,970
18581,0.0,0.50925976,1.2824625,0.98561645,0.5789863,0.13522881,0.0004028933,-0.30136362,842.4362,808.5481,969
18582,0.0,0.99814284,0.6966593,0.2082515,0.26038992,0.13907935,-0.12904432,0.10741317,842.5021,788.9366,968
18583,0.0,0.9966727,0.9009717,0.2808119,-0.17113206,0.12867296,-0.12011894,0.21975787,842.853,612.22107,967
18584,0.0,0.9874862,0.678026,1.0251654,0.2475724,0.055363152,-0.037912842,0.28330055,843.46246,620.59863,966
18585,0.0,0.998833,0.62106115,0.9643292,0.20763953,0.036031846,-0.23712453,0.059234865,843.52,777.5647,965
18586,0.0,0.9982086,0.2519787,0.086364456,0.049160976,0.13666826,-0.06270358,0.108087264,843.5808,745.61365,964
18587,0.0,0.9461541,0.4046479,0.38403302,0.5112545,0.085383765,-0.008819958,0.37440747,843.7315,700.98535,963
18588,0.0,0.99954575,0.70674694,0.650457,0.06197665,0.14035584,-0.5684267,0.13268597,843.90015,808.5481,962
18589,0.0,0.9984636,0.17492795,-0.07501523,-0.5351619,0.129494,0.029911654,-0.05129329,843.915,199.05492,961
18590,0.0,0.89717424,0.14228341,0.8668909,0.40784967,0.06734958,-0.0008113151,-0.009857624,844.1649,514.43524,960
18591,0.0,0.8021008,0.84138066,0.63650703,-0.0346201,0.14138353,-0.00079383934,0.06461059,844.5838,690.4368,959
18592,0.0,0.99876106,1.3256501,0.8842777,0.37158912,0.12099205,-0.5467888,0.2376729,844.5959,777.5647,958
18593,0.0,0.9281196,1.0892285,1.1174383,0.37718332,0.07449234,-0.002066547,-0.19212584,844.62054,332.8167,957
18594,0.0,0.99825007,0.0117891645,0.6859987,-0.39952037,0.11382989,-0.20257092,0.15939362,844.6874,700.98535,956
18595,0.0,0.97069097,0.84574115,0.64082557,0.5905979,0.08428548,-0.028656615,0.47907418,844.9747,114.17485,955
18596,0.0,0.9935219,0.49767742,0.61522216,0.2160016,0.13509938,-0.061986614,0.1198297,845.3501,354.0909,954
18597,0.0,0.9736941,-0.80670756,0.5747852,0.30908486,0.13250242,0.0019228089,-0.015662687,845.3737,653.7346,953
18598,0.0,0.54987603,0.6174317,0.43619892,0.061573405,0.12567185,0.00048216627,-0.39786234,845.5759,514.43524,952
18599,0.0,0.9993055,-0.45774913,0.68080604,0.1690026,0.13104843,0.22539566,-0.12882835,846.0886,836.4655,951
18600,0.0,0.98446196,1.012344,0.8111682,-0.09144502,0.108129196,0.008333958,0.05413057,846.1063,818.2408,1000
18601,0.0,0.9862531,1.0506228,0.8445039,-0.012834275,0.1318124,0.009892622,-0.060205426,846.1142,721.9437,999
18602,0.0,0.97690487,0.029752057,0.6284123,0.31894034,0.104401805,-0.021710118,0.319003,846.1719,827.6208,998
18603,0.0,0.92517877,-0.035209153,-0.03231939,0.03784668,0.14491782,0.00038670856,-0.022262065,846.2446,777.5647,997
18604,0.0,0.99399894,1.1239551,0.7851228,-0.06413198,0.10190488,-0.05522232,-0.0055359416,846.2923,589.41943,996
18605,0.0,0.99621344,-0.23530668,0.27827108,-0.08268416,0.13114938,0.03230943,-0.004505786,846.50433,369.74762,995
18606,0.0,0.99214435,0.26371711,-0.02601397,0.23856902,0.121575706,-0.05324491,0.17587116,846.70593,777.5647,994
18607,0.0,0.9978946,1.410164,1.0163922,0.2235007,0.09255454,0.18717456,0.060770042,846.768,514.43524,993
18608,0.0,0.99943507,0.24202058,0.8176988,-0.04743977,0.085682325,-0.6745779,0.28851044,847.41235,415.59433,992
18609,0.0,0.9870772,0.21679674,0.5649467,0.27894542,0.12801136,-0.036366407,0.1511392,847.4251,690.4368,991
18610,0.0,0.97783434,0.14749047,0.22320703,0.4420466,0.12899418,-0.019135147,0.15134728,847.4659,721.9437,990
18611,0.0,0.9996379,0.7468824,0.9527602,0.15474615,0.13449909,0.07444498,-0.06676362,847.5709,690.4368,989
18612,0.0,0.99831045,-0.10298995,0.65568656,-0.36231846,0.11947136,-0.16021259,0.16221978,847.865,620.59863,988
18613,0.0,0.99715304,0.7623142,0.56738365,0.08462276,0.1308541,-0.1269389,0.24736908,847.8716,612.22107,987
18614,0.0,0.99601346,0.759063,0.7650998,0.030510271,0.08387575,-0.049783185,-0.10802909,847.92523,690.4368,986
18615,0.0,0.7802843,0.42949283,0.23588212,0.4598808,0.14347325,-3.0881838e-05,-0.012926428,847.94745,-108.29521,985
18616,0.0,0.99981177,0.14513288,0.6021825,-0.27773365,0.114374734,-0.46036404,-0.0673709,847.9882,846.0886,984
18617,0.0,0.9994161,-0.3158732,-0.12231411,0.6477895,0.031888817,0.088819906,-0.07634575,848.07996,846.0886,983
18618,0.0,0.99977505,0.14929636,0.5862931,-0.26441875,0.11579247,-0.47024006,-0.05750665,848.1285,808.5481,982
18619,0.0,0.9490989,0.91722614,0.2900845,0.091186665,0.09830323,-0.014027825,0.30160147,848.2119,395.66486,981
18620,0.0,0.93078583,0.9451537,0.73792416,0.21085295,0.055297658,0.010538973,-0.24894255,848.27155,479.98,980
18621,0.0,0.99933314,0.6234376,0.7388442,-0.07068724,0.12540175,-0.66689634,0.13103479,848.73444,846.0886,979
18622,0.0,0.9982338,0.23514299,-0.3390705,-0.41894424,0.13876732,0.0068433876,0.011839215,849.2341,555.8414,978
18623,0.0,0.99982566,0.67530113,1.0055795,0.27523655,0.03594843,-0.24050003,0.095797054,849.4284,827.6208,977
18624,0.0,0.928387,0.903164,0.6218508,0.09490147,0.11007462,0.0111034345,-0.3466551,849.6016,524.66504,976
18625,0.0,0.9980541,1.099202,0.48755378,-0.14248697,0.044160638,0.05907359,-0.1544033,849.74066,818.2408,975
18626,0.0,0.997571,0.20419185,0.55472326,0.29667938,0.13488826,-0.14754516,0.11046171,849.7471,395.66486,974
18627,0.0,0.99398434,0.6782489,0.3337868,0.11609163,0.09444559,-0.08561524,0.34266737,850.35254,798.8845,973
18628,0.0,0.99884284,0.77087754,0.8253909,0.124025024,0.107705295,-0.6573792,0.3913635,850.50543,620.59863,972
18629,0.0,0.86598796,0.58838165,0.69822353,0.10199647,0.13845022,0.0010874644,0.011674897,850.5654,788.9366,971
18630,0.0,0.530568,0.79520094,0.65073174,0.14142749,0.12413453,0.0014024251,-0.43234357,850.6519,612.22107,970
18631,0.0,0.641356,0.8748047,0.9881746,0.5937064,0.062440783,-0.0011146361,-0.085540496,851.1998,818.2408,969
18632,0.0,0.96463037,0.78775334,0.0739162,0.14875357,0.12616056,-0.008182097,0.14707161,851.81067,846.0886,968
18633,0.0,0.99973315,0.10668548,0.7282507,-0.30374122,0.11717881,-0.467286,-0.03690934,852.0285,766.5223,967
18634,0.0,0.99918115,-0.39791676,0.63041663,0.21790199,0.13565016,0.17479916,-0.014582449,853.07874,755.8577,966
18635,0.0,0.9581502,0.97480154,0.7819819,0.57325524,0.03887884,-0.0055935783,0.24612744,853.34357,426.8568,965
18636,0.0,0.9927771,0.6119137,0.69000036,0.82099426,0.10624411,-0.098877095,0.41855082,853.6707,798.8845,964
18637,0.0,0.9958713,0.10027689,0.6926714,0.33595395,0.12630728,-0.03205656,0.17765631,853.8082,788.9366,963
18638,0.0,0.99733543,-0.0048273853,0.58826673,0.4128035,0.13995977,0.034995455,-0.0042782133,854.1527,808.5481,962
18639,0.0,0.99811846,0.8029261,0.54638034,0.52849275,0.05173488,-0.13217238,0.26661542,854.5194,766.5223,961
18640,0.0,0.9991369,0.4287027,0.64072937,-0.040296108,0.11693788,-0.6458923,0.20132874,854.78406,836.4655,960
18641,0.0,0.5092693,1.4930443,1.2183552,0.55267465,0.080227874,-0.0010742216,-0.0962653,854.9338,690.4368,959
18642,0.0,0.7253078,0.8634854,0.16045453,0.16739236,0.087037444,-0.0020735713,0.27053347,854.97504,479.98,958
18643,0.0,0.9933977,0.927639,0.8629643,0.839674,0.10452096,-0.08741036,0.17001875,854.98535,467.7931,957
18644,0.0,0.8438164,1.0602925,1.0633717,0.71825796,0.11759177,-0.005286692,0.5309784,855.13324,836.4655,956
18645,0.0,0.9989192,0.7646274,0.8463601,0.13543278,0.10825742,-0.6571331,0.3911464,855.2199,798.8845,955
18646,0.0,0.56362957,0.54048824,0.35583434,0.05031639,0.12729184,0.00081815844,-0.40945354,855.3577,732.4673,954
18647,0.0,0.46212587,1.5217798,0.984827,0.31575987,0.08956202,-0.0013071583,0.24100254,855.471,846.0886,953
18648,0.0,0.9516802,-0.32196143,0.10221724,-0.26064345,0.112471,-0.0018695468,0.074126676,856.1567,846.0886,952
18649,0.0,0.98413855,0.102570936,0.22092111,0.8706897,0.11846259,0.004315661,-0.14519939,856.1877,745.61365,951
18650,0.0,0.7224775,-0.19846033,0.64674574,0.20782664,0.1241191,-0.0012657065,0.14089459,856.45905,457.89865,1000
18651,0.0,0.9985739,-0.38887694,-0.16735446,0.7830756,0.13853404,0.0041195746,-0.024016883,856.56555,690.4368,999
18652,0.0,0.97644025,0.8283933,1.0361698,0.36927906,0.09173995,0.029366855,-0.4444321,856.6246,680.6962,998
18653,0.0,0.6363486,1.3091582,1.1925566,0.42854732,0.051055744,-0.0005230264,-0.21050087,856.65393,426.8568,997
18654,0.0,0.9996252,-0.3005253,0.90616155,-0.36992985,0.13183281,0.019773154,0.0055676955,856.91174,788.9366,996
18655,0.0,0.8679023,0.19138487,0.53826535,-0.024141803,0.12596856,-0.0002935661,-0.10182281,857.02386,690.4368,995
18656,0.0,0.9857184,-0.36289185,0.53232676,0.35973352,0.13399784,0.015514111,-0.06454319,857.2265,836.4655,994
18657,0.0,0.9996996,0.8325634,0.68950087,0.15336005,0.13967569,-0.27178416,-0.0035904234,857.37665,89.30346,993
18658,0.0,0.9990652,0.3551405,0.55316263,0.10277781,0.11839,-0.60142636,0.21114539,857.6254,711.4256,992
18659,0.0,0.9996146,-0.63715124,0.49507654,0.2250236,0.13953345,0.18815285,-0.050070472,857.8256,663.1513,991
18660,0.0,0.98398757,0.97681034,0.5554986,-0.046359923,0.09511817,0.003521773,-0.21654132,858.3263,700.98535,990
18661,0.0,0.99929714,0.99231625,0.4156127,0.18383852,0.12598684,0.03244898,-0.13276501,858.5298,642.581,989
18662,0.0,0.9977973,0.41010734,0.31322443,0.27802137,0.13425958,-0.0920205,0.010400751,858.5625,449.13974,988
18663,0.0,0.9992278,1.3313035,0.868326,0.35551745,0.124127835,-0.60624796,0.24738619,858.6554,680.6962,987
18664,0.0,0.83989745,1.0508103,0.62672925,0.39606965,0.09891252,-0.0005720944,-0.21270029,858.7329,766.5223,986
18665,0.0,0.9999008,0.3063426,0.5873861,0.17402102,0.13891222,-0.17545584,0.068139926,859.1086,332.8167,985
18666,0.0,0.9985461,-0.43802103,-0.27408507,0.016869457,0.1370329,0.024424592,-0.021383692,859.1345,711.4256,984
18667,0.0,0.9952645,0.60408956,0.3474068,0.5962252,0.082759365,0.045425273,-0.26365665,859.3813,818.2408,983
18668,0.0,0.99961567,0.42930806,0.61332524,-0.05710304,0.12269177,-0.640539,0.21294193,859.58704,721.9437,982
18669,0.0,0.9190669,0.08463056,-0.24786603,-0.20988171,0.059768986,-0.0012369424,0.08807897,859.5993,856.1877,981
18670,0.0,0.9993834,-0.47871438,0.5896097,0.24614006,0.1388463,0.19669542,-0.05518039,859.6971,827.6208,980
18671,0.0,0.7772423,0.2729578,0.8174336,0.25944176,0.10577059,0.0031860943,-0.44116026,859.7503,415.59433,979
18672,0.0,0.9898401,0.022516783,0.8788383,0.2601095,0.10869862,0.049671423,-0.22716156,859.881,711.4256,978
18673,0.0,0.8194273,0.041445065,0.5102838,0.66135,0.124707706,-0.0018664516,0.19571763,860.25226,700.98535,977
18674,0.0,0.9923937,-0.035341125,0.50161326,0.0009788355,0.13091177,0.0007817756,0.075679146,860.3515,332.8167,976
18675,0.0,0.9883428,0.3588747,0.40612873,-0.21251433,0.13603932,0.013733167,-0.026509514,860.4186,836.4655,975
