,,phi_1,theta_1,theta_2,theta_3,sigma,mu,init_y_1,logL,logL_birth,nlive
labels,,$\phi_1$,$\theta_1$,$\theta_2$,$\theta_3$,$\sigma$,$\mu$,$y_1$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,,
21934,8.95602714772414e-236,0.9976628,0.16293125,0.7582714,0.28203475,0.06486214,0.0056021446,-0.023941772,1410.9551,1369.8722,966
21935,9.212165727154872e-236,0.9996375,0.074135065,0.21253882,0.4987211,0.062322967,0.5485994,-0.08355134,1410.9833,1369.8722,965
21936,1.2364586949320412e-235,0.973583,-0.09593887,0.02560116,0.25902435,0.06615012,0.004535412,-0.048856385,1411.2776,903.65546,964
21937,1.6306599350860293e-235,0.9174199,0.29612252,0.64485216,0.16688083,0.06722129,0.0015878003,-0.056039903,1411.5543,1406.6351,963
21938,1.6416448035311326e-235,0.99981534,-0.080086775,0.32967484,-0.40110472,0.061985545,0.28611657,-0.04134807,1411.561,721.9437,962
21939,2.0953429157372326e-235,0.9984949,0.08844491,0.5951301,0.13975857,0.056626134,0.14322886,-0.117792554,1411.805,1380.9727,961
21940,2.40525680151372e-235,0.9527394,0.88676053,0.83790404,0.31061652,0.0426231,-0.0066455742,0.15929033,1411.943,1399.9783,960
21941,2.9610455082574375e-235,0.6195325,1.0742761,0.7360542,0.38680682,0.05972435,-0.00043157194,0.10208181,1412.1509,1350.1765,959
21942,4.280512269892544e-235,0.93721735,0.55236316,0.74335545,0.21421851,0.0654979,-0.0016200215,0.028822733,1412.5194,1332.6774,958
21943,5.139388069660068e-235,0.91466606,0.13154216,0.15226665,-0.13121144,0.048888177,0.0013877739,-0.09242597,1412.7023,1224.582,957
21944,5.5043436517480616e-235,0.98203206,0.66206187,0.13739616,0.048876937,0.059756603,-0.009362074,0.06120617,1412.7709,1332.6774,956
21945,5.688784015616642e-235,0.99879485,0.34815535,0.38660744,0.39565915,0.06938729,-0.039438155,0.013974952,1412.8038,1107.3782,955
21946,5.696427894533458e-235,0.8914276,0.52248573,0.17313083,-0.026734434,0.066813484,0.00057167007,-0.0022304086,1412.8052,1394.0164,954
21947,7.35464772769063e-235,0.78675365,0.0066817696,0.094617456,0.21749006,0.03872651,-0.00075309235,0.062854886,1413.0607,1293.9949,953
21948,7.458620989843184e-235,0.9957331,0.6654231,0.09080176,-0.4496838,0.042487662,0.021783117,-0.027975759,1413.0747,1363.6781,952
21949,9.176283687796041e-235,0.94974506,0.14627762,-0.11592697,-0.26383042,0.06729273,-0.00053929765,-0.0009947079,1413.3073,1399.9783,951
21950,9.295144166234815e-235,0.9998933,-0.036297653,0.22951831,-0.34030962,0.06016415,0.30946508,0.010720627,1413.3461,545.32904,1000
21951,1.2095068350708095e-234,0.999192,-0.032930303,0.57740253,-0.29992586,0.06669596,0.034982644,-0.02101209,1413.6094,1413.3073,999
21952,1.323850761758579e-234,0.9734493,-0.29927623,0.30846033,-0.03415764,0.06303109,-0.002698782,0.008443648,1413.6997,1099.4884,998
21953,2.131318969368027e-234,0.9977539,-0.23917142,0.08743405,0.21572992,0.062438745,-0.04995925,0.03163623,1414.1759,1315.827,997
21954,2.3214459393756572e-234,0.9929806,0.9102042,0.6079761,-0.010663207,0.0297937,-0.007463132,0.013461382,1414.2614,1293.9949,996
21955,2.486902344138237e-234,0.98914754,0.834002,0.6499667,0.041155282,0.050659444,0.022379061,-0.09190952,1414.3302,1250.2863,995
21956,2.635042275359173e-234,0.53204584,1.201865,0.8093305,0.09452589,0.056676887,-0.00022873779,0.08564157,1414.3881,1160.6002,994
21957,3.497261663195667e-234,0.93247825,0.495543,0.4781659,0.5554792,0.0617503,-0.0011097956,0.09203453,1414.6711,1369.8722,993
21958,3.506666346034672e-234,0.99766517,0.14513607,0.5165614,-0.048164647,0.06440262,0.027614355,-0.06085969,1414.6738,1344.9069,992
21959,4.7737755269153013e-234,0.98937476,-0.50081533,0.10703301,0.59401536,0.05984917,0.007801254,-0.0281203,1414.9823,1224.582,991
21960,5.307360008829742e-234,0.9808275,0.23378749,0.1945873,-0.2628253,0.06717644,-0.0041196034,0.03266102,1415.0883,1323.9111,990
21961,5.663465275682607e-234,0.9937004,-0.25154552,0.08784584,-0.30995962,0.017150426,0.0020999112,0.0008150746,1415.1532,1394.0164,989
21962,6.227697286367639e-234,0.9190521,0.579108,0.1132429,0.08312952,0.04430197,-0.0007674553,-0.033285864,1415.2482,1406.6351,988
21963,6.592228222530654e-234,0.97615016,0.27742547,0.6481396,-0.01989319,0.061405763,0.0017346609,-0.061641548,1415.305,1272.1656,987
21964,8.101653453885642e-234,0.87899536,0.31286514,0.20549183,0.1417912,0.06377779,0.001064933,-0.026513359,1415.5112,951.91486,986
21965,9.927565097276897e-234,0.9972624,0.6224869,0.7403803,0.13926433,0.05300334,-0.042935763,-0.009625217,1415.7145,1315.827,985
21966,1.1819535552319058e-233,0.9891072,-0.080205955,0.40259406,0.54647183,0.06505722,-0.0018213365,0.02939233,1415.8889,1209.8912,984
21967,1.554597199523168e-233,0.98921317,-0.14540821,0.14874715,0.016175989,0.057593577,0.0090821255,-0.06887672,1416.163,1380.9727,983
21968,1.5683208722374026e-233,0.9171579,0.5820586,0.24326873,0.44028425,0.041857447,0.0021619515,-0.1067643,1416.1718,1301.4314,982
21969,1.9803664554416713e-233,0.9781616,0.9510153,0.7806681,0.34175947,0.04364277,-0.009063597,0.14974655,1416.405,1413.3073,981
21970,2.1620361955521646e-233,0.94027406,0.42061368,0.04961231,-0.1396327,0.06213911,0.00028303696,0.029494058,1416.4928,1323.9111,980
21971,2.1909957587190977e-233,0.7035178,1.2223142,1.0956174,0.5621609,0.05274441,0.00064189924,-0.10675705,1416.5061,1332.6774,979
21972,2.6541609696252258e-233,0.9722559,0.5081757,0.45764795,-0.047739733,0.044330157,0.0032972798,0.02272442,1416.6979,1160.6002,978
21973,2.879658050189824e-233,0.99887466,0.68416965,0.6973389,0.7060308,0.057585277,-0.027676858,0.047499,1416.7794,1233.6017,977
21974,3.1373073930365306e-233,0.9920456,0.5226929,0.7902492,0.4295582,0.0479366,0.014727712,0.021652695,1416.8651,1375.9321,976
21975,3.1599843098158154e-233,0.9996246,-0.017011805,0.34345502,-0.3963115,0.06199427,0.2529942,-0.038990952,1416.8723,1332.6774,975
21976,3.297113969361626e-233,0.91775405,0.44337562,0.047893178,0.22610252,0.059220668,0.0021659324,-0.10053356,1416.9148,1233.6017,974
21977,4.082340916646675e-233,0.92103434,0.21166126,0.39197475,0.7779141,0.04947371,-0.0011963621,0.027515413,1417.1284,1177.0695,973
21978,6.123085191606188e-233,0.9984947,0.25970018,0.24902584,0.5789299,0.043513674,0.07694769,-0.11115578,1417.5338,1369.8722,972
21979,8.28186379350684e-233,0.6487297,0.8823138,0.5764097,0.12677889,0.0497952,-0.0005496756,0.033749912,1417.8358,1413.3073,971
21980,9.335450316971135e-233,0.9136932,-0.20104736,-0.17388065,0.5563517,0.048183605,0.0010965748,-0.08263062,1417.9556,1387.7521,970
21981,1.0216754557815794e-232,0.938544,0.04157326,0.21875243,0.24684456,0.05034853,0.0037859506,-0.094749436,1418.0458,1219.0259,969
21982,1.0242978566631804e-232,0.998575,-0.007154566,0.755052,-0.3035122,0.053050417,0.015092833,-0.0018179925,1418.0483,1399.9783,968
21983,1.1005221001709215e-232,0.9879435,-0.03583579,-0.060411163,0.013940474,0.034263022,0.0036024395,0.012399085,1418.1201,1184.409,967
21984,1.8197777736055443e-232,0.615267,1.0254524,0.6699649,0.37339032,0.060438804,-3.617555e-05,0.06521257,1418.623,1193.2424,966
21985,2.0450323531249257e-232,0.9999418,0.9291585,0.52514315,-0.10241686,0.051323935,0.07577043,-0.034504782,1418.7397,876.4558,965
21986,2.1883823838839667e-232,0.9923719,0.6491325,0.84911233,0.15855417,0.0486337,-0.02769275,0.096007615,1418.8075,1369.8722,964
21987,2.439827357900751e-232,0.999895,-0.0747514,0.3531926,-0.3811525,0.061984234,0.29237694,-0.034902368,1418.9163,1380.9727,963
21988,2.7860301897448207e-232,0.8993687,1.011183,0.5187369,0.07293687,0.056899708,-0.00025022737,0.057967458,1419.049,1350.1765,962
21989,2.8264514164829624e-232,0.9997562,0.025936484,0.39001662,-0.38813263,0.06079512,0.23744282,-0.003403611,1419.0634,1287.8958,961
21990,3.2326406830538824e-232,0.9948584,0.60150886,0.3131847,-0.02073064,0.051833916,0.0062742108,-0.07459112,1419.1976,1315.827,960
21991,3.498305975560198e-232,0.9445591,0.26513618,0.61592305,0.29217175,0.06387555,-0.0029367867,0.09873524,1419.2766,846.0886,959
21992,4.4136442967369966e-232,0.9135633,0.8017096,0.6995803,0.47914883,0.056399066,0.0011958687,-0.123645544,1419.509,1394.0164,958
21993,4.58610370454764e-232,0.88427514,0.7666525,0.27997428,-0.17621365,0.059125643,-0.001100524,0.035747096,1419.5474,1375.9321,957
21994,4.9964324953689905e-232,0.9913344,0.5268391,0.19023892,0.09799503,0.06332101,-0.0016040006,0.046171665,1419.633,903.65546,956
21995,6.892966201577067e-232,0.99975985,0.40891048,0.34828773,0.12570177,0.026322812,0.0518339,-0.054515813,1419.9548,1287.8958,955
21996,7.078859652625399e-232,0.98648965,0.833486,0.6416253,0.41488492,0.052770343,-0.005879412,0.10634152,1419.9814,1184.409,954
21997,7.123067167784079e-232,0.8343208,0.8885012,0.43707675,0.24775654,0.049214773,-0.00032826088,0.10057104,1419.9877,1406.6351,953
21998,7.359950877054005e-232,0.99526083,-0.17297174,0.07846969,0.087825514,0.05835624,0.025701514,-0.03639099,1420.0204,1363.6781,952
21999,7.355286222268054e-232,0.99964964,0.88895375,0.5260573,-0.15043606,0.050769765,0.055226266,-0.026554512,1420.045,1287.8958,951
22000,8.300546289910117e-232,0.9952066,0.28927347,0.37333885,0.14046335,0.05927397,0.042849533,-0.06382565,1420.1919,1272.1656,1000
22001,1.0147720155872971e-231,0.88942474,0.27265912,0.37801942,-0.14156589,0.047013972,-0.0007920108,-0.013409418,1420.3928,1399.9783,999
22002,1.1301269682603168e-231,0.8822001,0.5595554,0.13851005,-0.10138155,0.06809353,0.00015519344,-0.005383831,1420.5005,1307.3206,998
22003,1.1326128875128865e-231,0.99991083,-0.03274176,0.22226451,-0.3429968,0.06006506,0.31467882,0.012181946,1420.5027,1287.8958,997
22004,1.2046303557184905e-231,0.9987211,0.25465068,0.4372133,0.069881484,0.058568317,0.17369062,-0.09054668,1420.5643,1394.0164,996
22005,1.4223500329296015e-231,0.9943464,0.119863264,0.19981179,0.18753311,0.05740796,0.035484545,-0.09883866,1420.7305,1315.827,995
22006,2.236578348906017e-231,0.99664444,0.85050577,0.87267333,0.5436003,0.056287948,0.024829682,0.016864303,1421.1831,1287.8958,994
22007,2.314345353087995e-231,0.8128694,0.69227767,0.5268965,0.27450573,0.03106803,-0.00028176533,-0.05682843,1421.2173,1332.6774,993
22008,4.5268453229768635e-231,0.9996029,-0.18580842,0.25867167,-0.38397816,0.06332642,-0.16049682,0.019916438,1421.8882,1219.0259,992
22009,6.673930014302371e-231,0.7429228,0.8422222,0.9140628,0.387413,0.027502542,-0.0004196459,0.109157026,1422.2764,1138.5746,991
22010,6.795599702887253e-231,0.99362206,-0.4596796,0.17710617,0.14764749,0.052829694,-0.014053936,0.060745392,1422.2944,1224.582,990
22011,6.818034260025814e-231,0.9845211,0.56742835,0.3234239,0.11999357,0.033830956,-0.011948692,0.037794895,1422.2977,1399.9783,989
22012,7.126945361488331e-231,0.9961327,0.11855145,0.057195455,-0.44723833,0.05492018,-0.023333149,0.04646954,1422.342,1069.1398,988
22013,7.975956272060366e-231,0.99522585,-0.25775847,-0.043987043,-0.42198828,0.021701418,-0.0024653685,0.0011116803,1422.4546,1356.8014,987
22014,8.51111500106194e-231,0.8818079,0.7637936,0.19296327,-0.047649708,0.063382044,0.00089756405,-0.050635483,1422.5195,975.1497,986
22015,9.009303107596589e-231,0.98004067,0.8659173,0.7675952,0.32856196,0.03977074,-0.011246883,0.15413593,1422.5764,1394.0164,985
22016,9.77711872216139e-231,0.9742771,-0.050670505,-0.19473428,0.0006159526,0.059709672,-0.0010689346,0.034856122,1422.6582,1363.6781,984
22017,1.0688369199657672e-230,0.99957186,-0.03632039,-0.08972235,-0.34049878,0.06676835,-0.08505554,0.012598203,1422.7473,642.581,983
22018,1.238813509534984e-230,0.9967091,0.4566138,0.24652468,-0.23227717,0.049464356,0.0052025225,-0.055286903,1422.8949,1233.6017,982
22019,1.521536197361482e-230,0.99170864,-0.14596188,-0.3207133,0.5154742,0.047121584,0.015402376,-0.063786134,1423.1005,1375.9321,981
22020,1.5532513256982766e-230,0.9993678,0.46185526,0.69399303,0.07068674,0.057902105,0.20550814,-0.09587151,1423.1211,1387.7521,980
22021,1.986396201879984e-230,0.99987805,0.007500279,0.40105373,-0.18811075,0.061514832,-0.047279757,0.035937846,1423.3671,1375.9321,979
22022,2.0384729006092147e-230,0.9996124,0.43369052,0.8222594,0.25174916,0.059160683,0.032382537,-0.04257716,1423.393,1406.6351,978
22023,2.339118599625526e-230,0.9737828,0.71081096,0.121384434,-0.0741541,0.064389415,0.001937955,-0.018551948,1423.5305,1280.0953,977
22024,2.5375399549142625e-230,0.8256111,0.06574331,0.021497838,0.208352,0.04423354,-0.0010247186,0.08225453,1423.6119,1128.6913,976
22025,2.7770939825924415e-230,0.5255426,1.2190206,0.79388845,0.19299437,0.059590735,-0.000101892416,0.030024622,1423.7021,1363.6781,975
22026,3.2026646805363972e-230,0.99498665,-0.114661105,-0.058478,0.010102009,0.027673632,0.017262092,-0.051464844,1423.8447,1399.9783,974
22027,3.3764998353617796e-230,0.94715065,-0.09803754,0.21144477,0.5122239,0.040563993,-0.0040390855,0.11740521,1423.8976,1380.9727,973
22028,3.902490784223654e-230,0.6130985,0.8537967,0.813177,0.4325683,0.055085637,0.00022120081,-0.19754022,1424.0424,1387.7521,972
22029,4.161285314044528e-230,0.65746146,1.1699708,0.95649123,0.28067172,0.04568461,-0.00027915806,-0.037652005,1424.1066,1369.8722,971
22030,4.26621211068321e-230,0.95709825,0.6136994,0.7991848,0.5033804,0.031389374,-0.005222691,0.081140004,1424.1315,1363.6781,970
22031,4.756399566591848e-230,0.64028215,0.7021906,0.8454216,0.3469525,0.06510497,-0.00013699259,0.02269209,1424.2402,1307.3206,969
22032,5.335374891722598e-230,0.9149313,0.060523685,0.40613726,-0.14480904,0.068683095,0.0006276875,-0.02619503,1424.3551,1406.6351,968
22033,7.668738433973588e-230,0.5762155,0.8850945,0.9012433,0.6330171,0.05334807,-4.4868495e-05,-0.13072683,1424.7179,1338.2166,967
22034,7.92570365937805e-230,0.9392988,0.8152543,0.50156957,0.22998251,0.059917506,-0.0026995942,0.040337946,1424.7509,1307.3206,966
22035,9.153662518075481e-230,0.9176261,0.5903148,0.72759306,-0.02691157,0.0494933,0.0005424015,0.031390045,1424.8949,1394.0164,965
22036,9.637557896328137e-230,0.95844245,0.67214835,0.7621252,0.016950326,0.04614368,-0.0007902464,0.061199967,1424.9464,1243.0366,964
22037,9.950772318895612e-230,0.99944794,0.3479374,0.17545222,-0.03714844,0.06323487,0.21920013,-0.030597584,1424.9784,1307.3206,963
22038,1.1766455244396138e-229,0.98940605,0.26951373,0.44031394,-0.23704138,0.060982034,0.0117559815,-0.06590075,1425.146,1413.3073,962
22039,1.2274071574440307e-229,0.99443305,0.011181343,-0.0132972,0.1916317,0.041545615,-0.032577775,0.07965756,1425.1882,876.4558,961
22040,1.4897815944087359e-229,0.98979527,0.5009828,0.6342304,0.2619072,0.064974084,-0.0050378353,0.05648654,1425.382,1406.6351,960
22041,2.1199928825783373e-229,0.88996756,0.51906353,0.28604773,0.26042962,0.056705672,0.0015610666,-0.13559635,1425.7347,1224.582,959
22042,2.501318530002493e-229,0.9723122,0.35386908,0.22700995,0.36819267,0.068110414,0.001386871,-0.016151262,1425.9001,1380.9727,958
22043,2.6642653575447818e-229,0.974789,0.99983037,0.78821206,0.33114865,0.036043372,-0.0016288728,0.07998844,1425.9633,1363.6781,957
22044,2.9311280260966955e-229,0.9613166,-0.22275719,0.40114966,-0.1888797,0.0656116,-0.0010970911,3.5358153e-05,1426.0587,1413.3073,956
22045,3.057953004133782e-229,0.9994339,-0.22114834,0.08505731,0.15611638,0.053046044,0.0124620795,-0.04024232,1426.1011,1420.045,955
22046,3.1743384703578897e-229,0.9658071,0.22783014,0.67352664,-0.0006421275,0.05258354,0.0011805989,0.040943637,1426.1384,1375.9321,954
22047,3.428928056428622e-229,0.95435697,0.44784227,-0.23957828,0.06906369,0.05678616,0.0014417497,-0.0228048,1426.2156,1375.9321,953
22048,6.125423443373877e-229,0.921673,1.0873966,0.4957315,0.08054474,0.043027837,0.00085713796,-0.04921341,1426.7958,1338.2166,952
22049,6.563447814164161e-229,0.60322565,1.1356457,1.0782688,0.48940456,0.05372343,-0.00030701968,0.17267175,1426.8901,1224.582,951
22050,6.621735935689239e-229,0.9401286,0.8680267,0.7504859,0.28909767,0.056394573,0.0043575545,-0.103054434,1426.9249,1375.9321,1000
22051,6.976041146937404e-229,0.9237706,-0.18577312,0.07258042,0.14997473,0.054326557,-0.00035012278,-0.027144998,1426.977,1380.9727,999
22052,7.181687040523005e-229,0.986515,0.8360104,0.741303,0.53113914,0.03813164,-0.016285677,0.0475745,1427.0061,1350.1765,998
22053,7.847204597907565e-229,0.9959169,-0.104693055,-0.38063625,-0.110672876,0.057099003,-0.0065199286,0.021769758,1427.0947,1287.8958,997
22054,8.194738706090648e-229,0.99789244,0.2830579,0.51543844,0.102461904,0.04968097,0.060871657,0.0037902158,1427.1381,1264.7777,996
22055,1.030740371524069e-228,0.9875499,0.518896,0.67799044,0.0026905881,0.053968277,0.014035613,-0.0428198,1427.3674,1426.8901,995
22056,1.1407863222748766e-228,0.9997255,-0.16125704,0.32298866,-0.3937974,0.06449649,-0.18715592,0.012271722,1427.4689,1323.9111,994
22057,1.8806090943046178e-228,0.997348,-0.028204208,0.08205134,-0.22470278,0.06800551,-0.015455968,0.022984989,1427.9688,1315.827,993
22058,2.3019213601951045e-228,0.5873168,1.250646,1.1266761,0.5107755,0.050925512,-0.0005303797,0.1699207,1428.1709,1413.3073,992
22059,2.3651554698834787e-228,0.9979295,0.20934527,0.059197303,0.3959887,0.065152206,0.033303652,-0.05164264,1428.198,1107.3782,991
22060,2.4635791755767043e-228,0.9997807,0.8074998,0.7114034,0.20602565,0.055737384,-0.21334857,-0.040248014,1428.2388,1387.7521,990
22061,2.481083401126664e-228,0.9936497,0.23336084,0.30139527,-0.03303731,0.059605364,-0.028235665,0.07004648,1428.2458,1307.3206,989
22062,2.611923496229748e-228,0.9982922,-0.18251881,0.23531419,0.21087293,0.0686195,-0.01937208,0.027464667,1428.2972,1293.9949,988
22063,2.693519331997155e-228,0.9960254,0.9507217,0.73980546,0.39751956,0.03976022,0.05784002,-0.13233279,1428.328,1387.7521,987
22064,2.738609207116361e-228,0.4964923,0.60139257,0.8562379,0.4789246,0.04552309,-0.0001700065,0.21896349,1428.3446,1394.0164,986
22065,3.7395812517707055e-228,0.9927278,0.89996374,0.6307921,0.066246316,0.05306128,0.0076509737,-0.07540188,1428.6561,1375.9321,985
22066,4.1601079489486574e-228,0.9997045,0.09087343,0.22972229,0.49906138,0.062647246,0.542802,-0.08481346,1428.7627,1420.045,984
22067,4.527898026857106e-228,0.84253675,0.45549962,0.32687873,0.17734648,0.06384207,-0.00025584755,-0.029584542,1428.8474,1323.9111,983
22068,4.7987875335399893e-228,0.9249262,-0.053405795,0.60720545,0.00041774847,0.058848202,0.0016010395,-0.017784694,1428.9055,1380.9727,982
22069,5.737090245987699e-228,0.9475196,0.17982702,0.08487458,0.22560772,0.054178197,0.0026308564,-0.020245556,1429.0841,1209.8912,981
22070,5.764468171471035e-228,0.8708439,0.57036364,0.2928442,0.42735147,0.051782627,0.0015694409,-0.0538279,1429.0889,1338.2166,980
22071,5.878162118685429e-228,0.99910665,-0.30062854,0.43343216,-0.24141112,0.06322378,0.03846329,-0.03496596,1429.1084,1369.8722,979
22072,6.95497366461581e-228,0.9963821,-0.33214235,0.80879,-0.16189791,0.036577415,0.0066070384,0.02429141,1429.2766,1209.8912,978
22073,7.387281262842958e-228,0.63257,0.98970574,0.6418575,0.33560696,0.058537006,4.964468e-06,0.07881718,1429.3369,1375.9321,977
22074,8.193961401355567e-228,0.9837674,0.17823589,0.24255028,0.0047973422,0.06372562,0.00013491604,0.034599822,1429.4406,1332.6774,976
22075,9.2329834854136e-228,0.86846536,0.9524668,0.82366556,0.093826465,0.038371645,-0.0008811935,0.06377706,1429.5599,1287.8958,975
22076,1.0599891419027078e-227,0.99977684,0.08376276,0.7114481,-0.007345262,0.055812664,-0.72351956,0.09463977,1429.698,1344.9069,974
22077,1.150186040507874e-227,0.9999837,0.6508835,0.08947704,0.07018889,0.051899515,0.014598409,-0.0464568,1429.7797,1332.6774,973
22078,1.4687776725007337e-227,0.9667798,-0.16600178,0.37700936,-0.24369694,0.034146175,0.0014256444,-0.05273885,1430.0242,1363.6781,972
22079,1.6129397880420402e-227,0.9997998,-0.3194747,-0.004817471,0.03479349,0.06711124,0.022778127,0.010018417,1430.1178,1338.2166,971
22080,1.7230543628655934e-227,0.9324067,0.021709226,0.35246235,0.48676735,0.036866024,-0.0031159744,0.12913722,1430.1838,1420.045,970
22081,2.211095638642273e-227,0.9843487,0.8577098,0.42759985,0.12524673,0.053098828,0.009107379,-0.01522606,1430.4332,1338.2166,969
22082,2.449551995751451e-227,0.7265106,0.6690525,0.5278684,0.1485128,0.06599082,0.00018425561,4.838781e-05,1430.5356,1369.8722,968
22083,2.514691837307486e-227,0.9614708,0.47026148,0.40219474,0.4048777,0.062845,-0.0032708156,0.092725314,1430.5619,1287.8958,967
22084,2.6537753166936835e-227,0.99975914,0.08455735,0.21532702,0.5045026,0.062385537,0.54259425,-0.08331114,1430.6157,1272.1656,966
22085,3.003819486785815e-227,0.9990514,-0.34680182,0.8397183,-0.2869223,0.049463857,-0.022831941,-0.015795898,1430.7396,1394.0164,965
22086,3.231688507334435e-227,0.99978393,0.38680503,0.06443239,0.41239882,0.062327635,0.016268725,0.001458887,1430.8127,1177.0695,964
22087,3.668694266338073e-227,0.82932085,0.43949053,0.5149334,0.52035517,0.043919936,0.00082750106,-0.16568549,1430.9396,1250.2863,963
22088,5.147230792671965e-227,0.9993521,0.927587,0.6568976,0.22365974,0.052936077,-0.12923746,0.09531544,1431.2782,1426.8901,962
22089,5.634525631676971e-227,0.9686004,0.25422245,0.7125252,0.3758348,0.05888644,0.0066568754,-0.09553633,1431.3687,1426.8901,961
22090,5.780832636598275e-227,0.9966956,0.30974048,0.24035662,-0.20806588,0.035978694,-0.023059042,-0.0072160084,1431.3943,1344.9069,960
22091,5.879039688018857e-227,0.5981127,-0.20393121,0.5742314,0.06879072,0.054376345,0.00035224238,-0.1227688,1431.4111,1426.8901,959
22092,6.265849246893932e-227,0.99234015,0.8557159,0.83199894,0.35517842,0.02971405,-0.010175104,0.07614396,1431.4749,1233.6017,958
22093,6.6204797974090085e-227,0.9975382,-0.1635669,0.08530402,0.24496795,0.060140837,-0.034857437,0.06492645,1431.5299,1224.582,957
22094,8.008275635676535e-227,0.5345819,0.8003568,0.6801495,0.3414025,0.06509649,8.972101e-05,-0.07794434,1431.7202,1219.0259,956
22095,8.172208032182895e-227,0.9986559,0.5252231,-0.10431489,-0.08454962,0.059109032,0.035690296,-0.047794454,1431.7405,1069.1398,955
22096,8.283693452019107e-227,0.99214625,0.23121402,0.42174858,0.68749523,0.042052835,-0.022780662,0.03968521,1431.754,1413.3073,954
22097,1.2957524130152785e-226,0.9824249,0.9251418,0.53725827,0.24569865,0.03887962,0.0075405617,-0.10516089,1432.2014,1406.6351,953
22098,1.3572739764203131e-226,0.95822364,0.8787926,0.8645915,0.46071452,0.033811785,-0.0055445996,0.075024284,1432.2478,1315.827,952
22099,1.5503973633068711e-226,0.9990187,0.22050965,0.3785757,0.011401988,0.05930708,0.19418985,-0.08440856,1432.4061,1375.9321,951
22100,2.1202881419115078e-226,0.9809062,-0.27714047,0.13998428,0.6163672,0.05463072,0.0047189216,-0.004217685,1432.7451,1432.4061,1000
22101,2.2340098040358777e-226,0.9587165,-0.4674506,0.22829068,0.47849113,0.056508314,-0.0021144191,0.06483444,1432.7974,1356.8014,999
22102,2.2526310090841763e-226,0.8588521,0.14708626,0.49942547,-0.1808525,0.056002375,-0.00028391858,-0.02904927,1432.8057,1089.1221,998
22103,2.3153588602654593e-226,0.99952966,0.49373332,0.62150615,0.3366865,0.05789473,-0.22824208,-0.013724263,1432.8331,788.9366,997
22104,2.707259208845543e-226,0.9794363,0.11754459,0.6302744,0.4093772,0.058484502,0.00648126,-0.09289011,1432.9895,1338.2166,996
22105,2.745867124205019e-226,0.9937051,0.020772427,0.3977242,0.14081115,0.037043054,-0.034517895,0.10624398,1433.0037,1008.49506,995
22106,3.423549820601045e-226,0.9885774,0.43577278,-0.1307389,-0.23861222,0.044638284,0.011587926,-0.07213668,1433.2242,1272.1656,994
22107,3.732595190509007e-226,0.9988637,-0.025571028,0.7231337,0.27458566,0.03526763,-0.15851294,0.07281962,1433.3107,1426.8901,993
22108,4.1467643798255424e-226,0.9987325,0.5929655,-0.03918966,-0.10294575,0.031677596,0.013224884,-0.041772403,1433.4159,1432.4061,992
22109,4.859316054924235e-226,0.8674031,0.8148544,0.5442267,0.16155666,0.029065685,0.0017737303,-0.11651971,1433.5745,864.2796,991
22110,7.579731498719694e-226,0.9980879,0.96794003,0.7627523,0.20456912,0.058493294,-0.04212134,0.02605903,1434.019,1420.045,990
22111,8.881096617298655e-226,0.99773544,0.7486301,0.5218594,-0.12025588,0.056179013,0.048232596,-0.062486,1434.1775,1420.045,989
22112,1.1561943681306992e-225,0.95717686,0.38230437,0.1732466,0.15914895,0.06805108,0.00062163157,-0.01286097,1434.4413,1250.2863,988
22113,1.2844858274774423e-225,0.9990678,0.86415946,0.6203996,0.339567,0.05284592,0.043953616,0.047663648,1434.5465,1272.1656,987
22114,1.4730298390946855e-225,0.9429336,-0.21940684,0.29092464,-0.25270593,0.050797246,0.00018484502,0.025768813,1434.6835,1413.3073,986
22115,1.77442889383255e-225,0.91659963,1.0544469,0.49599954,0.15367644,0.042294856,0.0010367255,-0.04424932,1434.8696,1307.3206,985
22116,2.1066720620267775e-225,0.5941364,-0.1917019,0.5856958,0.07335415,0.054609705,0.000286004,-0.12080177,1435.0413,1200.6345,984
22117,2.4810545692405135e-225,0.95725346,-0.2998723,0.5143367,-0.2589097,0.065314434,-0.0011332158,0.009596257,1435.2048,1184.409,983
22118,3.5086849758096925e-225,0.998767,0.20661573,0.42651445,0.06260553,0.057513267,0.17033954,-0.09256894,1435.5514,1356.8014,982
22119,3.828685718835497e-225,0.9999855,0.47639653,0.22489886,-0.015968172,0.06632546,0.18143864,-0.018189715,1435.6387,1356.8014,981
22120,3.8427324894087337e-225,0.6022048,0.97939813,0.6230674,0.43649727,0.054888807,-0.00016800352,0.07813079,1435.6423,1338.2166,980
22121,3.9209160035826043e-225,0.9989423,-0.26604313,0.15404227,0.20284547,0.0687184,-0.031706218,0.0107608605,1435.6625,1167.8611,979
22122,4.011938414424367e-225,0.99304956,-0.5407844,0.45823756,0.36043438,0.057201978,0.004235965,-0.03547976,1435.6854,1257.9337,978
22123,4.8233978179977054e-225,0.9785761,0.5264029,0.31882292,0.31002992,0.049380742,0.013148776,-0.12685333,1435.8696,1406.6351,977
22124,5.472301756317131e-225,0.9990602,0.19150402,0.46743307,0.32882446,0.06781674,-0.009492361,-0.00017653631,1435.9958,1420.045,976
