,,phi_1,theta_1,theta_2,theta_3,theta_4,theta_5,sigma,mu,init_y_1,logL,logL_birth,nlive
labels,,$\phi_1$,$\theta_1$,$\theta_2$,$\theta_3$,$\theta_4$,$\theta_5$,$\sigma$,$\mu$,$y_1$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,,,,
13351,0.0,0.6488377,0.8866698,1.5443678,0.48972198,0.4357615,-0.15707408,0.45565444,0.00031604717,-1.0926578,-286.28174,-329.76855,999
13352,0.0,0.9971714,-0.14747988,0.19605702,-0.1631811,0.38550782,0.0963871,0.31134188,-0.2574391,0.31116638,-283.42966,-658.0687,998
13353,0.0,0.9954892,-0.37373728,0.9787008,0.23076464,0.34604973,0.2827305,0.41624993,-0.2422582,1.022776,-283.40967,-3202.608,997
13354,0.0,0.7105823,0.93316686,1.6285379,0.48906088,0.39807823,-0.2048309,0.45074993,0.0047068265,-1.0307397,-283.16074,-461.84644,996
13355,0.0,0.9998784,-0.016727729,0.23922789,0.60118604,-0.47253817,0.15305075,0.3106537,-1.0435761,-0.3374974,-282.52307,-1964.6982,995
13356,0.0,0.9992733,-0.076001935,0.2980627,0.5467144,-0.38705054,0.15315792,0.31477335,-0.99845254,0.23423131,-282.45813,-784.69354,994
13357,0.0,0.98777944,0.25465688,0.9307094,0.6985589,0.43851376,0.33334914,0.16164368,-0.04714741,-0.40235716,-282.35608,-1251.7227,993
13358,0.0,0.99769354,1.1023402,0.6786072,-0.31510267,-0.30364344,-0.03274649,0.448349,-0.274454,0.25070837,-282.1295,-544.325,992
13359,0.0,0.9749769,1.1195428,0.8562033,0.2184104,0.09490141,0.14936957,0.47960636,-0.0033268116,0.12961924,-279.2583,-429.03687,991
13360,0.0,0.8350226,0.22684915,0.9758786,0.26757023,0.43003255,-0.07244584,0.336619,0.0048502614,0.13913128,-275.46432,-758.1258,990
13361,0.0,-0.6112142,0.29844877,1.2426486,0.34622356,0.29563236,0.023634158,0.40187168,0.0004354926,-0.29113856,-275.12387,-429.03687,989
13362,0.0,0.7984621,-0.13160284,0.69346976,0.080569975,0.15922074,0.5868632,0.37582365,0.0030380008,-1.2676667,-272.7732,-461.84644,988
13363,0.0,0.9957456,-0.05642936,0.27962494,0.18706776,-0.10919723,0.46776992,0.31792673,-0.022744237,-0.4341861,-272.38223,-1825.2686,987
13364,0.0,0.999515,-0.0662328,0.291705,0.68851167,-0.45936474,0.033278193,0.24542516,-0.9256083,-0.03460592,-271.1812,-1404.9387,986
13365,0.0,0.94440454,0.6270305,0.45269722,-0.42069075,-0.3126291,-0.050488472,0.44115978,0.0024781001,-0.341755,-270.89935,-1523.5249,985
13366,0.0,0.99972546,-0.020225693,0.20622516,0.68073255,-0.38338727,0.10451427,0.19110395,-0.76682824,-0.241149,-270.13055,-810.89325,984
13367,0.0,0.8687154,-0.27598944,1.1129612,-0.13972029,0.52251107,0.18330581,0.31656447,-0.011618001,1.483406,-269.91895,-288.9452,983
13368,0.0,0.9799766,0.8683639,0.61953634,0.06412261,0.10204721,-0.39541793,0.41281316,-0.05014767,0.544543,-266.2617,-1592.6958,982
13369,0.0,0.9994006,1.157749,0.77520525,-0.23219062,-0.43419763,-0.08164783,0.46821207,-0.40123764,0.32549644,-265.13968,-288.9452,981
13370,0.0,0.9938487,0.4842251,0.14530821,-0.010460621,-0.27681372,0.31456468,0.3141836,-0.058626864,0.72285855,-265.09827,-995.0546,980
13371,0.0,0.96674234,-0.10349274,0.5779614,0.16745262,0.24364837,0.46105042,0.37537813,-0.02653079,0.20570357,-264.83282,-2817.5938,979
13372,0.0,0.99814534,0.5645941,-0.58434564,-0.34059855,0.31041652,0.3254867,0.3319819,-0.1274206,0.5224405,-264.2015,-544.325,978
13373,0.0,0.99741673,0.678298,0.6094133,-0.1357983,-0.052208852,-0.29855886,0.35316938,0.26249295,-0.90414464,-264.05493,-692.2805,977
13374,0.0,0.9997472,-0.037145443,0.20676632,0.6777228,-0.38496023,0.09814819,0.19547029,-0.7212962,-0.26103577,-263.88773,-3003.7046,976
13375,0.0,0.9907334,-0.2772339,0.6552812,0.65024763,-0.13567625,0.24961947,0.45977426,-0.0013754115,0.25990117,-263.33255,-616.19385,975
13376,0.0,0.9001903,0.944439,0.86449885,-0.17271733,-0.21835846,-0.53031886,0.371257,0.005095701,-0.90637505,-261.90387,-1964.6982,974
13377,0.0,0.84151363,0.14512135,0.089879274,0.32683918,0.6530087,-0.161287,0.3745147,-0.0012446408,0.795996,-261.8698,-1095.8375,973
13378,0.0,0.9666568,-0.2990017,0.65532464,0.52696073,-0.047333643,0.3713325,0.40718293,0.014244365,0.096795,-261.79782,-810.89325,972
13379,0.0,0.9988113,1.1343191,0.7723729,-0.25662836,-0.38974637,-0.06510552,0.46490774,-0.36696485,0.29391292,-258.88773,-616.19385,971
13380,0.0,0.95874053,0.19456165,0.3440678,0.3625661,0.19377832,0.27726525,0.27176708,0.025209932,-0.29087958,-258.88245,-501.83975,970
13381,0.0,0.9899266,-0.7021352,0.21825387,0.49623105,-0.15786071,-0.018120153,0.29567447,-0.052255377,0.4710973,-258.27963,-501.83975,969
13382,0.0,0.9996663,-0.0928327,0.26044393,0.66717035,-0.4887676,0.08987145,0.21538354,-0.8087137,-0.16620293,-257.72388,-726.69214,968
13383,0.0,0.9997353,-0.16947503,0.1824088,0.6135957,-0.5524137,0.10671297,0.27424732,-0.965899,-0.12659468,-257.18372,-579.7385,967
13384,0.0,0.99657804,0.3017649,-0.72315186,-0.099699475,0.6163766,-0.0071954527,0.17874524,-0.045442913,0.38088986,-255.99962,-1437.8826,966
13385,0.0,0.99730074,-0.28658506,0.5100287,0.26232895,-0.18785454,0.3223986,0.14435545,-0.29887694,0.6826957,-255.48192,-371.33783,965
13386,0.0,0.9994774,0.008548012,0.26215616,0.6102403,-0.5042761,0.10862055,0.13880211,-0.7402762,0.016643574,-254.59094,-1370.642,964
13387,0.0,0.48639217,0.59402037,0.86731166,0.51699597,0.65036106,0.64611274,0.302934,0.00046642195,2.1002207,-254.08951,-288.9452,963
13388,0.0,0.99974686,-0.0026503375,0.22605066,0.68519926,-0.3672771,0.09642956,0.19891536,-0.6917619,-0.28910595,-253.928,-329.76855,962
13389,0.0,0.99975646,-0.021389423,0.21616106,0.57075596,-0.5156949,0.13793188,0.09448724,-0.7709996,-0.07884901,-253.9212,-1251.7227,961
13390,0.0,0.99977505,-0.10224871,0.1602956,0.62652755,-0.4105059,0.12565444,0.1786565,-0.7894128,-0.20578913,-252.98882,-692.2805,960
13391,0.0,0.99989593,-0.057822805,0.27445674,0.65161586,-0.46584922,0.03773062,0.27464285,-0.7337637,-0.35192746,-252.77798,-371.33783,959
13392,0.0,0.99917674,-0.06084737,0.15639915,0.6522406,-0.43597242,0.12105779,0.31780854,-0.698122,0.116080284,-251.95992,-579.7385,958
13393,0.0,0.1292163,0.41327453,-0.6326472,-0.26314583,0.5116866,0.39859214,0.25408468,0.0006824085,-1.0326879,-251.32901,-461.84644,957
13394,0.0,0.9994194,-0.026924523,0.23412271,0.61332786,-0.4738715,0.13883017,0.19103175,-0.7695679,0.009488385,-248.57053,-692.2805,956
13395,0.0,0.99929816,0.07455461,0.5554933,0.2791317,-0.26097223,0.10121216,0.45070523,-0.17888924,0.31850335,-248.55215,-810.89325,955
13396,0.0,0.999132,1.0784178,0.76753914,-0.25683528,-0.33970016,-0.04600265,0.46575361,-0.33514988,0.26923856,-248.49902,-914.5815,954
13397,0.0,0.99497706,0.51815623,0.7767709,0.2934803,0.044334944,0.43935168,0.40687126,0.0010381255,0.60973245,-246.28131,-946.1538,953
13398,0.0,0.999311,0.009620595,0.14446117,0.6032169,-0.42585346,0.006248432,0.2035503,-0.85611343,0.2040637,-246.05792,-616.19385,952
13399,0.0,0.9999996,-0.41148084,0.1614529,0.33352134,-0.51771283,0.18515027,0.42597646,0.23922288,-0.141132,-245.41212,-726.69214,951
13400,0.0,0.9983011,0.2754854,0.73981243,0.29111838,-0.14658831,0.06557708,0.4472159,-0.21996339,0.019583745,-244.86618,-968.4763,1000
13401,0.0,0.99479383,0.7501618,-0.20659244,-0.15483989,0.50142676,0.42470932,0.1549565,-0.2249068,0.7376107,-243.59708,-946.1538,999
13402,0.0,0.99998695,0.1440619,0.574703,0.95846784,-0.008121335,0.28666523,0.24141787,-0.7613048,-0.79740644,-243.40094,-429.03687,998
13403,0.0,0.93523747,0.6695561,0.20319477,0.11993494,0.68366456,0.5951353,0.44721064,0.006622538,0.09071126,-243.39084,-1155.1194,997
13404,0.0,0.75904834,0.90887934,1.2975931,0.35680404,0.39125636,-0.25328556,0.44101036,0.0051431665,-1.0775032,-243.16788,-288.9452,996
13405,0.0,0.99972016,0.8649608,0.5984801,0.82558054,0.6774478,-0.16006155,0.4600243,0.49188042,0.22643875,-242.95773,-288.9452,995
13406,0.0,0.5392384,0.43838984,0.7158491,0.2751088,0.54244477,0.6227165,0.31417158,-0.004407307,2.8313491,-241.8452,-429.03687,994
13407,0.0,0.8777559,0.26661098,-0.2584998,0.23153098,0.8918908,0.06293818,0.2633274,-0.011170879,1.0385097,-237.72871,-3340.2295,993
13408,0.0,0.7552311,0.80724794,0.511085,0.50947535,0.37495998,-0.13784148,0.45874754,-0.0022587737,0.6916878,-237.48254,-501.83975,992
13409,0.0,0.99975616,0.86352473,0.62065303,0.839929,0.66621524,-0.1439565,0.4582222,0.50455594,0.2356437,-236.20227,-579.7385,991
13410,0.0,0.99937975,0.0026150092,0.2460998,0.60764337,-0.4209651,0.115639456,0.19135404,-0.7483433,0.009564534,-234.57605,-461.84644,990
13411,0.0,0.89729494,0.19244711,-0.394604,0.17046362,0.8003488,0.06737743,0.39751187,0.004271729,0.037541665,-234.36954,-5140.5625,989
13412,0.0,0.80596536,0.26151848,1.0135823,0.2845777,0.43994904,0.0033525531,0.35411832,-0.005284091,0.15722305,-233.99547,-544.325,988
13413,0.0,0.9971609,0.86345196,0.19249216,0.1467029,-0.045076966,-0.36709607,0.45111194,-0.10540813,0.07021288,-232.93095,-544.325,987
13414,0.0,0.99942243,0.70795304,0.6223057,0.84427804,0.69042635,-0.09139036,0.45105267,0.44529802,0.21578084,-232.90417,-658.0687,986
13415,0.0,0.9994591,0.05056234,0.2715323,0.6527835,-0.32635358,0.10414988,0.23009282,-0.7087961,-0.15930417,-232.36742,-1095.8375,985
13416,0.0,0.9987232,-0.32389823,-0.043978613,0.52755255,0.23079202,-0.08159893,0.4002139,0.27394688,-0.50602365,-231.57141,-616.19385,984
13417,0.0,0.6304211,0.2878101,0.939252,0.23406887,0.45789352,-0.11770478,0.46341565,-0.0004929045,0.30947238,-230.29736,-1155.1194,983
13418,0.0,0.99951756,0.726999,0.66245836,0.8496573,0.67671096,-0.09413945,0.4505381,0.45861495,0.24688093,-230.16483,-288.9452,982
13419,0.0,0.9995548,-0.15034077,0.17870046,0.49295384,-0.37492767,0.1719221,0.34000242,-1.1490984,0.110956125,-228.91751,-726.69214,981
13420,0.0,0.9831039,0.36478823,-0.20371531,0.1359399,0.9199802,0.13463761,0.35822788,-0.016224299,0.8070969,-228.18875,-1592.6958,980
13421,0.0,0.9994159,-0.03968714,0.23524792,0.62648505,-0.47037327,0.15732531,0.17688088,-0.77675116,0.028601652,-228.1619,-2096.7246,979
13422,0.0,0.994608,0.9002343,0.21638682,0.46080902,0.74766964,0.05114723,0.4236442,-0.013515534,-0.5483465,-226.1871,-288.9452,978
13423,0.0,0.9996663,-0.010241568,0.20718548,0.69318897,-0.38945156,0.117749535,0.18577646,-0.6803172,-0.22269517,-225.66953,-1592.6958,977
13424,0.0,0.94246686,0.5866612,0.85207653,0.17463057,0.2005514,0.08708644,0.3743238,-0.024664542,0.77203894,-225.60631,-879.9866,976
13425,0.0,0.99918956,0.05797789,0.31226534,0.49056083,-0.35420817,0.06988026,0.31088558,-0.83170515,0.18405703,-224.8991,-288.9452,975
13426,0.0,0.9997583,-0.0004146863,0.22492102,0.68766516,-0.3730984,0.09389148,0.20261678,-0.695745,-0.29184657,-224.39835,-1185.1984,974
13427,0.0,0.9898538,0.5790059,0.7603072,0.30781367,0.53199047,0.05266084,0.3479976,0.18203758,-1.1485889,-224.18082,-288.9452,973
13428,0.0,0.9471536,1.1678089,0.75599974,0.6700414,0.850149,0.24431463,0.4558818,0.015090389,-0.6939619,-223.6934,-371.33783,972
13429,0.0,0.9983059,0.18042691,0.18748975,-0.3018059,0.45891628,0.2801636,0.43824854,-0.19885203,0.041094836,-222.52429,-329.76855,971
13430,0.0,0.48953268,0.24566174,0.39891246,0.19660984,0.27146524,-0.105084665,0.21274643,-0.0012193018,0.031187985,-222.11435,-784.69354,970
13431,0.0,0.99694395,0.48141125,0.32790902,0.16768612,0.009042379,0.24186118,0.20922768,0.12397073,-0.8500024,-220.73491,-1251.7227,969
13432,0.0,0.9998964,-0.10458721,0.17722858,0.4382143,-0.45720407,0.091675885,0.17044051,-0.81388307,-0.20942904,-218.5856,-843.2987,968
13433,0.0,0.99980634,-0.11704446,0.20371364,0.6285082,-0.57920605,0.009470842,0.3366539,-0.9276417,-0.16022065,-218.51193,-579.7385,967
13434,0.0,0.9808352,0.57828116,-0.43165126,0.24770312,0.23458847,-0.11052844,0.29026917,0.03143068,-0.123348534,-218.24303,-758.1258,966
13435,0.0,0.9995274,0.0514826,0.27573758,0.51857066,-0.44543234,0.18152212,0.294286,-0.74711126,-0.1466087,-216.73312,-429.03687,965
13436,0.0,0.9997542,-0.017305365,0.20282353,0.69461775,-0.37383714,0.12803894,0.19229284,-0.741906,-0.26974332,-216.68192,-758.1258,964
13437,0.0,0.6950694,0.9360104,1.5227708,0.4404335,0.40218136,-0.2227875,0.44917247,0.002383589,-1.0758511,-215.21848,-914.5815,963
13438,0.0,0.8856653,0.32636583,0.8028028,-0.2786405,0.061746117,-0.10751393,0.26750943,0.006649841,-1.0702871,-215.18677,-245.41212,962
13439,0.0,0.99912256,-0.07564764,0.38857633,0.591358,-0.38623405,0.12485697,0.24103466,-0.8941327,0.29964918,-214.43198,-245.41212,961
13440,0.0,0.92768466,-0.2131907,0.36966884,0.20732643,-0.25380433,0.5299271,0.3102283,0.011085601,-0.34538507,-212.24567,-288.9452,960
13441,0.0,0.99805903,0.12713154,0.3923343,0.6322902,-0.22510098,0.11936156,0.2529637,-0.57824224,0.5664672,-211.91745,-461.84644,959
13442,0.0,0.9996316,-0.15225577,0.1874671,0.53983533,-0.39109415,0.16809678,0.30901235,-1.1116942,-0.017257767,-211.8559,-784.69354,958
13443,0.0,0.9988689,-0.022065645,0.2722408,0.54701877,-0.22973149,0.25271523,0.19202587,-0.91594964,0.69234073,-211.34784,-461.84644,957
13444,0.0,0.99987435,-0.1470997,0.18416327,0.6190902,-0.5788668,0.040772952,0.333647,-0.9279817,-0.20472813,-208.56183,-1126.2043,956
13445,0.0,0.93093914,0.446525,0.76779854,0.8774309,0.5066309,0.2754764,0.45567104,-0.0055293604,0.27397496,-208.54921,-579.7385,955
13446,0.0,0.9623161,0.020343881,-0.03804297,-0.040107023,-0.32999137,0.44690824,0.32609838,-0.005997124,0.45442846,-207.20352,-371.33783,954
13447,0.0,0.7353079,0.052628286,1.436624,0.32067257,0.6014268,0.28795233,0.44575453,0.0015426893,0.022436554,-205.1644,-461.84644,953
13448,0.0,0.9998191,-0.053285725,0.120885745,0.6285257,-0.4177999,0.05342131,0.3064915,-0.9627831,-0.22548783,-204.9273,-461.84644,952
13449,0.0,0.9962653,0.55563134,0.2010278,0.7457715,0.6751158,-0.09043362,0.42028037,0.01790092,0.47735876,-204.82986,-1370.642,951
13450,0.0,0.99975854,-0.056569885,0.27709046,0.6693886,-0.46908778,0.14029011,0.19966578,-0.7558198,-0.2549772,-203.3482,-3035.7002,1000
13451,0.0,0.9994586,-0.06798889,0.352395,0.80525947,-0.30836543,0.11017852,0.19912031,-0.6397303,-0.19847085,-200.90962,-968.4763,999
13452,0.0,0.9995393,-0.21493606,0.28273126,0.68658733,-0.33395666,0.24210513,0.25249368,-0.96923983,-0.07545888,-200.25731,-579.7385,998
13453,0.0,0.9275076,1.3350568,1.1329459,0.19720379,-0.12933588,-0.3826895,0.41311803,0.017284676,-1.0439348,-196.16676,-995.0546,997
13454,0.0,0.9019141,0.75485337,0.3770704,0.49172068,0.66686124,0.014639384,0.31512004,-0.017884897,1.943726,-195.42459,-1126.2043,996
13455,0.0,0.9640249,1.0242051,0.52621615,-0.23106535,-0.10964155,-0.016468884,0.45392942,0.0011231465,-0.022548877,-195.06177,-204.82986,995
13456,0.0,0.8541237,0.32732642,0.37249583,0.62086946,0.21335271,0.34445375,0.36943582,-0.0007132695,0.8874376,-194.95825,-843.2987,994
13457,0.0,-0.56012946,0.44332606,0.9096062,0.3432281,0.17426334,-0.22784421,0.4087445,-0.00046780455,-0.32968184,-194.186,-968.4763,993
13458,0.0,0.98926413,1.4541506,1.1851505,0.84545493,0.34070647,-0.08063311,0.4321461,-0.124534465,0.77772653,-194.17824,-288.9452,992
13459,0.0,0.99955714,-0.03827014,0.14467736,0.61302596,-0.35280418,0.10526478,0.21301474,-0.6835216,-0.13389324,-193.52394,-784.69354,991
13460,0.0,0.65773505,0.30083475,1.106761,0.34450546,0.20639697,0.012747512,0.4206525,0.0020255188,-1.3324082,-193.37785,-329.76855,990
13461,0.0,0.99928623,0.20871216,0.35890636,0.36736113,-0.51229316,0.18592513,0.35067824,-0.75723875,0.078659326,-193.24144,-288.9452,989
13462,0.0,0.9989534,0.021795826,0.41837245,0.58430225,-0.37862715,0.20617981,0.37515864,-0.8493537,0.49234825,-192.78528,-1251.7227,988
13463,0.0,0.96556574,0.38012996,-0.10165298,0.61127216,-0.119877376,-0.3725332,0.45054707,-0.0015704645,0.10557271,-191.62126,-784.69354,987
13464,0.0,0.8980815,-0.5279768,0.8107944,0.33522505,0.0415442,0.35731563,0.1695002,0.0013939211,0.4075061,-191.16475,-544.325,986
13465,0.0,0.9452308,0.7326618,1.0482149,0.5200957,0.5475281,0.05188027,0.32612768,0.03435208,-0.84694517,-191.11105,-810.89325,985
13466,0.0,0.9927807,-0.09207655,0.45217532,0.33210757,-0.0142770475,0.65097976,0.22287804,0.021284198,0.5002275,-190.88098,-245.41212,984
13467,0.0,0.98163265,-0.048851006,0.0005309123,0.39797714,-0.23105517,0.077647194,0.18931869,-0.021871759,0.061680038,-190.18082,-461.84644,983
13468,0.0,0.9983802,0.076486714,0.5840923,0.5204993,-0.3315901,0.26051542,0.3479172,-0.6500441,0.52919275,-190.16638,-461.84644,982
13469,0.0,0.99906206,0.13378881,0.3155752,0.53913766,-0.3183362,0.18419334,0.41097063,-0.7111412,0.6601185,-187.366,-1964.6982,981
13470,0.0,0.9050195,1.1517004,0.72888154,-0.24796066,-0.5082447,-0.4435072,0.20029576,-0.0044141463,0.7786035,-186.85638,-204.82986,980
13471,0.0,0.9993224,-0.11094804,0.15994805,0.6798862,-0.3255678,0.251548,0.25612697,-0.96088606,0.14055935,-186.8027,-1055.8739,979
13472,0.0,0.99683666,-0.46991268,0.34638193,0.109728,0.37169388,0.19020112,0.39331204,0.0060810093,-0.33274618,-186.13293,-616.19385,978
13473,0.0,0.99966806,-0.078721404,0.24303634,0.62972766,-0.31019932,0.24563284,0.28678083,-0.9799632,-0.20456201,-184.93756,-501.83975,977
13474,0.0,0.999796,-0.091475636,0.123133555,0.44714743,-0.45668277,0.102964014,0.2520225,-0.80989534,-0.17275546,-184.68304,-692.2805,976
13475,0.0,0.9623096,0.8883454,0.38839626,1.0651029,0.7801876,0.013741821,0.44808722,0.0048291683,0.050910823,-184.60258,-758.1258,975
13476,0.0,0.99995494,0.102191426,0.10803044,0.60448796,-0.16911028,0.18614748,0.38578013,-0.85315764,0.42126358,-183.16925,-726.69214,974
13477,0.0,0.99559295,-0.22252148,0.9915267,0.26736194,0.28882897,0.5150667,0.097353384,-0.22801043,0.92512596,-182.97797,-1344.1692,973
13478,0.0,0.9997815,-0.101472,0.18707335,0.64103276,-0.42574635,0.12833296,0.17311217,-0.7757956,-0.20602842,-182.2837,-1155.1194,972
13479,0.0,0.98759824,0.7561792,0.43835235,0.6129549,0.49747655,-0.20931943,0.30234727,-0.1276171,1.6632453,-182.18956,-429.03687,971
13480,0.0,0.9997693,1.2229074,0.8464891,-0.16338995,-0.42804602,-0.117779486,0.42582178,-0.38617662,0.39789927,-182.07118,-429.03687,970
13481,0.0,0.79037267,-0.3481098,0.76765454,0.14163056,0.076832175,0.6428039,0.3569605,0.0059227454,-1.2275889,-181.51935,-329.76855,969
13482,0.0,0.9784732,0.9841284,0.70162845,0.6055261,-0.022383826,-0.2687051,0.32296953,0.07454072,-1.5909257,-181.40869,-658.0687,968
13483,0.0,0.96678287,0.18703146,-0.055036534,0.22968964,0.6958048,0.030269437,0.27164087,-0.011842455,-0.25374216,-180.47893,-204.82986,967
13484,0.0,0.8429309,0.013697766,0.63395774,0.16852878,0.30284822,0.38120884,0.42049733,-0.0006090957,-0.3631534,-179.15282,-501.83975,966
13485,0.0,0.9740998,0.20962898,0.81185555,0.39243034,-0.059681322,-0.021087684,0.23994215,-0.04941899,1.2276092,-177.93645,-371.33783,965
13486,0.0,0.998089,-0.47199982,0.33632502,0.075221635,0.05968217,0.54472154,0.32230464,-0.47643247,0.70473415,-177.40231,-1897.7151,964
13487,0.0,0.9997448,-0.06595914,0.19777541,0.6711606,-0.42230606,0.12702392,0.13639523,-0.5227415,-0.21103379,-176.01697,-2159.1348,963
13488,0.0,0.9983837,-0.23919177,0.09555765,0.5850593,-0.35000217,0.011859756,0.30903825,-0.14063303,-0.10562478,-175.60316,-2060.0693,962
13489,0.0,0.9819262,0.031138606,0.72069615,-0.046363983,0.37884468,0.26211724,0.31874952,0.07747845,-1.0089774,-175.4998,-692.2805,961
13490,0.0,0.99939287,-0.03049355,0.24838866,0.59955955,-0.5120547,0.10673765,0.3128248,-0.79678226,0.67231065,-173.04622,-1996.6111,960
13491,0.0,0.9993162,0.03775013,0.25985974,0.6175507,-0.4285944,0.12637666,0.17113768,-0.74927706,0.07563829,-172.99353,-429.03687,959
13492,0.0,0.92190576,1.0494436,0.81105036,0.530675,0.49250484,0.20117272,0.4143951,-0.0153326895,0.5421957,-172.67206,-204.82986,958
13493,0.0,0.99137026,1.3077453,0.34229264,-0.44175595,-0.04087662,0.4075084,0.31405455,0.027090663,-0.74614525,-172.06133,-501.83975,957
13494,0.0,0.75251085,0.7198333,0.9720045,0.41952828,-0.0131317815,0.10221951,0.38245016,0.0044265473,-0.44667968,-172.0007,-1498.0049,956
13495,0.0,-0.26593372,0.31535304,1.0503657,0.2622442,0.65190375,0.066876724,0.44375017,-0.0002678598,-1.2871885,-170.82474,-371.33783,955
13496,0.0,0.99968684,-0.017396366,0.383711,0.6039345,-0.56846243,0.1498014,0.21335168,-1.1054085,-0.11082704,-170.42932,-784.69354,954
13497,0.0,0.99542445,0.2233376,0.095088564,0.6291865,-0.33024284,-0.30117062,0.1787926,0.11984176,-0.20325287,-170.41675,-692.2805,953
13498,0.0,0.99946666,0.009597977,0.23648429,0.66691947,-0.45132828,0.10278761,0.18537399,-0.89142865,0.03474476,-169.72083,-2159.1348,952
13499,0.0,0.9995024,-0.035927888,0.19665822,0.6584072,-0.5090087,0.06380344,0.2225032,-0.85620856,0.012011758,-169.51703,-968.4763,951
13500,0.0,0.999781,-0.06039127,0.14144725,0.66641027,-0.43055066,0.051034722,0.31101876,-0.9834212,-0.18684043,-169.48424,-658.0687,1000
13501,0.0,0.84307784,0.21638854,-0.25242692,0.30542338,-0.11151964,0.111429125,0.26180568,-0.0016441621,-0.15223502,-168.70657,-371.33783,999
13502,0.0,0.9926093,0.7974855,-0.37586832,-0.44241768,0.48579097,0.42273247,0.3667295,0.052888945,0.10395765,-168.253,-758.1258,998
13503,0.0,0.9987712,0.25845018,0.20349364,0.5941936,-0.24823977,0.0878556,0.27982208,-0.6118901,0.9529045,-168.10176,-461.84644,997
13504,0.0,0.9374761,1.0190367,0.98211753,0.95869625,0.6841608,0.31174362,0.37644333,0.009584197,-1.5887412,-167.93684,-2307.7468,996
13505,0.0,0.99868125,0.029677724,0.7990221,-0.06396838,0.43461055,0.3399848,0.37792516,0.7507516,-1.075616,-167.85532,-1223.0518,995
13506,0.0,0.9996491,0.5021261,0.7285691,0.43453664,0.34904394,0.6883242,0.44570336,-0.19709682,0.08437661,-167.77882,-1095.8375,994
13507,0.0,0.97978014,0.5200023,0.36614868,0.5567504,-0.07679244,0.036795616,0.28100652,0.030149033,0.13432203,-166.79384,-784.69354,993
13508,0.0,0.9998896,-0.10384804,0.1759732,0.43497157,-0.44503137,0.099188685,0.17071283,-0.8098671,-0.20439795,-166.26222,-810.89325,992
13509,0.0,0.7159775,-0.4004219,1.2903117,0.043142334,0.5166691,0.21523029,0.27403432,0.0008590965,0.71787393,-165.4452,-461.84644,991
13510,0.0,0.9995144,-0.019594712,0.2837298,0.66628927,-0.4821967,0.12607132,0.16751033,-0.9254941,0.026649442,-164.99277,-204.82986,990
13511,0.0,0.99335104,0.06409382,0.69965816,0.38985556,-0.26388824,0.15911202,0.4062171,-0.10362619,0.3386235,-164.5368,-1027.5476,989
13512,0.0,0.756897,0.79620343,0.62303203,0.54595345,0.3791203,-0.09401132,0.43213817,-0.003164253,0.7439381,-164.34952,-329.76855,988
13513,0.0,0.9914375,0.97636986,0.7674991,-0.119589545,-0.5754467,-0.6392279,0.4409795,0.009437128,0.013218364,-164.13908,-3580.0215,987
13514,0.0,0.9996813,-0.039540775,0.53421885,0.6035528,-0.23382373,0.22210008,0.17921261,-0.45115206,-0.39080858,-163.54012,-169.51703,986
13515,0.0,0.99925715,0.19728698,0.3364568,0.514876,-0.2855308,0.15659814,0.42025283,-0.6520558,0.5329423,-163.12997,-429.03687,985
13516,0.0,0.99814445,0.26908743,0.2102367,0.60513604,-0.23153771,0.090346515,0.2788726,-0.61626005,0.99093944,-159.88702,-692.2805,984
13517,0.0,0.99983364,-0.06349846,0.12905502,0.6381672,-0.429617,0.058773745,0.30238712,-0.9673898,-0.2239863,-158.74571,-371.33783,983
13518,0.0,0.9989993,-0.046471942,0.22533639,0.60341746,-0.5216787,0.1079703,0.30401862,-0.78760666,0.7023096,-158.00787,-1027.5476,982
13519,0.0,0.99985784,-0.11945572,0.24280713,0.65748405,-0.49315292,0.07696517,0.14427608,-0.63375336,-0.22393075,-155.80417,-245.41212,981
13520,0.0,0.9994044,-0.16096395,0.16934702,0.68927264,-0.35480174,0.24672385,0.24773306,-0.9836313,0.1036812,-155.6713,-329.76855,980
13521,0.0,0.9207903,0.54232526,0.49422932,-0.024954837,0.16631193,0.43437845,0.40004668,-0.0010954578,0.5737435,-154.9723,-288.9452,979
13522,0.0,0.9982913,0.01846684,0.8909212,-0.01772692,0.39923885,0.3193594,0.37612537,0.69078183,-1.079656,-154.74886,-429.03687,978
13523,0.0,0.9693137,0.4590814,0.28684643,0.43903604,0.1845033,0.55244225,0.348906,-0.051303998,1.2172362,-154.49567,-1251.7227,977
13524,0.0,0.9996094,0.5266208,-0.52983934,-0.27462667,0.27939507,0.16521361,0.30474055,-0.43897608,0.4264547,-153.58572,-204.82986,976
13525,0.0,0.9844575,-0.10669344,0.085110344,-0.21938995,-0.14876392,0.6208789,0.24991459,0.026704809,-0.04006176,-152.14713,-692.2805,975
13526,0.0,0.7477301,-0.3962496,0.664514,0.11398473,0.10413844,0.6527244,0.36964035,0.0035784934,-1.205511,-152.00368,-692.2805,974
13527,0.0,0.9934035,-0.099778675,0.19067822,-0.1688579,0.75115454,0.07676092,0.2015169,-0.021840276,0.5469715,-149.54478,-784.69354,973
