,,theta_1,theta_2,theta_3,theta_4,sigma,mu,logL,logL_birth,nlive
labels,,$\theta_1$,$\theta_2$,$\theta_3$,$\theta_4$,$\sigma$,$\mu$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,
16942,0.8120801351336773,0.6664222,0.27259085,0.42046192,0.33038616,0.00020641038,1.0000334,3329.8547,3328.8071,458
16943,0.8150595134844125,0.61104196,0.25480747,0.40419397,0.2626401,0.00020092419,0.99999046,3329.8584,3329.593,457
16944,0.8164536283790018,0.66273504,0.19501613,0.39788502,0.29328147,0.00020502343,0.99995726,3329.86,3328.8071,456
16945,0.823661117485823,0.61680603,0.2585698,0.3956605,0.3051748,0.00020234172,1.0000346,3329.869,3329.7344,455
16946,0.8252714026373602,0.60211873,0.097222336,0.22429952,0.31271404,0.0002066668,1.0000288,3329.8708,3329.2915,454
16947,0.8256744655862122,0.6283876,0.12212528,0.2574107,0.21414901,0.00020527354,0.9999622,3329.8713,3327.1184,453
16948,0.8256744655862122,0.61596054,0.09794627,0.23848835,0.2627492,0.00020843357,0.99996173,3329.8713,3329.7344,452
16949,0.7867747759985013,0.6401636,0.0965578,0.3668245,0.34257212,0.00020519044,1.0000235,3329.8743,3328.9585,451
16950,0.7461809079788607,0.6618719,0.20711069,0.33462417,0.21970089,0.00020211829,1.0000457,3329.8752,3328.9585,500
16951,0.7487356946074157,0.6642606,0.20140727,0.3376728,0.23705812,0.00020553802,0.99995893,3329.8787,3328.6724,499
16952,0.7492842858840008,0.5556907,0.09322397,0.36636695,0.26945168,0.00020608508,1.0000186,3329.8794,3329.1257,498
16953,0.7516661632590964,0.6843775,0.107501715,0.25503328,0.28693685,0.0002072432,1.0000389,3329.8826,3328.6724,497
16954,0.7533195893250318,0.6472632,0.16497108,0.35532486,0.31426245,0.00020507762,0.999946,3329.8848,3327.9893,496
16955,0.7553453833585655,0.6073996,0.13021402,0.18370059,0.26441708,0.00020187991,1.0000113,3329.8875,3329.1257,495
16956,0.7577465281748913,0.6360978,0.19331735,0.36502644,0.3374925,0.00021328822,1.0000325,3329.8906,3323.828,494
16957,0.7594133291059916,0.70179355,0.2892466,0.40160486,0.29682863,0.00020424146,1.0000398,3329.8928,3323.1345,493
16958,0.759969743781007,0.6144584,0.13255669,0.23069102,0.19815345,0.00020797983,1.0000321,3329.8936,3329.7344,492
16959,0.7601553059195957,0.6660146,0.24459057,0.31071725,0.3299303,0.0002054644,1.000028,3329.8938,3329.1257,491
16960,0.7635031829532671,0.6272985,0.07572374,0.22156289,0.23001571,0.00021266137,0.99999845,3329.8982,3329.7344,490
16961,0.7668658047118789,0.6834356,0.27696663,0.34396136,0.33707052,0.00020371054,0.99999094,3329.9026,3329.593,489
16962,0.767053050665672,0.59253657,0.1927968,0.3216192,0.27945438,0.0002127639,0.9999793,3329.9028,3328.9585,488
16963,0.7672403423390414,0.5242026,0.044347465,0.29630378,0.26960462,0.00020530738,1.0000087,3329.903,3329.593,487
16964,0.7678024917893002,0.62326866,0.14493832,0.4071094,0.31807235,0.00020587389,1.0000323,3329.9038,3325.7974,486
16965,0.7702432361345221,0.6200065,0.1134519,0.18046418,0.23579057,0.00020861946,1.0000061,3329.907,3326.368,485
16966,0.7704313067564994,0.6706002,0.2419964,0.2731338,0.25878546,0.00020596113,1.0000286,3329.9072,3328.6724,484
16967,0.7708075857758709,0.605193,0.20122823,0.28419155,0.2836475,0.0002081535,1.0000395,3329.9077,3318.0461,483
16968,0.7713723489102992,0.6279021,0.18145007,0.294487,0.2168785,0.00020982728,1.0000387,3329.9084,3329.7344,482
16969,0.7749588038926747,0.6247792,0.10920982,0.3227567,0.32702127,0.00021517585,0.99999225,3329.913,3327.5525,481
16970,0.7768531045971655,0.55516076,0.09563789,0.2961883,0.23296522,0.00020811518,0.9999751,3329.9155,3329.2915,480
16971,0.7817999850008437,0.6649886,0.19625919,0.3142122,0.3379934,0.00021306935,0.9999897,3329.9219,3324.8704,479
16972,0.7883165445079495,0.6102758,0.23370971,0.3995116,0.23556525,0.00020074815,1.0000019,3329.9302,3329.7344,478
16973,0.7885090280977579,0.7287913,0.18111084,0.33110747,0.316445,0.0002075576,1.0000265,3329.9304,3329.7344,477
16974,0.7892794325579775,0.5918033,0.21801782,0.31687593,0.33556795,0.00020096828,0.9999935,3329.9314,3329.1257,476
16975,0.7904364508203577,0.67400086,0.19380127,0.38598812,0.26990843,0.00020962635,0.999979,3329.9329,3329.8743,475
16976,0.7904364508203577,0.7209222,0.15353312,0.3264592,0.32030326,0.00020647758,1.0000175,3329.9329,3325.5146,474
16977,0.7929491455804099,0.5914306,0.16448009,0.38211522,0.24316955,0.00020793908,1.0000273,3329.936,3328.5361,473
16978,0.7956640580795787,0.702718,0.2678322,0.30227503,0.2719482,0.00020538847,1.0000248,3329.9395,3329.464,472
16979,0.7974142654934887,0.5758446,0.18157078,0.3136621,0.24057147,0.00021251381,1.0000045,3329.9417,3324.5298,471
16980,0.7978037230028363,0.640678,0.1930733,0.27283812,0.22307597,0.00020230438,0.99996114,3329.9421,3328.2566,470
16981,0.7983882659410434,0.7163266,0.18077788,0.36614677,0.35411984,0.00020165315,1.0000309,3329.9429,3328.9585,469
16982,0.8007307237238314,0.6704074,0.25756887,0.35467613,0.29637894,0.00021133809,0.99997604,3329.9458,3329.8743,468
16983,0.804453678920276,0.6000279,0.11987277,0.28636548,0.30788258,0.00021617248,0.9999997,3329.9504,3328.5361,467
16984,0.8058296531122668,0.6484495,0.19030532,0.3326999,0.2361391,0.00021454184,1.000016,3329.9521,3325.5146,466
16985,0.8165237221292766,0.6181453,0.2398769,0.3638017,0.25256243,0.00020378949,0.99996996,3329.9653,3325.203,465
16986,0.8167230930777797,0.663733,0.22048226,0.31326368,0.32970765,0.0002089405,1.0000368,3329.9656,3327.1184,464
16987,0.8203201060359532,0.6774146,0.27397245,0.34348395,0.32948315,0.00020330132,1.0000303,3329.97,3329.7344,463
16988,0.8239329609642423,0.6978073,0.21552907,0.3247737,0.31692332,0.00020875067,1.0000476,3329.9744,3329.7344,462
16989,0.8241341410297791,0.63367,0.07868826,0.23417376,0.28128558,0.00020237692,1.0000498,3329.9746,3329.8743,461
16990,0.8271577433956734,0.6144617,0.070485435,0.28009853,0.20590235,0.00020051174,1.0000013,3329.9783,3327.9893,460
16991,0.8275617276342563,0.5734274,0.048401933,0.34630063,0.29460815,0.0002013836,1.0000068,3329.9788,3329.7344,459
16992,0.827561727635009,0.6548907,0.11849512,0.30228764,0.3131134,0.00021387971,0.99997854,3329.9788,3327.9893,458
16993,0.8377257093138697,0.601525,0.16568878,0.3633556,0.22643764,0.00020673094,1.0000333,3329.991,3329.593,457
16994,0.8383395026994146,0.6139507,0.1254318,0.32325727,0.37120205,0.00020709804,1.0000217,3329.9917,3329.2915,456
16995,0.8387489481126972,0.69871765,0.2294214,0.25594798,0.2686792,0.00020692783,1.0000014,3329.9922,3329.7344,455
16996,0.8399784845863286,0.6668413,0.095014356,0.3478164,0.31312376,0.00020253193,1.0000013,3329.9937,3329.593,454
16997,0.8407991767393144,0.6936331,0.15531574,0.19515109,0.20933259,0.00020322457,1.000003,3329.9946,3328.2566,453
16998,0.8422373179252598,0.55805874,0.13820727,0.2822274,0.29479146,0.00020185494,1.0000455,3329.9963,3327.3342,452
16999,0.8004048951487961,0.6183627,0.04397982,0.26154065,0.25597414,0.00020202716,0.99997467,3329.9966,3329.8743,451
17000,0.7596639680603431,0.5743822,0.21530361,0.30922335,0.29711342,0.00020054154,1.0000266,3329.9983,3325.7974,500
17001,0.7639416581635706,0.6736447,0.22282584,0.32657602,0.36291397,0.00020394477,0.9999927,3330.004,3329.593,499
17002,0.7689940402418122,0.61052036,0.054996397,0.22687623,0.23500438,0.00020758699,1.0000324,3330.0105,3326.9104,498
17003,0.7735130911735782,0.7079282,0.106462635,0.24024306,0.27053896,0.00020427963,1.0000058,3330.0164,3329.9966,497
17004,0.773701960198873,0.6718386,0.21136948,0.3471264,0.22709364,0.00020943215,1.0000231,3330.0166,3329.464,496
17005,0.7738908753386396,0.69639206,0.25579727,0.36771256,0.35993063,0.00020030975,0.9999751,3330.0168,3329.9966,495
17006,0.7755931886882268,0.6703955,0.29261726,0.36624426,0.30678347,0.00020668174,1.0000073,3330.019,3329.8743,494
17007,0.7769197985850254,0.5822943,0.042421166,0.27196264,0.25653693,0.00020888189,0.99998474,3330.0208,3328.6724,493
17008,0.777299246586915,0.64632493,0.1766819,0.33486602,0.33117342,0.00020113104,1.0000631,3330.0212,3329.8743,492
17009,0.779199268243922,0.6240718,0.099187955,0.2670382,0.19136041,0.00020623411,1.0000129,3330.0237,3328.6724,491
17010,0.785502353474865,0.73917586,0.25312063,0.32748973,0.26332638,0.000202566,1.0000328,3330.0317,3329.7344,490
17011,0.7862698202959536,0.5779752,0.14373092,0.26297233,0.29862815,0.00021047241,1.0000274,3330.0327,3304.658,489
17012,0.7872302083781489,0.6217831,0.13573931,0.33912614,0.33652946,0.00021113528,0.9999681,3330.034,3329.9966,488
17013,0.7876146919891217,0.72586274,0.15606913,0.25708458,0.24501094,0.00020585059,1.0000052,3330.0344,3327.9893,487
17014,0.7908903936413815,0.605742,0.18070328,0.31928927,0.26745412,0.00021137796,1.0000453,3330.0386,3329.2915,486
17015,0.79263010051559,0.6593375,0.16002786,0.33136898,0.3090496,0.00021124718,1.0000507,3330.0408,3329.8743,485
17016,0.7930172214361094,0.69535124,0.19336657,0.29571602,0.32989427,0.00020698419,0.9999729,3330.0413,3329.1257,484
17017,0.7949556639368648,0.6435161,0.10651263,0.24672818,0.2021093,0.00020482666,0.99997693,3330.0437,3329.593,483
17018,0.7965098289635816,0.61731786,0.13971034,0.36569926,0.29692093,0.00021245735,0.99997455,3330.0457,3327.1184,482
17019,0.7967043131100934,0.6747351,0.115561865,0.3133637,0.2905603,0.00020722125,1.0000415,3330.046,3329.1257,481
17020,0.8015818803449015,0.58773595,0.09528646,0.18673843,0.25536963,0.00020163524,0.9999838,3330.052,3328.3704,480
17021,0.8033451050840898,0.5694315,0.10377795,0.38358796,0.3011672,0.0002038302,1.0000219,3330.0542,3329.464,479
17022,0.8053087929498206,0.59823596,0.04278355,0.26943493,0.24145867,0.00020162007,1.0000325,3330.0566,3328.5361,478
17023,0.8108326925317874,0.68286705,0.24390455,0.31860426,0.23694853,0.00020172943,1.0000437,3330.0635,3327.787,477
17024,0.8146026162977651,0.5966395,0.055962257,0.18220906,0.20141315,0.000202555,1.0000007,3330.068,3328.8071,476
17025,0.8150004686051401,0.58488345,0.05293979,0.25259885,0.23822668,0.00020657973,1.0000355,3330.0686,3329.9966,475
17026,0.8167932099627399,0.567452,0.106476754,0.33177838,0.2887816,0.00021019056,0.99997336,3330.0708,3328.3704,474
17027,0.81799056114349,0.6407609,0.06307065,0.29993296,0.34824368,0.00020487315,1.000012,3330.0723,3329.9966,473
17028,0.8197898797504874,0.67888033,0.1936309,0.27321863,0.26913822,0.00021481821,1.0000035,3330.0745,3329.464,472
17029,0.8266230974996919,0.6495082,0.07527359,0.30611673,0.28686962,0.00020300936,0.99997395,3330.0828,3328.2566,471
17030,0.8312778364263023,0.70632166,0.25969857,0.40331665,0.2594793,0.00020256818,1.0000017,3330.0884,3328.3704,470
17031,0.8329030125199718,0.660872,0.23082684,0.36540243,0.356409,0.00021021756,0.99999225,3330.0903,3329.1257,469
17032,0.8339203606442425,0.5935499,0.07276271,0.23897986,0.28767115,0.00020934963,0.9999743,3330.0916,3328.5361,468
17033,0.8343276477487125,0.6659737,0.2457091,0.27562153,0.27119666,0.00020013597,0.9999801,3330.092,3329.8743,467
17034,0.8349389514072199,0.6408686,0.09873812,0.17805053,0.2251679,0.0002006607,1.0000312,3330.0928,3328.6724,466
17035,0.8351428188097981,0.6625321,0.21353863,0.33763465,0.3437658,0.0002127508,1.0000118,3330.093,3329.464,465
17036,0.8369798669201449,0.704354,0.24557287,0.31286803,0.23542374,0.00020660163,1.0000267,3330.0952,3329.2915,464
17037,0.8410766765123636,0.7053347,0.18525636,0.2746975,0.24602649,0.00020312027,1.000048,3330.1,3329.1257,463
17038,0.8451935389757943,0.6956603,0.21622373,0.25958502,0.25472632,0.00020201156,1.0000417,3330.105,3328.5361,462
17039,0.8485015329572178,0.6252027,0.2362606,0.37468475,0.3040458,0.00021196685,1.0000212,3330.109,3329.1257,461
17040,0.848915941511315,0.66314447,0.25060388,0.43507114,0.3149844,0.00020846084,0.99999684,3330.1094,3326.9104,460
17041,0.849952848604244,0.6302761,0.039399434,0.21986149,0.25880852,0.00020810272,1.0000013,3330.1106,3329.2915,459
17042,0.8499528486046305,0.7313938,0.232586,0.27640527,0.26259252,0.00020140417,1.0000296,3330.1106,3328.8071,458
17043,0.8618634878343681,0.699119,0.23414215,0.33489564,0.2292359,0.00020666281,1.000023,3330.1245,3324.183,457
17044,0.8648143504081863,0.56411844,0.11207979,0.25149664,0.30717945,0.0002097416,1.000011,3330.128,3329.8743,456
17045,0.8650255124985975,0.55610615,0.03987628,0.27786592,0.23047498,0.00020392876,0.99999404,3330.1282,3327.3342,455
17046,0.8654479913725912,0.6233828,0.20893076,0.3686071,0.2779168,0.00020154417,0.9999517,3330.1287,3329.464,454
17047,0.8658706765866502,0.6876916,0.29588982,0.3586351,0.2675663,0.00020097784,1.0000179,3330.1292,3329.593,453
17048,0.8686231669477463,0.6799156,0.20656829,0.31481016,0.2814945,0.00021565404,0.9999924,3330.1323,3329.1257,452
17049,0.826892145114677,0.6510237,0.17771697,0.40284836,0.33226588,0.00020263558,0.9999601,3330.1343,3327.1184,451
17050,0.7855697900131744,0.6338154,0.24328168,0.2868583,0.29497144,0.00020134945,1.0000223,3330.137,3329.593,500
17051,0.7871056053407272,0.5465123,0.11814554,0.28832135,0.303828,0.00021038172,1.0000019,3330.139,3329.1257,499
17052,0.7890295975523057,0.6256519,0.15492296,0.36412114,0.34367925,0.00021362164,1.000013,3330.1414,3328.6724,498
17053,0.7896077117747652,0.64989096,0.12015064,0.34438652,0.34025905,0.00020223575,0.99995923,3330.142,3329.2915,497
17054,0.7903791896941235,0.7207236,0.16529688,0.33415836,0.2856084,0.0002059746,1.000015,3330.143,3325.5146,496
17055,0.7948298381116202,0.63654214,0.23620036,0.4246616,0.34605572,0.00020088737,1.0000294,3330.1487,3329.464,495
17056,0.7967727113517489,0.7486379,0.25025156,0.3870134,0.32202488,0.00020296189,1.0000192,3330.1511,3329.593,494
17057,0.8014550057211938,0.63179344,0.06475024,0.2429983,0.32618713,0.00020191947,1.0000302,3330.157,3323.1345,493
17058,0.8156676316899761,0.6388852,0.1163497,0.34553677,0.33641326,0.00021087969,0.9999781,3330.1746,3329.8743,492
17059,0.8162652633383143,0.67872787,0.13836901,0.38212863,0.3166436,0.00020025749,1.000021,3330.1753,3330.1343,491
17060,0.8236721568864895,0.58103234,0.08389468,0.3672485,0.30396894,0.00020238003,1.0000283,3330.1843,3329.464,490
17061,0.825081003238414,0.5820747,0.115322135,0.3777461,0.30430898,0.0002043604,1.0000362,3330.186,3328.6724,489
17062,0.828512527857422,0.52657276,0.10961845,0.28770536,0.27061996,0.00020101834,0.99997884,3330.1902,3329.2915,488
17063,0.8346030116401425,0.5736036,0.14919141,0.31578618,0.34397796,0.00020162102,1.0000339,3330.1975,3328.2566,487
17064,0.8360305546232464,0.6850423,0.17452462,0.33913714,0.34293035,0.00021234185,0.9999881,3330.1992,3329.1257,486
17065,0.8380741384385851,0.7304356,0.2655206,0.3507297,0.32970646,0.00020636825,1.0000144,3330.2017,3330.1343,485
17066,0.8395076185949745,0.69994044,0.23820278,0.26565152,0.28747487,0.00020215282,1.0000082,3330.2034,3329.7344,484
17067,0.8432049791925931,0.57021695,0.1380099,0.3267281,0.35430583,0.0002027688,1.0000225,3330.2078,3328.6724,483
17068,0.845472489079073,0.58296853,0.10488975,0.30688962,0.20444587,0.00020371194,1.0000293,3330.2104,3327.3342,482
17069,0.8502333694818096,0.71625656,0.14707059,0.26828575,0.2952204,0.00020350593,0.99997765,3330.216,3329.2915,481
17070,0.8541864846132599,0.6352005,0.05173889,0.2943976,0.32508677,0.00020649453,1.0000083,3330.2207,3328.2566,480
17071,0.8543950516950697,0.65622914,0.04992518,0.22281128,0.26341128,0.00020363834,0.99999464,3330.221,3329.9966,479
17072,0.8644663901998961,0.59090257,0.13361974,0.3246699,0.23866145,0.00021341018,1.0000196,3330.2327,3329.7344,478
17073,0.8657336263135165,0.5535129,0.06345125,0.27016518,0.28252393,0.00020619224,0.9999748,3330.2341,3326.368,477
17074,0.8725236592991873,0.6101026,0.06956031,0.19509134,0.25593215,0.00020389177,0.9999772,3330.242,3329.2915,476
17075,0.878294156106479,0.62962455,0.10170281,0.23789445,0.21255283,0.00020276992,1.0000429,3330.2485,3326.368,475
17076,0.8828086920934375,0.6031783,0.090205126,0.35426357,0.3312706,0.0002014877,0.9999694,3330.2537,3328.3704,474
17077,0.8853988379899667,0.6627424,0.2349791,0.39909115,0.29099017,0.00021126472,1.0000279,3330.2566,3328.9585,473
17078,0.8860475610062656,0.69351995,0.19147412,0.2811957,0.24319288,0.00021069025,0.99997884,3330.2573,3327.1184,472
17079,0.8914721036890773,0.5709735,0.1452677,0.27260613,0.2640371,0.00020839654,0.9999725,3330.2634,3328.6724,471
17080,0.8916897748157432,0.61637616,0.12511738,0.23752227,0.2983106,0.00021228919,0.9999993,3330.2637,3328.6724,470
17081,0.8984640060551473,0.65405095,0.25647724,0.3700632,0.2602683,0.0002026342,0.99996793,3330.2712,3329.593,469
17082,0.902200731714773,0.6385729,0.13005222,0.33324233,0.24420744,0.00020032244,0.9999633,3330.2754,3325.203,468
17083,0.9033027234341126,0.61270994,0.20577511,0.26239958,0.21786226,0.00020114046,0.999988,3330.2766,3329.2915,467
17084,0.90728105051897,0.6767595,0.15109321,0.38142574,0.3256889,0.00020843084,0.99998975,3330.281,3330.1343,466
17085,0.9075025817229773,0.5857438,0.111409456,0.3273941,0.33400574,0.00020874164,1.0000353,3330.2812,3329.8743,465
17086,0.909276779754581,0.6717944,0.18125334,0.25647396,0.28005818,0.00020979316,1.0000358,3330.2832,3330.1343,464
17087,0.912612755398545,0.6047346,0.0577808,0.21231918,0.1988947,0.0002035238,0.9999979,3330.2869,3329.1257,463
17088,0.9148435358956728,0.7199064,0.2512619,0.3740903,0.3009775,0.00021112301,0.99999636,3330.2893,3328.2566,462
17089,0.9148435358956728,0.704939,0.15835513,0.28786665,0.3422563,0.00020334923,1.0000068,3330.2893,3329.2915,461
17090,0.918872691042492,0.6983976,0.23727502,0.37573394,0.30384335,0.00020181079,1.0000563,3330.2937,3329.2915,460
17091,0.9188726910437457,0.60277086,0.086548924,0.3048645,0.3147964,0.0002140924,1.0000074,3330.2937,3328.8071,459
17092,0.9202196822876766,0.6998053,0.1594045,0.25121835,0.2773228,0.00020327604,0.99996644,3330.2952,3323.489,458
17093,0.9213436832256862,0.6107937,0.13675949,0.19192593,0.2449383,0.00020301147,0.99999034,3330.2964,3329.9966,457
17094,0.922919591402415,0.62401724,0.23274744,0.38990715,0.2863521,0.00020341597,0.9999641,3330.298,3329.9966,456
17095,0.9254014663298088,0.6616849,0.1523143,0.33900264,0.23109321,0.0002078202,1.0000056,3330.3008,3330.1343,455
17096,0.9256274220026899,0.6497041,0.19723028,0.36970162,0.22131503,0.00020314564,1.00002,3330.301,3329.8743,454
17097,0.9272106572816468,0.6676716,0.20473549,0.3697852,0.34143054,0.00021374699,1.000009,3330.3027,3327.3342,453
17098,0.9276635074109356,0.6117934,0.053837407,0.18428278,0.247501,0.00020278858,1.000025,3330.3032,3329.7344,452
17099,0.8824494648389603,0.6154322,0.1683304,0.23165739,0.19373526,0.00020224522,1.0000184,3330.3044,3330.1343,451
17100,0.8373279858309485,0.59022313,0.07194751,0.31106508,0.23708174,0.00020833712,1.0000051,3330.306,3326.368,500
17101,0.839169840612128,0.68954897,0.22696874,0.35414907,0.25100365,0.00020427445,1.0000451,3330.308,3328.8071,499
17102,0.8399897426868689,0.72512215,0.19134787,0.25503063,0.28262073,0.00020551584,1.0000086,3330.309,3329.8743,498
17103,0.8412210980621726,0.5929105,0.11162597,0.22875431,0.2173488,0.00021140609,1.0000116,3330.3105,3329.8743,497
17104,0.8438952306174999,0.53179574,0.09094456,0.23271972,0.22919013,0.00020188373,1.00001,3330.3137,3325.203,496
17105,0.8438952306174999,0.6474209,0.18823695,0.42264035,0.3341079,0.00020834648,1.0000054,3330.3137,3325.7974,495
17106,0.8438952306167324,0.61894685,0.20211872,0.42057976,0.26040837,0.00020246107,1.0000087,3330.3137,3330.3044,494
17107,0.8445135443502233,0.5403179,0.119827904,0.28991637,0.2868585,0.00020920353,0.99999434,3330.3145,3328.5361,493
17108,0.8461645966978696,0.5804446,0.08885431,0.22768539,0.26716772,0.00021209022,1.0000024,3330.3164,3327.1184,492
17109,0.8476119151419661,0.5525468,0.11193759,0.24961591,0.24419428,0.00020649812,1.0000312,3330.318,3329.8743,491
17110,0.8494763912906,0.7269966,0.2166871,0.27703133,0.24885347,0.00020041804,0.99997675,3330.3203,3326.9104,490
17111,0.8498912759671324,0.61394507,0.22110023,0.33776093,0.23317343,0.00020860492,0.9999898,3330.3208,3329.8743,489
17112,0.8525929698905677,0.69391954,0.21170464,0.38475987,0.2862102,0.000210826,0.9999895,3330.324,3329.9966,488
17113,0.8548857255503142,0.6189457,0.06925751,0.22435759,0.2869727,0.0002092124,0.99998325,3330.3267,3325.5146,487
17114,0.8565570558602338,0.64535177,0.20251115,0.30203456,0.308432,0.00020078571,1.0000558,3330.3286,3329.8743,486
17115,0.8569753987363451,0.6852034,0.13769536,0.20721775,0.23746558,0.0002028171,1.0000324,3330.329,3329.9966,485
17116,0.8584412084683622,0.5761041,0.11294697,0.32828504,0.25412327,0.00021021556,1.0000336,3330.3308,3328.9585,484
17117,0.8636967400921688,0.5738898,0.016119072,0.2848054,0.29153952,0.00020076247,1.000003,3330.337,3329.593,483
17118,0.8653852962318821,0.67141426,0.20849547,0.43630767,0.31740102,0.00020232648,0.99999046,3330.3389,3326.9104,482
17119,0.8717468356582339,0.6354163,0.058171637,0.24923831,0.24867514,0.00020593674,0.99998254,3330.3462,3330.1343,481
17120,0.8721725972292764,0.6668369,0.24501877,0.36248246,0.2340837,0.00020262772,1.000032,3330.3467,3323.489,480
17121,0.8749451205783554,0.57078415,0.106960125,0.3240059,0.3029802,0.00020783296,0.9999687,3330.3499,3329.9966,479
17122,0.8768697210712857,0.650675,0.15239823,0.20661826,0.2405151,0.00020392398,1.0000339,3330.352,3329.7344,478
17123,0.8785840308309134,0.68967843,0.21686435,0.28241336,0.21299258,0.00020673963,1.0000007,3330.354,3329.9966,477
17124,0.8796571759650742,0.6422157,0.21282607,0.27822545,0.20289001,0.00020027976,0.99998844,3330.3552,3329.9966,476
17125,0.8803016921233061,0.6178889,0.08333466,0.25753975,0.2957163,0.00021065238,1.0000353,3330.356,3329.7344,475
17126,0.8824534918165419,0.6838446,0.14732133,0.35804236,0.2952218,0.0002003794,0.9999688,3330.3584,3329.1257,474
17127,0.8828844825243707,0.5516502,0.13672096,0.26938358,0.20239268,0.0002012544,1.0000188,3330.359,3328.9585,473
17128,0.8833156837270625,0.57718456,0.117402904,0.2829405,0.22868775,0.00021311517,1.0000092,3330.3594,3327.1184,472
17129,0.8848265470811505,0.7261724,0.17968033,0.24959074,0.23477685,0.00020412021,1.0000076,3330.361,3326.9104,471
17130,0.8904609856636364,0.6330583,0.07251482,0.28857264,0.24623811,0.00020634002,0.9999877,3330.3674,3330.3044,470
17131,0.8906784099051795,0.66650623,0.20265408,0.28201988,0.19960932,0.00020480277,0.99999124,3330.3677,3328.6724,469
17132,0.892419716115731,0.63143206,0.19646077,0.37902233,0.34140494,0.00021018922,0.9999775,3330.3696,3328.9585,468
17133,0.8926376186221423,0.66708344,0.0871572,0.26033714,0.30856544,0.00020306783,1.0000362,3330.3699,3329.9966,467
17134,0.8930735832623781,0.5719696,0.19470881,0.3470516,0.25315395,0.00020721744,1.0000253,3330.3704,3329.7344,466
17135,0.8948195721164863,0.7209317,0.18664204,0.36713973,0.33461705,0.00020659182,1.0000075,3330.3723,3328.8071,465
17136,0.8967878900700558,0.5649529,0.14213584,0.33466658,0.34924212,0.00020437733,1.0000058,3330.3745,3330.3044,464
17137,0.8974449577327458,0.6061851,0.20328733,0.27549908,0.31284803,0.00020080121,1.0000246,3330.3752,3328.8071,463
17138,0.902498496632814,0.5886474,0.16570622,0.38551936,0.26668483,0.00020303126,0.9999705,3330.3809,3330.3044,462
17139,0.9064732817417221,0.65660197,0.13877408,0.36622941,0.29262215,0.00020697086,1.000037,3330.3853,3328.6724,461
17140,0.9064732817413099,0.5898422,0.2241938,0.32327956,0.23506242,0.0002003873,0.99999124,3330.3853,3330.3044,460
17141,0.9158159915674121,0.7119489,0.16658762,0.23932584,0.28241435,0.00020598526,1.0000087,3330.3955,3329.1257,459
17142,0.9185029803274319,0.6724939,0.24093588,0.3121543,0.22960827,0.00020805554,1.0000119,3330.3984,3327.9893,458
17143,0.9185029803274319,0.6611909,0.16447173,0.32388112,0.24972449,0.00020676268,0.9999607,3330.3984,3325.7974,457
17144,0.9205233942327009,0.69821537,0.19863622,0.28638515,0.30620176,0.00020294652,1.0000457,3330.4006,3319.5354,456
17145,0.9220978993485374,0.5813941,0.08869566,0.3666891,0.32228345,0.00020320705,1.0000246,3330.4023,3329.593,455
17146,0.9236750975695956,0.5667005,0.087931916,0.36734468,0.30342454,0.00020353,1.000019,3330.404,3329.9966,454
17147,0.9239006317159568,0.59889567,0.07607971,0.28022254,0.32148093,0.00020031512,0.9999636,3330.4043,3329.464,453
17148,0.9259329187344923,0.5567694,0.12457766,0.26759237,0.24863413,0.0002110744,0.99999624,3330.4065,3329.8743,452
17149,0.8805882109367708,0.5900052,0.20667444,0.3222659,0.32050666,0.00020252028,0.9999775,3330.4075,3329.9966,451
17150,0.8376043399621894,0.60036916,0.107481025,0.22157669,0.2311669,0.00020222433,1.0000435,3330.4114,3324.8704,500
17151,0.838422712481352,0.6682754,0.08465511,0.3114461,0.2873295,0.00020267218,1.0000013,3330.4124,3330.4075,499
17152,0.8388321985354762,0.60244316,0.11370301,0.18311815,0.2209794,0.0002009036,1.000019,3330.4128,3329.1257,498
17153,0.8402669753115987,0.69837445,0.19644886,0.31889164,0.2683458,0.00020493669,0.99995816,3330.4146,3330.3044,497
17154,0.8423209145878312,0.55880517,0.14338219,0.2555747,0.2228655,0.0002069169,1.0000142,3330.417,3330.3044,496
17155,0.8447922700242019,0.64397675,0.2257832,0.28550982,0.24605587,0.0002053218,1.0000355,3330.42,3329.464,495
17156,0.8476846838768093,0.5770702,0.13643277,0.29128864,0.20117363,0.00020867238,1.0000079,3330.4233,3328.9585,494
17157,0.8493419359091394,0.7070123,0.19991101,0.2451003,0.21692865,0.000201762,1.0000187,3330.4253,3329.7344,493
17158,0.8547504139770051,0.5630144,0.123986594,0.35026962,0.2963923,0.00021084827,0.999995,3330.4316,3330.4075,492
17159,0.8566305925486196,0.69410926,0.22568887,0.32703593,0.34130207,0.00020220288,0.99997115,3330.4338,3329.7344,491
17160,0.8574675544675618,0.64932567,0.14334123,0.29401726,0.23830058,0.00020171185,0.9999562,3330.4348,3329.1257,490
17161,0.8597734186465813,0.6532802,0.16195613,0.364706,0.31424078,0.000209977,0.99996567,3330.4375,3328.6724,489
17162,0.8620854836545235,0.5524089,0.11776355,0.25703025,0.27569315,0.00020900357,0.9999918,3330.4402,3330.4075,488
17163,0.8639817970431268,0.6829773,0.1965336,0.33089814,0.31753045,0.00021227589,1.0000346,3330.4424,3329.1257,487
