,,theta_1,theta_2,theta_3,theta_4,sigma,mu,logL,logL_birth,nlive
labels,,$\theta_1$,$\theta_2$,$\theta_3$,$\theta_4$,$\sigma$,$\mu$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,
4917,0.0,0.2426487,0.9241474,0.3836394,0.21565187,0.09992784,1.1536942,574.3187,401.4578,483
4918,0.0,-0.018336454,-0.17936698,0.2742425,0.09632593,0.087765835,1.0778152,575.66925,347.38477,482
4919,0.0,0.22839057,0.6351095,0.30006266,0.22257678,0.10967186,0.90779895,576.1197,498.06696,481
4920,0.0,-0.53488237,-0.5612406,-0.032916304,0.6288746,0.1166949,1.0021341,576.1861,106.06888,480
4921,0.0,0.49971357,0.5243413,0.57550013,0.7470173,0.10802656,0.8627413,577.087,427.3379,479
4922,0.0,0.20960124,0.22256099,0.46867645,-0.17190093,0.0766517,1.1209434,577.18365,547.1855,478
4923,0.0,0.012048934,-0.020113567,-0.69897896,-0.16758499,0.06816813,0.99082404,577.3757,566.77905,477
4924,0.0,-0.1173575,-0.3866375,0.56100166,0.122824855,0.07486131,1.0827062,577.65356,525.6778,476
4925,0.0,-0.08094352,0.05308667,0.5402549,0.079240434,0.08777922,0.8959694,578.77576,290.5451,475
4926,0.0,-0.027459037,0.16922727,0.65997005,-0.44678384,0.104475655,0.93545073,579.2679,427.3379,474
4927,0.0,-0.499517,-0.29607344,-0.39638585,0.85016656,0.1128399,0.9827938,579.33356,-46.36174,473
4928,0.0,-0.3558555,0.38617972,0.44096908,0.27608106,0.09173531,0.8956882,579.3651,566.77905,472
4929,0.0,-0.9259827,0.64545566,-0.1067827,-0.07982306,0.10534839,1.0245196,579.85236,202.43588,471
4930,0.0,-0.11411041,0.39429078,-0.08978426,0.39053628,0.11375725,0.9666392,580.3413,448.41833,470
4931,0.0,0.20678242,0.18196486,-0.16527015,0.60525423,0.08610861,0.8796587,580.3467,472.26105,469
4932,0.0,0.889785,1.1767678,0.5869868,0.42339018,0.066158034,1.2794255,580.42816,-46.36174,468
4933,0.0,0.6834959,-0.17586017,-0.5182089,0.15802813,0.11492068,0.98822206,581.82733,525.6778,467
4934,0.0,0.20917262,0.608927,0.44765854,0.40626913,0.09196719,0.8365634,581.8291,427.3379,466
4935,0.0,-0.12326404,0.62482625,-0.0061881454,0.84881985,0.100623555,0.88188946,581.9126,566.77905,465
4936,0.0,-0.21106641,0.5570234,-0.014329153,0.51159626,0.10255317,1.0899566,583.2045,374.0623,464
4937,0.0,0.05009019,0.014207116,-0.27971333,0.0005789717,0.09999562,1.0409992,585.2661,472.26105,463
4938,0.0,-0.3059206,-0.37815374,-0.032965094,0.82009935,0.11424614,1.0069573,585.59534,525.6778,462
4939,0.0,-0.01427448,0.6193153,-0.031061914,-0.062745,0.11428656,0.9908877,585.6414,224.77551,461
4940,0.0,0.09588824,-0.22945766,0.51484907,0.4929768,0.09586081,0.8942355,585.7226,347.38477,460
4941,0.0,0.17282262,-0.25767654,-0.090243906,0.112133704,0.10450503,0.9590797,587.32495,525.6778,459
4942,0.0,0.43489438,-0.15634559,0.02360095,0.10250188,0.11351332,0.9880121,588.1534,547.1855,458
4943,0.0,0.27675423,-0.086423405,0.29655886,-0.25000253,0.103547916,1.0555376,588.4256,322.24878,457
4944,0.0,0.3228181,0.08501095,-0.26688093,-0.8172189,0.008787692,1.0065671,588.8902,74.3682,456
4945,0.0,0.6194247,0.84740674,0.32192522,-0.042089023,0.11121929,0.93790245,589.1526,547.1855,455
4946,0.0,0.81963736,0.5410235,-0.040411003,-0.52515465,0.10127018,0.9135312,589.2794,547.1855,454
4947,0.0,0.885438,0.27812147,-0.62261736,-0.27665746,0.1096978,1.0359986,589.696,74.3682,453
4948,0.0,0.21430075,0.2986028,0.2405876,-0.435483,0.059804346,1.0891455,589.81036,566.77905,452
4949,0.0,-0.02146599,0.021862263,0.61167186,-0.12471711,0.11106775,0.96684235,590.18463,498.06696,451
4950,0.0,0.11509638,0.35896394,0.40231282,-0.10684448,0.109107845,0.94712,590.3254,498.06696,500
4951,0.0,0.11763941,0.45419016,0.32937104,0.1028681,0.02386054,1.0839581,591.06915,-497.35312,499
4952,0.0,1.4045104,0.3882143,0.0062757023,0.18686545,0.0992283,0.85639584,591.3005,590.18463,498
4953,0.0,-0.35830912,0.4596204,0.23928472,0.2859495,0.11259387,1.0150292,591.6877,401.4578,497
4954,0.0,0.20715214,0.21458448,0.0887814,-0.4216082,0.05590948,1.07229,591.82745,472.26105,496
4955,0.0,-0.2269556,-0.25500622,-0.10105248,0.09811552,0.111199215,1.0096539,592.5217,176.55203,495
4956,0.0,-0.005719554,0.6992371,-0.017187059,0.19697244,0.088136725,0.8847074,592.7687,-70.24563,494
4957,0.0,-0.12537722,-0.3199183,0.39507526,0.47576818,0.11218336,1.0117203,593.72833,248.33594,493
4958,0.0,0.2724527,0.28795865,0.19944614,0.75628144,0.11143016,0.9621842,593.7982,74.3682,492
4959,0.0,-0.17676246,0.15042004,0.30640727,0.23488455,0.0978687,0.9222383,593.8987,448.41833,491
4960,0.0,0.5232007,-0.06027691,0.6336157,0.5099301,0.111835055,1.0297451,593.9736,590.18463,490
4961,0.0,1.0669627,0.39177555,0.43979037,0.4718843,0.11168525,1.0396774,594.39276,525.6778,489
4962,0.0,0.6529743,-0.21787645,-0.15011711,0.062864676,0.0967668,0.9288811,594.5154,448.41833,488
4963,0.0,1.4806615,1.0128733,1.2553127,0.801287,0.11182087,0.96029985,594.90265,590.18463,487
4964,0.0,0.7267984,0.052810837,-0.4233945,0.13802877,0.107643984,1.0455456,595.4769,290.5451,486
4965,0.0,0.22424854,0.8317198,0.13594028,-0.0060545746,0.08759926,1.1330812,595.7885,322.24878,485
4966,0.0,0.4853276,0.27736387,-0.04163233,0.60061944,0.10906319,0.9440703,596.28436,269.81024,484
4967,0.0,0.005889816,0.4576765,0.45990628,0.47643533,0.039752655,0.8669101,596.4341,-70.24563,483
4968,0.0,1.0633534,0.5403955,0.07543624,-0.006463748,0.11163947,1.0109723,596.9693,566.77905,482
4969,0.0,0.22534554,0.44412985,-0.5654842,-0.20123675,0.040473368,1.0521171,597.1781,472.26105,481
4970,0.0,0.6597365,0.91710943,0.8058443,0.14551535,0.09006713,1.1975677,597.39984,374.0623,480
4971,0.0,0.07270259,0.32199225,-0.3646657,0.117043935,0.047656525,0.9287514,597.7616,525.6778,479
4972,0.0,0.38655373,1.1293083,0.22987527,0.21379706,0.10684868,1.0892144,598.24994,74.3682,478
4973,0.0,0.7077722,0.83957016,0.54519224,0.045184236,0.066000365,0.79065585,598.3212,269.81024,477
4974,0.0,0.43389073,0.35550898,0.43900466,0.45179608,0.10776874,0.9267796,598.5207,590.18463,476
4975,0.0,-0.38528368,0.39861694,0.39384556,-0.2729608,0.10848631,0.9731554,599.4981,525.6778,475
4976,0.0,-0.44346514,0.5063597,-0.6636083,-0.0040582283,0.08479928,0.9752142,599.5272,-396.6914,474
4977,0.0,0.068483196,0.06019695,-0.018398816,0.528683,0.09248374,0.90862197,599.56274,525.6778,473
4978,0.0,-0.43238103,0.042931903,0.50421035,-0.087745294,0.10909066,0.97887653,599.73645,347.38477,472
4979,0.0,1.3283144,0.8313226,0.42462632,0.26705217,0.10439171,0.865506,601.36005,590.18463,471
4980,0.0,1.0245506,0.9191371,0.76378435,0.08749599,0.07196958,0.75116295,601.4173,347.38477,470
4981,0.0,0.15325907,0.19749814,-0.32910797,0.31710672,0.10251075,0.94644475,601.44507,448.41833,469
4982,0.0,-0.15666571,-0.028208157,0.17928904,-0.4043237,0.104339324,1.0205325,603.1609,590.18463,468
4983,0.0,0.7465029,0.60765207,0.6289938,0.78670865,0.10326958,1.136154,603.65814,525.6778,467
4984,0.0,0.50251114,0.25052387,0.16399969,-0.15822832,0.09172886,1.0971321,604.1217,547.1855,466
4985,0.0,0.43631846,-0.38376534,-0.3770245,0.1231105,0.08656874,0.95212203,604.5585,590.18463,465
4986,0.0,0.63479877,-0.34017703,-0.33024046,0.14121918,0.105626054,0.96708524,604.6335,566.77905,464
4987,0.0,-0.407616,0.4280992,-0.80792195,0.40163,0.100831226,1.0256207,604.9837,202.43588,463
4988,0.0,0.19863069,0.4271122,-0.11964096,0.42290875,0.04757426,0.8818931,605.3514,472.26105,462
4989,0.0,-0.020647088,-0.07502872,-0.6881094,0.43120974,0.10888273,0.99133086,605.46106,566.77905,461
4990,0.0,0.020755826,-0.12625203,-0.30932072,0.14042072,0.10039272,0.96940374,605.8265,-24.205822,460
4991,0.0,-0.8947418,0.6364752,-0.25215113,-0.07842406,0.108761825,0.99451494,606.0171,-203.46474,459
4992,0.0,0.9387635,0.045042317,0.17982003,0.42099705,0.10753952,1.0532132,606.0288,448.41833,458
4993,0.0,0.742364,0.42918524,0.7384003,0.53899527,0.1045014,0.89222145,606.67615,566.77905,457
4994,0.0,-0.22174661,0.24364708,0.17195214,0.26391992,0.06850871,0.90378475,606.76965,427.3379,456
4995,0.0,0.11393509,0.6534669,0.49851364,-0.18010479,0.06906651,1.1312257,607.0324,427.3379,455
4996,0.0,-0.6545852,0.7837408,-0.3780043,0.5776048,0.108883165,1.0121088,607.3474,547.1855,454
4997,0.0,0.009448513,-0.28234008,0.34582713,0.279497,0.08125676,0.9158252,607.66815,547.1855,453
4998,0.0,0.83987826,-0.12758955,0.738198,0.8838577,0.105247065,0.91252714,607.862,48.54707,452
4999,0.0,0.194526,0.9004224,0.20393795,0.5391829,0.10830002,0.96415603,608.2605,498.06696,451
5000,0.0,0.47343734,0.046210006,-0.05844332,0.41526866,0.10455181,0.9433812,608.3569,590.18463,500
5001,0.0,0.54619706,0.39105675,0.60537314,0.4010705,0.08788803,1.167963,608.6917,347.38477,499
5002,0.0,-0.50836515,0.1727439,0.63228756,-0.52486324,0.09761839,1.0351318,609.2388,374.0623,498
5003,0.0,0.012544146,0.0993698,0.6911636,0.18756062,0.09548394,0.90391594,609.2891,525.6778,497
5004,0.0,0.08473558,0.09916516,-0.034831695,0.20402046,0.087644994,0.92218184,609.42126,608.2605,496
5005,0.0,0.0032542625,-0.59093755,-0.6302126,0.5074342,0.10658447,1.0061802,609.7512,525.6778,495
5006,0.0,0.654012,0.08340652,0.18484977,0.49087247,0.10822128,0.97632515,609.9196,427.3379,494
5007,0.0,0.11299014,-0.32450193,0.42265826,0.020811273,0.107439324,1.0195018,610.1674,566.77905,493
5008,0.0,-0.2759283,0.22493583,0.2911304,-0.21722952,0.10798266,1.0108199,610.65924,547.1855,492
5009,0.0,-0.20935166,-0.1177977,-0.20854132,0.41672593,0.086365685,0.9488748,611.4017,401.4578,491
5010,0.0,-0.08303679,0.799458,-0.4353542,0.4039478,0.104229376,1.0476686,611.9862,566.77905,490
5011,0.0,-0.1418586,0.32107276,0.12210883,0.5112181,0.10120676,1.0663314,612.15674,322.24878,489
5012,0.0,0.096444294,0.4799329,-0.599013,0.18454263,0.09259661,1.0596017,612.1943,322.24878,488
5013,0.0,0.3514318,-0.728899,-0.06617982,0.71616334,0.10808608,0.9988403,612.4423,-232.44112,487
5014,0.0,0.08003751,-1.196837,0.09913938,0.872512,0.046038605,0.9492907,612.96124,248.33594,486
5015,0.0,0.5076692,-0.42045146,0.4925109,0.6024444,0.09924338,1.0876032,613.2738,374.0623,485
5016,0.0,0.45339167,0.5140638,-0.05291668,0.39713666,0.10035451,1.0872059,613.6998,401.4578,484
5017,0.0,0.7125698,0.9787067,0.40659535,0.49008396,0.10734407,0.96552163,613.7525,-203.46474,483
5018,0.0,0.14264672,0.1219073,0.49537557,-0.066855215,0.0950311,1.0800323,614.44257,347.38477,482
5019,0.0,0.7469166,0.13262065,0.6138626,0.7120752,0.083330266,0.81248844,614.83374,525.6778,481
5020,0.0,-0.17621368,0.8072568,0.22730128,0.4643915,0.10186894,1.0753689,615.08563,566.77905,480
5021,0.0,1.0709482,0.16247699,0.061464075,0.040671106,0.09255622,0.88352245,615.2499,290.5451,479
5022,0.0,0.9327849,0.12542124,0.28256625,0.27877608,0.09336199,1.1267357,616.9108,448.41833,478
5023,0.0,-0.23065776,0.30170366,-0.034541424,0.7047136,0.05612781,1.1091083,619.99976,448.41833,477
5024,0.0,0.22964978,0.37484956,-0.11957277,0.049047563,0.083467,0.9114185,621.0581,590.18463,476
5025,0.0,0.09088688,0.82399535,0.28533268,0.34829426,0.06354782,1.1618801,621.67224,152.68686,475
5026,0.0,0.5028499,0.34877834,-0.22748052,0.025057295,0.10393739,1.0336293,621.764,427.3379,474
5027,0.0,0.90227306,0.8308519,0.44304496,0.5175916,0.105863616,0.9978229,622.1968,-130.86842,473
5028,0.0,0.45099244,0.027049836,0.70772314,0.6859309,0.07046601,1.1754253,623.59467,-181.65251,472
5029,0.0,1.2364551,0.9011229,0.029509064,-0.20649599,0.093064085,0.86529195,624.74243,224.77551,471
5030,0.0,0.13038671,1.0546929,0.21303132,0.8022863,0.10037821,0.9057456,624.9615,590.18463,470
5031,0.0,-0.35306236,0.21887061,0.35197088,-0.22760828,0.09663504,0.9609466,625.8362,498.06696,469
5032,0.0,-0.36769846,0.21338563,0.3973951,-0.2729825,0.097830944,0.9643396,626.0398,48.54707,468
5033,0.0,0.48794442,0.37059355,0.19803257,0.34875357,0.09196872,0.88716686,626.5203,152.68686,467
5034,0.0,0.28541473,0.34038502,0.14566433,0.21553746,0.08184226,1.1140074,626.8027,48.54707,466
5035,0.0,0.83044106,0.99522394,0.57153374,0.449919,0.073295176,1.2345588,627.1712,448.41833,465
5036,0.0,0.55770975,-0.47816777,-0.13757476,-0.0452548,0.10449147,1.0065426,627.18414,547.1855,464
5037,0.0,0.69463295,0.6987202,0.7860178,0.25477076,0.076143555,0.7945753,627.4625,608.2605,463
5038,0.0,0.42284706,0.01908125,0.2915793,0.52596474,0.08739267,1.116982,628.7645,525.6778,462
5039,0.0,0.70294684,0.09344543,0.7730507,0.6247419,0.06424731,1.1981124,629.2798,608.2605,461
5040,0.0,0.04918157,-0.13869125,-0.012385689,-0.1627686,0.072831556,1.045444,629.63446,608.2605,460
5041,0.0,0.76388174,-0.20632154,-0.2841557,-0.13140057,0.09076703,1.054506,629.67224,401.4578,459
5042,0.0,0.05449206,0.12815617,-0.18036799,0.4181591,0.08344806,0.92195517,631.5356,525.6778,458
5043,0.0,0.45699394,0.6999239,0.30518973,-0.021782704,0.0998299,0.9337151,632.12994,547.1855,457
5044,0.0,-0.3575543,0.72806066,0.25850055,0.31566906,0.09688825,0.9335108,632.22644,472.26105,456
5045,0.0,0.31562084,-0.049848467,0.033566367,0.19838756,0.08032036,1.085697,632.26056,498.06696,455
5046,0.0,-0.14453831,0.60735476,-0.09156137,0.4904064,0.097012885,1.0650469,632.3709,608.2605,454
5047,0.0,-0.32807595,1.1040127,-0.5061004,0.6469129,0.09963579,0.94834983,632.61566,566.77905,453
5048,0.0,-0.37542924,-0.23173267,-0.03854213,0.7157363,0.09131824,0.95252687,634.2876,608.2605,452
5049,0.0,0.36415985,-0.50786364,0.087461285,0.06754534,0.10108117,1.0202931,634.64215,347.38477,451
5050,0.0,-0.42316714,-0.48789278,0.26537716,0.14694656,0.097583905,0.9838356,634.74146,498.06696,500
5051,0.0,0.110000364,-0.07021016,0.01939098,0.10189311,0.09959053,0.969913,634.94257,608.2605,499
5052,0.0,1.3169527,0.6366857,0.18716295,0.057125553,0.09782909,0.90113544,635.0559,106.06888,498
5053,0.0,0.45132965,0.5818648,0.35531443,0.4832857,0.087773785,1.1408442,635.5494,590.18463,497
5054,0.0,0.91053283,0.79784626,0.09410287,0.25151592,0.10142946,0.9510152,636.22144,590.18463,496
5055,0.0,0.37016362,0.16090484,0.7581699,0.46966448,0.09612687,1.0940692,636.6484,-870.9723,495
5056,0.0,-0.11367704,-0.31654847,-0.04312505,0.59524226,0.052525073,0.932108,636.7178,290.5451,494
5057,0.0,-0.24816412,-0.1665792,0.04466077,0.092540495,0.08643075,1.0364887,637.295,472.26105,493
5058,0.0,0.544725,0.4937246,0.014830929,-0.09074903,0.102044806,0.9836887,637.8691,152.68686,492
5059,0.0,0.1737407,-0.22501561,0.31268197,0.48170766,0.102140956,0.9892744,638.13226,347.38477,491
5060,0.0,-0.16531916,0.85256964,-0.19545822,0.67465264,0.08020215,1.1199017,638.43494,566.77905,490
5061,0.0,0.95389503,0.26525784,0.35913387,0.5082495,0.09872775,0.9226775,639.3637,347.38477,489
5062,0.0,0.11282179,0.7284155,0.2903193,0.6620299,0.051332243,0.8358688,639.6984,525.6778,488
5063,0.0,0.3664066,0.4231855,0.73372185,0.033200268,0.053699538,1.1537335,640.06433,2.3458853,487
5064,0.0,1.0722014,0.19680554,0.019103607,0.1297742,0.04195085,0.86595947,640.0964,590.18463,486
5065,0.0,0.30570048,0.34879592,-0.116915025,0.47125238,0.08647441,0.901112,640.26465,427.3379,485
5066,0.0,-0.13648002,-0.17588893,-0.57474965,0.22898124,0.08555812,1.0173564,640.66364,590.18463,484
5067,0.0,0.5335888,0.3400986,0.2989341,0.8364746,0.08587898,0.8622306,640.6921,347.38477,483
5068,0.0,1.0199738,0.40240207,0.050734945,0.111320935,0.085084416,1.129791,641.90576,608.2605,482
5069,0.0,0.12064928,-0.1442017,0.5989386,-0.10009561,0.09520102,1.0497552,642.2604,590.18463,481
5070,0.0,0.43151647,0.32997286,0.65763587,-0.21425992,0.100189656,1.0340087,642.3214,498.06696,480
5071,0.0,0.4334283,1.0216961,0.58172095,0.45227075,0.08981634,0.8513233,642.78455,608.2605,479
5072,0.0,0.105851054,-0.18161978,-0.33736217,0.6141065,0.07213131,0.9288959,642.8307,28.747557,478
5073,0.0,0.54652524,0.09878755,-0.04579408,0.24325389,0.059238933,1.1127441,642.9236,608.2605,477
5074,0.0,0.6000338,1.0636818,0.6223928,0.27292654,0.10004259,1.0538403,643.05054,525.6778,476
5075,0.0,0.9210188,0.78785443,0.50237346,0.2049247,0.09937013,0.9367398,643.5792,401.4578,475
5076,0.0,1.262882,0.5635807,0.5748807,0.33410975,0.08599943,0.8276552,644.6028,498.06696,474
5077,0.0,1.2897338,0.35334507,-0.36613777,-0.058189508,0.025943922,1.0934652,644.65784,590.18463,473
5078,0.0,-0.12746385,0.28147593,0.34890422,0.0039406973,0.09999478,0.98017925,644.8654,-130.86842,472
5079,0.0,1.0546184,1.0249076,0.23235293,0.34316158,0.0953674,1.1077158,645.0827,634.64215,471
5080,0.0,0.12979458,-0.023359284,0.37537402,0.6522941,0.08915373,1.0922027,646.05914,608.2605,470
5081,0.0,0.6714378,0.3240835,0.28845304,0.62900895,0.09685008,1.076836,646.09015,202.43588,469
5082,0.0,-0.038519677,0.10263239,0.50915676,0.37008753,0.0541265,0.88430315,646.3228,498.06696,468
5083,0.0,0.31284568,0.7695046,0.42006353,-0.0434632,0.022211144,1.0936227,646.7525,498.06696,467
5084,0.0,-0.28548563,1.0553445,-0.5447018,0.45337248,0.100195475,0.9885997,646.7739,248.33594,466
5085,0.0,0.6059525,-0.072322294,-0.47448123,0.18955792,0.088533826,0.9448519,647.4859,202.43588,465
5086,0.0,0.028694842,0.5147575,-0.13236882,0.43096498,0.074551925,0.89515,648.69336,608.2605,464
5087,0.0,-0.059218585,-0.3457976,-0.39993602,0.41414517,0.09911193,0.99266803,649.6502,269.81024,463
5088,0.0,-0.99009573,-0.44249097,0.8411885,-0.110639036,0.074136615,1.0169442,649.93744,128.72398,462
5089,0.0,0.3181494,1.3916185,0.15502967,0.77030164,0.07810732,0.8258476,651.59314,-130.86842,461
5090,0.0,0.5870078,0.7768691,0.3479496,0.14058858,0.045740988,1.1612659,651.7622,401.4578,460
5091,0.0,-0.00026938942,0.13887158,0.5420746,-0.21684238,0.09873015,0.9854992,652.5472,290.5451,459
5092,0.0,0.3897178,0.27784413,0.17943911,0.8360037,0.043581977,0.8561207,652.9656,634.64215,458
5093,0.0,-0.46711966,0.3672462,-0.385287,0.56565726,0.08497468,0.9493146,653.22235,176.55203,457
5094,0.0,1.0895523,0.6741337,0.17779244,0.2611189,0.08780678,0.86513966,654.38983,-282.99466,456
5095,0.0,-0.17287575,0.1509176,-0.57315844,0.30284742,0.09878165,1.002082,654.47064,547.1855,455
5096,0.0,-0.18907996,0.5941594,0.28683424,-0.017916512,0.06251395,1.0995411,654.61633,634.64215,454
5097,0.0,-0.026495919,-0.15398976,0.4408245,0.047013618,0.09732676,1.0218068,654.7177,290.5451,453
5098,0.0,-0.25724998,-0.31305692,-0.19901735,0.29811174,0.083456695,0.9745652,655.91394,176.55203,452
5099,0.0,0.61191225,0.4801406,0.7407679,0.17126422,0.09832376,1.0184656,655.92114,608.2605,451
5100,0.0,-0.37276152,0.7109761,0.051522844,-0.23189053,0.08394263,0.94533575,656.0206,608.2605,500
5101,0.0,0.0058827125,-0.39381212,0.24691188,0.4328367,0.07785139,0.93157613,656.841,608.2605,499
5102,0.0,-0.52175,0.18876408,0.53426796,-0.32135344,0.047749404,1.0504392,656.92725,374.0623,498
5103,0.0,0.44058445,-0.22377114,0.4893476,0.17958851,0.08647107,1.0814279,656.9929,655.92114,497
5104,0.0,0.5864096,0.8562518,0.8898064,0.28802994,0.09704084,0.9683151,657.33234,590.18463,496
5105,0.0,0.2024941,1.0551567,-0.076845996,0.45301002,0.096645124,1.043369,657.9209,655.92114,495
5106,0.0,-0.35797042,0.14591321,-0.4801512,0.21910548,0.060405705,0.96862656,658.3267,547.1855,494
5107,0.0,0.0015866985,0.33275646,-0.020856285,0.37262172,0.05873941,0.9002135,658.53064,498.06696,493
5108,0.0,-0.25437176,-0.07832176,-0.39740708,0.74284035,0.08322243,0.95241165,659.5337,401.4578,492
5109,0.0,0.6004652,0.37821054,0.79238814,0.260638,0.09516865,0.93439585,659.7196,608.2605,491
5110,0.0,-0.46089044,0.06847184,-0.6564068,0.64770085,0.09445085,0.9853019,659.79535,-46.36174,490
5111,0.0,0.057004612,0.7904898,-0.29720402,0.140521,0.06839472,1.0972006,659.84314,655.92114,489
5112,0.0,-0.30374834,-0.16754508,0.5937163,-0.5339034,0.06265159,0.96519196,660.0094,448.41833,488
5113,0.0,1.0615251,0.3326191,0.72246325,0.5099617,0.097606964,1.0039344,660.25494,152.68686,487
5114,0.0,-0.008969287,-0.28806463,0.5267952,-0.10994105,0.09469713,0.97415364,660.49286,547.1855,486
5115,0.0,-0.16105108,-0.21057321,-0.31390956,0.46915787,0.09754745,0.99924433,660.55005,655.92114,485
5116,0.0,-0.22283304,0.4703022,0.31271276,-0.09139387,0.09743746,0.99700564,660.99927,322.24878,484
5117,0.0,0.25148454,0.121820636,-0.48360804,0.10503902,0.07343953,0.94504935,661.19934,248.33594,483
5118,0.0,0.5894797,0.4813454,0.41588315,0.76677996,0.08103516,0.8433339,661.51605,498.06696,482
5119,0.0,1.1764276,0.40226287,-0.009479781,-0.025369264,0.09560381,1.0453821,661.7161,655.92114,481
5120,0.0,0.096504375,0.96267086,-0.049823277,0.53736746,0.09726152,0.992727,661.74243,472.26105,480
5121,0.0,0.53913015,-0.017381208,0.09390917,-0.1021916,0.09672489,0.9905676,663.56915,655.92114,479
5122,0.0,0.10807337,-0.09677399,-0.4061915,-0.43643776,0.08255136,0.9919168,664.3114,566.77905,478
5123,0.0,-0.43865424,0.7797036,0.16274542,0.31354663,0.09567206,0.9750116,664.60114,547.1855,477
5124,0.0,0.45758802,-0.3331101,0.005350456,0.1590784,0.08366009,1.0572819,666.292,202.43588,476
5125,0.0,0.6528029,-0.6460045,-0.52342534,0.24415374,0.09455984,0.9869041,666.6913,322.24878,475
5126,0.0,0.49974808,0.5322031,-0.17127496,0.081476584,0.090581626,1.0608329,667.0878,566.77905,474
5127,0.0,0.79187393,0.77388483,0.7297728,0.6997068,0.09505128,0.94249034,667.0941,498.06696,473
5128,0.0,-0.086791694,0.4761263,0.20773506,0.16584225,0.09561307,1.0146681,668.1774,-601.73126,472
5129,0.0,1.1791787,0.82021505,0.29653972,0.018986471,0.095599405,1.0128353,669.6425,347.38477,471
5130,0.0,-0.7206206,0.33373594,0.12886263,0.1148153,0.08402413,1.0365379,669.7976,634.64215,470
5131,0.0,0.44124287,-0.09126014,-0.17233521,0.55349594,0.08898636,0.94203466,669.8542,525.6778,469
5132,0.0,0.08023458,-0.45323664,-0.1274062,0.39497527,0.09277089,0.9798125,670.2036,566.77905,468
5133,0.0,-0.3940013,0.4610566,0.15661412,0.41566467,0.088558875,0.9440339,670.2043,472.26105,467
5134,0.0,-0.33880576,-0.110853374,0.5629575,-0.5349607,0.091312736,1.0158743,670.51855,290.5451,466
5135,0.0,-0.280728,1.528928,-0.1891959,0.54143584,0.093870535,1.0391115,670.58875,525.6778,465
5136,0.0,0.94134945,0.876956,0.13214207,-0.039482858,0.08450539,0.8809511,671.7092,547.1855,464
5137,0.0,-0.25142145,0.39908758,-0.3871801,-0.34456193,0.09272203,0.9912103,672.35626,634.64215,463
5138,0.0,1.368291,0.593567,0.19950138,0.00277117,0.055918165,1.1719266,672.71826,608.2605,462
5139,0.0,-0.3033868,0.031022778,0.1212337,0.119227365,0.04322985,0.9476102,673.5167,322.24878,461
5140,0.0,0.64411545,0.14684802,0.9276837,0.5288225,0.03850548,0.83746153,673.8362,248.33594,460
5141,0.0,-0.18134056,0.1272066,-0.27291778,-0.29961804,0.034978252,1.0186186,674.0009,472.26105,459
5142,0.0,-0.07796806,0.37379,0.4417832,-0.12738788,0.017295122,0.94887257,674.6323,655.92114,458
5143,0.0,-0.33648226,0.7301186,-0.18369935,-0.035746276,0.08883243,0.9629959,674.8359,74.3682,457
5144,0.0,0.21696223,-0.548663,0.0119822305,0.5165678,0.02171659,1.044441,675.54535,525.6778,456
5145,0.0,0.03356697,0.565378,0.32134283,0.67592037,0.09259813,0.954651,675.7735,566.77905,455
5146,0.0,-0.25380513,0.74974287,0.06529048,0.4378286,0.09217635,0.9613195,676.5865,401.4578,454
5147,0.0,0.58600754,0.28288862,0.48031643,0.3532516,0.09408172,1.0139612,676.8244,472.26105,453
5148,0.0,-0.37422067,0.6627171,0.043393537,0.17948848,0.09249432,0.97659755,678.8818,74.3682,452
5149,0.0,0.44401875,-0.6149112,0.10441627,0.58344406,0.07507246,0.9245498,679.4219,498.06696,451
5150,0.0,0.48162213,-0.33193722,-0.44621435,-0.48341477,0.093162805,0.99783593,679.63556,152.68686,500
5151,0.0,0.3695505,-0.081831746,0.17250341,0.6457974,0.07095119,0.8900291,681.0233,248.33594,499
5152,0.0,0.95749235,0.47417212,-0.15332168,0.13544872,0.039500486,1.123728,681.6127,2.3458853,498
5153,0.0,-0.09472237,0.2943482,-0.011051611,0.19764338,0.06650657,0.9243936,681.7137,28.747557,497
5154,0.0,0.5925126,0.53859603,0.12334866,-0.4256238,0.091343105,1.0333381,681.96674,590.18463,496
5155,0.0,-0.3611015,1.0048202,0.06598571,0.29681343,0.07694075,1.0935109,682.2812,401.4578,495
5156,0.0,0.08007513,0.44354582,0.52710056,-0.37134033,0.09113684,0.96921384,682.6985,634.64215,494
5157,0.0,0.7761765,0.45945966,0.11570179,-0.120277986,0.0928321,0.9909675,683.36163,202.43588,493
5158,0.0,-0.12767796,0.1986275,0.048929483,0.14374764,0.057379425,1.0710355,683.5035,634.64215,492
5159,0.0,-0.048493296,-0.56557256,0.3040227,0.089210555,0.082522415,0.9688957,684.06775,427.3379,491
5160,0.0,0.6605637,0.94198763,0.71826094,0.44145843,0.09269002,0.9897418,684.31683,322.24878,490
5161,0.0,1.0399544,0.64118534,0.096908145,-0.3939552,0.085892685,1.0789124,684.87036,472.26105,489
5162,0.0,0.363397,0.013770039,0.78793466,0.35328215,0.05078368,1.1382909,684.88965,525.6778,488
