,,phi_1,theta_1,theta_2,sigma,mu,init_y_1,logL,logL_birth,nlive
labels,,$\phi_1$,$\theta_1$,$\theta_2$,$\sigma$,$\mu$,$y_1$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,
17008,0.0,0.99347085,0.047512736,0.7461799,0.14191896,0.006011963,0.11081032,748.08545,734.3432,992
17009,0.0,-0.074742384,1.4549456,0.5157392,0.10437732,0.00046519766,0.6592856,748.11725,543.9724,991
17010,0.0,0.98245066,-0.011543027,0.47699887,0.1579722,-0.0087844,0.11243345,748.21497,599.16156,990
17011,0.0,0.9463513,0.15811235,-0.25803217,0.15088865,-0.003706307,0.069969565,748.2171,515.13727,989
17012,0.0,0.9990189,0.970305,0.9194448,0.095133305,0.3538167,-0.2804888,748.3449,303.5997,988
17013,0.0,0.9975295,1.1840909,0.8316695,0.048043527,0.20499323,-0.24196763,748.3454,696.77454,987
17014,0.0,0.997862,1.3809526,0.728066,0.128496,0.16112725,0.034499723,748.4242,626.34717,986
17015,0.0,0.77158237,1.0994942,0.2554388,0.12125065,0.0030129906,-0.30256945,748.8945,708.7365,985
17016,0.0,0.5463897,0.7661666,0.81662655,0.13099504,-0.0014840199,0.33088556,749.4081,734.3432,984
17017,0.0,0.6618941,0.46827158,0.58382493,0.076159805,-0.0018574635,0.26590922,749.44934,745.46783,983
17018,0.0,0.6149224,1.1781945,0.5596496,0.12360529,-0.0022905413,0.68216556,749.558,687.5888,982
17019,0.0,0.31306905,1.1317878,0.30965024,0.09699673,0.00024377186,-0.89873266,749.55835,626.34717,981
17020,0.0,0.81376094,0.5014397,0.39828584,0.14300366,-0.0018862247,0.3070664,749.7672,303.5997,980
17021,0.0,0.95710015,0.4256586,0.87031376,0.123671085,0.0054840124,0.07808344,749.7748,696.77454,979
17022,0.0,0.3645243,0.4857323,0.6854519,0.06846107,-0.0010019641,0.8968832,749.8245,253.09888,978
17023,0.0,0.90522933,1.471446,0.74903375,0.1398528,-0.004652744,0.16930312,750.3796,303.5997,977
17024,0.0,0.38935453,1.5707024,0.77230126,0.117409915,0.0010450641,-0.25507468,750.5958,411.2521,976
17025,0.0,0.47505656,1.1733794,0.28619474,0.121559136,0.00028365548,-0.49155074,751.1891,708.7365,975
17026,0.0,0.99872595,0.66689456,0.83676755,0.1149916,0.21026628,0.08480231,751.48505,438.3204,974
17027,0.0,0.9891131,0.028884968,0.71232134,0.12486354,0.05494615,-0.29341662,751.8436,613.98376,973
17028,0.0,0.9995672,0.35352215,0.70562124,0.064082935,0.27080968,0.11426245,751.8657,734.3432,972
17029,0.0,0.45400113,1.0711669,0.5689098,0.14861229,-0.0006467423,0.084632255,751.8806,662.1991,971
17030,0.0,0.993341,0.73077476,0.67035127,0.123388104,-0.057919644,0.34783125,752.08057,477.8675,970
17031,0.0,-0.047483433,0.9865783,0.35426417,0.09643333,0.00049527467,1.2293065,752.1274,240.6653,969
17032,0.0,0.9981149,0.64554995,0.3396659,0.1461038,0.1738239,-0.041050665,752.55316,543.9724,968
17033,0.0,0.9976422,1.1301134,0.65158343,0.11198322,0.19000587,-0.3979191,752.5811,696.77454,967
17034,0.0,0.039135363,1.2197282,0.41229472,0.13970642,-0.00035864164,0.35496038,752.703,745.46783,966
17035,0.0,0.8427393,0.5309247,0.45213848,0.13852507,0.00047174722,-0.21492243,752.87683,-476.50357,965
17036,0.0,0.99824625,0.2955772,0.37341645,0.1336721,0.007073991,0.13145146,752.88666,662.1991,964
17037,0.0,0.9903449,0.3169155,0.41942382,0.15107448,0.03923094,-0.13476719,753.006,687.5888,963
17038,0.0,0.9976489,0.8409363,0.7107372,0.11542102,0.29554126,-0.4320832,753.0555,253.09888,962
17039,0.0,0.99800926,0.77656335,0.88781244,0.14572395,-0.009905114,0.0986325,753.1012,687.5888,961
17040,0.0,0.59623,0.47165227,0.80022407,0.050672274,-0.0011858385,0.48441592,753.1312,411.2521,960
17041,0.0,0.1320063,0.8501546,0.40271094,0.1421291,0.00017166823,0.5283715,753.7279,696.77454,959
17042,0.0,0.8805268,0.17646784,0.16029528,0.096580885,-0.00364028,0.13114244,754.497,638.69336,958
17043,0.0,0.57792854,0.5947668,0.6401552,0.14036943,0.0004989357,-0.41645303,755.2599,676.12634,957
17044,0.0,0.9964072,-0.22127074,0.53387004,0.12175549,-0.04617219,-0.040690694,755.41895,528.04474,956
17045,0.0,-0.18121119,1.4543781,0.48700583,0.088308334,0.00023072178,0.847741,755.9894,626.34717,955
17046,0.0,0.8849464,0.4492901,0.41117385,0.03563561,0.0010560609,0.053507593,756.06836,599.16156,954
17047,0.0,0.52437735,0.9972577,0.16530679,0.11824825,-0.000876644,0.5903449,756.6028,676.12634,953
17048,0.0,0.944895,0.6265226,0.7603946,0.123462655,0.010622817,-0.118441686,756.69794,91.178894,952
17049,0.0,0.9996467,0.93769217,0.751228,0.10328345,0.19076672,0.20661967,756.71454,613.98376,951
17050,0.0,0.48838454,0.8591519,0.65408474,0.11309056,-0.0017006253,0.66596603,756.7235,-14.507665,1000
17051,0.0,-0.010140121,0.49742654,0.38259915,0.15083286,7.744446e-06,-2.1749847,757.28143,756.71454,999
17052,0.0,-0.06586096,0.91717803,0.6943929,0.09216443,0.00061389775,1.6835032,757.4956,558.1257,998
17053,0.0,0.24367176,0.8543352,0.64174986,0.15053879,0.00017742868,0.21405663,757.74963,626.34717,997
17054,0.0,0.94039315,0.29075614,0.6140058,0.15441881,-0.0047121304,0.08228923,757.79395,528.04474,996
17055,0.0,0.08898569,1.1467749,0.4048592,0.108592965,-0.0008853342,3.25191,757.82043,652.5845,995
17056,0.0,0.9541861,1.08471,0.65105224,0.05156303,-0.0135419825,0.18582384,758.43506,265.94,994
17057,0.0,0.9864496,0.89636797,0.4805977,0.068601094,-0.03220467,0.022651387,758.4679,558.1257,993
17058,0.0,0.99036556,0.27408248,0.46573058,0.14111207,-0.010729495,0.16678157,758.5608,638.69336,992
17059,0.0,0.9479418,0.34410548,0.4380462,0.11469952,-0.009558223,0.107297756,758.5843,345.3933,991
17060,0.0,0.94551194,0.9916977,0.5962207,0.13785401,-0.0037131193,-0.09061556,758.58453,571.4861,990
17061,0.0,0.4006335,0.35051158,0.88717747,0.116189264,0.00095380546,-0.92049307,758.8271,438.3204,989
17062,0.0,0.99678725,0.98535347,0.59959817,0.10483787,0.25541595,-0.23855288,758.8327,720.91864,988
17063,0.0,0.9978079,0.63042206,0.1735602,0.14941326,0.15283714,-0.19556902,759.1006,638.69336,987
17064,0.0,0.459749,0.34485134,0.77268076,0.13608761,0.000350284,-0.49803883,759.1924,558.1257,986
17065,0.0,0.99854,1.0892507,0.69280106,0.12349271,0.21352263,-0.33447862,760.0313,696.77454,985
17066,0.0,0.8071394,1.3596251,0.7784971,0.14307088,0.0008878772,-0.23882458,760.2493,756.71454,984
17067,0.0,0.99643606,0.9303788,0.724836,0.14667222,-0.12808639,0.26903722,760.72504,571.4861,983
17068,0.0,0.49539673,0.74358034,0.20731248,0.15403818,0.0006037831,-0.23481297,761.2122,277.9698,982
17069,0.0,0.6082712,0.51949656,0.46496525,0.07889997,0.0003377371,-0.3827366,761.2821,745.46783,981
17070,0.0,0.61327475,0.8321573,0.3987109,0.07148186,0.0017787167,-0.6340129,761.6419,558.1257,980
17071,0.0,0.99756753,1.0427883,0.8001121,0.049401324,0.24052516,-0.28710383,761.8106,586.46515,979
17072,0.0,-0.28362203,1.4237915,0.47710443,0.110054374,-9.505018e-05,0.48778337,762.33606,745.46783,978
17073,0.0,0.98370034,1.0317937,0.8157285,0.12493424,-0.022735802,0.35090557,762.5415,463.4114,977
17074,0.0,0.44547257,0.007858492,0.80908585,0.09414676,-0.0003900214,0.5320872,762.6994,329.08728,976
17075,0.0,0.9968994,0.80988896,0.66597086,0.106442176,-0.007640287,-0.21063931,762.85394,745.46783,975
17076,0.0,0.9550642,1.2893063,0.7921801,0.10987402,0.015594847,-0.1486384,762.9977,477.8675,974
17077,0.0,0.23516685,0.3281881,0.69613224,0.1459956,0.0004472966,-0.33441496,763.3398,626.34717,973
17078,0.0,-0.005929413,0.5027585,0.3846509,0.15022714,8.617265e-06,-2.172343,763.4958,687.5888,972
17079,0.0,0.99000734,1.1035817,0.47297844,0.12704295,0.077885546,-0.3011502,763.5776,558.1257,971
17080,0.0,0.9992286,0.054605152,0.8054842,0.15773894,-0.03413214,0.0155501645,763.6318,515.13727,970
17081,0.0,0.8708487,1.0554938,0.74422073,0.12998383,0.003227105,-0.40341175,763.69116,745.46783,969
17082,0.0,0.40779385,0.98976725,0.24982397,0.12316138,-0.0006696748,0.76021826,763.7919,265.94,968
17083,0.0,0.9782754,0.52955127,0.9217128,0.07634077,-0.02877567,0.29006988,764.75165,277.9698,967
17084,0.0,0.9566062,1.1931176,0.6629467,0.11295784,0.02136976,-0.43810034,765.0726,394.75363,966
17085,0.0,0.9494692,0.57751185,0.892003,0.13623482,0.0050041317,0.016678283,765.10565,528.04474,965
17086,0.0,0.89799553,0.81478804,0.5631545,0.14128973,0.005905239,-0.23337226,765.4451,45.379257,964
17087,0.0,0.99778855,0.5312701,0.8673607,0.11829384,0.21593069,-0.05962104,766.3151,329.08728,963
17088,0.0,0.9979587,0.6618669,0.80885965,0.11542538,0.31041816,-0.14024615,767.35754,613.98376,962
17089,0.0,0.94431174,0.4345984,0.84223187,0.15199053,0.0017983504,-0.106676735,767.506,696.77454,961
17090,0.0,0.3233161,0.59428525,0.72333735,0.1458993,-4.634951e-05,0.40008917,767.67896,-405.7466,960
17091,0.0,0.501136,0.3053413,0.66759145,0.07772209,-0.0010128693,0.20771101,767.74414,756.71454,959
17092,0.0,0.94295,1.1125019,0.6995355,0.14003505,-0.00015294862,-0.16758744,768.141,599.16156,958
17093,0.0,0.99889445,0.9821277,0.9059976,0.094881386,0.3545799,-0.30553126,768.14996,571.4861,957
17094,0.0,0.29872,0.7366714,0.5173577,0.11614971,0.0007682092,-1.2721164,768.1833,543.9724,956
17095,0.0,0.93016994,0.97507703,0.9490144,0.10864416,0.0016829087,0.010006889,768.7402,543.9724,955
17096,0.0,0.47627836,0.6947724,0.57290745,0.13713634,-0.0007606312,0.59653,768.78766,638.69336,954
17097,0.0,0.99739003,1.0830842,0.84506947,0.052442804,0.2128245,-0.18690997,769.1983,708.7365,953
17098,0.0,0.9981231,1.0463858,0.9093439,0.0867922,0.3423217,-0.2486665,769.4086,586.46515,952
17099,0.0,0.9979648,1.0658284,0.8338915,0.04473154,0.20028318,-0.23074497,769.5005,745.46783,951
17100,0.0,0.6347458,0.7682425,0.88097286,0.10369781,-0.002186716,0.4078898,769.54535,652.5845,1000
17101,0.0,0.95404726,0.07243543,0.6220561,0.09197123,-0.0025023255,-0.1112813,769.5936,662.1991,999
17102,0.0,0.99558264,1.087956,0.67593807,0.11024089,0.20926417,-0.40613636,770.0029,253.09888,998
17103,0.0,0.1503296,1.3082154,0.4886734,0.14662309,-0.00044042463,0.9891776,770.0195,613.98376,997
17104,0.0,0.8180009,0.48437318,0.6580924,0.043459367,-0.002428881,0.13936928,770.09576,613.98376,996
17105,0.0,0.996403,1.1681125,0.9038308,0.09326857,0.17209241,-0.3590694,770.53516,543.9724,995
17106,0.0,0.44237262,0.9805858,0.54361206,0.14361042,-0.00073074497,0.16969238,771.23224,745.46783,994
17107,0.0,0.2559042,0.71360314,0.91686034,0.07398317,-0.00027260845,1.038362,771.387,198.23062,993
17108,0.0,0.99866116,1.0796332,0.70716447,0.072021835,0.19914912,0.09425746,771.7233,720.91864,992
17109,0.0,-0.14036873,0.94897586,0.42731798,0.07748256,0.00053515675,0.9840627,771.74,708.7365,991
17110,0.0,0.99036145,1.0003887,0.8824936,0.10783448,0.03306933,0.05408005,772.385,720.91864,990
17111,0.0,0.035310727,0.23801376,0.7651855,0.14010541,-0.00021665427,0.4303476,772.5164,394.75363,989
17112,0.0,0.95500433,0.40895545,0.6009706,0.15326697,0.0045645777,-0.14367197,772.7107,720.91864,988
17113,0.0,0.1552665,0.88006496,0.78787684,0.086846836,-0.00071907695,0.615138,772.8036,502.1562,987
17114,0.0,0.99840015,0.75417185,0.6840396,0.10121809,0.29642567,-0.38100874,772.82874,-2.1440039,986
17115,0.0,0.6970073,1.1424259,0.52671516,0.12929407,0.002672153,-0.49922866,773.03687,558.1257,985
17116,0.0,-0.02972426,1.2594756,0.5294502,0.094486654,-0.0004314326,0.5055914,773.23346,423.2483,984
17117,0.0,0.95936143,-0.1488304,0.40159664,0.11958624,0.0111366995,-0.20962207,773.3397,91.178894,983
17118,0.0,0.5024606,1.1141196,0.60324174,0.11811863,0.0003311483,0.30357772,773.40814,696.77454,982
17119,0.0,0.9977422,0.8730588,0.78015596,0.10700046,0.22234695,-0.39067388,773.4781,212.65573,981
17120,0.0,0.9875335,0.81738883,0.39712644,0.14081846,0.011289438,0.07635452,773.51764,696.77454,980
17121,0.0,0.9965738,1.087393,0.6044941,0.14774507,0.09015302,-0.20238273,773.96735,438.3204,979
17122,0.0,0.28746304,0.3619395,0.6552985,0.06654799,0.0003117873,0.17895961,774.1476,292.23798,978
17123,0.0,0.9904504,0.7127739,0.6376872,0.10876753,-0.0866584,0.39636007,774.33527,477.8675,977
17124,0.0,0.54758656,0.48065466,0.65043765,0.15264454,0.00066853676,-0.26910275,774.4438,365.13492,976
17125,0.0,0.9235742,0.9904604,0.14068304,0.05953225,-0.00219912,0.20156516,774.701,745.46783,975
17126,0.0,0.98344773,-0.0077132033,0.6710934,0.15718931,0.0034676879,-0.02482305,774.7293,696.77454,974
17127,0.0,0.9940678,0.98290443,0.10863206,0.123055324,-0.08055202,0.19045146,774.83765,687.5888,973
17128,0.0,0.67479277,0.52077764,0.24864782,0.101539075,0.0018535493,-0.2667596,774.96185,488.94595,972
17129,0.0,0.6057526,0.8160599,0.45570445,0.070620336,-0.0013292795,0.5854298,775.60333,586.46515,971
17130,0.0,0.9943413,1.1970718,0.70834607,0.11543201,0.108969,-0.42043355,775.8404,720.91864,970
17131,0.0,0.5144654,0.5642614,0.8258471,0.073531434,0.0012566912,-0.25258797,776.03723,303.5997,969
17132,0.0,0.9609996,-0.09072538,0.45675752,0.14383617,0.003175631,0.02666244,776.4173,708.7365,968
17133,0.0,0.9879911,0.36129677,0.58392614,0.14768568,-0.030963838,0.1953058,776.6836,-209.70354,967
17134,0.0,0.9987219,1.2603433,0.9105122,0.06722776,0.19222671,-0.17698483,776.70856,558.1257,966
17135,0.0,0.8985596,0.5935385,0.48170224,0.121498354,-0.0069646873,0.3474277,777.20337,769.5005,965
17136,0.0,0.95172167,0.51966774,0.87784755,0.12656415,-0.013015931,0.32513273,777.3652,394.75363,964
17137,0.0,0.9973378,0.85246634,0.70730394,0.11607686,0.29025123,-0.4111591,777.373,502.1562,963
17138,0.0,0.2894901,0.6775104,0.75435156,0.059390273,-0.00092569686,1.0456539,777.7287,463.4114,962
17139,0.0,0.7345272,1.3747953,0.67401165,0.105123624,0.0031596294,-0.3265913,777.8096,-28.785103,961
17140,0.0,0.18708539,0.73233217,0.8518092,0.100851394,0.0002787124,0.6034253,777.8385,687.5888,960
17141,0.0,0.62205666,0.46717075,0.9735527,0.09185739,0.00010061034,-0.15045416,778.18555,756.71454,959
17142,0.0,0.7548464,0.9664816,0.59519553,0.10888873,0.00043392618,-0.35452503,778.7662,745.46783,958
17143,0.0,0.9331812,0.34912133,-0.2809555,0.079524316,0.002681772,0.0077744517,778.9109,626.34717,957
17144,0.0,-0.20311286,0.84657514,0.71277833,0.0907556,0.0007445439,1.8082894,778.9615,734.3432,956
17145,0.0,0.954672,1.0010775,0.4569042,0.043962162,0.0030369556,-0.20429827,779.1861,571.4861,955
17146,0.0,-0.06327926,1.0445672,0.31188616,0.10334242,0.0005043128,1.2925638,779.7391,142.0216,954
17147,0.0,0.15953623,1.6883157,0.92831033,0.083844274,6.438614e-05,-0.70345163,780.0946,423.2483,953
17148,0.0,0.28700903,0.6795313,0.7266174,0.043423425,-0.0007063106,0.7687502,780.14594,708.7365,952
17149,0.0,0.975392,1.3458393,0.6902378,0.11737487,-0.00086101884,0.2232568,780.2619,329.08728,951
17150,0.0,0.7532391,0.6903784,0.5497289,0.103227176,0.0032334207,-0.36923358,780.3401,662.1991,1000
17151,0.0,0.7377991,1.0545318,0.8019869,0.09917089,-0.0028613824,0.62856686,781.3205,756.71454,999
17152,0.0,0.9999194,0.862657,0.72768164,0.10345643,0.20081262,0.21450983,781.52075,558.1257,998
17153,0.0,0.81034833,0.28754935,0.07994109,0.121144764,0.0007880948,-0.21655636,781.7006,599.16156,997
17154,0.0,0.8755055,0.41137862,0.72927743,0.1389237,0.0032390838,-0.08999527,782.08954,586.46515,996
17155,0.0,0.66339314,0.48058012,0.5706844,0.099261746,-0.0019849266,0.5418272,782.1513,528.04474,995
17156,0.0,0.5153584,1.0191759,0.7108502,0.12512262,-0.0011786879,0.75260144,782.34125,734.3432,994
17157,0.0,0.97351,0.57525307,0.56039774,0.10883006,-0.014517299,0.33653933,782.41,652.5845,993
17158,0.0,0.47129747,0.42558363,0.7145133,0.11667928,0.0013878329,-0.57177037,782.65027,515.13727,992
17159,0.0,0.7954784,0.64988446,0.45509964,0.15222356,0.0010005438,-0.04967616,782.6571,61.884445,991
17160,0.0,0.43798506,0.94556123,0.56763846,0.15015228,0.00015208543,0.10006864,783.5493,212.65573,990
17161,0.0,0.6540181,1.2489654,0.4640075,0.12830979,0.0020918148,-0.4766762,784.05804,745.46783,989
17162,0.0,0.8900456,0.4489196,0.44121805,0.13109544,0.0050576283,-0.31785583,784.2132,-39.729374,988
17163,0.0,0.8532538,0.38795182,0.37554383,0.051968105,-0.0029302444,0.2941191,784.2683,-270.6442,987
17164,0.0,0.9841417,1.086618,0.6581084,0.11913932,-0.054242983,0.37961343,785.337,780.2619,986
17165,0.0,0.9999773,1.1540412,0.8934854,0.059269812,0.1862718,-0.13025229,785.55676,571.4861,985
17166,0.0,-0.12312474,1.0605482,0.594643,0.13868028,0.00049183395,2.4702256,785.82434,652.5845,984
17167,0.0,0.4750889,0.38766325,0.7616027,0.07487931,0.00126705,-0.41860878,785.9438,488.94595,983
17168,0.0,0.98770916,0.35063532,0.8759901,0.12704518,0.03561527,-0.08048211,786.0266,756.71454,982
17169,0.0,0.28525215,0.45199963,0.6719826,0.039829552,-0.0003898811,0.1510585,786.51434,652.5845,981
17170,0.0,0.99867475,0.9629555,0.8679035,0.11011899,0.19868779,-0.28862458,786.6141,-14.507665,980
17171,0.0,0.38278002,1.0368708,0.7580768,0.043172974,-0.00021770025,0.53328043,786.62085,745.46783,979
17172,0.0,0.9767458,-0.25745395,0.37832382,0.107936285,-0.013604542,0.070327796,787.123,638.69336,978
17173,0.0,0.9542677,1.0142207,0.4478042,0.031354148,0.008297922,-0.1581689,787.1664,769.5005,977
17174,0.0,0.9595313,0.05437376,0.3242676,0.15209219,0.0012575838,-0.06955369,787.4362,586.46515,976
17175,0.0,0.945363,0.6438988,0.67925286,0.109565526,-0.012663946,0.4195046,787.9649,543.9724,975
17176,0.0,0.9949663,1.2288265,0.75590986,0.11890885,0.12328694,-0.39381698,788.0067,720.91864,974
17177,0.0,0.99874276,0.57366425,0.7879948,0.10845552,0.19203094,0.085147604,788.20325,652.5845,973
17178,0.0,0.5266981,0.62349784,0.8186187,0.11319181,-3.21843e-05,-0.36815923,788.4593,463.4114,972
17179,0.0,0.18325944,1.5733302,0.84763896,0.11961275,0.0008200132,-0.7424222,788.48004,77.50652,971
17180,0.0,0.9986968,0.67026436,0.025557583,0.09895068,-0.10413786,0.20374745,788.54236,423.2483,970
17181,0.0,0.9596142,0.99011225,0.8541999,0.08795446,-0.006415561,0.32923073,788.5901,182.29208,969
17182,0.0,0.2559598,0.7335981,0.74817365,0.09930711,-0.0005036957,1.3299354,788.7862,720.91864,968
17183,0.0,0.99160624,-0.44090647,0.23292631,0.08255698,0.030081378,-0.14518487,788.87415,696.77454,967
17184,0.0,0.9577731,0.88200325,0.68900955,0.13685052,0.013305788,-0.18085065,789.1293,599.16156,966
17185,0.0,0.99314785,0.03143929,0.7368731,0.025808474,-0.0355868,0.08307622,789.2045,488.94595,965
17186,0.0,0.9945577,0.15272942,0.68707657,0.13807072,-0.02411591,0.16857241,789.47754,720.91864,964
17187,0.0,0.5860769,0.23569886,0.7534847,0.14883687,0.00019758574,0.053122528,789.6348,277.9698,963
17188,0.0,0.8444932,0.7026196,0.8736505,0.09981384,0.0021654556,0.051630113,789.7246,626.34717,962
17189,0.0,0.9218956,1.1867495,0.6394658,0.11414119,0.0055988305,-0.4042563,790.0494,756.71454,961
17190,0.0,0.7884412,-0.33868164,0.76597875,0.1464784,0.0007568893,-0.022082603,790.2149,720.91864,960
17191,0.0,0.81754494,-0.12751561,0.8776058,0.13580336,0.0013924722,-0.24054396,790.37085,91.178894,959
17192,0.0,0.98057747,0.9842356,0.8591184,0.12960304,0.0068374015,-0.20230599,790.7384,696.77454,958
17193,0.0,0.6998241,0.50816524,-0.19475016,0.14536573,-0.00065361895,0.09597895,790.79266,626.34717,957
17194,0.0,0.9940958,1.0723296,0.60353315,0.06912914,-0.03970728,-0.09682721,791.2878,515.13727,956
17195,0.0,0.989677,0.6566624,0.8424061,0.14684686,-0.01709462,0.062497105,792.0934,438.3204,955
17196,0.0,0.7603816,0.82898057,0.59552914,0.14428179,0.0016872955,-0.31029925,792.23663,734.3432,954
17197,0.0,0.86889195,1.125642,0.2299461,0.11528102,-0.0027163601,0.24822408,793.1691,756.71454,953
17198,0.0,0.93629056,1.1367788,0.7906967,0.13925445,0.001528366,-0.17026255,793.67596,720.91864,952
17199,0.0,0.8242206,0.20393687,0.4712468,0.1488021,0.0003959797,-0.11499603,793.8589,613.98376,951
17200,0.0,0.97412455,0.8967167,0.25396642,0.14896902,-0.0034923381,-0.010901967,793.9133,662.1991,1000
17201,0.0,0.99380004,0.40590954,0.18434897,0.14217708,-0.023145355,-0.021259576,794.5337,793.8589,999
17202,0.0,-0.035752375,0.8994784,0.63728356,0.14747714,0.00021980835,2.3076394,794.771,155.6776,998
17203,0.0,0.079336494,0.9000276,0.8884788,0.06691784,-0.0005206542,0.7360753,794.7954,586.46515,997
17204,0.0,0.99952555,1.0776427,0.7620178,0.061926816,0.19053471,0.15279649,794.79553,571.4861,996
17205,0.0,0.99390537,1.1141919,0.7437931,0.123452246,0.12672715,-0.30903503,794.83344,15.7568245,995
17206,0.0,0.99736863,0.72444206,0.6363872,0.10093046,0.2885412,-0.40244952,795.10834,769.5005,994
17207,0.0,0.9914741,1.3442489,0.86806047,0.09628991,0.08033522,-0.2724995,795.1206,571.4861,993
17208,0.0,0.99329716,1.0056024,0.7613117,0.06908639,0.077568784,-0.06339275,796.1377,687.5888,992
17209,0.0,0.21671225,0.9078901,0.69967145,0.14085975,-0.00048509467,1.0572655,796.3005,411.2521,991
17210,0.0,0.9987178,1.0939597,0.7723352,0.07079247,0.38966152,-0.045338087,796.3179,515.13727,990
17211,0.0,0.21000363,1.2750627,0.76202285,0.14827524,0.00014321906,-0.042506166,796.5319,652.5845,989
17212,0.0,0.9976908,0.7376377,0.6459092,0.12323135,0.04573364,-0.22296296,796.9496,225.49716,988
17213,0.0,0.981872,-0.38520145,0.32875854,0.13205194,-0.006877436,-0.008174223,797.3335,780.2619,987
17214,0.0,0.99680614,0.81573063,0.52972853,0.11278477,0.24102527,-0.283417,797.5715,599.16156,986
17215,0.0,0.27846763,0.6360492,0.81904525,0.065056585,-0.00094081974,0.9413074,797.9097,756.71454,985
17216,0.0,0.1727251,1.2313111,0.6468334,0.13676763,6.7461e-05,0.7556068,798.09076,528.04474,984
17217,0.0,0.9972035,0.4628666,0.43592787,0.14938389,0.07482999,-0.12256779,798.30035,662.1991,983
17218,0.0,0.9945895,1.1143656,0.68488896,0.072244145,0.07687356,0.009162654,798.3054,756.71454,982
17219,0.0,0.43801066,0.78857684,0.697465,0.1327943,-0.00086205004,0.684979,799.1251,142.0216,981
17220,0.0,0.7242862,0.10237358,0.21781532,0.14933945,-0.0005084589,0.096037336,799.54364,793.8589,980
17221,0.0,0.99403787,0.8372866,0.48154327,0.04641921,0.09671621,-0.2207411,799.5951,780.2619,979
17222,0.0,0.9572406,-0.41430286,0.49232385,0.09551388,0.0034821979,0.028876312,799.6095,662.1991,978
17223,0.0,0.99834293,0.9571511,0.06707326,0.12883605,-0.09264688,0.106251605,799.62103,599.16156,977
17224,0.0,0.9800369,1.2017062,0.4101107,0.12929195,0.010540614,-0.21452112,800.6299,793.8589,976
17225,0.0,0.3248575,0.8201749,0.9070657,0.1377319,0.00061799027,-0.45633706,800.7459,365.13492,975
17226,0.0,0.5599565,0.72241825,0.86548287,0.059173856,-0.0007049206,0.5001708,800.85626,488.94595,974
17227,0.0,0.3119978,0.6827984,0.736311,0.045701694,-0.00076847966,0.7389906,801.2627,558.1257,973
17228,0.0,0.9966409,0.88661027,0.8643959,0.09715776,-0.013973536,0.22016695,801.27216,687.5888,972
17229,0.0,0.99893564,0.19677657,0.8434895,0.11405153,0.026949096,-0.17128125,801.58124,676.12634,971
17230,0.0,0.67565054,0.9145504,0.11811614,0.08193031,0.0015706932,-0.16028225,801.7434,303.5997,970
17231,0.0,0.5842968,1.0398039,0.70431256,0.09831123,0.0018675069,-0.32699558,801.81,662.1991,969
17232,0.0,0.9999043,0.7211859,0.82660186,0.11719326,0.20598581,0.17486915,802.33344,-296.93936,968
17233,0.0,0.48234817,0.98390794,0.5862027,0.12667695,0.0010348774,-0.7506544,802.56134,438.3204,967
17234,0.0,0.9994073,0.57748604,0.2950939,0.14514327,0.16823691,0.035204034,803.02673,-259.48495,966
17235,0.0,0.9888455,1.1675155,0.6728315,0.122525774,-0.070175946,0.33185568,803.26166,696.77454,965
17236,0.0,0.23003432,0.6147497,0.83365697,0.059313644,-2.6246364e-05,0.7408326,803.40265,626.34717,964
17237,0.0,0.994046,0.8076595,0.10334253,0.11587549,0.09971611,-0.22516598,803.43756,708.7365,963
17238,0.0,0.9987684,0.6410975,0.80107117,0.07609952,0.34464827,-0.33651534,803.8839,720.91864,962
17239,0.0,0.99254286,0.76055604,0.10292962,0.1373087,0.05583775,-0.18919839,803.9227,488.94595,961
17240,0.0,0.99664533,1.0628585,0.88831395,0.10418696,0.2012737,-0.23522452,804.002,734.3432,960
17241,0.0,0.993224,0.9006839,0.5492246,0.04336185,0.08082632,-0.19645973,804.15497,793.8589,959
17242,0.0,0.9379922,0.29249692,0.5262034,0.146775,-0.0009619391,0.100029185,804.4077,734.3432,958
17243,0.0,0.99754465,1.0598146,0.78784424,0.0967446,0.24644393,-0.4113985,805.11993,423.2483,957
17244,0.0,0.9804933,-0.12198679,0.40139335,0.12613864,0.01466034,-0.19406725,805.2525,793.8589,956
17245,0.0,0.3519036,0.6067787,0.74677247,0.05484822,-0.00085681706,0.48869452,805.66785,-54.69899,955
17246,0.0,0.89412004,1.0583761,0.78813493,0.107639834,0.008131677,-0.36751187,805.95844,377.62875,954
17247,0.0,0.99771726,1.1806381,0.8301532,0.05036917,0.21200256,-0.25149497,806.2024,477.8675,953
17248,0.0,0.99047226,0.098117724,0.6051264,0.13797545,0.025506694,-0.18520719,806.2112,745.46783,952
17249,0.0,0.593792,0.9656531,0.56228906,0.05807688,-0.00050164957,0.43654102,806.46387,662.1991,951
17250,0.0,0.4702964,1.4318742,0.7522903,0.11237128,-0.0016327116,0.7834538,806.808,365.13492,1000
17251,0.0,-0.110726394,1.6015164,0.92235124,0.086908355,0.00042216489,-0.07848665,806.871,662.1991,999
17252,0.0,0.48054138,1.1842299,0.74098283,0.13285688,-0.0012066654,0.4440603,806.92975,745.46783,998
