,,phi_1,theta_1,theta_2,sigma,mu,init_y_1,logL,logL_birth,nlive
labels,,$\phi_1$,$\theta_1$,$\theta_2$,$\sigma$,$\mu$,$y_1$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,
20446,8.991973680001143e-260,0.37841374,0.48714745,0.72770923,0.06628013,-0.00010789622,0.04435012,1354.8867,696.77454,954
20447,1.152480087887341e-259,0.99894375,0.6803842,-0.03144013,0.06651575,-0.008847966,0.021367667,1355.1349,1040.3942,953
20448,1.15684954181003e-259,0.9815637,-0.22909456,0.3922732,0.06996821,-0.0071313996,0.06406947,1355.1387,1296.0018,952
20449,1.8745015339446128e-259,0.9129992,0.9352878,0.62361306,0.04558551,0.0023141429,-0.032682825,1355.6466,1076.2921,951
20450,2.06841766120249e-259,0.06400505,0.63135713,0.7051908,0.045975164,-2.0982652e-05,0.20458943,1355.771,1339.671,1000
20451,2.098427378821153e-259,0.92553955,0.04713326,0.15344946,0.068853244,-0.0010266068,0.001367075,1355.7854,1325.2605,999
20452,2.2811604680828167e-259,0.85931855,0.38071504,0.796274,0.05033885,0.0008517464,0.009970152,1355.8689,1215.6039,998
20453,2.420883443622688e-259,0.36106592,0.37927622,0.83939165,0.058743134,1.34016045e-05,-0.10892932,1355.9283,1296.0018,997
20454,3.4102441947194577e-259,0.80928564,-0.085466675,0.70642823,0.0550608,0.0011708263,-0.15503222,1356.271,1050.5027,996
20455,3.8813321461146413e-259,0.98077434,-0.12611431,0.672119,0.064420864,0.009091248,-0.050884068,1356.4004,1288.1085,995
20456,4.143778773817751e-259,0.25542387,0.8664263,0.76529807,0.050890364,-0.00011035317,0.33973232,1356.4658,1252.1111,994
20457,4.1696566937022815e-259,0.9431157,-0.16632852,0.09371285,0.04945665,8.348817e-05,-0.044436105,1356.472,1303.2306,993
20458,6.040212379654201e-259,0.6342866,0.3071303,0.63691396,0.06246881,0.00047831686,-0.19120216,1356.8427,1325.2605,992
20459,6.214476913997251e-259,0.83863455,0.5765633,0.38525784,0.030884642,-6.385162e-05,-0.067901954,1356.8711,1347.8931,991
20460,8.469333946842011e-259,0.10618686,0.89283675,0.7380871,0.05224307,-0.00015890723,0.37241828,1357.1807,1198.8987,990
20461,1.1594592004513447e-258,0.71033233,0.6972688,0.70572233,0.043099888,0.0007729831,-0.21105401,1357.4948,1158.5044,989
20462,1.184205225709528e-258,0.98563063,1.0256389,0.56294024,0.058117766,0.0076845735,0.0004853271,1357.5159,1325.2605,988
20463,1.4049058522512172e-258,0.7843351,0.6078003,0.6094205,0.04921503,0.00067936105,0.013777356,1357.6868,982.9751,987
20464,1.6948468144260228e-258,0.8077003,0.14570405,0.16240625,0.05420148,0.00048703997,0.009541387,1357.8744,61.884445,986
20465,1.781395506004086e-258,0.99935496,0.16901505,0.645821,0.03626078,-0.03784358,-0.050698437,1357.9242,1333.3448,985
20466,2.0006775865688035e-258,0.20843485,0.8852719,0.6853276,0.061478972,-0.0001647089,0.20948032,1358.0403,973.12177,984
20467,2.0289613307932704e-258,0.39145696,0.61838365,0.67622316,0.054839943,-0.00013976879,0.23649332,1358.0543,329.08728,983
20468,2.0656983191791285e-258,0.3755079,-0.02760465,0.8507286,0.05346422,0.000151936,-0.096908204,1358.0723,963.7604,982
20469,2.1310104737041195e-258,0.99492025,-1.0036687,0.48417127,0.024033098,-0.0009013124,0.009673679,1358.1034,1252.1111,981
20470,2.3421719670287046e-258,0.6361028,-0.08239712,0.89072627,0.060620323,-0.00012220099,0.03595691,1358.1979,1333.3448,980
20471,2.362559776035803e-258,0.59822005,0.6099201,0.7661241,0.055594947,6.3660205e-05,-0.13239262,1358.2065,769.5005,979
20472,3.9430428150891835e-258,0.8952616,0.5198564,0.8148476,0.054452706,0.0012139668,-0.015574419,1358.7188,1355.6466,978
20473,4.362952479611759e-258,0.99605584,-0.3709006,0.50274014,0.067470394,-0.034892175,0.051127475,1358.82,1230.5514,977
20474,4.411688080201648e-258,0.9947768,0.2760599,0.37348953,0.03799033,-0.043694098,0.12589297,1358.831,1245.975,976
20475,6.084037473041057e-258,0.9942181,-0.04901713,-0.07494726,0.072230496,0.00014583713,0.020238332,1359.1525,1050.5027,975
20476,6.50494765408166e-258,0.41065705,0.2932096,0.4327153,0.06435134,0.0002199216,-0.15819833,1359.2194,1150.8486,974
20477,6.584840387847221e-258,0.84285945,0.13277306,0.42809942,0.0662651,0.001078917,-0.049884297,1359.2316,1207.0856,973
20478,7.017231232887451e-258,0.29484642,0.30124584,0.6762874,0.05940875,0.00023365124,-0.2589458,1359.2952,1252.1111,972
20479,8.063976643270937e-258,0.99816227,0.9768947,0.590458,0.056886833,0.093855135,-0.11350024,1359.4342,1245.975,971
20480,1.0936374186920405e-257,0.518755,0.9836404,0.8409895,0.05556128,5.1111343e-05,-0.04091912,1359.7389,1230.5514,970
20481,1.2823430461572106e-257,0.9881826,0.56578505,0.76906604,0.045187183,-0.020126713,0.10475657,1359.8981,1215.6039,969
20482,1.5023252953947245e-257,0.6730397,0.7453714,0.71179265,0.043503784,0.00097468816,-0.20329614,1360.0564,1030.4364,968
20483,1.5048949409677152e-257,0.9987332,0.3055893,0.055691816,0.034076437,-0.04453195,0.07096939,1360.0581,1317.5188,967
20484,1.820131290224743e-257,0.9983628,0.83233154,0.1931383,0.033618998,-0.10356137,0.074692376,1360.2483,1150.8486,966
20485,2.0735865269247523e-257,0.9990775,-0.075804785,0.4221981,0.03819717,-0.07576132,0.079566166,1360.3787,1215.6039,965
20486,2.7760464538403955e-257,0.9975468,0.24689159,0.39741668,0.071804054,0.0045140362,-0.039462153,1360.6704,1355.6466,964
20487,2.862420011859858e-257,0.30591732,0.7336352,0.7262863,0.05011076,0.00023117568,-0.0435736,1360.701,1311.0585,963
20488,3.1208119435599524e-257,0.87545794,0.03271891,0.36235932,0.026626501,0.0012796443,-0.054899387,1360.7875,1347.8931,962
20489,3.2455271166134118e-257,0.997288,0.8570879,0.5916397,0.06277027,-0.07063595,0.054356817,1360.8267,1296.0018,961
20490,3.535911569980646e-257,0.33151636,0.59455734,0.7169285,0.05249822,-0.000146235,0.269205,1360.9124,1333.3448,960
20491,4.111755401129874e-257,0.97478366,-0.08949753,0.35104007,0.0336339,0.006001278,-0.036478523,1361.0632,1303.2306,959
20492,4.662643043630084e-257,0.359336,0.580606,0.7187191,0.066554524,7.444928e-05,-0.012011839,1361.189,1355.6466,958
20493,5.3151642233754826e-257,0.99764067,0.561412,0.31945655,0.065277435,-0.09541738,0.10379091,1361.32,1135.3262,957
20494,1.379322032518407e-256,0.9567568,0.23332457,0.44444802,0.062974505,0.00427376,-0.12093249,1362.2736,1003.31635,956
20495,1.5184065059504116e-256,0.6598023,0.8013749,0.5885475,0.035056796,3.9518283e-05,-0.1152622,1362.3696,1333.3448,955
20496,1.8749817641809282e-256,0.67833436,0.36183843,0.12172503,0.064757325,0.00028452845,-0.004140608,1362.5806,1355.6466,954
20497,1.957542292309838e-256,0.96602607,0.32685477,0.6493645,0.06465258,-0.0010940171,-0.03999359,1362.6237,1215.6039,953
20498,1.9827943481622682e-256,0.8714875,0.43165332,0.40450698,0.07133665,-0.00062413904,0.0032335364,1362.6365,1215.6039,952
20499,2.0120053997646624e-256,0.9964334,-0.31712613,0.52248156,0.047063455,0.04483452,-0.09807545,1362.6764,1282.3066,951
20500,2.205021199378626e-256,0.3351548,0.5802663,0.74388623,0.051701955,-0.00028018834,0.28742278,1362.794,863.0882,1000
20501,2.2998671971437046e-256,0.24883392,0.59076554,0.7895337,0.05266524,-0.00016820313,0.27361557,1362.836,1362.6764,999
20502,2.560055953967634e-256,0.98234797,-0.08199818,0.80158657,0.06697773,0.0068938727,-0.06009963,1362.9432,1303.2306,998
20503,2.713547051990719e-256,0.24886774,0.5916764,0.789209,0.052564535,-0.00016960264,0.27417073,1363.0015,1347.8931,997
20504,2.853857801114751e-256,0.894126,0.38138548,0.661391,0.053712726,-0.0018471162,0.032730926,1363.0519,1282.3066,996
20505,3.555587558350832e-256,0.8988853,0.25733045,-0.1248697,0.06272028,0.0015934657,-0.06694106,1363.2717,1296.0018,995
20506,3.942889700063638e-256,0.40150627,0.62830335,0.8374572,0.03739493,-5.7224723e-05,-0.03397051,1363.3751,745.46783,994
20507,4.5598951191838557e-256,0.75454026,-0.29752243,0.6760579,0.071245976,0.0003493101,-0.052559566,1363.5205,1175.316,993
20508,4.991586148301403e-256,0.64647996,0.31524837,0.61691636,0.062374696,0.00069664733,-0.19149016,1363.611,1355.6466,992
20509,6.219717127177634e-256,0.9945898,-0.330349,0.6431886,0.04612876,0.0062949914,-0.06526473,1363.8309,1230.5514,991
20510,6.355565419601247e-256,0.8785893,0.5057649,0.09718558,0.056627125,-0.0018209325,0.08348428,1363.8525,1347.8931,990
20511,6.630560041997692e-256,0.9984971,0.8066323,0.61632746,0.031361736,-0.120511964,0.057317145,1363.8949,1288.1085,989
20512,6.680117388904803e-256,0.38466486,1.3307285,0.66778046,0.041346096,-4.192003e-05,0.012311891,1363.9023,1182.0487,988
20513,8.276076132415605e-256,0.31486645,0.44516373,0.7264554,0.047942653,-0.000110062676,-0.04739266,1364.1166,1333.3448,987
20514,9.653298043066471e-256,0.8029608,0.78191113,0.7270786,0.06210892,-0.0007367318,0.11885419,1364.2705,1333.3448,986
20515,1.61583402712997e-255,0.99556917,-0.32753438,0.3626036,0.04343924,-0.01973065,0.074273475,1364.7856,1347.8931,985
20516,1.6543543620540035e-255,0.9919389,-0.13608482,0.44314295,0.05393395,0.017981628,-0.022141749,1364.8092,1266.8973,984
20517,1.8245095474184153e-255,0.9975803,0.611453,0.44519487,0.05251533,-0.07234022,0.13640155,1364.9071,1245.975,983
20518,2.2286242168411756e-255,0.99899876,0.822324,0.2000673,0.03376635,-0.09952282,0.07940622,1365.1072,1167.5109,982
20519,2.287051328114461e-255,0.26998538,0.83840996,0.7055715,0.05229985,-0.00015045887,-0.028618835,1365.133,1347.8931,981
20520,3.3648108706309154e-255,0.9558741,0.7435345,0.26857018,0.07099761,0.00088728225,-0.033883568,1365.5192,1347.8931,980
20521,3.62094852307459e-255,0.98633444,0.20062347,0.71723145,0.064988256,-0.008305867,0.00945677,1365.5925,1355.6466,979
20522,3.6874106506054016e-255,0.98571044,-0.12347109,0.40702266,0.06583232,-0.0026334052,0.057585895,1365.6107,1362.6764,978
20523,3.977319439710792e-255,0.99211043,0.33902547,0.7172428,0.067618586,-0.00792782,0.059539877,1365.6864,1347.8931,977
20524,4.0458753437767773e-255,0.75125355,0.8105281,0.095653534,0.060751285,0.0007153364,-0.10905095,1365.7035,1325.2605,976
20525,4.1302081752847784e-255,0.99628973,-0.064852074,0.34455326,0.03529916,-0.052964397,0.08519561,1365.7241,1317.5188,975
20526,6.005750697410411e-255,0.27321032,0.5114306,0.6258272,0.051562596,-8.1390506e-05,-0.07433586,1366.0985,1339.671,974
20527,6.098838353255838e-255,0.468739,0.7802,0.8314584,0.03837275,5.921194e-05,0.031525623,1366.1139,1274.6475,973
20528,6.111507775241037e-255,0.9981334,0.65563506,0.6242539,0.06051863,0.1287522,-0.11832472,1366.116,1333.3448,972
20529,6.130935464268952e-255,0.8623384,0.11020147,-0.22865967,0.0402303,0.00049074617,-0.0002770394,1366.1191,1230.5514,971
20530,6.728585348303435e-255,0.99926496,0.6044085,-0.026405629,0.0551123,-0.028859738,-0.040527523,1366.2122,1339.671,970
20531,7.401641757885376e-255,0.466715,0.97517264,0.6475552,0.02579913,0.00015791482,-0.10559205,1366.3075,1347.8931,969
20532,8.27024181671687e-255,0.99931395,0.5640773,-0.02651311,0.055740055,-0.0330946,-0.04106752,1366.4185,1317.5188,968
20533,1.0149004916543904e-254,0.4689601,0.2215865,0.65197146,0.06665333,0.00021889084,-0.08463217,1366.6232,1236.7222,967
20534,1.2111234287910549e-254,0.4994636,1.0622625,0.8317004,0.055732626,0.00014345127,-0.051248748,1366.7999,1119.201,966
20535,1.2892341790130904e-254,0.14558306,0.61345977,0.65852517,0.04385854,-0.00010232773,0.21615317,1366.8624,1296.0018,965
20536,1.3219035702805472e-254,0.36161157,0.36572725,0.47483265,0.061296232,0.00013174501,-0.18257648,1366.8875,1362.6764,964
20537,1.5736365309621513e-254,0.98518264,0.97731596,0.28895772,0.04623717,0.009717509,-0.085488856,1367.0618,863.0882,963
20538,1.8465172773858596e-254,0.98683935,0.43189117,0.63046896,0.071910575,-0.0005245233,0.0020060162,1367.2217,1099.6682,962
20539,2.0404182834021747e-254,0.83359456,-0.5990912,0.26232284,0.0633129,-0.00015168684,0.02821524,1367.3215,1333.3448,961
20540,2.9181297475467018e-254,0.7652334,0.6206747,0.3263749,0.06139124,-0.00035681808,0.12214112,1367.6793,1099.6682,960
20541,3.230075183723101e-254,0.57296443,0.106032655,0.6460453,0.06827821,0.00019136597,-0.02644868,1367.7809,1311.0585,959
20542,3.911941249237825e-254,0.27955523,0.73620886,0.8514935,0.043215286,-6.0335035e-05,0.061876632,1367.9724,1266.8973,958
20543,3.998360171380938e-254,0.5259103,0.8076829,0.6399238,0.052920185,-0.0005590973,0.26065826,1367.9943,1236.7222,957
20544,4.116729858771754e-254,0.47557575,0.3966628,0.81915975,0.055957094,-0.00023598329,0.036619883,1368.0234,1150.8486,956
20545,5.186277296250914e-254,0.32425553,1.0604141,0.71114486,0.03201703,0.00017940943,-0.06725902,1368.2544,1175.316,955
20546,5.27180905436884e-254,0.6127656,0.501384,0.7515804,0.03995646,0.00031536882,-0.18404873,1368.2708,1282.3066,954
20547,5.660660434272084e-254,0.97112066,0.5987286,0.52206826,0.06431117,-0.0027406623,0.09094481,1368.3419,1317.5188,953
20548,5.767376672870203e-254,0.41389748,0.6074079,0.7790453,0.05278633,0.00042087736,-0.18954611,1368.3606,652.5845,952
20549,6.486657665471827e-254,0.7367976,0.28542766,0.5186632,0.065641634,0.00081714586,-0.14622764,1368.5034,1347.8931,951
20550,7.048449514658154e-254,0.51364255,1.0134113,0.8186149,0.05859264,4.2629777e-05,-0.0494057,1368.6124,1317.5188,1000
20551,7.278408006184302e-254,0.48357388,0.58746105,0.8241706,0.053477835,0.00038043235,-0.110639945,1368.6445,1274.6475,999
20552,7.825768351187804e-254,0.39595616,0.97815955,0.5029669,0.06315071,-0.000112815855,-0.037164547,1368.717,1362.6764,998
20553,8.13850493123719e-254,0.9496867,0.038722686,0.26938128,0.061520714,-0.0013691662,-0.016686706,1368.7562,1347.8931,997
20554,8.701548732205561e-254,0.95222783,0.026430644,0.2932157,0.05241891,-0.0026045986,0.008559587,1368.8231,929.71405,996
20555,1.2886770214209406e-253,0.9972826,0.19474955,0.65610665,0.056946363,0.016213518,0.044528995,1369.2158,982.9751,995
20556,1.4556350985066644e-253,0.19023499,0.7786287,0.73754156,0.045565903,-0.00011521902,0.3909366,1369.3376,1317.5188,994
20557,1.6955890283750748e-253,0.9750573,0.49260068,-0.07564586,0.055834476,0.007424456,-0.061185688,1369.4902,1325.2605,993
20558,1.6968313697750952e-253,0.8001979,1.1230215,0.7200539,0.05181368,0.0006079578,-0.10425347,1369.491,1057.723,992
20559,1.744082155727642e-253,0.16994627,0.8907017,0.7079244,0.03844207,-0.000112164125,0.04500643,1369.5184,1252.1111,991
20560,2.0517724266299445e-253,0.87764424,0.9207602,0.39683166,0.04356533,-0.0022282095,0.14917804,1369.6809,1368.5034,990
20561,2.5401039223840088e-253,0.94210994,0.8702011,0.6547958,0.06396463,-0.0020765231,0.028237516,1369.8944,875.6444,989
20562,2.5738133379592985e-253,0.74110454,0.6399526,0.059563033,0.06844242,-0.00025798642,0.062139284,1369.9076,1187.7366,988
20563,2.702606596101728e-253,0.73887634,0.21136545,0.88204396,0.042350005,-0.00031350998,0.019434012,1369.9564,1245.975,987
20564,3.1508085299645595e-253,0.308411,0.593212,0.7553967,0.06345217,-2.120886e-05,-0.021946145,1370.1099,1150.8486,986
20565,3.7816265195955414e-253,0.81106937,0.7687838,0.59119743,0.03621143,0.00062848534,0.017179927,1370.2924,1236.7222,985
20566,3.789019726468255e-253,0.5062099,0.9799447,0.6101827,0.03394795,-2.663398e-05,-0.110423625,1370.2943,1057.723,984
20567,3.7978179351410487e-253,0.3488728,0.4207463,0.8542816,0.058455955,0.00012671955,-0.112924814,1370.2966,821.5483,983
20568,6.720115790685255e-253,0.414874,0.39688954,0.80845016,0.055469472,2.67672e-05,-0.13480471,1370.8673,1368.5034,982
20569,9.841174972465707e-253,0.9933196,-0.021115405,0.49424335,0.07124415,0.008210494,0.003549318,1371.2488,1252.1111,981
20570,1.0203266602914846e-252,0.51089555,0.27881694,0.7476677,0.066188805,-8.360494e-05,-0.008968526,1371.2849,1258.6783,980
20571,1.2904436996631545e-252,0.3167931,0.58900976,0.736934,0.051927008,-0.00020699746,0.28411433,1371.5198,1119.201,979
20572,1.3753480351856574e-252,0.2949443,0.80181366,0.43996358,0.054208,0.00036106087,-0.3056765,1371.5835,1282.3066,978
20573,1.5242309971528681e-252,0.47473285,0.518094,0.5946554,0.06261107,0.0002620378,-0.21755074,1371.6863,1057.723,977
20574,1.5318787166778824e-252,0.9782196,0.8807948,0.13858345,0.056017738,-0.0020361915,0.039079137,1371.6913,888.392,976
20575,1.6231297496216874e-252,0.7713738,0.01073001,0.46227294,0.06694773,0.0006174026,-0.111058034,1371.7491,963.7604,975
20576,2.8692721119856936e-252,0.31869408,0.5528681,0.70827764,0.06428108,-1.05957615e-05,0.03825184,1372.3188,1207.0856,974
20577,4.510143115328811e-252,0.22406502,0.95108056,0.6924338,0.060851622,-0.00015298692,0.2309104,1372.7711,1311.0585,973
20578,5.602695555989945e-252,0.9991849,0.61933887,0.28012022,0.07019977,-0.0260371,0.03825252,1372.988,1192.5089,972
20579,6.267066473456918e-252,0.9996325,0.60518324,-0.027617112,0.055769898,-0.030177353,-0.043049946,1373.1001,1215.6039,971
20580,6.290059231640075e-252,0.9962456,0.7183828,0.33490273,0.04322244,-0.076426506,0.12062438,1373.1038,1333.3448,970
20581,7.16770644891909e-252,0.46975994,0.1516399,0.8754973,0.04820913,6.5286354e-06,0.05792502,1373.2344,1325.2605,969
20582,8.037255546363554e-252,0.7056459,0.69566137,0.67653865,0.049309224,0.0010589561,-0.21940939,1373.3489,1207.0856,968
20583,8.126042300188823e-252,0.7873139,0.99192226,0.7756849,0.040273003,0.0006388861,-0.070444435,1373.3599,1311.0585,967
20584,1.5911960726829631e-251,0.5526659,0.4319862,0.65725714,0.052685957,-0.0005482935,0.1773542,1374.0319,1245.975,966
20585,1.7171361179789479e-251,0.9681872,0.58092123,0.059647862,0.060246978,0.006278885,-0.10430163,1374.108,1355.6466,965
20586,1.762153713261735e-251,0.99682784,0.63229686,0.45118186,0.03504847,-0.08341907,0.12036186,1374.1339,1368.5034,964
20587,2.0041075932560647e-251,0.3547524,0.21049497,0.699218,0.048953917,-0.0001909197,0.10628975,1374.2626,1317.5188,963
20588,2.1485193901365657e-251,0.99186707,1.0194716,0.5631427,0.034087975,0.015410553,-0.0666867,1374.3322,1296.0018,962
20589,2.189558329791003e-251,0.22198932,0.51353765,0.8057557,0.056798924,1.8315262e-05,-0.091396935,1374.3511,1311.0585,961
20590,2.64369196049425e-251,0.99742,0.7551699,0.6404875,0.06394737,0.0030093982,-0.043994814,1374.5396,1119.201,960
20591,3.3978842978405274e-251,0.999317,-1.0444325,0.82184976,0.054025866,-0.019259807,0.022746615,1374.7905,1355.6466,959
20592,4.2468410895794765e-251,0.6684399,0.72730446,0.6157576,0.031772297,-0.0006852739,0.13981643,1375.0135,1167.5109,958
20593,5.548399001292287e-251,0.57130903,0.63701123,0.76237184,0.033555955,-0.00023225187,0.1393972,1375.2809,1362.6764,957
20594,7.327142398732365e-251,0.46147832,0.87492615,0.252735,0.05380508,0.000111723,-0.17920567,1375.559,1325.2605,956
20595,7.395435115151476e-251,0.9969563,0.87832767,0.6025305,0.058782533,-0.07357997,0.07893088,1375.5682,1150.8486,955
20596,7.408084604018622e-251,0.75655854,-0.4149747,0.5462219,0.042925082,-0.00028732212,0.080861464,1375.57,1236.7222,954
20597,7.464364354620781e-251,0.9968034,-1.0759612,0.77441454,0.054854926,-0.02080803,0.019809527,1375.5775,1333.3448,953
20598,8.488228457858195e-251,0.9493627,0.42294586,0.45553517,0.057221465,0.0006193283,0.056648765,1375.706,1274.6475,952
20599,9.48874987752229e-251,0.6438621,0.48880163,0.67709005,0.056025237,0.00078030844,-0.14567904,1375.8428,1274.6475,951
20600,1.0246555011971919e-250,0.35537317,0.32730272,0.4716274,0.06150734,0.00013038433,-0.14655088,1375.9456,1167.5109,1000
20601,1.0348372365893617e-250,0.9950538,-0.29610085,0.8265349,0.06682583,0.012025822,-0.030912846,1375.9554,1303.2306,999
20602,1.502374549440022e-250,0.96158665,-0.5625416,0.84613156,0.049190637,-0.0030752383,0.046041735,1376.3282,1325.2605,998
20603,1.685457640674378e-250,0.5407617,0.3005794,0.7516395,0.042870443,-5.6587014e-05,-0.09093932,1376.4432,1099.6682,997
20604,1.720799617847124e-250,0.90023625,1.0566859,0.37479234,0.053123925,0.0007219713,-0.07120254,1376.464,1175.316,996
20605,1.8306639684355655e-250,0.3369478,0.35894704,0.49969518,0.061175983,0.00017326439,-0.17297265,1376.5259,1215.6039,995
20606,2.0519990565086097e-250,0.30927327,1.210402,0.6768413,0.033353858,6.4556836e-05,0.015123977,1376.64,1068.0227,994
20607,2.307124554427446e-250,0.9980005,0.19312648,0.7832392,0.06372895,-0.04750918,0.012752314,1376.7572,909.06775,993
20608,2.3366009316403494e-250,0.7192896,0.6484092,0.5679884,0.068445936,-0.00048136592,0.07063642,1376.7699,1368.5034,992
20609,2.983090892789724e-250,0.68404424,-0.23208375,0.34180018,0.048302867,-0.00014208257,0.07075511,1377.0142,1311.0585,991
20610,3.0149404915360957e-250,0.9637717,-0.10566225,0.27257106,0.07473452,-0.00067839585,0.0097628245,1377.0248,1230.5514,990
20611,3.396830489343424e-250,0.8121546,0.40639034,0.754111,0.049547452,0.0004860807,-0.12777847,1377.144,1274.6475,989
20612,3.466364879517852e-250,0.512465,0.32863262,0.5451706,0.040064566,0.0004379213,-0.114308216,1377.1643,1040.3942,988
20613,3.5829536938561575e-250,0.90800434,0.6276265,0.61263806,0.06357924,0.0024292886,-0.09535462,1377.1974,1288.1085,987
20614,4.065970086285597e-250,0.9973912,0.9251732,0.5434159,0.042948347,-0.07763984,0.04258655,1377.3239,1252.1111,986
20615,4.406570374671098e-250,0.9650981,-0.089812465,0.5658451,0.07253982,0.0018723037,-0.018822279,1377.4043,1317.5188,985
20616,5.1593548253542815e-250,0.99613726,0.863015,0.560362,0.054108173,0.019748447,0.03298983,1377.562,1339.671,984
20617,5.998121299544022e-250,0.97288835,-0.0039686784,0.17127484,0.07475791,0.0007320312,-0.012084186,1377.7126,1355.6466,983
20618,6.110453487405214e-250,0.87186307,0.01991425,-0.23853028,0.04472927,0.00089441636,-0.0411685,1377.7312,1355.6466,982
20619,7.156936638540739e-250,0.9695342,0.65231574,0.7595422,0.052692123,0.0026348454,0.015039041,1377.8893,1150.8486,981
20620,7.605510583046053e-250,0.84663725,0.2795268,0.083214626,0.061660472,0.0009129813,-0.03163446,1377.9501,1128.3844,980
20621,1.2229470421958167e-249,0.993372,0.07931692,0.70620143,0.047070313,-0.038200054,0.10001038,1378.425,1288.1085,979
20622,1.5342937766887296e-249,0.99717236,0.080176465,0.70242405,0.03987261,-0.008929379,0.07058302,1378.6519,1274.6475,978
20623,2.0593321233634258e-249,0.13596231,0.8826392,0.65280944,0.055336658,-0.0001105738,0.43250582,1378.9462,1288.1085,977
20624,2.6597738310914907e-249,0.63131994,0.4230301,0.7807546,0.060266756,-6.9125555e-05,-0.062018823,1379.202,963.7604,976
20625,3.034592142414642e-249,0.9668583,0.14233229,0.5004291,0.04398164,0.0077704526,-0.10076437,1379.3339,1375.8428,975
20626,3.2787741208658076e-249,0.97202474,-0.13581944,0.66199255,0.06430192,-0.004615128,0.026072737,1379.4113,1368.5034,974
20627,4.11350823480814e-249,0.41220498,0.47093198,0.77216136,0.045151815,-0.000244029,0.05876725,1379.6381,1339.671,973
20628,4.406152393316511e-249,0.9846119,0.66690284,0.3210148,0.038616963,-0.011739916,0.12813413,1379.7068,1347.8931,972
20629,5.812317511351839e-249,0.25630045,1.1440829,0.65915495,0.033055652,-8.458012e-05,0.012730427,1379.9838,1347.8931,971
20630,6.731715135606593e-249,0.5961532,0.66768926,0.8434629,0.045125123,9.7513985e-06,-0.06821549,1380.1306,1030.4364,970
20631,8.125947870006252e-249,0.97691244,0.7524705,0.0834498,0.053723633,0.005879415,-0.022760216,1380.3188,1375.8428,969
20632,1.0284707522990701e-248,0.88443685,0.36914283,0.20591378,0.0538073,-0.0018243579,0.06861998,1380.5544,1110.7765,968
20633,1.0371699935612925e-248,0.99371034,1.0169257,0.39256167,0.05823255,0.009250284,-0.04986217,1380.5629,1192.5089,967
20634,1.273717996684793e-248,0.9302704,0.49971893,0.3565961,0.042023264,0.0014644034,-0.116566904,1380.7683,1158.5044,966
20635,1.808330505817925e-248,0.9900624,0.4948557,0.20462441,0.045683816,-0.012898224,-0.0015458472,1381.1188,1362.6764,965
20636,1.8902622396631367e-248,0.9482134,0.8115722,0.68024933,0.056307312,0.0031800822,-0.11521687,1381.1631,1368.5034,964
20637,1.9588549666490885e-248,0.39324227,0.40818158,0.805741,0.05851043,3.305613e-05,-0.11343748,1381.1987,1339.671,963
20638,2.41709203687296e-248,0.53272915,0.74213344,0.68554497,0.050144948,0.00029699793,0.012448717,1381.4089,599.16156,962
20639,3.0140006171566674e-248,0.9977759,0.30897555,0.4535229,0.023636078,0.032960903,0.0062100147,1381.6296,1245.975,961
20640,4.558924153053298e-248,0.9185697,-0.5413821,0.42431527,0.071635224,0.00013785898,0.00857131,1382.0435,1288.1085,960
20641,5.847346867985051e-248,0.99688387,-1.1175874,0.7949161,0.05614605,-0.018237127,0.020706695,1382.2924,1368.5034,959
20642,5.895366730384844e-248,0.3821329,0.42242008,0.83297044,0.056408133,6.2437946e-05,-0.12903029,1382.3005,1274.6475,958
20643,6.651845144573644e-248,0.9966048,0.34174776,-0.019050438,0.06420391,0.001769265,-0.04203974,1382.4213,1288.1085,957
20644,7.983599689951784e-248,0.59092987,0.37206158,0.4121221,0.04523676,0.0005490468,-0.10280022,1382.6038,1325.2605,956
20645,8.919405019061316e-248,0.55167836,0.5417702,0.7512692,0.05912962,0.0005330764,-0.199954,1382.7146,1135.3262,955
20646,1.0873725336361668e-247,0.8741775,1.0237055,0.5204235,0.037211105,-0.00024210352,0.07690578,1382.9127,1339.671,954
20647,1.3047549472058115e-247,0.9893031,-0.16247067,0.12727325,0.06504568,0.0026091626,0.018223055,1383.095,1375.8428,953
20648,1.463398304657866e-247,0.96533465,0.625275,0.077460706,0.059531987,0.0053914054,-0.060267765,1383.2097,1375.8428,952
20649,1.5795716684731307e-247,0.9996854,0.59861064,0.8071835,0.041704625,-0.088345006,-0.009459311,1383.3114,1143.8782,951
20650,1.540051014348765e-247,0.993236,0.66420186,0.5965455,0.050796706,-0.013333372,0.107555024,1383.312,1368.5034,1000
20651,2.523664536691168e-247,0.88034755,-0.58089495,0.21544921,0.061321862,-0.0005634307,0.03130882,1383.8059,1092.5581,999
20652,2.810887057598742e-247,0.97444373,0.1187649,0.781022,0.058680184,0.0038639058,-0.08662017,1383.9137,1252.1111,998
20653,3.4986325169423776e-247,0.9614162,0.253232,0.057943866,0.0630529,-0.0024807828,0.07884097,1384.1326,1325.2605,997
20654,4.2083244075623593e-247,0.5291652,0.3632078,0.741786,0.04311651,0.00043003773,-0.08470596,1384.3173,1192.5089,996
