,,phi_1,phi_2,sigma,mu,init_y_1,init_y_2,logL,logL_birth,nlive
labels,,$\phi_1$,$\phi_2$,$\sigma$,$\mu$,$y_1$,$y_2$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,
27778,0.004325207148532961,0.55881226,0.29765433,0.9812259,15.346418,9.795059,15.224407,-629.49274,-629.6384,972
27779,0.0043254711462835755,0.5788145,0.2880171,0.9788588,15.281128,10.514351,14.400925,-629.4927,-629.49493,971
27780,0.0043254711462811166,0.5759236,0.2707543,0.99160534,15.303464,10.504171,16.034609,-629.4927,-629.7379,970
27781,0.0043257351601424165,0.56302243,0.28715548,0.97858477,15.252118,8.190119,18.399097,-629.4926,-629.5014,969
27782,0.004325999190124236,0.6034029,0.25555626,0.988982,15.238724,9.747408,17.357943,-629.49255,-629.51544,968
27783,0.004325999190125712,0.5895005,0.27023056,0.9715136,15.296643,10.452345,14.013081,-629.49255,-629.5471,967
27784,0.004325999190124728,0.6031803,0.25963956,0.9868937,15.335844,9.6921835,16.517508,-629.49255,-629.53467,966
27785,0.0043262632362177245,0.56040764,0.2876751,0.9787551,15.331275,7.801191,19.94845,-629.4925,-629.5713,965
27786,0.004326791376753967,0.57865715,0.27118462,0.96106946,15.244344,9.198637,17.94235,-629.4924,-629.5085,964
27787,0.0043267913767559354,0.5915743,0.27493712,0.98280996,15.249928,10.262058,16.94456,-629.4924,-629.56683,963
27788,0.004327055471207053,0.5783688,0.26734293,0.97978103,15.352049,7.1502147,23.169079,-629.4923,-629.63245,962
27789,0.004327583708462491,0.5583492,0.2930585,0.9784949,15.239568,8.417692,18.96329,-629.4922,-629.6516,961
27790,0.004327847851269271,0.579051,0.26284924,0.9777926,15.20836,10.115048,16.372442,-629.4921,-629.54285,960
27791,0.0043278478512668115,0.59021914,0.26977307,0.96874267,15.417126,8.0314455,21.208353,-629.4921,-629.58496,959
27792,0.004328904583739983,0.5645295,0.2830777,0.9774315,15.176773,10.119204,15.505048,-629.4919,-629.53467,958
27793,0.004329168807174466,0.5902,0.27672324,0.9748918,15.253197,10.035748,15.309046,-629.4918,-629.6704,957
27794,0.004329168807173973,0.57492757,0.276111,0.98080355,15.192108,10.407682,16.614523,-629.4918,-629.53906,956
27795,0.004330490166260499,0.57437724,0.2798359,0.9757171,15.269441,7.4866934,22.230297,-629.4915,-629.5298,955
27796,0.004330490166259514,0.5799933,0.28876472,0.9862043,15.355289,9.613055,17.543587,-629.4915,-629.5471,954
27797,0.004330754486464858,0.56171465,0.27918577,0.97944814,15.390212,9.100667,18.323233,-629.49146,-629.56683,953
27798,0.004331018822804011,0.56524515,0.29060963,0.98951554,15.210439,9.858669,15.517016,-629.4914,-629.5471,952
27799,0.004331018822803519,0.5872903,0.26391524,0.9906148,15.292434,8.698563,17.468327,-629.4914,-629.5085,951
27800,0.00433101882280795,0.56707686,0.28405574,0.97097206,15.287606,10.13828,14.275753,-629.4914,-629.4982,950
27801,0.004222634968385699,0.5756236,0.27284214,0.9709324,15.249204,9.904002,14.764677,-629.4914,-629.51544,949
27802,0.004114502235581461,0.59188014,0.27669555,0.98135215,15.369263,9.654286,18.210276,-629.49133,-629.5119,998
27803,0.004114502235584736,0.58341885,0.2556538,0.9747145,15.363957,8.373188,19.62913,-629.49133,-630.2014,997
27804,0.004114753372534653,0.5816261,0.2681385,0.96403646,15.412736,8.970779,19.112982,-629.4913,-629.51886,996
27805,0.0041152556924227805,0.5864318,0.26907524,0.9859403,15.418607,10.912016,14.464765,-629.49115,-629.6897,995
27806,0.004115255692421377,0.58029276,0.26940784,0.97221744,15.1536,9.544875,16.510975,-629.49115,-629.8682,994
27807,0.0041155068753572464,0.57003146,0.2808473,0.97216576,15.233399,9.601008,15.257844,-629.4911,-629.53467,993
27808,0.004115506875359586,0.60488164,0.25726232,0.9749532,15.398359,8.741679,19.333937,-629.4911,-629.53467,992
27809,0.004116009287235056,0.575301,0.27188414,0.97421175,15.263148,10.102458,17.632711,-629.49097,-629.51886,991
27810,0.0041160092872341205,0.5999511,0.2469414,0.97367954,15.287203,8.610039,19.51563,-629.49097,-629.5085,990
27811,0.00411651176043776,0.5851838,0.25556335,0.98390007,15.404354,9.171208,18.406633,-629.49084,-629.53906,989
27812,0.004116511760441972,0.58894545,0.2568462,0.98019093,15.227917,8.539912,21.391754,-629.49084,-629.5298,988
27813,0.004116763020049637,0.58882064,0.26055685,0.9627283,15.310099,9.692776,16.83275,-629.4908,-629.52625,987
27814,0.004117265585268697,0.5721396,0.28034323,0.9808605,15.167307,8.782939,17.393652,-629.49066,-630.3522,986
27815,0.004117516890891327,0.5774136,0.28230026,0.9757047,15.157967,9.380545,16.465923,-629.4906,-629.5014,985
27816,0.0041175168908899225,0.5966329,0.26160473,0.97114635,15.227274,9.75396,15.9981,-629.4906,-629.7379,984
27817,0.004117768211842136,0.5917982,0.25622016,0.9676778,15.400043,9.409421,17.459122,-629.49054,-629.51886,983
27818,0.0041182708997746335,0.57696813,0.27411336,0.98939115,15.262864,11.105863,13.839104,-629.4904,-629.53906,982
27819,0.004118522266756792,0.5845579,0.2817609,0.9688389,15.409324,9.526954,17.001472,-629.49036,-629.5298,981
27820,0.004119276459755669,0.5882124,0.25196037,0.9853518,15.317032,8.481827,19.294685,-629.4902,-629.58124,980
27821,0.0041200307908593695,0.58352107,0.2770671,0.9697181,15.24609,9.448809,15.9165,-629.49,-629.52625,979
27822,0.0041200307908631165,0.5982869,0.2528199,0.9725348,15.214896,9.275838,17.634119,-629.49,-629.5085,978
27823,0.004120030790862648,0.5897314,0.26658273,0.97655094,15.182424,10.309795,16.95547,-629.49,-629.5298,977
27824,0.004120785260100677,0.58489245,0.26112756,0.99252045,15.293497,8.212203,21.605412,-629.4898,-629.53906,976
27825,0.004120785260104424,0.58888835,0.27436483,0.9744825,15.273026,7.7398095,21.955814,-629.4898,-629.51886,975
27826,0.004120785260100208,0.56277055,0.27693924,0.98466694,15.300968,9.534039,17.686218,-629.4898,-629.51544,974
27827,0.004121036780547679,0.57814765,0.28384283,0.9660818,15.267986,9.415723,18.365026,-629.48975,-629.6452,973
27828,0.004121036780552365,0.60019845,0.26470014,0.9812305,15.345191,9.884784,15.749897,-629.48975,-629.5471,972
27829,0.004121288316352363,0.5833414,0.26537806,0.96891063,15.273986,10.764722,14.26588,-629.4897,-629.53467,971
27830,0.0041212883163495515,0.57896346,0.27563208,0.988075,15.194923,8.101768,21.288507,-629.4897,-629.5119,970
27831,0.004121288316347209,0.5918183,0.27124026,0.9762753,15.427102,10.407062,14.839859,-629.4897,-629.54285,969
27832,0.00412179143400994,0.5913422,0.251931,0.9696762,15.308355,9.424922,17.641169,-629.48956,-629.52185,968
27833,0.004121791434010877,0.57421136,0.27928025,0.96147996,15.262809,9.573144,16.502169,-629.48956,-629.54285,967
27834,0.004122043015872204,0.5717374,0.286351,0.98336643,15.462062,10.335648,15.433559,-629.4895,-629.51544,966
27835,0.004122043015870798,0.59218377,0.27591172,0.9793504,15.229776,9.679304,16.29452,-629.4895,-629.4982,965
27836,0.004122546225659467,0.5731252,0.2780264,0.9802662,15.408601,11.0026,13.721719,-629.4894,-629.5471,964
27837,0.0041225462256613415,0.58932304,0.26414555,0.9619739,15.312383,9.927507,16.700878,-629.4894,-629.5512,963
27838,0.00412330115553797,0.5729847,0.2877657,0.9759429,15.315712,10.225208,17.100649,-629.4892,-629.5512,962
27839,0.004123301155539376,0.58004314,0.26454043,0.97666407,15.370029,8.272332,18.336885,-629.4892,-629.4914,961
27840,0.0041233011555375015,0.584383,0.2838947,0.9802881,15.200205,9.344823,18.024868,-629.4892,-629.5298,960
27841,0.0041235528295453855,0.58005756,0.27139708,0.96373934,15.305989,9.097384,19.529087,-629.48914,-629.6384,959
27842,0.004125063196235727,0.56482154,0.28781778,0.99143136,15.364655,8.95267,19.050337,-629.4888,-629.58496,958
27843,0.0041250631962394795,0.5867335,0.27315152,0.9682743,15.241761,10.563204,15.9061575,-629.4888,-629.4982,957
27844,0.004125566774727823,0.5790272,0.27002764,0.976347,15.492007,9.043103,17.733252,-629.48865,-629.4982,956
27845,0.004125566774727823,0.5814938,0.2648702,0.98889893,15.424804,8.231895,19.118284,-629.48865,-629.4914,955
27846,0.004126322257729455,0.58826625,0.26888397,0.9819245,15.3130665,7.696546,19.827053,-629.48846,-629.7232,954
27847,0.0041263222577252335,0.57784355,0.27980042,0.9862519,15.260712,10.079205,14.255436,-629.48846,-629.49493,953
27848,0.0041265741161307795,0.57010627,0.26625952,0.9761587,15.31183,9.030708,18.451458,-629.4884,-629.6772,952
27849,0.004127077879068845,0.5919683,0.26683405,0.97509193,15.175815,10.432153,16.094135,-629.4883,-629.8851,951
27850,0.004127833638792441,0.5781897,0.2645447,0.98030657,15.232696,9.658782,15.612808,-629.4881,-629.5119,950
27851,0.004127833638791972,0.58330387,0.26303202,0.9722384,15.440342,9.85679,16.327072,-629.4881,-629.52625,949
27852,0.004128085589450057,0.59384185,0.26681593,0.97556615,15.340252,10.865028,15.406159,-629.48804,-629.9075,948
27853,0.0041285895369068135,0.5743637,0.27058765,0.98587817,15.212125,10.142946,14.859462,-629.4879,-629.56683,947
27854,0.004128589536904466,0.5727722,0.28061977,0.9865402,15.145774,10.075878,16.000504,-629.4879,-629.5959,946
27855,0.0041285895369086905,0.5620993,0.28057706,0.9677858,15.299264,9.054923,17.466702,-629.4879,-629.5051,945
27856,0.0041288415337068915,0.5715652,0.28197208,0.9757932,15.355098,9.738485,14.655119,-629.48785,-629.5471,944
27857,0.004129093545879183,0.58471274,0.2811598,0.9659185,15.273495,9.273053,17.91871,-629.4878,-629.5014,943
27858,0.004129345573445284,0.59176993,0.26998153,0.9915784,15.424884,8.317198,20.238466,-629.48773,-629.5713,942
27859,0.0041295976163948644,0.58704305,0.266024,0.9782978,15.166631,8.760998,17.823387,-629.4877,-629.5085,941
27860,0.004129597616389231,0.5855969,0.27259567,0.98897487,15.469813,9.391313,18.458965,-629.4877,-629.5298,940
27861,0.0041298496747133725,0.5900546,0.26734877,0.97652733,15.320314,10.423622,13.800649,-629.4876,-629.51886,939
27862,0.004129849674714781,0.6021559,0.25959757,0.98185617,15.236341,7.980499,21.583893,-629.4876,-629.5119,938
27863,0.004130353837526651,0.5781731,0.27449644,0.9730896,15.258652,9.787178,14.741041,-629.4875,-629.6273,937
27864,0.004130353837528529,0.5806829,0.26836777,0.98523736,15.382168,7.772969,22.53906,-629.4875,-629.5298,936
27865,0.00413060594201532,0.588397,0.2552185,0.99134713,15.356988,8.626914,18.849085,-629.4874,-630.9162,935
27866,0.004130858061888407,0.5847696,0.27041537,0.9710533,15.406088,7.6094046,22.275438,-629.48737,-629.4914,934
27867,0.00413136234780005,0.58409405,0.27711943,0.9818243,15.259961,11.247665,13.505144,-629.48724,-629.54285,933
27868,0.004131866695272848,0.5807111,0.27561194,0.9766956,15.362974,7.5238814,22.668873,-629.4871,-629.77496,932
27869,0.004131866695274727,0.5895639,0.27430797,0.979717,15.16225,10.132053,16.559576,-629.4871,-629.5051,931
27870,0.004132875574945132,0.5821496,0.27883884,0.96252716,15.363333,9.482526,16.920647,-629.4869,-629.5051,930
27871,0.004133632396353402,0.5941826,0.26038575,0.9861413,15.399684,10.560015,15.7966385,-629.4867,-629.51886,929
27872,0.00413388470095083,0.5954674,0.2558059,0.9887512,15.218515,10.065978,16.069435,-629.48663,-629.75244,928
27873,0.0041341370209486495,0.58130383,0.26955605,0.9708521,15.166785,9.568586,18.247988,-629.4866,-629.6384,927
27874,0.0041341370209453596,0.56927454,0.27286628,0.9759827,15.207953,8.205999,20.091341,-629.4866,-629.51886,926
27875,0.004134389356346859,0.5658332,0.27871752,0.9826128,15.395675,8.188125,20.545958,-629.4865,-629.5051,925
27876,0.004134389356348269,0.5796795,0.2708284,0.961794,15.374376,9.280022,18.321274,-629.4865,-629.56085,924
27877,0.00413514645495746,0.5740795,0.2808025,0.96484154,15.43258,8.996689,17.994728,-629.4863,-629.5298,923
27878,0.0041353988519680415,0.5900801,0.25434428,0.97515994,15.320328,8.091197,19.58829,-629.48627,-629.53467,922
27879,0.0041353988519685116,0.5948042,0.25181842,0.98497057,15.408315,8.838843,20.085938,-629.48627,-629.5051,921
27880,0.004135651264387475,0.59775984,0.26946974,0.97519493,15.371981,8.376933,20.307423,-629.4862,-629.56683,920
27881,0.0041369135575967456,0.5911476,0.2656463,0.9762112,15.416352,7.3976455,22.698648,-629.4859,-629.6273,919
27882,0.0041369135576019185,0.590121,0.27090412,0.9861288,15.290817,10.943437,13.580657,-629.4859,-629.5512,918
27883,0.004136913557596275,0.59977996,0.25332066,0.9874297,15.40788,9.476611,17.261366,-629.4859,-629.4914,917
27884,0.0041371660624678844,0.5829574,0.26237217,0.97612095,15.384781,7.4063096,21.259998,-629.48584,-629.5119,916
27885,0.0041374185827558725,0.5776553,0.27191645,0.9858617,15.305494,11.117403,14.518259,-629.4858,-629.49493,915
27886,0.0041374185827492875,0.5841713,0.27128246,0.9661969,15.395509,9.668993,18.22419,-629.4858,-629.49493,914
27887,0.004137923669556522,0.5907579,0.25873968,0.98099613,15.273203,8.40104,22.078249,-629.48566,-629.53906,913
27888,0.0041379236695588744,0.56290853,0.28669685,0.9936802,15.318169,10.132228,15.785826,-629.48566,-629.5119,912
27889,0.0041379236695588744,0.5823468,0.26941139,0.96967953,15.17626,8.338597,20.637512,-629.48566,-629.73016,911
27890,0.004137923669561227,0.60600626,0.25067425,0.9730442,15.284015,8.454557,20.986061,-629.48566,-629.6516,910
27891,0.004138176236085648,0.5758343,0.2633393,0.9861975,15.278018,9.556284,18.027061,-629.4856,-629.51544,909
27892,0.004138681415385037,0.5624312,0.27848238,0.98804986,15.36497,8.617678,18.669165,-629.4855,-629.6012,908
27893,0.004138681415384096,0.5980504,0.2588163,0.98784477,15.244932,9.427679,19.420042,-629.4855,-629.4982,907
27894,0.004138934028158593,0.5810759,0.27847174,0.9818503,15.188307,7.867238,21.08719,-629.4854,-629.4914,906
27895,0.004139186656356056,0.5606578,0.2936141,0.97225755,15.236986,8.796175,17.878258,-629.48535,-629.54285,905
27896,0.004139439299969897,0.5945147,0.26217535,0.9957894,15.297011,8.241266,20.107622,-629.4853,-629.53467,904
27897,0.004139944633460829,0.5941891,0.25898662,0.9696469,15.336775,8.55336,18.316534,-629.48517,-629.51544,903
27898,0.004140450028642215,0.5920466,0.26416856,0.9701963,15.205075,9.33314,16.75815,-629.48505,-629.5014,902
27899,0.004140450028640803,0.5795224,0.26277322,0.9815752,15.384561,9.2778845,19.220232,-629.48505,-629.57635,901
27900,0.004140450028643627,0.573798,0.27525938,0.99165314,15.446423,8.813528,17.886436,-629.48505,-630.12067,900
27901,0.004141966584399226,0.58250105,0.258742,0.97885495,15.256675,10.257382,15.95409,-629.4847,-629.6772,899
27902,0.004141966584397813,0.5736256,0.29096267,0.9681632,15.30975,9.093344,17.639591,-629.4847,-629.5713,898
27903,0.0041419665844006385,0.5757885,0.27845106,0.9686748,15.280335,10.876202,14.986664,-629.4847,-629.5713,897
27904,0.004142472226419156,0.57989115,0.28089166,0.9715738,15.152944,9.3621025,17.910812,-629.48456,-629.49493,896
27905,0.004142472226420098,0.5877444,0.2740118,0.9858068,15.426348,10.039382,15.041173,-629.48456,-629.51886,895
27906,0.004142977930161553,0.5796204,0.26382658,0.96908706,15.259583,8.469807,18.545147,-629.48444,-629.56683,894
27907,0.004143230805182974,0.5817918,0.28069556,0.990553,15.372983,9.346859,16.19601,-629.4844,-629.4914,893
27908,0.00414348369563866,0.58571965,0.27421606,0.9953025,15.199899,9.311187,17.893822,-629.4843,-629.54285,892
27909,0.004144242459627806,0.5669602,0.2863577,0.9709735,15.295618,10.808412,14.878041,-629.48413,-629.52185,891
27910,0.004145001362563979,0.60599405,0.24961707,0.98283714,15.38709,8.596334,20.490019,-629.48395,-629.4982,890
27911,0.004145254361088267,0.5786172,0.26201665,0.9759702,15.273327,7.6670628,20.883326,-629.4839,-629.56085,889
27912,0.004146013449329396,0.5907939,0.27034616,0.96424186,15.2796955,10.046322,16.58501,-629.4837,-629.53467,888
27913,0.0041460134493336385,0.5892864,0.26062366,0.97585064,15.331019,9.207474,16.22279,-629.4837,-629.52625,887
27914,0.004146519585377778,0.5958864,0.2570174,0.97797674,15.4713125,8.809399,19.337557,-629.4836,-629.5298,886
27915,0.004146519585376835,0.5663518,0.28725168,0.9793694,15.304397,10.519757,16.261166,-629.4836,-629.56085,885
27916,0.004146772676575517,0.58369154,0.25944236,0.97642434,15.354187,7.404078,22.798841,-629.4835,-629.51544,884
27917,0.004147025783216945,0.5770946,0.27734077,0.9727265,15.148453,9.506994,16.446688,-629.48346,-629.5051,883
27918,0.004147278905304419,0.5923895,0.257557,0.9780623,15.164391,9.581284,18.132383,-629.4834,-629.7178,882
27919,0.004147785195837779,0.572073,0.29426602,0.98094153,15.391238,9.265388,17.719213,-629.4833,-629.54285,881
27920,0.00414803836428508,0.59687865,0.2538175,0.9798445,15.426176,9.722534,16.651596,-629.4832,-629.6584,880
27921,0.004148544747527249,0.5857695,0.2596986,0.9780548,15.297378,10.823898,14.302207,-629.4831,-629.85187,879
27922,0.004148797962332021,0.59043974,0.25340644,0.9787968,15.246784,7.6194677,22.231825,-629.48303,-629.52625,878
27923,0.004149304438313182,0.5668695,0.277986,0.99395,15.325816,8.817791,17.579376,-629.4829,-629.49493,877
27924,0.0041495576994843835,0.55882126,0.2923966,0.9888416,15.293597,10.2656355,15.145211,-629.48285,-629.53467,876
27925,0.004149810976112948,0.55767435,0.287318,0.9864709,15.306995,9.430712,16.032385,-629.4828,-629.52625,875
27926,0.004149810976115307,0.5896534,0.25589693,0.9843034,15.397502,7.60382,22.398046,-629.4828,-629.5119,874
27927,0.004150064268204538,0.59454894,0.2706145,0.9841755,15.419976,10.2493725,15.867975,-629.4827,-629.51886,873
27928,0.0041503175757572645,0.5949082,0.2725759,0.9769836,15.209741,9.26459,17.713575,-629.48267,-629.4982,872
27929,0.0041503175757572645,0.57540524,0.2701373,0.9729322,15.412762,9.574588,18.238207,-629.48267,-629.5713,871
27930,0.0041503175757544334,0.6017369,0.2578673,0.9667563,15.322907,8.877084,19.302464,-629.48267,-629.7448,870
27931,0.0041505708987716015,0.58545053,0.26417908,0.9680045,15.399158,8.795454,20.288822,-629.4826,-629.58496,869
27932,0.004151077591186521,0.57000697,0.27807707,0.9942159,15.246831,10.160285,16.0606,-629.4825,-629.4982,868
27933,0.004152091161582574,0.5950694,0.25565374,0.978461,15.388669,8.61689,18.184895,-629.48224,-629.54285,867
27934,0.0041520911615783255,0.5932597,0.2595712,0.9865938,15.355661,7.2452555,22.221354,-629.48224,-629.6012,866
27935,0.004152344592848942,0.57044744,0.27853423,0.99544775,15.250324,10.064411,15.672398,-629.4822,-629.51544,865
27936,0.004153358472615001,0.57686377,0.26895922,0.97686416,15.298283,10.774816,15.535022,-629.48193,-629.54285,864
27937,0.004153358472613584,0.58645505,0.26239666,0.9707122,15.351816,10.31622,16.812517,-629.48193,-629.5512,863
27938,0.0041533584726121675,0.59743726,0.25907704,0.9843428,15.339793,9.548262,15.93585,-629.48193,-629.55566,862
27939,0.004153865505326452,0.5728729,0.27536672,0.98450553,15.2393675,8.628432,20.691105,-629.4818,-629.5051,861
27940,0.004154119044891112,0.58674806,0.27739105,0.9810185,15.263785,9.669162,15.429333,-629.48175,-629.49493,860
27941,0.004154372599930127,0.56178683,0.29243082,0.9751652,15.320431,9.107688,18.844536,-629.4817,-629.6132,859
27942,0.0041543725999357945,0.59918845,0.2563975,0.98774785,15.340318,10.363966,15.224147,-629.4817,-629.56085,858
27943,0.004154626170456249,0.56680846,0.29024634,0.9852593,15.362041,7.9573135,19.607227,-629.4816,-629.5471,857
27944,0.004154626170451998,0.58122754,0.27790368,0.97428,15.224837,7.6346006,21.307243,-629.4816,-629.5713,856
27945,0.004155133357922582,0.5851152,0.2704288,0.9624609,15.278046,9.6044655,16.339682,-629.4815,-629.51886,855
27946,0.00415538697487413,0.58414495,0.26723492,0.9932051,15.24162,8.630152,20.709576,-629.48145,-629.56085,854
27947,0.004156147918619301,0.56531274,0.28758773,0.97765476,15.359511,10.321113,16.557455,-629.48126,-629.76624,853
27948,0.004156147918620718,0.5616497,0.2911088,0.9794608,15.433838,9.087002,18.21638,-629.48126,-629.5119,852
27949,0.004156401597502278,0.60065234,0.25456017,0.9868648,15.243706,9.718264,18.384035,-629.4812,-629.52185,851
27950,0.004156401597503224,0.594225,0.24941573,0.97255474,15.308324,9.15755,18.202868,-629.4812,-629.56683,850
27951,0.004156909001711609,0.5620245,0.29264802,0.972213,15.407522,9.918924,15.645058,-629.4811,-629.6452,849
27952,0.004157416467866073,0.60020685,0.26406989,0.9743573,15.320989,9.95716,15.836501,-629.48096,-629.52625,848
27953,0.004158431586032145,0.5972099,0.24724774,0.98471993,15.28739,8.338512,20.565905,-629.4807,-629.77496,847
27954,0.004158685404298175,0.56525135,0.2817085,0.9864206,15.238425,9.82885,15.0897,-629.48065,-629.57635,846
27955,0.004158685404297703,0.5881913,0.27946958,0.9723946,15.331541,8.581851,18.787344,-629.48065,-629.5119,845
27956,0.004159193087309057,0.59355587,0.2710102,0.9726362,15.264846,8.412985,19.044292,-629.4805,-629.69763,844
27957,0.0041594469520539095,0.5897675,0.27024418,0.99276936,15.335497,10.373718,16.46111,-629.48047,-629.4914,843
27958,0.0041594469520539095,0.5655857,0.2806037,0.9901536,15.37961,9.9673,15.237068,-629.48047,-629.4914,842
27959,0.004159954728036621,0.5777464,0.27688625,0.98036945,15.1403265,8.451469,19.919907,-629.48035,-629.6584,841
27960,0.0041602086392749545,0.6028781,0.25285164,0.9737912,15.395974,9.153144,18.078657,-629.4803,-629.6516,840
27961,0.004160208639277319,0.58069515,0.26599222,0.9714271,15.256328,9.907311,17.967848,-629.4803,-629.58496,839
27962,0.004160462566009855,0.57145065,0.2830748,0.9894306,15.324393,7.6083403,21.05625,-629.4802,-629.49493,838
27963,0.004160716508237536,0.58443516,0.27007243,0.9785189,15.445942,10.703859,14.606225,-629.48016,-629.6704,837
27964,0.004160970465969824,0.59047735,0.27408716,0.980471,15.324864,8.417875,21.261032,-629.4801,-629.76624,836
27965,0.004161224439203409,0.5761448,0.27983624,0.973611,15.273382,10.586441,16.379469,-629.48004,-629.5512,835
27966,0.00416122443920672,0.5720269,0.2820411,0.9716365,15.212932,10.776553,14.5312,-629.48004,-629.7448,834
27967,0.0041614784279416,0.5666795,0.2822076,0.9655583,15.334184,8.82218,17.444977,-629.48,-629.5051,833
27968,0.0041614784279416,0.5908061,0.26571488,0.97164476,15.257215,10.085844,17.834394,-629.48,-629.5471,832
27969,0.00416173243217825,0.59756577,0.26078358,0.9678152,15.232523,9.816459,17.384527,-629.4799,-629.5298,831
27970,0.004162748604172818,0.6008957,0.25389412,0.9693404,15.260244,9.27343,17.782942,-629.4797,-629.55566,830
27971,0.004163002685940551,0.56699234,0.28323683,0.9921522,15.289146,9.168356,18.934027,-629.4796,-629.53467,829
27972,0.004163002685938657,0.576987,0.27462864,0.9870711,15.258895,11.154686,13.789083,-629.4796,-629.5959,828
27973,0.004163510895995517,0.56531954,0.2880027,0.98414075,15.245391,8.027773,19.23702,-629.4795,-629.6704,827
27974,0.004163510895999304,0.5841996,0.26946622,0.9658123,15.351971,10.5426035,15.589031,-629.4795,-629.5085,826
27975,0.004163765024291271,0.5770719,0.2755821,0.97736305,15.430781,9.080956,16.339117,-629.47943,-629.5014,825
27976,0.004163765024286537,0.5678021,0.2749002,0.97171265,15.209053,9.5207815,17.246284,-629.47943,-629.9075,824
27977,0.004163765024289378,0.56560403,0.28939587,0.979383,15.432115,9.858375,17.07727,-629.47943,-629.55566,823
27978,0.004164273327411745,0.5755914,0.28629133,0.9896177,15.419965,9.083352,18.714231,-629.4793,-629.5051,822
27979,0.004164527502238359,0.5929416,0.27239546,0.9680922,15.248023,9.739036,17.229324,-629.47925,-629.51544,821
27980,0.0041647816925837805,0.5768792,0.28040153,0.96632284,15.365528,8.848731,17.246962,-629.4792,-629.6012,820
27981,0.004164781692586621,0.58720416,0.26935688,0.96336144,15.271692,8.595853,20.280497,-629.4792,-629.5512,819
27982,0.004165035898442803,0.579457,0.25916788,0.97751415,15.306907,9.823919,16.919054,-629.4791,-629.5119,818
27983,0.004165035898442329,0.5801521,0.2832629,0.968984,15.431662,9.676387,16.922644,-629.4791,-629.54285,817
27984,0.0041650358984456435,0.5787007,0.2716887,0.9690907,15.368309,9.402219,15.786219,-629.4791,-629.56683,816
27985,0.004165035898442803,0.5670857,0.2819345,0.9769162,15.446388,8.70547,19.363558,-629.4791,-629.5051,815
27986,0.0041652901198140045,0.5685771,0.29380798,0.99083483,15.344453,9.234173,17.079227,-629.47906,-629.49493,814
27987,0.00416554435670875,0.5705537,0.2905847,0.9728106,15.246009,9.419055,18.27765,-629.479,-629.7379,813
27988,0.0041655443567096976,0.60285556,0.25170785,0.9838329,15.369606,9.837312,17.739565,-629.479,-629.6652,812
27989,0.004165544356711592,0.58748204,0.27252278,0.97393656,15.419702,10.613726,14.378249,-629.479,-629.5298,811
27990,0.004165798609124674,0.56383246,0.2833667,0.98695886,15.255852,9.46353,18.298113,-629.47894,-629.5471,810
27991,0.004166052877050882,0.5849263,0.2707137,0.9781596,15.467734,7.774546,21.065405,-629.4789,-629.51886,809
27992,0.004166052877048041,0.58354723,0.25691617,0.98078257,15.214439,9.0986395,18.66967,-629.4789,-629.6516,808
27993,0.004166815773958465,0.56959724,0.27087283,0.974311,15.234625,8.26138,19.800325,-629.4787,-629.54285,807
27994,0.004167324449509056,0.59083945,0.27246213,0.96967965,15.337223,10.547679,15.693045,-629.4786,-629.5298,806
27995,0.004167833187156199,0.5754263,0.28242624,0.98191226,15.353707,10.984255,13.123678,-629.47845,-629.70404,805
27996,0.004168341986911265,0.5749295,0.28564698,0.98014724,15.463871,8.752028,17.844124,-629.47833,-629.4982,804
27997,0.0041685964100809875,0.5955808,0.2678214,0.9911265,15.224699,9.209961,17.833927,-629.4783,-629.5298,803
27998,0.004168850848781363,0.6008521,0.24684742,0.98320526,15.30992,9.411456,17.763924,-629.4782,-629.63245,802
27999,0.004169614258056934,0.57388467,0.272068,0.9875013,15.246059,10.335687,16.511517,-629.478,-629.57635,801
28000,0.004169614258055512,0.5841241,0.27618623,0.9866372,15.48664,9.564972,17.301394,-629.478,-629.52185,800
28001,0.004169868758881347,0.6006648,0.25754794,0.975097,15.392393,9.4034605,19.217312,-629.47797,-629.57635,799
28002,0.004170632354559836,0.5590578,0.28679785,0.97229034,15.344845,8.50155,19.062325,-629.4778,-629.5119,798
28003,0.00417088691752203,0.5734189,0.27215078,0.9718335,15.298867,10.2507715,16.838192,-629.4777,-629.4914,797
28004,0.004171141496025308,0.58026713,0.27160054,0.980071,15.460969,10.452183,15.070089,-629.47766,-629.4982,796
28005,0.004171141496026257,0.56948155,0.28139612,0.9770998,15.255602,8.026973,18.73008,-629.47766,-629.5512,795
28006,0.004171396090072991,0.5831893,0.27063793,0.96577215,15.392198,9.1361065,19.370424,-629.4776,-629.69763,794
28007,0.004171396090074413,0.5832643,0.2638612,0.99111897,15.430976,8.645568,18.612324,-629.4776,-629.56085,793
28008,0.004171650699654643,0.58158857,0.2744487,0.97890186,15.414317,10.683643,13.67253,-629.47754,-629.52625,792
28009,0.004171905324778328,0.5993724,0.25165114,0.98427606,15.1974325,9.130935,18.869736,-629.4775,-629.7379,791
28010,0.004171905324779752,0.5880364,0.28002676,0.9830038,15.409285,9.957098,16.035986,-629.4775,-629.6012,790
28011,0.004171905324781649,0.5893622,0.25630447,0.97164434,15.238184,9.08757,17.51873,-629.4775,-629.6202,789
