,,phi_1,phi_2,sigma,mu,init_y_1,init_y_2,logL,logL_birth,nlive
labels,,$\phi_1$,$\phi_2$,$\sigma$,$\mu$,$y_1$,$y_2$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,
8675,3.8423342784088144e-54,0.7147753,0.13186175,1.210808,16.41972,-20.074045,49.167377,-766.6182,-934.70886,975
8676,3.8642064207626634e-54,0.7651708,0.18812752,1.3039346,32.711575,32.343063,-48.926174,-766.61255,-797.3166,974
8677,3.9174001684799787e-54,0.82858,0.15229471,0.69604176,16.592064,3.2881553,25.715195,-766.5989,-803.8925,973
8678,4.226680701916215e-54,0.5627024,0.4197881,1.6650906,4.2340646,39.38544,-44.09385,-766.5229,-778.68286,972
8679,4.4904991102004684e-54,0.2925704,0.3438602,1.5721898,15.43091,49.547276,-6.869128,-766.46234,-770.81726,971
8680,4.5534257948374115e-54,0.67672,0.31520826,1.7397478,-41.16358,38.81298,-33.644306,-766.4484,-816.08435,970
8681,4.6568572423262907e-54,0.715831,0.12565249,1.4852779,15.778507,-18.615067,43.497116,-766.42596,-1088.6075,969
8682,4.731058276449157e-54,1.0078301,-0.031788368,1.6764004,-8.341433,18.65194,80.6312,-766.41016,-794.6803,968
8683,4.772823111352732e-54,0.62857336,0.07528859,1.6076497,12.834108,14.939325,-60.26457,-766.40137,-963.2399,967
8684,5.334227265240421e-54,0.66112953,0.3162435,1.7039678,13.812837,35.229668,2.9516017,-766.29016,-770.81726,966
8685,5.411949416876951e-54,0.6521962,0.13449052,1.5932212,13.530814,-13.887793,30.457897,-766.2757,-875.56366,965
8686,5.625819846780504e-54,0.79299456,0.17223412,1.5974953,13.259325,37.552563,-13.315501,-766.23694,-778.68286,964
8687,5.994505205287645e-54,0.16666451,0.8026782,1.2949647,33.345592,5.798557,23.998613,-766.17346,-770.81726,963
8688,6.008424612288499e-54,1.0514467,-0.06691847,1.6972331,3.8023129,-1.2626833,-51.00184,-766.17114,-838.17975,962
8689,6.93425161209896e-54,0.5953482,0.1458071,1.5700129,12.368315,3.756417,11.217461,-766.02783,-812.83624,961
8690,7.292359361614139e-54,0.72159916,0.24295613,1.8125858,20.015856,-5.885793,28.832874,-765.9775,-773.63995,960
8691,7.503207195447271e-54,0.72439796,-0.033246025,0.8748619,13.963187,23.556995,23.553005,-765.949,-879.5309,959
8692,7.584242523081324e-54,0.9012175,0.04892422,1.5891415,28.480026,21.248346,-19.133402,-765.93823,-784.7281,958
8693,8.231110075846194e-54,0.19902143,0.7968565,1.7441591,100.434364,9.183947,11.29691,-765.8564,-791.5289,957
8694,9.935282137559092e-54,0.2166268,0.6487965,1.2459854,19.584303,24.133064,18.557076,-765.6682,-768.1963,956
8695,1.0233158586800498e-53,0.9906098,0.007900707,1.7725652,23.457247,20.848623,78.87947,-765.6387,-776.1852,955
8696,1.091976768498177e-53,0.55448073,0.23875947,0.90913594,12.482544,-5.7457857,25.43019,-765.5737,-819.4515,954
8697,1.1425672323659391e-53,0.6975796,0.23090053,1.5879261,24.829157,1.516222,3.930929,-765.52844,-866.91504,953
8698,1.1901867270435177e-53,0.4081024,-0.055815447,1.4738106,15.665639,10.560763,44.454906,-765.4876,-784.7281,952
8699,1.1990539359484038e-53,0.5197893,0.027507886,1.1694084,16.819443,12.447541,-56.50884,-765.4549,-770.81726,951
8700,1.2063107766040585e-53,0.22102998,0.30928478,0.94821286,15.521622,27.539743,-25.852922,-765.4229,-1044.9724,1000
8701,1.313600493336026e-53,0.6651864,0.32734627,1.300139,45.55113,30.733213,24.658045,-765.3377,-862.1899,999
8702,1.3231761476590513e-53,0.312801,0.6846535,0.9787126,36.23484,9.918615,-5.6540375,-765.33044,-819.4515,998
8703,1.614376143333442e-53,0.39072213,0.5754319,1.7163091,5.969647,3.3338585,35.508846,-765.13153,-768.1963,997
8704,1.658014755697014e-53,0.8465687,0.14008154,1.0920542,-36.32076,12.23976,-34.55939,-765.10486,-778.68286,996
8705,1.6827889383264754e-53,0.5265736,0.46245167,1.6565169,67.93886,4.618263,2.2824306,-765.09,-776.1852,995
8706,1.7182846948356215e-53,0.1732884,0.75585955,1.2234827,6.136961,9.430061,22.317724,-765.06915,-1004.25745,994
8707,1.7425762274358675e-53,0.90773845,0.07598046,1.0164409,13.182926,3.3057227,-74.61048,-765.0551,-926.4682,993
8708,1.8134308815845744e-53,0.68333006,0.096768826,1.428203,16.090687,47.489372,-65.20829,-765.01526,-773.63995,992
8709,1.8135415680000398e-53,0.31653714,0.6676524,1.391932,-18.250284,6.196601,33.2518,-765.0152,-823.474,991
8710,1.890279065726101e-53,0.45720115,0.35473755,1.6783485,14.037874,34.014294,-48.410744,-764.97375,-794.6803,990
8711,2.0774597196729922e-53,0.95336294,-0.054373823,1.7059362,18.56397,21.642992,0.75482374,-764.87933,-806.3533,989
8712,2.281503883507619e-53,0.52191967,0.39145887,0.78411925,11.346171,-2.7969308,49.508297,-764.78564,-781.3592,988
8713,2.3172909012766645e-53,0.41722146,0.57624793,1.379245,49.977226,40.22991,-6.5720744,-764.7701,-773.63995,987
8714,2.334610522596402e-53,0.74869525,0.24580787,0.7686031,63.773067,29.90489,-16.599085,-764.76263,-776.1852,986
8715,3.085503047211535e-53,0.4890777,0.04325509,1.6202415,15.360593,44.33287,-111.64908,-764.48376,-770.81726,985
8716,3.1567463301850583e-53,0.73429966,0.13380875,1.8616506,14.6535015,29.051497,-34.19039,-764.46094,-773.63995,984
8717,3.247622539907627e-53,0.48471823,0.17045894,1.4149442,16.873066,35.691433,5.0544057,-764.43256,-884.17413,983
8718,3.372255788481606e-53,0.45038116,0.5471422,1.8193966,-23.458296,22.469656,13.131416,-764.3949,-857.39575,982
8719,3.377405370274929e-53,0.5078027,0.048767142,1.6026094,16.360153,-2.2473469,-38.770306,-764.3934,-778.68286,981
8720,3.419929646990503e-53,0.63110906,0.36395198,1.7489992,-73.915565,8.937637,-1.6346904,-764.38086,-784.7281,980
8721,3.5783724199745685e-53,1.1995136,-0.20398551,1.3756363,13.324052,7.7999477,49.167416,-764.3356,-778.68286,979
8722,3.944973533613301e-53,0.49052373,0.43559727,1.8753291,14.615079,3.1099153,13.2421465,-764.23804,-797.3166,978
8723,4.106131350310791e-53,0.46599656,-0.084864885,1.3224301,15.174241,-12.598546,-15.252574,-764.198,-906.8753,977
8724,4.184307302866402e-53,-0.009471727,0.75835586,1.300501,16.698696,-4.92666,12.220069,-764.17914,-778.68286,976
8725,4.312654352310422e-53,0.98233134,-0.022669578,1.2319986,34.261765,16.068981,72.02606,-764.1489,-770.81726,975
8726,4.418160775862854e-53,0.8344882,0.008115258,1.3083589,12.969681,32.734398,-98.75956,-764.12476,-1075.8451,974
8727,4.714891654097964e-53,1.3365642,-0.37922198,1.2891935,11.719874,27.701765,83.790665,-764.05975,-784.7281,973
8728,4.880915820695886e-53,0.17693375,0.49478674,1.149156,16.00259,37.294334,-7.9811335,-764.02515,-816.08435,972
8729,5.161886475534933e-53,0.055955768,0.4560678,1.11965,15.181828,-13.614132,20.394728,-763.9692,-997.9587,971
8730,5.275918010516422e-53,0.014826808,0.9279748,1.4455279,16.95408,2.4272513,4.0786185,-763.9473,-794.6803,970
8731,5.631632004898857e-53,0.6494555,-0.08974085,1.4515839,15.14849,-16.070984,-27.338465,-763.8821,-770.81726,969
8732,5.711944067770781e-53,0.4097512,0.4852206,1.1068954,20.49147,-16.443165,36.66209,-763.8679,-819.4515,968
8733,6.20404212022091e-53,0.67504966,0.22931921,1.6051396,8.924552,-24.031385,95.8514,-763.7853,-816.08435,967
8734,6.831713675018298e-53,0.64544326,0.07399389,1.0378832,17.463524,25.47789,2.4444695,-763.6889,-773.63995,966
8735,7.85222348056554e-53,0.5361737,0.46277547,1.299009,44.217026,-2.5914905,-6.126934,-763.5497,-768.1963,965
8736,7.996350212832097e-53,1.3234534,-0.33893275,1.2611241,-5.784459,25.094965,45.563797,-763.5315,-781.3592,964
8737,8.433981025753212e-53,0.63627857,0.31823856,1.5583322,4.0926065,-16.856785,43.799847,-763.4782,-787.8834,963
8738,8.633987122016204e-53,1.0427386,-0.067814864,0.8301502,26.09836,16.779688,-0.6403797,-763.4548,-827.3004,962
8739,8.676777927471674e-53,0.40031165,0.5300019,1.0609192,25.650394,-1.0630373,22.190409,-763.4498,-879.5309,961
8740,8.80373990523118e-53,0.61993194,0.37701103,1.1695993,-24.136171,33.862114,17.77562,-763.4353,-986.03326,960
8741,9.556952552520698e-53,0.65219206,0.21349014,1.6838497,10.868777,29.80888,-8.246612,-763.3532,-816.08435,959
8742,1.092571301348723e-52,0.3322521,0.18032458,1.4034525,16.399513,-0.3578984,72.44198,-763.21936,-830.9327,958
8743,1.1639592816320927e-52,0.45754454,0.37831637,1.3349068,11.668564,10.540394,50.969868,-763.15607,-791.5289,957
8744,1.2146924795437335e-52,0.728379,0.26989073,1.496414,-68.39334,0.08933395,-14.943891,-763.1134,-916.33405,956
8745,1.5276628039916309e-52,1.0870174,-0.12172884,1.2767582,19.584442,-4.718443,-19.656492,-762.88416,-770.81726,955
8746,1.561410492033398e-52,0.5288256,0.13318348,1.6947442,13.529742,25.778332,-40.003036,-762.8623,-830.9327,954
8747,1.5946379234406085e-52,0.8314148,0.028788332,1.3476269,20.73698,21.928028,-41.230762,-762.84125,-812.83624,953
8748,1.603715256420284e-52,0.5821952,0.24492298,1.8618721,16.35841,4.037701,5.9846215,-762.8356,-834.27563,952
8749,1.5913916815949374e-52,0.43009964,0.5685139,1.7357594,35.754177,-8.102396,29.732647,-762.818,-819.4515,951
8750,1.6104315359872316e-52,0.90629053,0.058904402,1.75933,27.01347,-1.4603095,124.40858,-762.78015,-762.818,1000
8751,1.809331166977553e-52,1.39754,-0.4063137,1.1308604,2.6929536,10.476513,7.2750864,-762.6637,-778.68286,999
8752,1.837599656874982e-52,0.50544953,0.46402827,1.7666614,14.069039,10.103571,-8.863998,-762.6482,-920.7814,998
8753,1.8713286044032456e-52,0.4228245,0.36877456,0.9543155,16.57726,46.928265,-26.933388,-762.63,-768.1963,997
8754,1.895815616670765e-52,0.1216647,0.8042712,1.0952965,18.454515,13.291076,26.932377,-762.617,-901.269,996
8755,2.086471466839027e-52,0.32678267,0.22693406,1.6317635,14.98091,53.96199,-38.11751,-762.5212,-800.6393,995
8756,2.2670561923701164e-52,0.62867117,0.27630004,1.7434832,14.555431,-10.435448,22.521742,-762.4382,-791.5289,994
8757,2.3435931441270967e-52,0.48081952,0.51012766,1.4013016,-46.060352,25.111391,23.312487,-762.40497,-770.81726,993
8758,2.3546332676567416e-52,0.24436694,0.45535073,1.1625206,15.360353,16.141493,43.73387,-762.40027,-849.80725,992
8759,2.4460413147337948e-52,0.7003918,0.29143202,1.6721718,64.293976,5.0956507,-10.218925,-762.3622,-1402.301,991
8760,2.471251825274749e-52,0.23969519,0.09599597,1.3365641,14.95288,-18.719732,81.18374,-762.3519,-842.4054,990
8761,2.4860777790334012e-52,0.050630044,0.84800285,1.4678352,12.803875,18.566229,24.09794,-762.34595,-842.4054,989
8762,2.860235698000042e-52,0.59412044,-0.033466265,1.625708,14.148059,-2.510709,-87.15333,-762.20575,-781.3592,988
8763,3.26330332043232e-52,0.24692674,0.21961337,1.3733537,16.071968,-18.804058,73.31973,-762.0739,-812.83624,987
8764,3.26868551216179e-52,0.6428379,0.35526,1.7867608,43.76893,34.430653,-11.930962,-762.07227,-794.6803,986
8765,3.297540813191223e-52,0.6490944,0.21286795,1.3051305,20.2015,-33.996067,109.49767,-762.0635,-770.81726,985
8766,3.565056535515456e-52,0.94024426,-0.13654517,1.8095104,16.408518,15.828673,35.261185,-761.9855,-773.63995,984
8767,3.569411068427237e-52,0.4084091,0.12341229,1.4282821,16.677496,20.586128,-56.179626,-761.98425,-809.19763,983
8768,3.680693917527703e-52,0.56081724,0.079716526,1.5905979,16.410578,14.081475,131.62286,-761.95355,-778.68286,982
8769,3.735691126088095e-52,0.6797784,0.25292405,1.4269491,27.982058,1.845252,32.99823,-761.9387,-871.2482,981
8770,3.959185453977817e-52,0.49870214,-0.026725823,1.6404923,15.9561,8.736336,58.17933,-761.8806,-765.4549,980
8771,4.536181931376693e-52,0.9658782,-0.055625208,1.474813,23.61543,8.844676,-53.297474,-761.74457,-768.1963,979
8772,4.671043755467998e-52,1.2499028,-0.2598281,1.6814421,22.361185,13.600375,10.840331,-761.7153,-787.8834,978
8773,4.681318563451011e-52,0.8780805,0.013936931,1.186417,9.168636,24.718113,-42.06444,-761.7131,-762.818,977
8774,5.067585556334045e-52,1.1015615,-0.17787652,1.7771232,14.090449,11.513573,5.226148,-761.6338,-800.6393,976
8775,5.5609001372942874e-52,0.565121,0.4307414,1.0099399,10.578474,-2.7571523,-0.61639935,-761.5409,-853.00104,975
8776,5.7479372139404845e-52,0.20991522,0.78852636,1.0862725,16.12021,10.230021,-3.572919,-761.5078,-776.1852,974
8777,7.035645786200409e-52,0.29373875,0.6477265,1.1951727,14.576915,12.571081,-12.868116,-761.30566,-1051.8921,973
8778,7.741779512778932e-52,1.2610427,-0.26409438,1.5237343,-49.961723,35.440502,98.92903,-761.21,-765.4549,972
8779,8.132650974070133e-52,0.41719732,0.12336212,0.8413763,15.243429,18.767872,36.094337,-761.16077,-846.02264,971
8780,1.0914993906806277e-51,0.413043,0.1132879,1.2522137,15.250354,-15.296472,-25.63368,-760.8665,-778.68286,970
8781,1.2274304807260199e-51,0.78375244,0.19946827,1.3360372,27.232183,-16.52944,42.913692,-760.74915,-773.63995,969
8782,1.2612251486789586e-51,1.1948724,-0.2706856,1.0760441,18.677305,30.719099,63.506466,-760.722,-778.68286,968
8783,1.2869643465696991e-51,0.8457533,-0.16890162,1.5451667,14.561639,9.802815,-72.06132,-760.7018,-803.8925,967
8784,1.3837483202273078e-51,0.8644382,0.02870196,1.2720728,22.88018,8.590522,-8.0516205,-760.6293,-809.19763,966
8785,1.4297660576817246e-51,0.59820086,0.2930604,1.5901328,9.905593,-21.107168,67.69831,-760.59656,-773.63995,965
8786,1.4534343772301626e-51,0.5926147,0.36958113,1.1888913,9.187837,-26.632069,49.79983,-760.58014,-765.4549,964
8787,1.4631360680876454e-51,1.0375558,-0.042010088,1.4820291,-46.464718,28.966595,94.738045,-760.5735,-791.5289,963
8788,1.6621044913927755e-51,0.98458034,-0.033907518,1.6675085,4.2690635,8.768875,-26.338755,-760.446,-768.1963,962
8789,1.7064082410789833e-51,0.46731725,0.14058946,1.3810732,13.374606,18.788595,-31.945126,-760.4197,-765.4549,961
8790,1.7225230951446523e-51,0.27388984,0.27760726,1.4493254,14.709058,47.551613,-1.3511554,-760.4103,-773.63995,960
8791,1.933023856588951e-51,0.79896176,0.016667616,1.7374743,12.3816595,10.966482,91.29168,-760.295,-884.17413,959
8792,2.3042257540916247e-51,0.58811516,0.26482594,1.3453628,10.194045,-23.014153,92.16105,-760.1193,-770.81726,958
8793,2.6230095934152426e-51,0.9378945,0.025974069,1.6034621,29.696682,21.987518,-23.933603,-759.98975,-803.8925,957
8794,2.845165352920817e-51,0.8979463,0.08925632,1.7138582,20.856407,2.6470394,-14.051593,-759.90845,-762.818,956
8795,2.9265358757806944e-51,0.39928412,0.3272345,1.0190321,13.938525,-30.677723,56.451736,-759.88025,-891.65216,955
8796,2.963745102580174e-51,0.4330606,0.41180846,1.6460966,13.185641,19.44564,-25.624622,-759.8676,-834.27563,954
8797,2.988448890881274e-51,0.24976741,0.33015257,1.4031655,14.473216,-30.50566,48.466675,-759.8593,-770.81726,953
8798,3.18371242218247e-51,0.47806886,-0.11711495,1.1756675,15.159688,-4.407646,-30.738186,-759.796,-838.17975,952
8799,3.44443421596147e-51,0.4731989,0.49974382,1.3154594,-6.1665845,17.144333,-15.284616,-759.692,-791.5289,951
8800,3.559820276635866e-51,0.21450844,0.59959227,1.4098346,12.048181,12.55934,29.275263,-759.6331,-787.8834,1000
8801,3.5735349013455935e-51,0.32137823,0.35156763,1.3867694,16.414303,31.541245,-43.20835,-759.6293,-906.8753,999
8802,3.7459468481767735e-51,0.23640496,0.32925376,1.6960726,14.993431,30.048449,-12.949885,-759.58215,-759.692,998
8803,3.7619854976133893e-51,1.4282243,-0.44257888,1.3064704,15.008146,15.450124,19.344631,-759.5779,-803.8925,997
8804,3.9401213579372e-51,0.96573985,-0.1708781,1.6336408,17.124971,22.706793,23.670872,-759.5316,-768.1963,996
8805,4.772751390927002e-51,0.4829508,0.470799,0.8960936,26.795368,21.864435,-8.941743,-759.3399,-823.474,995
8806,5.355351224907581e-51,1.128572,-0.14396954,0.84881777,3.0760603,9.276228,13.2299385,-759.22473,-759.692,994
8807,5.640175249441215e-51,0.524768,0.47016138,1.5410303,0.78439337,20.928543,-29.146381,-759.1729,-770.81726,993
8808,5.792989827187279e-51,0.5386756,0.08626137,1.3590574,13.559109,-6.610736,23.543316,-759.1462,-842.4054,992
8809,5.827388429437466e-51,0.3557894,0.60925424,1.7933791,12.255768,17.70357,1.1481078,-759.14026,-926.4682,991
8810,6.285544920081126e-51,0.5894637,0.06329202,1.222929,13.618012,-1.1349388,-43.39361,-759.0646,-812.83624,990
8811,6.413038004876819e-51,0.069653794,0.64503783,1.4543933,14.152774,21.567345,-4.5884457,-759.0445,-797.3166,989
8812,6.923574811272336e-51,0.32275358,0.550727,1.7453523,18.411123,3.2222753,25.610638,-758.9679,-762.818,988
8813,7.356624301061423e-51,0.76232094,-0.11811867,1.3067343,16.348116,-15.06142,-49.487904,-758.9072,-768.1963,987
8814,8.138072197707562e-51,0.8954867,0.09300824,1.6509075,46.85648,0.38494986,12.264777,-758.8063,-773.63995,986
8815,8.197395688080151e-51,1.105041,-0.10888745,1.211046,-49.89051,-2.4720414,-23.288763,-758.799,-875.56366,985
8816,8.549473716823312e-51,0.79553235,0.10045823,1.7550688,19.953245,7.802262,11.466746,-758.75696,-791.5289,984
8817,8.831098350945457e-51,0.4076125,0.2936654,1.4635903,17.638178,-20.430506,47.358864,-758.72455,-778.68286,983
8818,8.966883542104418e-51,0.23080295,0.22749689,1.221811,14.696181,-26.073246,72.029785,-758.7093,-846.02264,982
8819,8.993192228026343e-51,0.38774747,0.46329874,1.434082,18.430828,-20.192575,29.362473,-758.70636,-879.5309,981
8820,9.604221441219931e-51,0.7562747,0.15569562,1.2629895,24.509838,26.058756,-37.307194,-758.6406,-765.4549,980
8821,9.630636482181872e-51,0.70781213,0.22746612,1.4459144,27.435452,25.402128,-47.31077,-758.6379,-776.1852,979
8822,9.827179390073374e-51,0.3551205,0.34531745,1.7788461,15.622975,22.622128,-19.83473,-758.6177,-1058.5757,978
8823,9.859020444801431e-51,1.0746998,-0.077725865,1.3875932,13.624089,24.226908,-12.657498,-758.61444,-891.65216,977
8824,9.8776922560584e-51,0.65497744,-0.056309316,1.6598681,15.169338,26.26385,3.885923,-758.61255,-816.08435,976
8825,1.0267414054898156e-50,0.61288697,0.18116848,1.7007301,13.704043,-1.3417225,-3.56792,-758.57385,-784.7281,975
8826,1.060498134595462e-50,0.5993607,0.023799287,1.2842205,13.312144,18.012352,4.2806435,-758.5415,-816.08435,974
8827,1.078119401296178e-50,0.6466243,-0.08880051,1.7269664,15.578346,20.897076,36.51418,-758.525,-838.17975,973
8828,1.1525659171315675e-50,1.0296222,-0.033407405,1.7026312,89.05144,18.423956,-1.4583488,-758.45825,-765.4549,972
8829,1.253544406706188e-50,0.7144411,0.22627456,1.701219,12.321135,24.274153,-77.479004,-758.37427,-830.9327,971
8830,1.3827282776670306e-50,0.35486767,0.63637954,1.4988195,13.607716,24.241528,26.213963,-758.2762,-759.692,970
8831,1.4570687678020482e-50,0.46667013,0.48346332,1.5617573,23.324152,-9.407736,13.464139,-758.2238,-911.63257,969
8832,1.5072717613023978e-50,0.8219472,-0.09646406,1.6772693,13.571294,12.505422,-40.15357,-758.18994,-787.8834,968
8833,1.5327843283805776e-50,0.5461632,0.261936,1.3390188,19.018232,-5.7925076,8.8545265,-758.17316,-787.8834,967
8834,1.649161630979817e-50,1.3497133,-0.3594722,1.3277631,44.268673,6.93684,2.9320638,-758.1,-773.63995,966
8835,1.7120330922690415e-50,1.0989616,-0.22154893,1.6275871,12.823023,12.9474535,-19.173264,-758.06256,-765.4549,965
8836,1.7712370294277294e-50,0.5226908,0.024388695,1.5162832,14.190784,-0.7994459,-56.606106,-758.02856,-765.4549,964
8837,1.7831688892427248e-50,0.4317277,0.45814398,1.1317109,10.066152,-8.888303,17.838083,-758.02185,-926.4682,963
8838,1.8413454892245862e-50,0.90564656,-0.079167455,1.386542,15.608138,27.491968,-14.765677,-757.98975,-768.1963,962
8839,1.9145794944564898e-50,0.9361037,-0.10687599,1.5405116,17.203209,21.262302,-22.022022,-757.95074,-759.692,961
8840,2.004748308968212e-50,1.1330903,-0.16286089,1.4758902,-1.7957472,10.566485,38.10813,-757.9047,-768.1963,960
8841,2.2985955508229754e-50,0.5332035,0.33515152,1.3922411,18.654669,-5.843026,-4.4022136,-757.76794,-787.8834,959
8842,2.3846240250143544e-50,0.08069821,0.80782723,0.8913731,14.273025,3.197099,10.696656,-757.7312,-879.5309,958
8843,2.6802867756267093e-50,0.6848801,0.20688567,0.9436157,21.270752,33.93572,-69.364006,-757.6143,-791.5289,957
8844,2.767225465847229e-50,0.5202304,0.4201701,1.7566195,11.697897,32.164932,-2.6159093,-757.5824,-806.3533,956
8845,2.7882482763884548e-50,1.0693517,-0.08387807,1.343881,0.15349755,24.509825,-2.6650815,-757.5748,-768.1963,955
8846,2.8903085113369276e-50,0.43146837,0.2546979,1.4005842,17.403528,-9.940252,9.793305,-757.5389,-1004.25745,954
8847,2.9397690422051765e-50,0.3220298,0.6511336,1.8032197,15.849559,9.390015,9.603209,-757.5219,-759.692,953
8848,3.135868648305022e-50,0.779238,0.2136893,1.4751564,36.407036,29.912346,21.117613,-757.45734,-787.8834,952
8849,3.2636970121511307e-50,0.14262995,0.78954935,0.90190595,11.83168,2.9357865,15.436382,-757.3921,-816.08435,951
8850,3.1978102573288413e-50,0.8785519,-0.036053296,1.4088625,10.73906,5.838905,21.45133,-757.38654,-846.02264,1000
8851,4.245210797219852e-50,0.69657135,0.27289575,1.0754503,-9.875072,10.664394,23.912273,-757.1032,-834.27563,999
8852,4.825451324946355e-50,0.56315696,0.4253676,0.74325967,9.277855,30.375343,-7.7771325,-756.9751,-806.3533,998
8853,4.965578257816832e-50,0.9144624,0.047057036,1.7729363,8.099471,7.3417563,26.534107,-756.9465,-827.3004,997
8854,5.00208075214871e-50,0.3263878,0.25079164,1.7007339,16.142614,18.97498,-8.591806,-756.93915,-800.6393,996
8855,5.316244123680717e-50,0.55282307,0.43803853,1.7840288,38.17598,2.2940907,38.39338,-756.87823,-1245.3331,995
8856,5.384494368374666e-50,0.9643892,-0.025381692,1.3335738,4.938001,6.286011,110.52996,-756.8655,-791.5289,994
8857,5.500756974955146e-50,0.4229452,0.23655388,1.0395393,14.926905,-34.04292,44.971813,-756.8441,-884.17413,993
8858,5.60001353867643e-50,0.5940898,0.33360216,1.4253474,25.955164,2.7113314,7.6699586,-756.82623,-791.5289,992
8859,5.900730425997286e-50,0.5227438,0.26566976,1.3055103,13.891652,28.397444,40.584373,-756.7739,-773.63995,991
8860,6.50525507898981e-50,0.4414568,0.104625285,1.6514406,14.683043,43.74111,-69.68495,-756.6764,-812.83624,990
8861,6.687219815377197e-50,0.56535614,0.30672786,1.314184,20.312834,46.781322,-57.1536,-756.6488,-757.3921,989
8862,7.075192834748587e-50,0.66639584,-0.12051983,1.5932597,14.773059,42.14729,114.09815,-756.5924,-762.818,988
8863,7.173463872259319e-50,0.46553466,0.30278832,1.4392306,17.184708,-38.47596,71.773674,-756.5786,-849.80725,987
8864,7.220024677450245e-50,0.61624414,-0.14364465,1.3468916,14.330821,40.568073,124.06894,-756.57214,-757.3921,986
8865,7.332828346771392e-50,0.72735053,0.12142206,0.6908902,14.471917,3.9831312,11.715357,-756.55664,-823.474,985
8866,7.375470083709983e-50,0.5357957,0.42725226,1.7049093,5.7267427,8.320265,40.121464,-756.55084,-827.3004,984
8867,7.603557146066282e-50,0.8635593,0.0906889,1.1544538,25.947508,-12.710024,104.482506,-756.5204,-884.17413,983
8868,9.418986677899953e-50,0.65169406,0.32003438,0.79941535,24.29929,29.678946,-45.726208,-756.3063,-781.3592,982
8869,1.0543615176786652e-49,0.45722112,0.5420983,1.6815475,-20.76125,32.6464,0.5713675,-756.1935,-830.9327,981
8870,1.1061084837526568e-49,0.96020424,0.007589212,1.0473315,35.526928,8.329141,-70.50603,-756.14557,-778.68286,980
8871,1.171782633341104e-49,0.5822612,0.25604784,0.9742467,17.833801,32.716137,6.41616,-756.0879,-784.7281,979
8872,1.1718541554600139e-49,0.67350596,0.30226797,1.5815301,25.656301,-1.1107506,87.71552,-756.0878,-778.68286,978
8873,1.2035308433534569e-49,0.6938002,0.069263846,1.7413067,13.253141,10.781058,-0.16545393,-756.06116,-768.1963,977
8874,1.29989822526653e-49,0.29085135,0.46330726,1.3378432,17.825611,30.990852,2.2034113,-755.98413,-891.65216,976
8875,1.4117153205409887e-49,1.2450916,-0.25489882,1.4731158,-18.164654,3.8984382,-54.540543,-755.9016,-787.8834,975
8876,1.5725769774161977e-49,0.34973228,0.5428382,0.9942815,9.729579,13.541203,25.673294,-755.7937,-916.33405,974
8877,1.5935437177592121e-49,0.4930973,0.45677945,1.733727,21.278275,-7.284147,40.301647,-755.78046,-762.818,973
8878,1.9735372224019013e-49,0.7133009,0.28003353,1.6786804,-16.061813,31.582361,1.0018305,-755.5666,-827.3004,972
8879,2.034444858484585e-49,0.6619539,0.32748067,1.7169889,55.6445,30.01357,-18.279652,-755.5362,-950.52155,971
8880,2.1299988128304567e-49,0.77980053,-0.24335687,1.1105375,15.854745,-15.02578,-70.1641,-755.4903,-765.4549,970
8881,2.350653088881572e-49,0.9255206,0.05741197,1.424223,40.259903,1.4157833,-43.746815,-755.3917,-776.1852,969
8882,2.4080133860644664e-49,0.6230068,0.1298438,1.4495255,12.232345,5.288358,88.62377,-755.3676,-776.1852,968
8883,2.5425929598378822e-49,0.6306824,0.34859946,1.7228184,25.677414,38.292095,-25.95069,-755.31323,-768.1963,967
8884,2.894884323349343e-49,0.35346,0.21073972,1.1553825,14.1535845,19.084023,41.97604,-755.1835,-776.1852,966
8885,2.9131406895010583e-49,0.29555857,0.21849471,0.8685646,15.795994,-7.6470304,25.637651,-755.1772,-819.4515,965
8886,3.2010217482765675e-49,1.3673353,-0.3696312,1.1974765,38.60344,10.284134,-8.553503,-755.08295,-770.81726,964
8887,3.2166899586200176e-49,0.5166118,0.021889541,0.81773806,15.504383,2.6625576,3.0639513,-755.07806,-800.6393,963
8888,3.419971318217842e-49,0.4631633,0.1386685,1.7814834,15.115168,8.199605,38.593548,-755.0168,-794.6803,962
8889,3.500005320973751e-49,0.72787714,0.23951222,1.5710019,7.502781,19.725536,49.676147,-754.99365,-866.91504,961
8890,3.505563937992073e-49,0.6196062,0.1074774,1.8237606,14.790681,16.700367,3.4811542,-754.99207,-762.818,960
8891,3.5229378235829734e-49,0.54187393,0.45009845,1.1294076,-14.625472,10.133474,50.408615,-754.9871,-762.818,959
8892,3.554254540957555e-49,0.58602095,0.40871063,1.1449271,-0.966229,23.077206,-41.32228,-754.9783,-803.8925,958
8893,3.809204026906617e-49,0.70148003,0.1555081,1.7107893,15.971386,25.979366,22.035753,-754.909,-794.6803,957
8894,3.816185277370449e-49,0.9792449,0.013695097,1.6762118,80.91791,14.476191,7.375016,-754.90717,-787.8834,956
8895,4.100170871950912e-49,0.6098914,-0.15144446,1.1826987,14.465733,13.131258,39.31021,-754.8354,-770.81726,955
