,,phi_1,theta_1,theta_2,theta_3,theta_4,theta_5,sigma,mu,init_y_1,logL,logL_birth,nlive
labels,,$\phi_1$,$\theta_1$,$\theta_2$,$\theta_3$,$\theta_4$,$\theta_5$,$\sigma$,$\mu$,$y_1$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,,,,
7698,0.0,0.8887484,1.1931858,0.23798774,-0.47005016,0.041532725,0.34061217,4.834294,-0.12507011,6.970965,-4089.5833,-4566.4062,952
7699,0.0,0.99568695,0.02964283,0.6678139,0.4258479,0.3452568,-0.13822386,2.9117563,1.5712816,2.4930713,-4089.1675,-4119.172,951
7700,0.0,0.43575537,0.60588914,0.45683017,0.38345388,0.38327494,0.111412235,5.615538,0.007967953,5.3408427,-4088.9336,-4196.1953,1000
7701,0.0,0.9783722,0.059878618,-0.0335479,0.912937,0.05656422,-0.13588804,4.6069117,0.2820254,1.0587429,-4088.5483,-4279.6973,999
7702,0.0,0.08922279,0.49778453,0.06521,0.16063194,0.2540071,-0.37362176,2.1464782,0.005989405,2.4714189,-4086.4404,-4784.7373,998
7703,0.0,0.99744505,0.13299341,0.26764613,0.60130066,-0.34529305,-0.09404683,4.564732,2.455727,-0.22831608,-4086.4297,-4357.1846,997
7704,0.0,0.91658527,0.29159158,0.21810809,0.68612033,0.43983507,0.31434432,5.0611987,-0.150791,3.0443668,-4085.4597,-4160.6504,996
7705,0.0,0.9705865,0.00022192323,0.64593154,-0.32399306,-0.011473141,-0.36584377,4.827601,0.056317758,1.7152244,-4085.3774,-4089.1675,995
7706,0.0,0.82973105,-0.8491251,0.2622028,0.066279665,0.053683683,0.03053424,3.9659016,-0.009914378,3.813784,-4084.8618,-5355.8027,994
7707,0.0,0.089601524,-0.2793843,-0.35273385,-0.18083535,0.4718152,0.33017495,5.362841,-0.0031857167,0.63827384,-4083.93,-6030.8716,993
7708,0.0,0.99856615,0.13794287,0.13525118,0.58318996,-0.40307945,-0.11394301,3.6526098,2.794419,1.5207851,-4083.8486,-4311.4395,992
7709,0.0,0.9516126,-0.15332136,-0.041986708,-0.03465008,0.1473742,0.6810265,3.8754811,0.08232638,-8.839248,-4082.6436,-4196.1953,991
7710,0.0,0.9886695,0.6037211,0.51721853,0.48732325,-0.1759273,-0.24598144,5.9530015,-0.23409058,2.4091532,-4082.5432,-4119.172,990
7711,0.0,0.9981637,0.0880645,0.13944331,0.78051984,-0.26823902,0.002086802,5.025437,2.4818165,1.3141465,-4082.2905,-4922.3784,989
7712,0.0,0.96972495,-0.8404096,0.90196395,0.2816079,-0.27259004,0.5741672,5.368053,0.04703218,-5.22521,-4081.8071,-4222.4795,988
7713,0.0,0.40747717,0.48465317,0.77565813,0.8713831,0.1380071,0.55330145,5.894381,0.007919951,-1.2804902,-4080.7197,-4119.172,987
7714,0.0,0.02973961,-0.2136216,-0.21416375,-0.16474527,0.55676717,0.32078084,5.9479103,-0.0008423046,2.0227582,-4080.3274,-4479.98,986
7715,0.0,0.8786765,0.5382565,-0.18891351,0.5418407,-0.027200937,-0.5090524,5.4145145,-0.036180936,0.7813082,-4080.151,-6096.366,985
7716,0.0,0.9987303,-0.110252425,-0.21937896,-0.1680425,-0.29952198,0.2166853,4.414191,-2.3719742,1.6661524,-4078.9683,-4119.172,984
7717,0.0,0.3629287,0.32035914,-0.17297755,0.15063186,0.14485219,0.31201702,3.9031403,0.009695463,2.8841636,-4078.7556,-4479.98,983
7718,0.0,0.21882139,0.42627823,0.07278408,0.45309514,0.57225007,0.3990537,5.7899394,0.0070878416,-3.9233618,-4078.3064,-4784.7373,982
7719,0.0,0.93570834,0.45993608,0.77339727,0.54655755,0.75314885,-0.019622931,1.5540918,0.19352025,-2.4344628,-4077.6445,-6589.923,981
7720,0.0,0.99748945,-0.09864497,-0.19185592,0.47846386,0.5128234,-0.23068027,5.5156326,-0.38431975,3.8858156,-4077.2427,-6589.923,980
7721,0.0,0.99000645,1.4431493,0.4663183,-0.39379862,-0.76345855,-0.49330676,5.4450684,0.6687014,-4.988882,-4077.1934,-4441.417,979
7722,0.0,0.992131,0.86809385,0.69193417,0.8302643,0.1890258,-0.17492032,5.7054706,0.033982854,5.4872627,-4076.2437,-4311.4395,978
7723,0.0,0.99334973,-0.057704892,-0.3788357,-0.4799059,0.5410479,0.22737797,5.342535,-0.47592115,0.7843968,-4076.1284,-4252.2207,977
7724,0.0,0.99935514,0.17390332,0.017080123,-0.11724153,-0.3614445,0.21956435,5.7135105,-5.0706825,3.0261092,-4075.949,-5622.665,976
7725,0.0,0.9946806,0.84733224,0.46801504,0.10715725,0.28984278,-0.20609707,4.0859413,-0.6009276,-6.3670373,-4075.316,-4513.3174,975
7726,0.0,0.41216215,0.83551985,-0.1997053,-0.34393927,0.20076428,0.37266687,2.169277,-0.010593904,-0.8838998,-4074.6318,-4252.2207,974
7727,0.0,0.9898557,0.22051938,-0.51258934,0.6446569,0.19754715,-0.4742708,4.829924,0.28508633,-5.336588,-4073.565,-7060.6343,973
7728,0.0,0.9642353,0.08356335,-0.12448119,-0.4101013,0.28436926,-0.2209219,5.30319,0.035696283,-2.5016127,-4073.2888,-4222.4795,972
7729,0.0,0.99861175,-0.691068,-1.0456585,0.54068345,0.8247616,-0.524185,1.181542,0.1822199,-0.38452363,-4070.4956,-5067.36,971
7730,0.0,-0.005992592,-0.17872787,-0.20494467,-0.13800894,0.56815743,0.29722917,5.8863134,-0.0010978592,2.2051082,-4070.476,-5103.1055,970
7731,0.0,0.97659415,0.7063102,0.67352396,0.583987,0.49362552,0.3263611,4.9012837,0.49696213,1.5168799,-4070.1313,-8123.0176,969
7732,0.0,0.5320592,0.31908572,0.6170524,0.38153958,0.18720628,0.2873204,4.801714,-0.015152743,-5.219805,-4069.512,-4160.6504,968
7733,0.0,0.95137715,1.2373303,0.44293296,-0.49776626,-0.84446394,-0.42834708,4.968567,-0.10999436,5.6757464,-4068.9668,-4607.92,967
7734,0.0,0.9487706,-0.46775734,1.0973345,0.24993806,-0.07004527,0.3756619,5.8728094,-0.019451857,-0.91050184,-4068.8337,-4441.417,966
7735,0.0,-0.9381584,1.4820416,1.4323134,1.394008,1.1158341,0.2591531,5.8147225,0.0053408435,1.8989974,-4068.811,-4279.6973,965
7736,0.0,0.9823318,0.19895236,0.5731845,0.23835605,0.59203863,0.11349059,3.152261,0.5918855,0.58072364,-4068.1619,-5585.831,964
7737,0.0,0.9767653,0.7826618,-0.41658098,-0.47267735,-0.09158635,-0.25316957,5.367135,-0.11175023,1.3133638,-4067.5977,-5225.587,963
7738,0.0,0.9988472,0.7211168,0.445486,0.043919913,-0.528823,-0.62541926,4.580286,3.88468,-0.50805366,-4065.0122,-5311.085,962
7739,0.0,0.997928,0.4613506,0.8524457,0.41694027,0.2940293,0.48803276,5.8729987,-0.48719618,2.7637503,-4063.0645,-4279.6973,961
7740,0.0,0.99850464,0.14104556,0.19332537,0.629897,-0.37322238,-0.06959674,4.9654593,2.6305685,1.1306558,-4062.585,-5982.9863,960
7741,0.0,0.9449574,1.2532189,0.61147267,-0.36479142,-0.91302204,-0.44467777,5.6948576,0.04120329,-0.29996938,-4062.1235,-4400.2554,959
7742,0.0,0.99586934,1.1539745,1.0334564,0.62688434,0.2356184,0.18767712,5.5636334,3.0430455,-3.616112,-4061.7576,-4279.6973,958
7743,0.0,-0.15438253,0.25063813,0.3619876,0.009645448,0.4914368,0.18253875,1.1695577,-0.0034022336,9.989467,-4060.294,-4196.1953,957
7744,0.0,0.9887602,-0.33328706,0.5972517,0.29570702,0.062025946,0.13791245,4.4611917,1.0005264,-11.710485,-4057.826,-4651.1514,956
7745,0.0,0.9934685,-0.93567693,0.18471132,-0.6396286,0.6950464,0.10481898,5.008006,-0.076795235,-0.74529475,-4056.5942,-4089.1675,955
7746,0.0,0.7514526,0.3620463,0.606259,0.1472099,0.10672061,0.021132527,5.3597794,0.030823885,-2.4568164,-4056.315,-13315.9795,954
7747,0.0,0.9703135,-0.4351691,-6.9784175e-05,0.4586997,0.046788767,-0.1882335,3.4485576,0.24250017,-5.79314,-4056.2874,-4089.1675,953
7748,0.0,0.99798214,0.30375892,-0.26393902,-0.038575638,0.021286603,0.024716962,3.940623,0.2881059,-4.1268387,-4055.746,-4441.417,952
7749,0.0,0.99925554,0.04281712,0.27175346,0.5786863,-0.36495987,-0.025977321,5.0677752,2.1488657,2.8691454,-4055.4207,-4607.92,951
7750,0.0,-0.07292536,0.31591406,-0.4529233,0.2573299,0.14475791,0.06450213,4.919432,0.003744798,-6.2109585,-4055.232,-4513.3174,1000
7751,0.0,0.9923732,0.2053122,-0.08062025,0.44839063,0.21431962,-0.1597956,4.6885314,1.488816,-7.326573,-4054.7139,-4874.9507,999
7752,0.0,0.98771435,0.10005255,-0.33031347,0.7395988,0.45961836,-0.356306,5.640562,0.3019319,-4.7942758,-4054.2349,-5585.831,998
7753,0.0,-0.76947737,1.0712082,1.2417833,1.0303351,0.13131557,0.23323403,3.6251051,0.012784933,4.635676,-4054.1138,-4160.6504,997
7754,0.0,0.9692822,1.6524767,1.23898,-0.0074274396,-0.85092276,-0.63058627,4.218246,-0.269062,-1.2100316,-4052.8135,-4055.4207,996
7755,0.0,0.9744485,0.5850465,0.12250452,-0.0014956447,-0.40625295,-0.21638468,2.8417518,-0.025453229,-3.2930064,-4052.79,-4400.2554,995
7756,0.0,0.43426165,0.018447625,0.75916886,-0.06642091,0.0728553,0.18170328,5.2706666,0.009215674,0.5853316,-4051.5303,-9310.62,994
7757,0.0,0.9736098,1.0818245,0.2144591,0.67074805,0.77968436,0.1234063,5.488639,0.44727653,-3.3593419,-4051.4023,-4160.6504,993
7758,0.0,0.99490076,-0.0222807,0.72348887,-0.66635454,-0.04941399,-0.53357685,4.9277587,0.21016347,0.42474937,-4050.7598,-4976.145,992
7759,0.0,0.097300865,-0.28696606,-0.29319337,-0.16394654,0.41441977,0.30450878,5.127028,0.0031868035,0.74511087,-4049.3384,-28052.426,991
7760,0.0,0.9757625,0.2512418,-0.3217385,-0.6372467,-0.12777093,0.27805528,5.0625634,0.062118135,-0.1241912,-4048.775,-4357.1846,990
7761,0.0,0.92768437,0.3595564,1.284624,0.64974,0.45988065,0.5343763,4.312866,0.1786239,-11.072054,-4047.9175,-5443.787,989
7762,0.0,0.9902375,-0.27372196,-0.19399984,0.75712603,0.0070726923,0.21418951,5.094447,-0.27026817,5.863915,-4046.9067,-5225.587,988
7763,0.0,0.62849706,0.45887187,0.4235679,0.36343902,0.8623058,0.3815284,1.890703,-0.035080284,2.7600727,-4046.3813,-4222.4795,987
7764,0.0,0.9294674,0.6404679,0.8744778,0.6901517,0.34863335,0.034163985,5.3917856,-0.13152076,0.4804928,-4046.0986,-4874.9507,986
7765,0.0,0.67197675,0.66424435,0.75585276,0.3528171,0.8732767,0.25434294,3.9220753,0.044832848,1.3829623,-4045.8484,-4119.172,985
7766,0.0,0.9997646,0.26554686,0.086766064,-0.10614374,-0.35237315,0.17357014,5.4391317,-4.5423336,2.9263127,-4044.9685,-4196.1953,984
7767,0.0,-0.71336854,0.9449114,0.87936103,0.7241521,0.27504885,0.34304392,4.062738,0.010807784,2.8788774,-4044.886,-4055.4207,983
7768,0.0,0.94139904,0.2883053,0.60114235,0.23921937,0.22170198,-0.15192312,5.7797384,0.046932645,-3.3922417,-4043.9902,-4976.145,982
7769,0.0,0.8514985,0.8644045,-0.20517206,-0.16821161,-0.004216882,-0.1199314,5.470502,-0.010861395,-1.5328776,-4040.7456,-4279.6973,981
7770,0.0,0.5954366,0.56709564,-0.13561706,-0.1978997,0.62930393,0.7639552,5.1030593,0.021529278,-1.4695516,-4040.5078,-4311.4395,980
7771,0.0,0.84299684,0.22561197,-0.23801012,-0.24816206,0.15235303,0.7212631,5.4725614,-0.043825556,5.4791675,-4040.0508,-4196.1953,979
7772,0.0,0.11864076,0.63210654,0.1315151,0.40931007,0.25138193,0.20349355,2.838403,0.011359212,2.0235415,-4039.6182,-5266.832,978
7773,0.0,0.97394496,0.097086295,0.7074998,0.11332814,0.6213664,-0.48639888,5.666825,0.2014592,-4.4289055,-4038.6846,-6286.077,977
7774,0.0,0.27676284,1.2510071,0.89045185,0.7452255,0.037733257,-0.48262817,5.7560687,-0.005392909,4.0144467,-4037.2559,-4513.3174,976
7775,0.0,0.40639737,0.5050911,0.843057,0.85224205,0.076784536,0.5622174,5.7195826,-0.006321348,-1.0785161,-4036.5835,-4607.92,975
7776,0.0,0.8774732,0.17191808,1.2151496,0.05878326,0.24295172,0.007189898,4.4048157,0.07144249,1.506978,-4035.9946,-320896.75,974
7777,0.0,0.9993448,0.13578545,-0.227163,-0.14251114,-0.32613644,0.2418388,5.352692,-4.2511997,2.8980472,-4034.1511,-4874.9507,973
7778,0.0,0.99781066,0.43506128,0.053911503,0.08111061,-0.15844905,-0.38000008,4.5778937,2.1661918,-6.091538,-4034.106,-4922.3784,972
7779,0.0,0.4005132,0.31368062,0.4470261,0.3480248,0.61673605,-0.21713133,3.7241745,0.0144281015,3.4853737,-4033.3984,-4441.417,971
7780,0.0,0.9994652,-0.1704122,-0.123011425,-0.04050265,-0.29764932,0.13302763,5.295999,-4.2191954,2.2430656,-4032.9646,-4976.145,970
7781,0.0,-0.73174185,0.7063217,0.008377914,-0.088199094,0.23419566,0.18691273,5.3018074,0.0035391396,1.3188848,-4031.867,-4196.1953,969
7782,0.0,0.91889346,0.92734605,0.17796245,0.46750906,0.69418246,0.104102,2.162019,-0.08044613,-5.30125,-4030.088,-5931.5874,968
7783,0.0,0.8135505,-0.2932663,0.30788383,-0.18500052,0.07477112,0.08062731,4.9462094,-0.0023286862,-2.9210289,-4030.0288,-4222.4795,967
7784,0.0,0.9988974,0.077451065,-0.26747012,-0.0041553467,-0.26578036,0.34653565,4.8153014,-4.1193304,1.7790904,-4029.9165,-4196.1953,966
7785,0.0,0.9951387,-0.3502282,0.8259909,-0.09586279,0.5332115,-0.18618794,5.767543,0.078872725,-0.70059115,-4029.6436,-4734.371,965
7786,0.0,-0.51907367,0.52067256,0.14383498,-0.21225765,-0.015383497,-0.02737627,4.810825,0.0036443777,1.6396127,-4029.497,-7908.4,964
7787,0.0,0.9962759,0.2213568,-0.29654273,-0.15440601,0.40173632,0.6116031,5.083913,0.6793586,2.5259645,-4029.2358,-4311.4395,963
7788,0.0,0.8462433,0.16811286,0.17453833,-0.06350021,0.29544383,-0.36319908,5.2723455,-0.013193029,-1.219555,-4028.4028,-5499.4277,962
7789,0.0,0.5485101,1.4379755,0.84211737,0.95280886,1.0569704,0.29320648,5.3769836,0.026784694,1.4102786,-4027.7812,-5266.832,961
7790,0.0,0.88848317,-0.40602005,-0.017673796,-0.4807821,0.3139503,0.32475704,5.128291,0.021148264,-3.6850255,-4027.1235,-4222.4795,960
7791,0.0,0.93490416,0.25044683,0.2606585,-0.30050826,-0.11743491,0.31118006,4.4147415,0.06106748,1.2636636,-4026.4211,-4651.1514,959
7792,0.0,0.4515714,0.7367488,0.4397271,0.5218227,0.1439026,-0.14877176,5.594198,-0.014326261,10.511868,-4025.9219,-5311.085,958
7793,0.0,0.26906985,0.12705423,0.38691643,0.5291503,0.080912985,0.44433895,5.3444767,-0.0076883165,-1.618217,-4025.0786,-4055.4207,957
7794,0.0,0.8898442,-0.21300375,0.63864976,-0.28956658,0.53500384,0.42414322,5.4431086,0.054313265,-1.9823295,-4024.8022,-4089.1675,956
7795,0.0,0.388515,0.62395316,0.090825655,0.047196265,0.5226394,0.034467448,5.6104684,-0.00527864,-0.29770133,-4024.4102,-4513.3174,955
7796,0.0,-0.8415835,0.71607757,-0.06835277,-0.080021724,0.21489964,0.1772976,5.6903524,0.0017224624,1.762134,-4024.2764,-4279.6973,954
7797,0.0,0.9796289,0.5101624,-0.038691364,0.34422976,-0.17681724,-0.20334655,5.7276955,-0.06278475,1.4676982,-4023.6553,-4357.1846,953
7798,0.0,0.93066794,0.6857052,0.70035946,0.8984368,0.4808555,0.5744805,5.3109946,-0.21265645,4.9862304,-4023.3699,-5409.248,952
7799,0.0,0.8604067,0.9380602,0.8812014,0.853522,0.8322323,0.59254694,5.2077303,-0.058693897,-5.834183,-4022.897,-4119.172,951
7800,0.0,-0.086820446,-0.009165114,-0.264991,-0.45965615,0.48030627,-0.011713135,4.974309,-0.0022450418,-2.2486992,-4022.4658,-10314.629,1000
7801,0.0,0.9990037,0.51424545,-0.005796254,-0.4571049,-0.2737207,0.2844762,4.5215096,4.52556,-6.0900755,-4022.2964,-4022.897,999
7802,0.0,0.953593,0.45093045,0.3921296,0.5184085,-0.13276953,-0.16168867,4.633044,0.13600664,0.91956925,-4021.1602,-5719.384,998
7803,0.0,-0.7773978,0.45887628,0.60927635,-0.10753583,-0.36832833,-0.1816031,2.2180223,-0.004182097,-3.5446484,-4020.5474,-4089.1675,997
7804,0.0,0.9739405,0.8305663,0.28251597,0.5480092,0.29364645,-0.13044748,4.6636124,0.34140795,0.8505242,-4020.2717,-4160.6504,996
7805,0.0,0.9494005,0.33999553,0.7357455,-0.0641515,0.028049622,0.13238516,5.713891,7.668683e-05,1.0388846,-4018.8643,-4279.6973,995
7806,0.0,0.96646804,0.5379595,0.096104756,0.18510485,0.49045286,-0.16280153,5.2165184,0.25529966,-3.468142,-4018.5354,-4513.3174,994
7807,0.0,0.9996731,1.0554566,0.48501956,-0.34418544,-0.5493346,-0.011505288,5.4680085,-0.92390126,-2.5041509,-4018.2378,-4441.417,993
7808,0.0,0.998026,0.32344094,0.2676234,0.735211,-0.32225725,-0.19371307,3.7063894,2.978855,1.2470711,-4016.1968,-4357.1846,992
7809,0.0,-0.30116957,-0.3027771,0.41198644,0.38885504,0.215208,0.21873276,5.6240983,-0.0032177437,-7.821908,-4016.0215,-4022.897,991
7810,0.0,0.9342733,0.73059595,-0.02210736,0.49311414,0.7346574,0.10856692,3.3542237,0.26350406,-6.118207,-4015.9873,-4513.3174,990
7811,0.0,0.32732403,1.0642517,1.0058585,1.067541,0.32539016,0.11296753,5.6947064,0.0026614992,-10.886513,-4015.4507,-4160.6504,989
7812,0.0,0.99799174,0.13281022,-0.09697163,0.12903245,0.19247898,0.04749822,3.2689147,-4.2432847,3.312068,-4013.125,-6589.923,988
7813,0.0,0.9841889,-0.2585128,0.754832,0.12713481,0.48858482,0.39105308,2.0524654,-0.9429513,8.802312,-4013.0742,-4119.172,987
7814,0.0,0.99619985,0.14890732,-0.35510567,-0.7062477,0.4684608,0.25254884,4.243747,1.4492916,-3.105663,-4008.291,-5772.5625,986
7815,0.0,0.9982438,0.05222663,0.3591846,0.41534773,0.3563943,0.233854,4.9382186,2.841679,2.2055507,-4007.941,-4357.1846,985
7816,0.0,0.9994254,-1.2699271,1.1963537,-0.3856658,-0.03899984,0.1874162,2.5543952,7.2399364,-1.8471591,-4006.0227,-4022.897,984
7817,0.0,0.9808326,0.67934245,0.45901886,0.53780687,0.64823914,0.008209109,5.3556504,-0.43948755,1.520037,-4004.4502,-5311.085,983
7818,0.0,0.9622753,0.9309598,0.96024203,0.8430034,0.47092122,0.276425,4.86037,-0.2772195,-3.4792635,-4004.3115,-4160.6504,982
7819,0.0,-0.074533686,0.08520845,-0.50723684,-0.17402902,0.7465602,-0.034829605,5.0667286,-0.0030957125,-3.3781166,-4003.446,-4119.172,981
7820,0.0,0.533195,1.3516334,0.9401244,0.48569903,0.08169826,-0.31416425,5.257638,0.020489158,-2.3645074,-4003.193,-4607.92,980
7821,0.0,-0.001588486,0.42398602,0.33595893,-0.09451447,0.25088823,0.0009038509,4.822648,-0.0060231728,2.9850118,-4002.789,-4479.98,979
7822,0.0,0.9947635,-0.517214,0.6397419,-0.03739397,0.49644464,-0.1411159,5.3907986,-0.660079,0.67622554,-4001.5107,-4055.4207,978
7823,0.0,0.9995848,-0.11699352,-0.08021022,-0.080738135,-0.37181702,0.2456489,2.6397004,-2.9997272,2.8082912,-3999.947,-4607.92,977
7824,0.0,0.98651844,0.41484076,0.53838253,0.1852588,0.83790547,0.47612947,3.7282114,-1.1244458,1.7481453,-3999.813,-4566.4062,976
7825,0.0,0.83469814,0.13201615,0.59074485,-0.3779148,0.1355142,0.030417608,1.4305003,-0.035079353,8.271135,-3998.2947,-4691.952,975
7826,0.0,0.56117326,0.5380677,0.16249923,-0.042311147,0.32680717,0.44636717,3.516503,0.019882834,1.4704245,-3997.462,-4119.172,974
7827,0.0,-0.89901185,0.29509237,-0.22106226,0.017379785,0.17255579,0.3528766,5.591868,-0.0015602058,-2.258617,-3997.427,-5103.1055,973
7828,0.0,0.42092717,1.1673226,0.5926736,1.0333916,1.1055322,0.33658856,5.538828,-0.008155909,-4.218286,-3996.748,-4119.172,972
7829,0.0,0.46861732,0.072563864,0.3684158,0.43279675,0.42669472,-0.076862715,5.16452,-0.009591378,-0.9803178,-3996.0293,-641418.0,971
7830,0.0,0.9933068,0.266467,0.46196082,0.7206317,0.4797768,0.41241294,5.4748645,1.1304538,-2.797394,-3994.945,-5311.085,970
7831,0.0,0.93870395,0.031934362,0.7332439,-0.39497933,0.13922001,-0.78952533,4.2473607,-0.06306521,4.782935,-3994.6533,-4055.4207,969
7832,0.0,0.97484803,1.0447625,0.6811374,0.5366431,0.1140311,-0.42893854,4.2896423,-0.35011223,-1.9372106,-3994.4534,-4089.1675,968
7833,0.0,-0.80250907,1.1226797,1.2733496,1.0338922,0.10395653,0.17413121,3.4839227,-0.008290552,4.163157,-3993.8115,-5443.787,967
7834,0.0,-0.10556779,0.08398077,-0.5210754,-0.1822101,0.7328455,-0.016626198,5.125546,0.002205148,-3.4844344,-3992.563,-4022.897,966
7835,0.0,0.9996545,-0.04638729,0.060893387,0.70480067,-0.22866634,-0.026943272,5.559617,2.452353,-1.8985276,-3992.4377,-4400.2554,965
7836,0.0,0.81258667,0.106886856,0.5767931,-0.39951336,0.17921948,-0.025964675,1.9117758,-0.048783865,7.663405,-3992.2683,-4441.417,964
7837,0.0,0.99981093,-0.12979001,-0.22319114,-0.19614528,-0.255899,0.2602903,4.2873454,-2.3659093,1.7665331,-3991.4333,-4832.7095,963
7838,0.0,0.9705195,0.70261115,0.42184857,0.08096026,0.2908783,0.11807237,5.216406,-0.14066854,-1.9078373,-3990.5762,-4089.1675,962
7839,0.0,0.9864865,-0.10776911,-0.6042197,0.15505117,0.4407343,0.26902536,5.057239,0.17358929,0.7253718,-3990.4612,-4479.98,961
7840,0.0,0.9923958,1.2951657,0.29182404,-0.13264029,-0.124607585,-0.07980489,5.564757,-0.033432662,-1.5992781,-3989.562,-4119.172,960
7841,0.0,0.99400735,0.19004439,0.5553835,-0.65911686,0.12262995,-0.4714054,5.5530186,-0.05151441,0.8542528,-3989.0632,-4479.98,959
7842,0.0,0.048033495,0.76088154,0.15960279,0.3606703,0.3413441,0.3261543,2.6295972,0.011428824,1.8092792,-3988.5176,-4022.897,958
7843,0.0,0.99961704,0.018247962,-0.103731,0.6586178,0.017392071,-0.27153087,5.3792534,0.41760534,1.9507284,-3987.3774,-10314.629,957
7844,0.0,-0.4731585,0.6253368,0.029388202,-0.14261234,0.07414763,-0.012404065,5.5964556,0.000869278,1.7440829,-3985.9058,-6469.25,956
7845,0.0,0.99990344,-0.14109363,0.14713848,-0.0864678,0.36226556,-0.13983072,4.334561,-3.1094072,3.7728972,-3984.9978,-4832.7095,955
7846,0.0,0.98531294,0.8568147,0.88760316,-0.04358024,-0.28776506,-0.20016593,4.6805477,0.068355516,-7.034925,-3984.6206,-5187.265,954
7847,0.0,0.9930128,0.059823535,-0.19790533,0.32203636,0.31939432,-0.04380919,2.2860773,1.3437512,-5.340197,-3982.2478,-4874.9507,953
7848,0.0,0.9993386,-0.09025059,-0.1581403,-0.16779046,-0.24929899,0.2533206,4.3550634,-2.3070626,2.839626,-3982.0405,-8626.536,952
7849,0.0,0.9015003,0.67714566,1.0338103,0.317074,-0.0241063,0.07298192,4.6976705,0.123551816,-2.79131,-3981.8608,-4089.1675,951
7850,0.0,0.9933123,0.17793614,-0.25552815,0.35188472,0.21316414,-0.10475252,1.5293002,1.0575023,-3.9086573,-3981.833,-4357.1846,1000
7851,0.0,0.98574555,0.418235,0.80584925,-0.04152879,0.047119696,-0.5443552,5.2650967,0.36497766,-1.8648514,-3981.3042,-4922.3784,999
7852,0.0,0.98767126,-0.2076243,0.3197467,-0.5691171,0.508551,0.16844551,4.0730214,0.38804534,-0.25685927,-3980.2207,-5187.265,998
7853,0.0,0.8365205,0.9021147,0.83173203,0.7710236,0.5460356,0.2408447,5.375613,-0.026476158,-3.3894644,-3979.9907,-14217.231,997
7854,0.0,0.99227893,0.17576791,-0.77358496,0.31874615,0.33953372,-0.15615645,4.235195,-0.3294076,4.576904,-3979.4712,-4566.4062,996
7855,0.0,-0.24253926,-0.29910806,0.46074632,0.3401531,0.24568161,0.25350466,5.556803,-0.00083129294,-7.2987967,-3979.3545,-7908.4,995
7856,0.0,-0.7811312,0.43210256,0.6138733,-0.120055094,-0.36448917,-0.15948974,2.0933564,0.00086533796,-3.7198195,-3978.917,-21280.209,994
7857,0.0,0.999378,0.7118885,-0.06072343,-0.25185278,-0.24975936,0.15096246,3.1296198,4.634059,-6.3672776,-3977.6445,-3981.8608,993
7858,0.0,0.8657927,-0.19182503,-0.27851838,-0.40366858,0.09625758,0.43774578,4.8249497,0.023960305,-3.9345276,-3977.3987,-4976.145,992
7859,0.0,0.9910942,0.51358575,0.5770384,0.24553114,0.74677753,0.4275557,3.4695787,-1.7182245,1.7756624,-3975.9788,-4252.2207,991
7860,0.0,-0.35333046,-0.1113058,0.62344134,0.14224088,0.17858754,0.2953039,4.679166,0.0046086735,-1.4611853,-3975.8381,-4922.3784,990
7861,0.0,0.99711436,0.93777466,0.08138866,0.021379692,0.084735624,-0.0024353364,5.3266187,2.4906347,-6.646193,-3975.1929,-5818.414,989
7862,0.0,0.9987425,0.5851677,-0.18912676,-0.37938762,-0.28443918,0.24591866,3.0404792,4.816943,-6.5169635,-3975.132,-4022.897,988
7863,0.0,0.968588,0.13222146,0.2065138,0.5941898,0.35094598,0.080699414,3.5106874,-0.24699917,-1.3857973,-3972.0679,-4691.952,987
7864,0.0,0.43035558,-0.03533805,0.79773414,0.06450725,0.20583478,0.32917708,5.2570567,-0.011833108,5.1878476,-3970.729,-4252.2207,986
7865,0.0,0.7902108,0.41751873,-0.039624635,0.058504783,0.45324653,0.5777746,5.003418,-0.06096698,12.018039,-3970.3232,-4252.2207,985
7866,0.0,-0.8661027,1.1871544,1.3364289,0.9154028,0.22795515,0.30869725,3.8614283,-0.008734746,2.7854514,-3970.2854,-4022.897,984
7867,0.0,0.999442,-1.2950186,1.1804246,-0.39308342,-0.043311186,0.1872183,2.4654982,7.3065934,-2.1644063,-3969.593,-4089.1675,983
7868,0.0,0.9603841,0.4819066,0.8255936,0.88712716,0.39150822,0.24383727,3.945703,0.24930714,4.4037094,-3969.3584,-4089.1675,982
7869,0.0,0.9332722,0.3097177,-0.56422085,-0.14073306,0.6980321,0.26096725,5.537277,-0.015574904,0.61489886,-3969.2295,-4055.4207,981
7870,0.0,0.99915886,0.5912564,-0.059493005,-0.31686485,-0.31441584,0.230659,3.2326095,4.770516,-6.40575,-3968.9639,-5266.832,980
7871,0.0,0.7492677,-0.063542776,0.7877174,0.3953514,0.05153823,0.17503631,5.05024,0.01034979,4.0319753,-3968.2412,-4222.4795,979
7872,0.0,0.8835843,0.2699199,-0.8058314,-0.46823308,0.5043579,0.37947062,5.4102964,-0.019886712,1.7774978,-3966.7764,-6866.508,978
7873,0.0,0.97321594,0.8857257,0.47202635,0.1880383,0.53941125,0.2029394,5.4596386,-0.23664683,5.9413815,-3966.2246,-4311.4395,977
