,,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,sigma,mu,logL,logL_birth,nlive
labels,,$\theta_1$,$\theta_2$,$\theta_3$,$\theta_4$,$\theta_5$,$\theta_6$,$\theta_7$,$\theta_8$,$\theta_9$,$\sigma$,$\mu$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,,,,,,
43764,0.9612488382271391,0.6323603,0.27957806,0.39929804,0.26914108,-0.03172441,-0.025350425,0.16028382,0.11461488,-0.03983951,0.00020543176,1.000026,3338.068,3335.9585,986
43765,0.9626579493914458,0.67806447,0.26276743,0.3065763,0.324104,0.07400508,0.0051818844,0.20225044,0.20131603,-0.08012612,0.00020193329,0.99996114,3338.0696,3337.9253,985
43766,0.9673699221373866,0.6594381,0.20067668,0.27687046,0.20080991,-0.16086958,-0.10441718,0.092568085,0.023379657,-0.09786944,0.00020377459,0.9999882,3338.0745,3338.0571,984
43767,0.9680787045622085,0.695046,0.21107213,0.25480837,0.26132095,-0.011947087,0.011022485,0.16961183,0.039331757,-0.09254688,0.00020348936,1.0000073,3338.0752,3331.4407,983
43768,0.9685515146631687,0.5745433,0.12417881,0.34144604,0.28277785,-0.10178883,-0.083406165,0.16252765,0.02296886,-0.21882415,0.0002000478,1.0000356,3338.0757,3337.6553,982
43769,0.9690245556874518,0.5752722,0.095595285,0.21272528,0.22347401,-0.06746268,-0.065714456,0.13209753,0.080273464,-0.04712984,0.00020355516,0.9999882,3338.0762,3338.0571,981
43770,0.9690245556878925,0.5947861,0.21607627,0.34521967,0.23426968,0.009008376,0.03359758,0.15582055,0.09296958,-0.052895807,0.0002104448,1.0000107,3338.0762,3337.513,980
43771,0.9690245556874518,0.64279807,0.23652858,0.39154533,0.42201793,0.031685464,-0.030088807,0.09829329,0.02103083,-0.14675088,0.00020988967,1.0000188,3338.0762,3331.4407,979
43772,0.9732923349549907,0.6060945,0.16031218,0.27440494,0.19374941,-0.095677055,-0.12555374,0.11568255,0.0023951703,-0.109283745,0.00020170229,1.000022,3338.0806,3337.461,978
43773,0.9787729726648023,0.5032086,0.13624188,0.41797674,0.30838653,-0.043918207,-0.008358281,0.15645789,-0.0046030483,-0.19885553,0.00020140335,1.0000045,3338.0862,3337.8337,977
43774,0.9790119600830539,0.60692304,0.20408581,0.34234095,0.28311467,-0.078370385,-0.07629903,0.12830685,0.045203604,-0.09331153,0.00021033428,1.0000393,3338.0864,3337.2336,976
43775,0.9833237258906303,0.58432496,0.19147445,0.31595778,0.31826264,-0.039088797,-0.020806845,0.05552314,-0.0003299097,-0.093895964,0.00020071604,0.99996907,3338.0908,3336.4458,975
43776,0.9838039816699617,0.60097307,0.2116526,0.32782936,0.17865247,-0.05142405,-0.06408005,0.19730061,0.06427011,-0.123168685,0.00020456177,1.0000119,3338.0913,3338.0571,974
43777,0.9838039816695143,0.6236076,0.2272689,0.31292596,0.33294353,0.116643056,0.015702922,0.1091523,0.14559597,-0.046310548,0.00020063824,1.0000038,3338.0913,3336.5947,973
43778,0.9842844720028653,0.6008987,0.200825,0.34766147,0.19350152,-0.13277905,-0.01311695,0.1614684,0.008382723,-0.16406988,0.00020104667,1.0000155,3338.0918,3337.9253,972
43779,0.9847651970088195,0.62573516,0.11712329,0.2657393,0.2574573,-0.050758895,-0.06412494,0.100396365,-0.015800172,-0.090618216,0.00020734237,1.0000001,3338.0923,3337.5623,971
43780,0.9850056475528615,0.6086883,0.14476062,0.2394033,0.23343524,-0.03918453,-0.10664203,0.023729488,0.056294043,-0.08370404,0.0002054739,1.0000005,3338.0925,3336.4458,970
43781,0.9859680369716707,0.6551954,0.13748659,0.26264003,0.312936,0.047335573,-0.07533471,0.0847595,0.032683283,-0.17974722,0.00020196779,0.9999915,3338.0935,3337.9253,969
43782,0.9864495842302136,0.60245055,0.14779115,0.39303192,0.3554798,0.041920282,-0.026855964,0.13314544,0.029371953,-0.06711471,0.0002039227,1.0000173,3338.094,3337.301,968
43783,0.9881368525019409,0.63550234,0.20627357,0.36299786,0.3161624,0.0724453,0.100452475,0.13560376,0.11085817,-0.08014294,0.00020043865,0.9999956,3338.0957,3336.4458,967
43784,0.9893438107660533,0.55934554,0.14452812,0.35508415,0.32191187,0.007091303,0.03164431,0.22608258,0.13112016,-0.10271241,0.00020029227,0.9999551,3338.097,3337.461,966
43785,0.9895853792726464,0.6216786,0.23787117,0.35592255,0.24743213,0.047383063,0.007571232,0.2418275,0.13582702,-0.15812829,0.00020294452,1.0000099,3338.0972,3337.4075,965
43786,0.9895853792721965,0.6219068,0.1317571,0.379609,0.32881373,0.008287663,-0.033598743,0.18500362,0.08207741,-0.10795744,0.00020856205,1.0000134,3338.0972,3337.0674,964
43787,0.9895853792690464,0.5725881,0.17790245,0.2961765,0.21430568,-0.096161745,-0.14032046,0.114265256,0.0950066,-0.16480134,0.00020467553,1.0000042,3338.0972,3338.0571,963
43788,0.9905522432648094,0.62011087,0.14790162,0.36740315,0.34624124,0.036302842,-0.05202243,0.1436592,0.050722487,-0.08962353,0.00020252647,0.9999625,3338.0981,3334.7983,962
43789,0.9915200519280353,0.597906,0.19114827,0.34725365,0.36024818,0.04687963,-0.08149798,0.06899835,0.030238722,-0.09674772,0.00020514,0.99999,3338.099,3336.5142,961
43790,0.9920043107969344,0.69006443,0.16337307,0.29106438,0.27326843,0.03910743,0.035881042,0.22670674,0.124360986,-0.09743945,0.00020050028,1.0000249,3338.0996,3337.9998,960
43791,0.9932159929603257,0.5901801,0.25010952,0.40629193,0.31809014,-0.053289793,-0.044408217,0.11713863,-0.027269585,-0.17501794,0.00020329897,0.9999582,3338.1008,3337.1196,959
43792,0.993943712545606,0.6085899,0.196933,0.35247353,0.4235844,0.12742622,0.08255065,0.15867689,0.10684774,-0.10644441,0.00020045359,1.00001,3338.1016,3337.779,958
43793,0.993943712544702,0.61458653,0.18955345,0.43964738,0.363708,0.10647272,0.08091763,0.17314911,0.06036125,-0.10569266,0.00020284457,1.0000278,3338.1016,3335.3186,957
43794,0.9941864042099476,0.6203383,0.16725862,0.35532475,0.2623002,-0.059169024,-0.029027846,0.18956454,0.07502807,-0.0344734,0.00020648554,1.0000368,3338.1018,3332.8906,956
43795,0.9944291551333219,0.67252934,0.3025395,0.45884433,0.28918198,-0.060623623,-0.029907912,0.0913265,0.016917964,-0.083562344,0.00020006338,0.9999866,3338.102,3336.8994,955
43796,0.994671965325223,0.6564673,0.1828933,0.32399374,0.2924495,0.014755873,-0.100880094,0.11888,0.099382825,-0.07301027,0.00020814622,1.000029,3338.1023,3337.7075,954
43797,0.9968599267277816,0.71271914,0.23059191,0.3332614,0.23277873,-0.0874041,-0.02138295,0.16519824,0.10792199,-0.038297515,0.00020535925,1.0000378,3338.1045,3336.9622,953
43798,0.9971033304467563,0.6952925,0.20329572,0.35676745,0.37756988,0.0035600564,-0.04783087,0.089430995,0.02423352,-0.06733928,0.00020051675,1.0000432,3338.1047,3337.6062,952
43799,0.9729129717162054,0.6355675,0.15573485,0.29242754,0.40012312,0.042728063,-0.08782304,0.13768506,0.11418274,-0.13631546,0.00020117081,1.0000011,3338.1055,3336.1099,951
43800,0.9489182708512154,0.6598809,0.25135458,0.3992271,0.37043196,0.033535495,0.0578839,0.23610055,0.21552189,-0.02551021,0.00020067731,0.9999893,3338.1064,3337.7075,1000
43801,0.9493817229906679,0.67430913,0.19519757,0.31587768,0.34012556,0.075646624,-0.044938188,0.15792936,0.15861845,-0.08357825,0.00020630464,1.0000427,3338.107,3337.779,999
43802,0.9500773256406737,0.6088513,0.16109678,0.2667515,0.31466946,0.104954064,-0.0068264217,0.08455014,0.06473632,-0.10654006,0.00020628316,0.9999934,3338.1077,3337.1846,998
43803,0.9507734379488724,0.5739877,0.2360852,0.33177137,0.22927523,0.04426306,0.009512694,0.1754257,0.07061522,-0.14935516,0.00020544963,0.99998015,3338.1084,3337.779,997
43804,0.9519347587250526,0.69307244,0.25744894,0.40437502,0.36440536,0.12319682,0.031223124,0.11921391,0.053519327,-0.06832923,0.00020283386,0.99997014,3338.1096,3337.8337,996
43805,0.9523996841186323,0.56264174,0.21416959,0.33613417,0.2800686,-0.08487299,-0.08820757,0.10363339,-0.0068951137,-0.1098067,0.00020262306,0.9999898,3338.11,3336.2483,995
43806,0.9530974979947366,0.6566869,0.27184087,0.37187374,0.31093234,-0.08277045,0.013651007,0.18582115,0.018592345,-0.12713364,0.00020437411,1.0000012,3338.1108,3337.8337,994
43807,0.9533302162195465,0.61281925,0.1672627,0.36508512,0.28265846,-0.0015978025,0.056142047,0.2351974,0.18531217,-0.030808752,0.00020304836,1.0000128,3338.111,3333.9766,993
43808,0.9537958231561044,0.6888124,0.2791057,0.4441897,0.33306783,-0.004943121,-0.026289001,0.160322,0.13535246,-0.07616558,0.00020369324,1.0000279,3338.1116,3337.6553,992
43809,0.9540287118921362,0.70547736,0.28289884,0.32161483,0.24200818,-0.04980482,-0.0024624406,0.20896116,0.10728051,-0.088222064,0.00020428564,1.0000376,3338.1118,3337.6062,991
43810,0.9544946599712786,0.61874163,0.170938,0.35991037,0.2912554,-0.06504459,-0.054844473,0.15001021,-0.0340485,-0.14837673,0.00021094903,0.99999064,3338.1123,3337.8337,990
43811,0.9558938700711012,0.63733816,0.23299846,0.30104387,0.27977785,0.05272299,-0.085721076,0.117118455,-0.0041811895,-0.16835937,0.00020218629,1.0000259,3338.1138,3337.5623,989
43812,0.9563607290943901,0.5958224,0.1615835,0.26113543,0.24892627,0.0011836292,0.021863984,0.22195973,0.062333606,-0.20413937,0.00020105901,1.0000154,3338.1143,3336.9622,988
43813,0.9579965320182228,0.5947848,0.22127233,0.3175947,0.25224027,-0.040789966,0.027631802,0.17550312,0.1341238,-0.09903871,0.00020575967,1.0000513,3338.116,3337.9253,987
43814,0.959166675433462,0.5886435,0.20132042,0.24450304,0.2892875,-0.023641862,-0.0036536767,0.116705686,0.080583125,-0.08928404,0.00020759509,0.99998957,3338.1172,3337.461,986
43815,0.9626856882794821,0.66187423,0.2078172,0.4334135,0.3912897,0.028684659,0.046295077,0.21882367,0.12168781,-0.05119885,0.00020926111,1.0000231,3338.1208,3337.4075,985
43816,0.9643323097027277,0.5684994,0.20633598,0.33502638,0.33407158,0.03840492,-0.025620347,0.12246465,-0.0044483896,-0.107803084,0.00020515152,1.0000315,3338.1226,3336.185,984
43817,0.965038866498803,0.6640945,0.25524125,0.42561543,0.44217032,0.059110347,0.07365095,0.21324009,0.0789593,-0.05507418,0.00020407839,1.0000324,3338.1233,3337.6553,983
43818,0.9659817475813322,0.6348602,0.16881749,0.35473278,0.3779043,-0.032862596,0.009677691,0.16805536,0.12341722,-0.049490888,0.00020700817,1.0000126,3338.1243,3336.8384,982
43819,0.9669255498985521,0.6407835,0.21489093,0.40890017,0.4115226,0.124844,0.031558193,0.15614106,0.025191883,-0.19524549,0.00020541639,0.99999857,3338.1252,3337.0168,981
43820,0.9681065996482973,0.6542919,0.1936621,0.28485873,0.38009197,0.107727855,0.017008008,0.13855718,0.07562324,-0.10023902,0.00020742328,1.00002,3338.1265,3337.6553,980
43821,0.9685794233745523,0.63926685,0.21465991,0.35151753,0.32660893,0.09585702,-0.09004013,0.074458316,0.02354648,-0.19230287,0.00020091556,0.9999881,3338.127,3338.0571,979
43822,0.9688159218277215,0.6619763,0.18399633,0.32015222,0.37204844,0.024745649,-0.11009598,0.104939625,0.12208407,-0.10501877,0.00020529314,0.9999913,3338.1272,3337.1196,978
43823,0.9697624932459931,0.7292137,0.24565835,0.3723094,0.30181596,0.03825054,0.0592582,0.20967485,0.10015169,-0.027925512,0.00020097315,1.0000196,3338.1282,3338.1055,977
43824,0.9745092409795771,0.6268429,0.09894993,0.23821498,0.24523422,-0.085133985,-0.070089564,0.070207655,0.072930254,-0.029070035,0.00020191519,1.0000136,3338.133,3337.6062,976
43825,0.9749851917584771,0.5953238,0.17141677,0.28958192,0.2937683,0.024527727,-0.0012937104,0.13255073,0.10605531,-0.12672648,0.00020099628,1.0000652,3338.1335,3337.6553,975
43826,0.9756995538168738,0.61137813,0.21466383,0.3436686,0.26864442,0.0023835243,-0.10395753,0.10786077,-0.009118838,-0.12481926,0.00020695609,1.0000217,3338.1343,3337.3523,974
43827,0.97569955381643,0.5994072,0.1914442,0.32688937,0.26828375,-0.13336283,0.028616743,0.17293194,0.006425091,-0.11539285,0.00020368559,0.9999933,3338.1343,3329.2434,973
43828,0.9766528508110213,0.563106,0.14392437,0.29581943,0.2918552,-0.064914845,0.07381884,0.17081504,0.056839675,-0.06301762,0.00020270873,1.0000095,3338.1353,3337.9253,972
43829,0.9778457819559677,0.6266665,0.28360042,0.38633174,0.25658926,-0.006145367,-0.064326406,0.097263254,0.056477256,-0.15308289,0.00021077039,1.0000075,3338.1365,3336.026,971
43830,0.979279222867961,0.56972295,0.18170547,0.3744473,0.38270518,0.11076802,-0.0039089248,0.14842318,0.059045788,-0.17657071,0.00020591088,0.99999475,3338.138,3338.0571,970
43831,0.9795183338975426,0.68011504,0.2136018,0.34218317,0.3300472,-0.039617352,0.046742883,0.21312587,0.18528217,-0.029159905,0.00020198367,0.9999997,3338.1382,3338.1055,969
43832,0.9797575033074031,0.58170444,0.26984337,0.35437444,0.24650288,-0.0018488874,-0.06157802,0.14873646,0.043017607,-0.18545419,0.00020403363,1.0000386,3338.1384,3336.73,968
43833,0.9809542266254375,0.62730473,0.24919546,0.38355112,0.35331666,-0.013607333,-0.051765632,0.21243963,0.1058954,-0.19752276,0.00020246544,0.9999784,3338.1396,3337.461,967
43834,0.983592165753764,0.56750816,0.14698555,0.3202136,0.19454257,-0.097863555,0.0024182904,0.21849038,0.10714467,-0.13625304,0.00020349059,0.9999925,3338.1423,3337.779,966
43835,0.9843128340595723,0.7072352,0.26174477,0.35417584,0.20146024,-0.07108422,-0.07097946,0.13617682,0.06008407,-0.11687989,0.0002030364,1.0000112,3338.143,3337.513,965
43836,0.9843128340591247,0.64277023,0.14240836,0.22329848,0.24678159,-0.038756043,-0.09672879,0.12398642,0.04712664,-0.19622219,0.00020187478,1.0000105,3338.143,3335.6143,964
43837,0.986237198710626,0.63407713,0.2112423,0.33046433,0.35515818,0.014140297,0.042938415,0.15350938,0.14755939,-0.017736496,0.00020674513,1.0000066,3338.145,3337.6062,963
43838,0.9867188774296852,0.68524,0.31297317,0.37613267,0.37551457,0.048155565,0.016331764,0.105939455,0.056664795,-0.053337142,0.00020157507,1.0000278,3338.1455,3337.8337,962
43839,0.9869598050042716,0.6400274,0.21762976,0.46055117,0.38327348,-0.019748593,0.07517336,0.1438147,0.0182005,-0.05537766,0.00020006759,1.0000362,3338.1458,3337.461,961
43840,0.9900972219699925,0.67969185,0.25757328,0.4069891,0.29769877,-0.0628696,-0.03468045,0.17717585,0.076494396,-0.17290132,0.00020243402,0.99997485,3338.149,3335.672,960
43841,0.9900972219695423,0.6364406,0.15798712,0.4138064,0.2970866,-0.03560207,0.03955099,0.09658128,-0.017747626,-0.092843026,0.00020082032,1.0000335,3338.149,3337.301,959
43842,0.990338974432822,0.6443039,0.22887902,0.39108858,0.35076696,-0.0050245305,-0.030083546,0.24288286,0.10074557,-0.0922751,0.0002074815,1.0000157,3338.1492,3337.3523,958
43843,0.9903389744319213,0.56549853,0.1896105,0.37746707,0.32302535,0.019115992,-0.08733965,0.1516343,0.056102958,-0.12265501,0.00020706841,0.99998987,3338.1492,3337.2336,957
43844,0.9949435031737198,0.57793826,0.17183755,0.4204679,0.2655495,-0.049821913,0.030358013,0.11466004,0.0523858,-0.14063704,0.00020113369,1.0000141,3338.1538,3337.6553,956
43845,0.9949435031755296,0.6063276,0.22063491,0.42129725,0.31219202,0.040516436,0.045746546,0.16838166,0.14829803,-0.09496109,0.00020523123,1.0000125,3338.1538,3337.9253,955
43846,0.9966452998319549,0.55516875,0.11124192,0.32763857,0.31728444,-0.10649931,-0.0020524377,0.17839733,0.061337702,-0.102268904,0.0002069596,1.0000205,3338.1555,3337.7075,954
43847,0.9968886511422144,0.6218998,0.26058248,0.33920705,0.22242755,-0.03209626,-0.0591185,0.11604602,0.078884,-0.09064753,0.00020212628,0.99995565,3338.1558,3333.3638,953
43848,0.9983500073224771,0.7002255,0.24249765,0.44111514,0.35634378,0.04402258,0.11397378,0.23820278,0.054105014,-0.11784447,0.00020277138,0.9999964,3338.1572,3338.1055,952
43849,0.9738916078883892,0.62941426,0.1965811,0.37585008,0.4374247,0.04595403,0.0396243,0.23622404,0.124126315,-0.08172776,0.00020187072,0.9999783,3338.1577,3336.5142,951
43850,0.9491773182901896,0.57798105,0.10687301,0.3692612,0.30218092,-0.0036479908,-0.005777134,0.20045684,0.011578847,-0.1684382,0.0002034631,0.9999822,3338.158,3333.088,1000
43851,0.9494090793256303,0.5648951,0.07907891,0.25992784,0.25162238,-0.07046428,-0.091768205,0.15251087,0.10791829,-0.08626234,0.00020654668,0.9999946,3338.1582,3338.0571,999
43852,0.9508008343868203,0.6662617,0.14431717,0.33055,0.27682626,-0.11028759,-0.07864753,0.16921319,0.006138211,-0.14832862,0.00020216186,0.9999875,3338.1597,3337.7075,998
43853,0.9528922932794801,0.5907446,0.1131674,0.2486271,0.3093306,0.014033559,-0.08142636,0.08015514,0.049507946,-0.14351033,0.00020906002,1.0000165,3338.1619,3335.9585,997
43854,0.9531249613998002,0.6435398,0.2829948,0.45656472,0.3301145,-0.021099793,0.072572134,0.21660702,0.12772208,-0.06011536,0.00020219621,1.0000223,3338.162,3338.1055,996
43855,0.9531249614015339,0.6105271,0.18141659,0.2373776,0.23046961,-0.107569695,-0.09013475,0.07077895,0.03820035,-0.12551267,0.00020373249,0.9999775,3338.162,3337.9253,995
43856,0.9554547694839396,0.5818907,0.26225778,0.3469896,0.29570293,-0.029022923,-0.006032786,0.14110078,0.011453224,-0.084169514,0.00020467036,0.99999624,3338.1646,3337.2336,994
43857,0.9561548217923308,0.5960152,0.24762607,0.38364828,0.30604544,0.07287495,0.032856878,0.2346206,0.08256401,-0.117842905,0.00020728903,1.0000381,3338.1653,3335.5317,993
43858,0.9568553870256412,0.60372275,0.19721055,0.38774374,0.4099117,0.0683664,0.10843957,0.19025207,0.11921633,-0.08472056,0.00020424848,1.0000128,3338.166,3337.2336,992
43859,0.9570890228166977,0.6466722,0.21159928,0.24940835,0.20369846,0.044275206,-0.005061097,0.13437626,0.07850266,-0.06877364,0.00020139314,0.9999964,3338.1663,3335.2332,991
43860,0.9580241365893124,0.6891741,0.2564983,0.42411664,0.42197195,0.056798838,0.01783384,0.10178778,0.09177133,-0.059070703,0.0002005561,0.9999772,3338.1672,3337.779,990
43861,0.9589601640063206,0.6756322,0.18169855,0.27751958,0.2455557,-0.014726077,0.047674134,0.19344108,0.18501322,-0.02093338,0.00020358874,1.00001,3338.1682,3336.026,989
43862,0.9613042355949907,0.6833633,0.31675872,0.4347349,0.41391546,0.15402196,0.035402,0.21054806,0.10774401,-0.054465696,0.00020051155,1.0000077,3338.1707,3337.0674,988
43863,0.9634187986228515,0.6199458,0.20565906,0.3507905,0.30379647,0.056861967,-0.0706374,0.22153175,0.16448742,-0.133376,0.0002013735,1.0000159,3338.1729,3336.2483,987
43864,0.9643600968381582,0.56880677,0.12244066,0.34470764,0.30014336,-0.10057849,-0.016550694,0.19768383,-0.015100975,-0.18994863,0.00020180375,1.0000356,3338.1738,3338.0571,986
43865,0.964831090770649,0.6628918,0.2199985,0.33831406,0.34066674,0.012826678,-0.0038864159,0.071868055,0.048713595,-0.1476309,0.00020615703,0.99997395,3338.1743,3335.0244,985
43866,0.9648310907702102,0.6459887,0.18429312,0.23607385,0.2820816,0.09658879,0.02977873,0.16424713,0.071693055,-0.13495003,0.00020069974,1.0000124,3338.1743,3337.461,984
43867,0.9657737688498432,0.61355096,0.24527882,0.44511142,0.3288915,0.10752543,0.09505747,0.22126283,0.10853606,-0.12247545,0.00020081265,0.9999791,3338.1753,3336.3765,983
43868,0.9662454532191025,0.68767273,0.2194865,0.33158702,0.33663964,0.027932016,-0.052784186,0.16854843,0.16931096,-0.04116792,0.00020383512,0.999956,3338.1758,3337.6062,982
43869,0.9667173679618702,0.5597075,0.16348346,0.2723154,0.27746555,-0.032570623,0.044886146,0.13508624,0.00861194,-0.13919951,0.00020336531,0.999976,3338.1763,3337.9998,981
43870,0.9700272309980069,0.67147577,0.14455993,0.3092489,0.38592833,0.079590715,-0.03013679,0.14678018,0.04941467,-0.119760685,0.00020027427,0.99998057,3338.1797,3337.461,980
43871,0.9716864097301094,0.619358,0.14160687,0.4328163,0.39362794,0.01956734,0.08898783,0.24896093,0.08034509,-0.08470536,0.00020242647,1.0000116,3338.1814,3338.0571,979
43872,0.9723983548015976,0.6390959,0.11520388,0.21835613,0.24163423,-0.05020477,-0.031177644,0.09757063,0.056044098,-0.107304946,0.00020761142,1.0000161,3338.1821,3337.2336,978
43873,0.9733484263983702,0.59506375,0.18236604,0.34085557,0.29620394,0.03935659,-0.07670692,0.09121213,0.10434581,-0.13790229,0.00020173824,1.000044,3338.183,3337.9253,977
43874,0.9742994262517289,0.6126552,0.17155278,0.3158492,0.3087111,-0.012056701,-0.04250611,0.018025521,0.053668678,-0.07181461,0.00020244616,1.0000154,3338.184,3336.9622,976
43875,0.9750132858547117,0.65643233,0.27224106,0.33253723,0.29485813,0.08776449,-0.023797683,0.163976,0.13249587,-0.16599756,0.00020077708,1.000029,3338.1848,3337.6062,975
43876,0.9759659123415102,0.56826234,0.17640288,0.3373422,0.2960176,0.031222416,0.0830981,0.1564291,0.12769647,-0.046986133,0.00020232573,0.99998504,3338.1858,3337.9998,974
43877,0.9764425745598433,0.5976862,0.12701859,0.2971612,0.24209145,0.02506306,-0.040103156,0.10803349,0.041380532,-0.11218582,0.00020614831,1.0000349,3338.1863,3336.304,973
43878,0.9766809929606769,0.553375,0.13491522,0.3282888,0.2220401,0.00097624765,-0.05555851,0.15295427,0.06220053,-0.17610718,0.00020690248,0.9999963,3338.1865,3337.779,972
43879,0.976919469577122,0.6732674,0.21312712,0.34743676,0.3489949,0.022484003,0.06747922,0.24876949,0.052490413,-0.084569946,0.00020149091,1.0000259,3338.1868,3337.0674,971
43880,0.9778739584824775,0.608749,0.1337086,0.3002027,0.29741365,-0.082534544,-0.09699389,0.19858842,0.09250985,-0.107230894,0.00020618075,0.9999978,3338.1877,3337.3523,970
43881,0.978112726388049,0.63360924,0.24111441,0.31698576,0.36443302,0.04508067,-0.05432453,0.08346557,-0.027560068,-0.20540437,0.00020136285,1.0000159,3338.188,3338.1577,969
43882,0.9790683811470939,0.64158547,0.222141,0.36895484,0.3647009,0.05121321,-0.09109176,0.11678009,0.12350642,-0.06671009,0.0002019732,0.99999225,3338.189,3338.0571,968
43883,0.9817012489397048,0.5566419,0.26476187,0.47311816,0.3702066,0.03259672,0.021780243,0.11237295,0.0138719445,-0.17722528,0.00020051541,0.9999948,3338.1917,3338.0571,967
43884,0.981701248941044,0.64142984,0.24528795,0.4642335,0.28612906,-0.030059412,0.06785983,0.13488227,0.0317219,-0.0995311,0.00020088325,0.99998105,3338.1917,3335.879,966
43885,0.9819409513600078,0.68373674,0.27405792,0.3842742,0.29462117,0.015075593,-0.09992867,0.1296566,0.08017929,-0.12302165,0.00020786039,1.0000275,3338.192,3336.8384,965
43886,0.982420531790255,0.6980644,0.27483472,0.35337988,0.31126824,-0.07553308,-0.0642039,0.15712836,0.13568652,-0.046493046,0.00020432085,1.0000188,3338.1924,3338.1055,964
43887,0.9831403416451227,0.60897416,0.23407428,0.31774417,0.27457106,0.08284512,0.08170584,0.1731991,0.042026505,-0.104678266,0.000201314,0.99999315,3338.193,3337.2336,963
43888,0.9843411969263671,0.5785107,0.17647164,0.45012155,0.3654086,0.02811062,0.06239708,0.21733962,-0.005492802,-0.15491705,0.00020233376,0.9999742,3338.1943,3336.73,962
43889,0.9869882441477333,0.67787826,0.2967539,0.4075398,0.28276208,-0.0135901105,0.026928995,0.19663888,0.15019308,-0.036044877,0.00020553883,0.9999747,3338.197,3337.301,961
43890,0.9872292374923609,0.6650428,0.24188395,0.4403504,0.37258708,0.111453064,0.031890016,0.15397225,0.101219885,-0.083604954,0.00020685066,1.0000262,3338.1973,3329.738,960
43891,0.98747028967909,0.71177065,0.2533495,0.26645416,0.27100453,0.024715291,-0.05703769,0.11951251,0.15919535,-0.021972181,0.00020245905,0.9999784,3338.1975,3337.879,959
43892,0.9879525706403672,0.62540364,0.24882689,0.34807202,0.28446633,0.007040108,-0.035474196,0.085757464,-0.038184576,-0.21541278,0.0002083258,1.0000333,3338.198,3337.9253,958
43893,0.9879525706394687,0.635378,0.22427735,0.34487313,0.30562726,0.06954883,-0.08231457,0.11015347,0.034179296,-0.20215912,0.0002058353,0.9999756,3338.198,3337.1846,957
43894,0.9891593038132287,0.6239193,0.28334862,0.41751885,0.3456022,0.06923572,0.112831205,0.20815763,0.083570376,-0.09655278,0.00020748774,0.9999718,3338.1992,3337.9998,956
43895,0.9906093294101562,0.63059765,0.20739938,0.34197453,0.4085549,0.10514895,0.026133308,0.120532006,0.017625537,-0.1629449,0.00020653073,0.99999,3338.2007,3335.5317,955
43896,0.9925460039224571,0.6281118,0.2221935,0.43224087,0.36646673,0.07681131,0.117228664,0.13846591,-0.032411538,-0.11667405,0.00020004238,0.9999966,3338.2026,3337.8337,954
43897,0.9937583477356444,0.64346874,0.26098293,0.31486493,0.33309457,0.099671766,0.05065806,0.21971273,0.1574581,-0.04433377,0.00020063466,1.0000403,3338.2039,3336.026,953
43898,0.9947292888895625,0.67996556,0.24605407,0.42450052,0.35173708,0.07064054,0.062547356,0.107792914,0.028831499,-0.09561061,0.00020058996,0.9999575,3338.2048,3332.669,952
43899,0.9701227175121595,0.65789014,0.16904195,0.28753918,0.24796382,-0.025037915,-0.1418136,0.041469153,0.04640366,-0.13127103,0.00020492575,1.0000087,3338.205,3337.779,951
43900,0.9461968319645819,0.6425071,0.17272587,0.19352202,0.21248096,-0.06243372,-0.01887857,0.15852624,0.10316132,-0.0804396,0.00020139145,1.0000343,3338.206,3338.205,1000
43901,0.9461968319663031,0.6616847,0.25371394,0.268485,0.25105166,-0.053997315,0.011919143,0.15119228,0.06111961,-0.07045708,0.000202699,0.9999981,3338.206,3334.469,999
43902,0.948278163523578,0.67549324,0.2121857,0.4244338,0.3435985,0.05965389,0.027839037,0.14174733,0.01746033,-0.12221176,0.00020516949,1.0000381,3338.2083,3336.7817,998
43903,0.9485097050094233,0.7182387,0.25882876,0.39743596,0.27436745,-0.0339363,0.00049830484,0.14710741,0.12631656,-0.04853345,0.0002030038,0.9999896,3338.2085,3336.8384,997
43904,0.9499001416597782,0.57492715,0.25997746,0.3717799,0.361516,0.010662811,-0.024597831,0.1869802,0.08649362,-0.19173609,0.0002007064,1.0000454,3338.21,3337.513,996
43905,0.950132079187313,0.55240196,0.16551775,0.41317815,0.34242228,-0.019405788,-0.06142541,0.085092396,-0.0022779512,-0.16472653,0.00020337445,0.9999837,3338.2102,3337.8337,995
43906,0.9501320791851527,0.65822434,0.23671067,0.36365604,0.39113572,0.084723905,0.036761697,0.19543307,0.12971549,-0.10508304,0.00021352484,0.99999225,3338.2102,3335.879,994
43907,0.9517572283435229,0.66851765,0.14822842,0.2947179,0.29032853,-0.07095773,-0.024675686,0.093843184,-0.03174648,-0.08273003,0.0002021113,0.9999911,3338.212,3337.7075,993
43908,0.9545496680916403,0.6537303,0.25689268,0.4377588,0.3860526,0.019364655,0.013043241,0.17352739,0.061478626,-0.02683538,0.00020384949,1.0000095,3338.2148,3334.7002,992
