,,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,theta_7,theta_8,theta_9,sigma,mu,logL,logL_birth,nlive
labels,,$\theta_1$,$\theta_2$,$\theta_3$,$\theta_4$,$\theta_5$,$\theta_6$,$\theta_7$,$\theta_8$,$\theta_9$,$\sigma$,$\mu$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,,,,,,
18607,0.0,0.0013529215,-0.4996084,0.43701366,0.36994943,0.26273936,-0.27468833,0.2268618,0.43738756,0.08475023,0.0015123761,1.0018926,2489.898,2460.7324,993
18608,0.0,0.8155442,0.27735457,0.051279422,-0.39140853,-0.4671475,0.33290434,0.56468254,0.7160696,0.6795051,0.001811115,0.9980201,2489.9414,1918.8562,992
18609,0.0,0.11714088,0.7661616,-0.16509596,0.2939096,-0.05137427,0.48452672,0.4318939,0.38027158,0.29259166,0.0017397691,1.0027012,2489.9937,2469.33,991
18610,0.0,1.1897304,-0.21528947,-0.28591052,0.7445448,0.1510242,-0.3293194,0.47514927,0.45530143,-0.078881174,0.00028314165,0.99967575,2490.6863,2336.2212,990
18611,0.0,0.2675887,-0.10824355,0.20343949,0.16147839,0.33117837,-0.0015516888,-0.3921058,-0.20376292,0.35691294,0.0014536736,0.9982485,2490.714,2469.33,989
18612,0.0,-0.6400445,0.60104316,0.22776838,0.26757872,0.023570264,0.25038603,-0.065456994,-0.047225814,0.07001691,0.0003399949,1.0003406,2490.8184,2322.915,988
18613,0.0,0.57923657,1.2579917,0.54491025,1.3946407,1.0667987,0.8093659,0.51555365,0.2294056,0.22562635,0.0018346794,0.9998057,2491.2266,2302.732,987
18614,0.0,0.94280106,0.52854776,0.33731857,-0.05072453,0.39526272,0.7627119,0.57780045,0.8495886,0.4606615,0.0012552107,0.99723387,2491.2346,2460.7324,986
18615,0.0,0.67359245,0.8433653,-0.703752,-0.056450214,-0.24157949,1.1003181,0.5541151,0.6190073,-0.02887864,0.0005974269,0.9979529,2491.5986,2421.9888,985
18616,0.0,0.16899413,0.3586796,0.47357646,0.9123623,0.26693675,0.18732643,0.2435493,0.63290066,-0.36653617,0.0017075711,1.0028347,2491.709,2115.3677,984
18617,0.0,0.8963543,0.77547634,0.28157204,0.07889467,-0.11473678,-0.009436806,0.43455294,0.2510467,0.20703103,0.0017488245,0.9970238,2491.7756,2421.9888,983
18618,0.0,0.85084975,0.69189775,-0.2951999,0.15702488,-0.09346963,0.26859853,0.37387034,0.6716945,0.39151594,0.00030133134,0.9991448,2491.9585,2401.3337,982
18619,0.0,0.4557908,0.57702965,0.06509629,0.57190317,-0.20147727,-0.23592348,-0.71088374,-0.054336008,-0.22934338,0.0013720547,0.9986407,2491.969,2479.1743,981
18620,0.0,0.3317387,-0.5552225,0.020640828,0.42853352,0.26118487,-0.41481975,0.045121573,0.5865804,0.16013168,0.000463043,0.99866664,2492.1294,2254.7979,980
18621,0.0,0.20844607,0.5859069,-0.11275039,-0.060875133,0.01385935,0.007578776,-0.21180324,-0.20282857,-0.1134222,0.0011991818,0.99879855,2492.1587,2103.2456,979
18622,0.0,0.7146518,0.17174982,0.03139711,0.1445578,0.074395776,-0.02097136,0.28623474,0.22569424,0.25460804,0.001898049,1.001257,2492.4583,2401.3337,978
18623,0.0,-0.34252262,0.060912564,0.39611748,0.081048526,-0.23706539,-0.16822258,0.31529137,-0.6030961,-0.07873832,0.0019230759,1.0000316,2492.4612,2373.4578,977
18624,0.0,0.051327374,0.17826341,0.6294843,0.4128022,0.56158596,-0.12034098,0.28880292,0.5786573,-0.1409203,0.0015387547,0.9966733,2492.863,2430.353,976
18625,0.0,0.18175574,-0.44448435,0.21592474,0.3947317,-0.50675493,0.019542754,0.098590516,-0.16970474,-0.51499015,0.0018357143,0.9998838,2492.8909,2025.9941,975
18626,0.0,-0.21585089,-0.30849507,0.04058712,-0.67914975,-0.46669605,0.23136231,0.06530796,0.41864255,0.1631063,0.0010426238,0.9999888,2493.349,2313.048,974
18627,0.0,-0.004089071,0.18320717,0.7468765,-0.17533147,0.6422819,0.2944279,-0.1792483,0.07213795,-0.07074901,0.00096758094,0.9974511,2494.4788,1954.706,973
18628,0.0,0.34740767,-0.1719081,0.84221333,0.38835523,-0.44193733,0.41729876,0.24813822,-0.3938341,0.13563988,0.00084832817,1.002452,2494.9438,2201.741,972
18629,0.0,-0.38596904,0.9830638,-0.3121875,0.06025716,-0.1356725,0.29620618,0.23861465,0.24469602,0.2311815,0.0017362395,1.0003915,2495.6672,2452.5046,971
18630,0.0,0.12598361,-0.6580056,0.43135285,0.93471575,-0.07066239,-0.425545,0.41414496,0.2218308,-0.19788536,0.0017731758,0.99882877,2495.6846,2347.9045,970
18631,0.0,0.93605244,0.37045696,-0.13658519,-0.27262244,0.07759269,0.22056168,0.17489481,0.3116931,0.34836483,0.001717786,1.002393,2495.889,2479.1743,969
18632,0.0,-0.48577094,0.9325041,0.27609655,0.06938107,0.18776612,0.15928273,-0.043950494,-0.12212736,0.024446022,0.001582206,0.998198,2496.0054,2392.1226,968
18633,0.0,0.33007404,0.43906912,0.45659316,0.5696108,0.4692025,0.44621694,0.016556064,0.16662829,0.389139,0.0019221733,1.0001332,2496.0647,2290.6355,967
18634,0.0,0.71757895,0.16401501,0.13792941,0.29261124,-0.3242492,0.046407733,0.36451626,0.22889706,-0.0067341826,0.0019301847,0.99979264,2496.105,2373.4578,966
18635,0.0,-0.2296458,0.43345866,0.03643859,0.26265177,0.1780573,-0.07800765,0.22775103,-0.41177958,0.25175533,0.0015359579,1.0016932,2496.1938,2302.732,965
18636,0.0,-0.14227475,-0.22312027,0.4405358,-0.73065495,-0.22575381,0.11981924,-0.1565967,0.3711334,0.2855843,0.0018904452,1.0001575,2496.2576,2489.0244,964
18637,0.0,0.26189765,0.17119303,0.3263109,-0.77800536,-0.5313039,0.018827578,-0.32841823,0.0076313084,0.055835254,0.0018537428,0.99996674,2496.3093,2164.0007,963
18638,0.0,-0.05075707,0.1379223,0.8857014,0.06353221,0.0335578,0.18435188,0.13509105,-0.25324613,-0.21333787,0.001356544,1.0019841,2496.356,2392.1226,962
18639,0.0,0.65493685,0.63271815,0.45882583,0.42103833,0.11320826,0.08972716,-0.059246585,-0.092760175,-0.07473639,0.0016857076,1.002735,2496.3635,2430.353,961
18640,0.0,0.2887934,0.524649,-0.019762496,0.26656768,0.1735565,-0.35691655,0.056622054,-0.20213233,0.59917116,0.001603039,0.998021,2496.5342,2094.0002,960
18641,0.0,1.1877866,0.60808754,0.62490916,0.9205488,0.42858535,-0.16330922,-0.15912357,0.040863544,-0.016243989,0.0013486852,1.0048494,2497.1653,2254.7979,959
18642,0.0,0.6281362,-0.19702622,-0.019223033,0.49436066,0.58155483,0.14625128,-0.16185075,0.08758019,0.11814896,0.0019280119,1.0000877,2497.2285,2441.349,958
18643,0.0,0.7095308,0.5453524,0.73152,0.5700555,0.2246062,-0.01586404,0.11062847,-0.45922402,-0.5382593,0.0010501215,0.99681115,2497.7107,2164.0007,957
18644,0.0,0.27820113,0.35181117,-0.14049764,0.3499071,-0.025200026,0.57606435,0.24584988,-0.03028185,-0.31429395,0.0018965715,1.0006466,2497.869,2058.1885,956
18645,0.0,0.7861709,-0.42441556,-0.089163825,0.44444993,0.28377247,-0.19035123,-0.08398558,-0.13043162,-0.2637179,0.0018757923,1.000353,2497.8867,2430.353,955
18646,0.0,0.87817806,0.4913817,0.80986506,1.0221069,0.36183771,0.17003603,0.29701346,0.007344452,0.06971976,0.0011118591,0.99445987,2498.8232,2469.33,954
18647,0.0,-0.39230525,0.5881538,-0.3531002,0.05334673,-0.20947258,0.120528616,0.12309235,0.48638988,0.17188014,0.0017850249,1.0007818,2498.8867,2373.4578,953
18648,0.0,-0.3531446,0.3448469,-0.15873218,0.3310884,-0.03056044,0.26143655,-0.25357395,0.69442713,0.19827317,0.0017226704,1.0006903,2499.115,2382.363,952
18649,0.0,0.060431514,0.5116908,0.23798445,0.6038793,0.31206444,0.32423976,0.5094504,0.38040462,0.49139732,0.0011648964,1.0028557,2499.4475,1884.7953,951
18650,0.0,0.8022177,0.44088933,0.30551144,0.16007136,0.1512761,0.5664257,0.7662075,0.5745045,0.17953914,0.0015837784,1.0045427,2499.4556,1930.9642,1000
18651,0.0,-0.17802033,0.9608951,-0.37998727,0.18857591,0.20341544,-0.56874484,0.63503873,-0.24168111,0.54001886,0.001841839,1.0004879,2499.5454,2499.4475,999
18652,0.0,0.98035794,1.0932525,0.8744356,0.66621774,0.49325457,0.4397924,0.26653823,-0.14140053,0.25197053,0.0017271914,0.9972022,2499.5732,2460.7324,998
18653,0.0,0.92766356,-0.05402805,-0.2726859,0.3276994,0.38387066,-0.09875451,0.035257295,0.07227861,-0.13232957,0.0017328853,0.9983895,2499.8374,2499.4475,997
18654,0.0,0.63967305,0.7246388,0.3069713,0.48060584,0.7383165,0.17497405,0.48195243,0.14318058,0.29470697,0.0017977196,1.0027764,2500.0083,2245.0183,996
18655,0.0,0.51022243,0.98000664,-0.115438364,0.2531475,-0.45992607,0.05428479,-0.09654593,0.08420052,-0.2688101,0.0014877745,1.0017776,2500.4429,2322.915,995
18656,0.0,0.0011341951,0.23287581,0.2589375,0.4251786,0.41693428,-0.006937925,-0.10951999,0.37540373,-0.07192701,0.0018188106,0.99865556,2500.6992,2336.2212,994
18657,0.0,-0.0336444,0.039888356,0.40387973,0.29190823,-0.16304073,0.44531873,0.4263534,0.017502304,0.15470941,0.0016976069,1.0019722,2500.8044,2083.4917,993
18658,0.0,0.15290749,-0.35917965,-0.5189123,0.77621067,0.33749393,0.034572307,-0.14080942,0.33879966,-0.13744983,0.0018257786,0.99942464,2500.871,2083.4917,992
18659,0.0,0.76559484,0.73010457,0.21838313,0.46711135,-0.599565,-0.5641718,-0.5944812,-0.01469697,-0.38273203,0.0018579019,1.0003619,2500.9866,2421.9888,991
18660,0.0,1.3192277,0.94978434,0.50990486,0.5939537,0.4844842,-0.13682754,-0.8362899,-0.419315,-0.15899712,0.00026375023,0.99926555,2501.0037,2373.4578,990
18661,0.0,-0.15133075,-0.11667218,0.44980618,0.2382218,0.29558676,-0.056402165,0.023390552,0.23480752,0.34880564,0.0007539655,0.99786663,2501.2573,2000.9529,989
18662,0.0,0.20860288,-0.17933452,0.69824225,0.654711,-0.0067758276,0.4539466,0.47927195,0.13282374,0.2542624,0.0016042013,1.0027845,2501.3176,2176.0432,988
18663,0.0,0.39595336,0.1790737,-0.049569882,0.22057573,-0.14851037,0.148336,0.547423,0.5939492,0.26917437,0.00074905704,1.0029216,2501.6196,2489.0244,987
18664,0.0,0.12880912,-0.44907945,0.71279585,0.7290879,0.021000039,0.14385313,0.3175706,0.072377354,0.17048183,0.0018639087,1.0004709,2501.7087,2152.6677,986
18665,0.0,-0.19499548,0.18608613,0.035452522,0.08762998,-0.14886218,0.42986992,0.114272326,0.035741184,0.05443496,0.0018892293,0.99967426,2501.7446,2347.9045,985
18666,0.0,0.08522282,0.17858166,-0.39694825,0.70505446,-0.17275055,-0.029438686,0.21167506,0.539251,0.18775387,0.0009909132,1.0019605,2502.1028,2452.5046,984
18667,0.0,-0.09809826,-0.2698795,0.008770737,-0.5124232,0.17008595,0.4212782,-0.041831132,-0.10411677,0.1547116,0.0016930784,0.9994845,2502.3296,2176.0432,983
18668,0.0,0.47078437,0.11140691,0.47494248,0.31576994,0.33442405,0.1812125,0.06948159,0.7113921,0.38208202,0.0016971327,1.0029277,2502.374,2479.1743,982
18669,0.0,0.4231882,-0.09354854,-0.30006114,-0.0029479614,-0.20471041,-0.33832717,-0.23335774,0.49756798,0.24552356,0.0018644442,1.0003701,2502.4172,2489.0244,981
18670,0.0,0.8818744,0.30735567,-0.037509985,0.07712542,0.44039476,0.8918076,0.4677179,0.23981902,0.011880999,0.0016952363,1.0031451,2502.4717,1309.3401,980
18671,0.0,0.38652694,0.54611117,0.41926938,0.26543146,-0.12664491,-0.35170653,-0.18880177,-0.36899656,-0.40667057,0.0014277139,0.998739,2502.8652,2441.349,979
18672,0.0,-0.0059853145,0.7004472,0.09981519,0.6505207,0.27639878,0.6583892,0.17092688,0.39166448,0.5180155,0.0017681125,1.0008003,2503.1106,2489.0244,978
18673,0.0,1.0100845,0.11568802,0.07692953,0.20962405,0.22302091,0.120428346,0.67650187,0.5487786,-0.08940761,0.001418253,0.9962563,2503.368,2336.2212,977
18674,0.0,0.60055834,0.83297783,0.19590804,0.2560446,0.4342948,-0.07383195,0.38425443,-0.07492851,0.21812156,0.0018056565,0.99825394,2503.6697,2421.9888,976
18675,0.0,0.72684115,0.45742345,0.41101265,-0.031410452,0.0035072686,0.4301464,0.2588338,0.73621297,0.47982132,0.0015314859,0.9958729,2504.0227,2034.4576,975
18676,0.0,1.1150361,-0.33158848,-0.87467617,-0.15082388,-0.16058093,0.23072919,0.8034077,0.3085703,-0.21642978,0.0016377944,1.0012727,2504.2554,2265.4497,974
18677,0.0,0.44512337,-0.0005231301,0.13468686,0.21695566,-0.2862738,0.2537397,0.24818054,0.18371485,0.21052572,0.0018348739,0.9992137,2504.704,2265.4497,973
18678,0.0,-0.17264073,-0.34473205,-0.072068684,0.031314623,-0.11306443,-0.40252084,-0.006156463,0.4766215,-0.06859553,0.0017209366,0.99980336,2504.9907,2460.7324,972
18679,0.0,0.3635629,0.99918497,0.37479794,0.8846071,0.41869298,0.53604347,0.05148028,-0.09380549,-0.17967927,0.0017595758,0.9975532,2505.0854,2489.0244,971
18680,0.0,0.061024323,1.0826176,0.5343706,0.6377795,0.63951254,-0.06063227,0.7413334,-0.23638745,0.083131135,0.0018373614,1.0012536,2505.2634,2313.048,970
18681,0.0,0.05581343,-0.3770947,0.30967733,-0.069182135,0.22277293,0.060141146,-0.028531056,0.6494092,0.08852957,0.0017817102,1.0003712,2505.5598,2401.3337,969
18682,0.0,0.10759276,-0.14676844,0.70005137,-0.42722717,0.1521886,0.3704897,-0.12228395,0.057527326,-0.1834246,0.00187619,0.9998857,2505.6084,2382.363,968
18683,0.0,0.72507024,-0.2654974,-0.22656082,0.07594943,-0.045741543,-0.55765694,-0.17680666,0.5567628,0.23484461,0.0017205729,0.99904007,2505.997,1558.447,967
18684,0.0,-0.08256862,0.0729644,-0.068031214,-0.6539109,-0.19868302,0.3648053,0.1654059,0.19611372,0.31609887,0.0018462376,0.99992114,2506.0142,2290.6355,966
18685,0.0,0.30272374,-0.7610726,-0.081586815,0.4090204,0.31929752,-0.0244869,-0.27011737,0.035425726,0.25288635,0.0017738094,0.9992925,2506.1067,2499.4475,965
18686,0.0,0.8058753,0.319919,-0.43394667,-0.07069292,-0.4488492,0.09073957,0.026271721,0.048736133,-0.3057349,0.00070574053,0.9990601,2506.5527,2313.048,964
18687,0.0,-0.03934892,0.6679992,0.076993436,0.8608393,0.05764136,0.26225707,0.24207301,0.22619456,0.104931265,0.0015582404,0.9968404,2506.8262,2452.5046,963
18688,0.0,0.6960816,0.30336955,0.29649913,0.16651212,0.2434699,-0.112519726,-0.11979597,-0.47607443,-0.5285839,0.0017728957,0.9990897,2506.887,2421.9888,962
18689,0.0,0.33853972,0.14994523,1.0352296,0.06920043,-0.28174958,0.40756133,-0.2887428,-0.37760437,-0.02434085,0.0018701343,0.999773,2507.323,2401.3337,961
18690,0.0,1.0373144,0.57768655,0.07264982,-0.23686644,-0.3992051,-0.12849663,-0.13396333,0.25264415,0.31971142,0.0015777276,1.0021303,2507.3596,2025.9941,960
18691,0.0,-0.15520442,0.19291593,0.62055874,0.36915845,-0.16334449,0.7777376,0.10672222,-0.06866105,0.3729276,0.0011679508,0.9968395,2507.875,2302.732,959
18692,0.0,-0.012255282,0.73185956,0.40355322,0.41819727,0.58777654,-0.44082847,0.43606547,-0.14709468,-0.007889336,0.0018351197,1.0004222,2507.9355,2278.0542,958
18693,0.0,-0.15626211,-0.20759745,0.2769232,0.69210005,-0.08098034,-0.16628738,0.020583328,0.5738621,-0.24461575,0.0012717253,1.0018308,2508.0037,2278.0542,957
18694,0.0,0.029138211,-0.15635099,-0.3707639,-0.23542643,0.21482347,-0.25198302,0.13974975,0.20073842,0.49324295,0.0016249819,0.9991976,2508.1272,2452.5046,956
18695,0.0,0.55153793,0.3910638,-0.06681697,-0.11714862,-0.101412304,-0.0009833922,0.5239992,0.6111961,0.04965494,0.0016505386,1.0022107,2508.2583,2430.353,955
18696,0.0,-0.0082370015,0.07796737,-0.081626125,0.077694185,-0.37106958,-0.031010717,0.02831975,0.37557757,-0.19115709,0.0007211011,0.9991607,2508.308,2469.33,954
18697,0.0,-0.3691525,0.26107347,-0.33303693,0.5931754,-0.75357145,0.30733514,-0.009429837,0.31054914,-0.072592996,0.0018159645,1.0003886,2508.3987,2469.33,953
18698,0.0,1.4255222,0.7653122,0.19885749,-0.69940335,-0.4196415,0.5951023,0.80498976,0.7134179,0.35357395,0.0016771954,0.9988319,2508.4004,2479.1743,952
18699,0.0,0.03789191,1.058486,-0.6509484,0.7932553,-0.33445427,0.87564194,0.057941806,0.35214695,-0.10333227,0.0017425735,1.0016174,2508.5862,2322.915,951
18700,0.0,0.8429909,0.12769309,0.16147836,0.20475253,-0.068229765,0.35014933,0.5586455,0.5318085,0.3626697,0.001752931,0.99753344,2508.7224,2508.5862,1000
18701,0.0,0.46374008,0.2824575,-0.3614673,0.08874615,-0.034070898,0.74345815,0.3326909,0.17203526,0.020476636,0.0018452827,0.9996641,2509.7366,2489.0244,999
18702,0.0,0.3390836,0.83782965,-0.06557895,0.18267782,-0.59911835,-0.31584182,-0.109976225,-0.1346677,0.13594778,0.0018312029,0.9996893,2509.8289,2278.0542,998
18703,0.0,0.20225786,0.7923236,0.66460514,0.38542283,0.47162127,0.22551551,0.3284505,0.26226482,0.3176994,0.0017998934,0.9993792,2510.0098,2359.7969,997
18704,0.0,0.13182634,0.18511353,0.36190587,-0.44500706,-0.04590435,0.18705022,-0.08285148,-0.11177566,-0.00281838,0.0017873688,1.0005769,2510.724,2401.3337,996
18705,0.0,0.4435708,-0.31179166,0.80397135,0.57192194,-0.604365,0.030616973,0.27549243,-0.3859279,-0.091625005,0.001597539,0.99849254,2510.7317,2489.0244,995
18706,0.0,0.44646618,-0.38343233,0.2396273,0.052634805,0.4935002,0.6840575,-0.05406023,0.009708477,-0.019258458,0.0017132352,1.001162,2511.5671,2441.349,994
18707,0.0,1.0717857,-0.46437922,-1.206311,-0.052469257,0.5672503,0.10843344,-0.14902698,-0.025140971,-0.10928986,0.0014102093,1.0007465,2511.647,2508.5862,993
18708,0.0,0.16986611,0.56500876,-0.23392223,-0.657336,0.22962539,0.04359943,0.7047849,0.37593442,0.06193011,0.0012676219,0.99804556,2511.7332,2469.33,992
18709,0.0,0.49230266,-0.23214853,-0.17966822,-0.40720206,0.694823,0.6179378,-0.22218521,-0.25104195,-0.4009476,0.0014553457,1.0009218,2511.7456,2401.3337,991
18710,0.0,0.8042003,0.19132487,0.29089174,0.4186327,0.44703543,0.64933485,0.43848157,0.35842028,-0.073106065,0.0016716345,1.0017402,2511.8015,2430.353,990
18711,0.0,-0.66545427,0.63613594,-0.7145991,0.3579069,-0.38021684,0.5220917,-0.082303114,0.47411558,-0.29473826,0.0015571663,0.9993015,2512.0852,1930.9642,989
18712,0.0,-0.24352849,0.57063514,-0.24595612,-0.19376387,-0.09230071,-0.13305864,0.32146218,-0.075754896,0.3024962,0.0018519231,1.000057,2512.0913,2254.7979,988
18713,0.0,0.6658345,0.15731233,-0.121241994,-0.75604266,-0.23097089,0.110991165,-0.005329963,0.097385384,0.0019110589,0.0013932718,0.9990789,2512.2686,1726.8938,987
18714,0.0,-0.10024312,0.61759156,0.5331622,0.10679871,0.3126698,0.4492123,-0.11547797,0.22837618,-0.025147147,0.0018542844,0.99978566,2512.3157,2469.33,986
18715,0.0,0.15733285,1.1668483,0.38289598,0.04098,0.28706688,-0.16621299,0.023190334,0.12526336,0.0118888905,0.0011580865,1.0017821,2512.391,2479.1743,985
18716,0.0,-0.30230445,0.3921874,-0.23976286,0.19845378,0.11763631,0.25496793,-0.078569725,0.18903477,0.15376861,0.00068837265,1.001506,2512.559,1494.1084,984
18717,0.0,0.0922765,0.31202516,-0.10930178,0.064309604,-0.061951328,-0.18074855,0.38551882,0.39002818,0.26504406,0.0018372863,1.0004851,2513.07,2290.6355,983
18718,0.0,1.29544,0.43083012,0.37353364,0.65039396,0.5091442,0.16501723,-0.16780064,-0.01879326,0.0111601325,0.0016614612,0.9974528,2513.3743,2071.729,982
18719,0.0,0.89210725,0.30879182,-0.66452736,-0.21125868,0.49876848,0.92220956,0.29565313,0.031152198,-0.04878414,0.0005178252,0.9978811,2513.4849,2489.0244,981
18720,0.0,0.6131533,0.71743095,1.250031,0.85313827,1.0330008,0.68186593,0.37484673,0.39775968,-0.083533056,0.0007120186,1.0050704,2513.5217,2373.4578,980
18721,0.0,0.58192396,-0.27775738,-0.19794407,0.26382747,0.22584043,-0.1416442,0.02150763,0.89993787,0.3603308,0.0017374643,0.9998091,2513.9998,2421.9888,979
18722,0.0,0.50790685,0.39072528,0.44885033,-0.0061128875,0.3505396,-0.11321517,-0.0343093,-0.24165282,-0.25869945,0.0014089156,1.0019877,2514.009,2469.33,978
18723,0.0,0.659794,0.20154999,0.63159984,0.21756954,-0.1309378,0.2056328,0.18278238,0.3258508,0.1412715,0.0017801236,0.9982623,2514.4885,2115.3677,977
18724,0.0,0.17376569,0.6151504,0.46677944,0.30741704,0.4193942,0.1473382,-0.18794696,0.21200393,0.2598076,0.0016487299,0.9989894,2514.8577,2382.363,976
18725,0.0,-0.24331959,0.0038706313,0.25455457,0.101321876,0.07924001,-0.62697566,0.21273325,0.024766812,-0.34756732,0.00029126706,1.0002162,2514.8643,1795.2571,975
18726,0.0,-0.3481762,0.7253659,0.1727488,-0.19690195,0.072541915,-0.30863413,-0.39886227,-0.23626663,-0.09504266,0.0014800385,0.99969476,2514.9934,2336.2212,974
18727,0.0,0.2873634,-0.3841671,0.41134843,0.22107877,-0.52651435,0.24056056,0.53489774,-0.0738955,-0.1552717,0.0017351969,0.99904555,2515.117,2469.33,973
18728,0.0,1.1523024,0.12884232,-0.77992547,-0.5353576,0.2952095,0.708805,0.40578458,0.20559539,0.16987681,0.0017580608,0.998554,2515.1536,2373.4578,972
18729,0.0,0.913183,-0.1870708,0.016435824,0.24739236,-0.10926888,0.38500547,0.5598446,0.099423185,0.09833504,0.0014997977,0.9972807,2515.4985,1918.8562,971
18730,0.0,0.5802781,0.0041352063,0.07188623,0.47708768,0.6134331,0.38981906,-0.36909187,0.049296558,0.3655845,0.001198888,0.9967751,2515.7026,2452.5046,970
18731,0.0,-0.35347307,0.8044034,0.27159548,-0.25440884,0.848139,-0.19830412,0.37486443,0.20670567,0.11415022,0.0017827849,1.0005444,2515.8232,2508.5862,969
18732,0.0,-0.6745536,0.3822254,0.113429554,0.5519607,-0.8213132,0.5244641,0.028375518,-0.11287732,-0.22957778,0.0013324878,1.0007623,2515.9575,2278.0542,968
18733,0.0,0.61961037,-0.25676218,-0.057743594,0.78717285,0.39756262,0.10046217,0.14408043,0.3839537,0.2364175,0.0018390238,0.99977285,2515.9688,2254.7979,967
18734,0.0,0.5867293,-0.21721295,0.29347962,0.3291112,-0.65955013,-0.20012552,0.24329926,0.0021440994,0.065257154,0.0017718637,1.0001731,2515.989,1617.8608,966
18735,0.0,1.2011833,0.6185315,0.972531,1.0382017,0.7149295,0.17490186,0.26346335,0.34412497,-0.0351987,0.001665784,0.99787086,2516.2168,1942.7295,965
18736,0.0,0.4737749,-0.09928335,0.56116843,0.13593735,-0.33973548,-0.055810597,0.17583866,0.247663,-0.15086874,0.0012673218,1.0020365,2516.2424,2265.4497,964
18737,0.0,-0.5272606,0.5607132,0.22347032,0.2766324,0.078469515,0.5390535,-0.08855509,0.32189918,-0.06486502,0.0016513246,0.99897933,2516.4185,2233.1143,963
18738,0.0,0.5478764,-0.382852,0.70235026,0.70377386,0.2204651,0.43767035,-0.01893237,0.40538955,0.630047,0.0017536489,1.0015258,2516.427,1808.6296,962
18739,0.0,0.013832279,0.6261912,0.38417017,-0.18582317,0.22144125,0.2420704,-0.10892403,0.15669218,0.12114068,0.0016261943,0.99924415,2516.7798,2508.5862,961
18740,0.0,0.17230523,-0.00089164014,0.096643746,0.7618412,0.75386155,-0.014436801,-0.13030244,0.37645853,0.4683034,0.0018030091,1.0008347,2516.909,2189.5286,960
18741,0.0,-0.10056064,0.408368,0.124480434,-0.6093251,0.56422216,-0.26455852,0.32355398,0.30559623,-0.38876924,0.001753023,1.0000366,2517.1174,2322.915,959
18742,0.0,0.09966853,0.44736975,0.34924135,0.49038514,0.057185303,0.44150466,-0.06282349,0.17798522,-0.36475652,0.0011085338,1.00284,2517.273,2489.0244,958
18743,0.0,0.911732,0.69104946,0.87373596,-0.27035835,-0.21489568,0.5025386,0.25476286,0.5705315,0.4937999,0.001728723,0.9991881,2517.6558,1832.6272,957
18744,0.0,0.00584918,-0.8071615,0.17138638,0.51108116,-0.44399002,-0.31403667,0.75581586,0.008504629,-0.15623885,0.0014797488,0.99934447,2517.6885,2058.1885,956
18745,0.0,0.7631802,0.11502149,-0.092392914,-0.4098617,-0.431246,0.04340025,0.5126751,0.60791665,0.33249187,0.00033973577,1.0013889,2517.751,2489.0244,955
18746,0.0,0.36004743,0.33567312,0.19593793,-0.044511676,0.48689878,-0.01269865,-0.29182118,-0.18442899,0.030871201,0.0013336709,0.9984799,2517.8381,2499.4475,954
18747,0.0,0.18233603,0.60140705,0.45177224,0.5813085,0.014405527,0.33893964,-0.1760817,0.24253207,-0.22314423,0.001424723,1.0029864,2518.0178,2499.4475,953
18748,0.0,-0.28716522,0.32138085,-0.73863393,0.18325195,0.050835703,0.026599107,0.3681958,-0.09487199,0.23203838,0.0015868938,0.9991752,2518.4246,1749.4377,952
18749,0.0,0.7538208,0.62533814,0.30525565,0.84419775,0.85386944,0.38384688,0.5652805,0.6045512,0.80889374,0.0014502616,0.9950166,2518.523,2508.5862,951
18750,0.0,1.218606,1.3175042,0.6080389,0.5890854,0.6231523,0.4908337,0.20836896,-0.13621186,0.025299462,0.0015157062,1.0044934,2518.5693,2222.0051,1000
18751,0.0,0.10510158,-0.010015778,0.47934213,-0.20459655,0.0539506,-0.09706177,0.015821006,-0.09893242,-0.29930478,0.0015444476,0.9991509,2518.7134,2469.33,999
18752,0.0,0.2582703,0.53070045,0.4373911,0.30648774,-0.10453168,-0.13667606,0.015906785,-0.07844858,-0.024457453,0.0016951172,1.001478,2518.832,824.01135,998
18753,0.0,0.57762533,1.1461887,0.18915965,0.060470693,-0.42728904,-0.17943779,0.0050679245,0.26550305,0.23756683,0.001558579,1.0020621,2518.8362,2382.363,997
18754,0.0,-0.22704084,-0.006287514,0.63984567,-0.08209758,-0.34089375,0.2941854,-0.30400512,-0.094530284,-0.26143155,0.0014869993,0.99942416,2518.8433,2278.0542,996
18755,0.0,0.6268371,0.52432775,-0.25370178,0.5574638,0.67638004,0.5712935,0.11527403,-0.069129795,0.13381328,0.0015937033,0.9971691,2518.936,2479.1743,995
18756,0.0,0.236011,0.92591745,0.12784849,0.82835656,-0.31020054,0.6112113,-0.3253643,-0.004250382,-0.3673177,0.0017798139,0.9990759,2519.0962,2469.33,994
18757,0.0,0.4677775,0.32866308,-0.0005368715,-0.21682486,-0.033945013,0.4370809,0.13442655,0.79413736,0.3092965,0.0016372997,1.0015559,2519.2114,1871.5929,993
18758,0.0,0.3841709,0.16333124,0.07844682,0.17900367,-0.06369338,-0.3456048,-0.14098947,0.32952344,0.11886266,0.0016453239,0.9987167,2519.2373,2412.5657,992
